id	collectible	slug	classId	multiClassIds	cardTypeId	cardSetId	rarityId	artistName	health	attack	manaCost	name	text	image	imageGold	flavorText	cropImage	childIds	keywordIds
46601	1	"46601-gilnean-royal-guard"	12	[]	4	1125	3	"Slawomir Maniak"	8	3	8	"길니아스 왕실근위병"	"<b>천상의 보호막</b>, <b>속공</b> 이 하수인은 내 손에 있으면 내 턴마다 공격력과 생명력을 바꿉니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/14549e08b1770b9529294699973b8ce518671ca7764a0691b19ad3da06728114.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/74970202ca7f3f4d0ccf480af68186726ff34c24f01762c15eb7fe9a7a652409.png"	"그래서 리암 왕자는 어떻게 된 거죠?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7011b2b6dcd990b19927832ceeaad6d1b31152f412535f72e3e0829d1292efd2.png"	[46602]	[3,53]
48226	1	"48226-giggling-inventor"	12	[]	4	1127	3	"Matt Dixon"	1	2	6	"깔깔대는 발명가"	"<b>전투의 함성:</b> <b>도발</b>과 <b>천상의 보호막</b> 능력이 있는 1/2 기계를 둘 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/66c9ec66f994d029f67c1345541e3d4d3b98bcc4b9c04de3d0deb9d03cd39e09.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/547b03ad92fd82b70e1527f8b4ed339bdf0321d5539cb5911bf2bf758ab10012.png"	"\"난 거대한 황금 사제를 만들거야! 그리고 온 세상에 '감사합니다!'를 외치게 하겠어!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ccb92c1b9383411550ee2b46e461fa2d876c5f55c88be053fac9b078a6d0dcdb.png"	[50253]	[1,3,8]
50356	1	"50356-treespeaker"	2	[]	4	1129	4	"J. Axer"	4	4	5	"나무예언자"	"<b>전투의 함성:</b> 내 나무정령들을 5/5 고대정령으로 변신시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4f900372e434c33bead329c857bbac6249d65f00e595e1107595c9b370663431.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e45f875eaddf701c539f32ebdce3bb13ad99a3662681f0a49c800e9ded18a199.png"	"변신해라, 나무나무!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4211b4d51c0ee39fc37ee1fd977c64d1315760ae4694e4334f57d2cda96e521b.png"	[358,51868]	[8]
46992	1	"46992-swift-messenger"	12	[]	4	1125	1	"Zoltan Boros"	6	2	4	"날쌘 전령"	"<b>속공</b>, 이 하수인은 내 손에 있으면 내 턴마다 공격력과 생명력을 바꿉니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/03a58e9f5dee1f65aae1970237140aff848a409672b2db3ad79221f4e8552d68.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dec558f8467eb9e745b426305ee7ce472f40397855c1f491bc45443a21b5be17.png"	"어떤 곳이라도 한 턴에 달려갑니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/300fd883dfb253e6581d8e0e47197e038d915f11421cf683059f52f9197fcbfd.png"	[46993]	[53]
46859	1	"46859-druid-of-the-scythe"	2	[]	4	1125	1	"Luke Mancini"	2	2	3	"낫의 드루이드"	"<b>선택 -</b> 4/2 <b>속공</b> 하수인 또는 2/4 <b>도발</b> 하수인으로 변신합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6ad8283f274c8c0f92a123b20b017973c751b56668215f753f54b3531d6b182c.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4ad35f61aefce2e48b51275e0c482e7b909816d6cb28d3de9190036fda2be66c.png"	"낫을 가리는 편은 아닙니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6d40aa8b53046a258ee6ba2fe66eebbba5c720c63ae0b3d9b475d5937140986d.png"	[47048,47049,48305,48306,48307]	[1,53]
96903	1	"96903-norgannon"	4	[]	4	1858	5	"Mooncolony "	8	3	6	"노르간논"	"<b>티탄</b> 이 카드의 능력을 사용한 후에, 내 다른 티탄 능력들의 효과가 2배 증가합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5367bec3068dad1a72acf9389700afe9e965ef00ca1f9057e73ef9f5c852b4e9.png"	""	"그의 강력한 비전 마법은 살게라스가 티탄의 육신을 파괴한 후에 모든 티탄의 영혼을 구할 수 있을 만큼 강력했습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a9bfdb891d17554e3f2dba388e19cd9ba81f2e56714b518e00a2e9354e88a68f.png"	[96904,96905,96906]	[270]
56391	1	"56391-rustsworn-initiate"	12	[]	4	1414	1	"Zero"	2	2	2	"녹슨 군단 수습생"	"<b>죽음의 메아리:</b> <b>주문 공격력 +1</b> 능력이 있는 1/1 임프술사를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/49a1b1de1e57a34845ee98f530d9a2861f66452deb314496536f117d133f4813.png"	""	"녹슨 군단의 복지 항목에 파상풍 예방접종은 포함되어 있지 않습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/599b318696866cd73d092f7469a602e085761173eb1aa63a19518923acea5524.png"	[57906]	[2,12]
56824	1	"56824-rustsworn-cultist"	12	[]	4	1414	1	"Matt Dixon"	3	3	4	"녹슨 군단 이교도"	"<b>전투의 함성:</b> 내 다른 하수인들에게 \"<b>죽음의 메아리:</b> 1/1 악마를 소환함\" 능력을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b74f63745b2361c5d7646c38d929d41d4a02b0026dcd12bd2ac5c909fd30ec0a.png"	""	"\"녹... 나는 녹이 좋아요. 거칠고 거슬리는 데다 사이사이로 다 들어가니까요.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/90ed5a0b018982fb69235a925f30a39adc2be9fe2838cff1f36e4520991b23ae.png"	[56851]	[8,12]
49088	1	"49088-sightless-ranger"	12	[]	4	1129	1	"Jiajun Tian"	4	3	5	"눈먼 순찰대원"	"<b>속공</b>, <b>압살:</b> 1/1 박쥐를 2마리 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7a6813e3e1c8238b4b53275a34f9a04bf066e665ac89f85e6f81edb28eca9673.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/38cf4f16ae165313aa4b50f9566ea16d90f06bd85256f8a8ebe8bb5caaf396b6.png"	"네가 눈이 없어, 발이 없... 아."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/eb8a19c7198b0f0ef66675d08d3595e4072bc6e6aa13719f26e696aa69ff9447.png"	[49087]	[53,61]
91511	1	"91511-worgen-roadie"	12	[]	4	1809	3	"Kami Johnson"	4	3	3	"늑대인간 공연 관리자"	"<b>전투의 함성:</b> 상대편에게 0/3 악기 보관함을 소환해 줍니다. <i>(보관함을 부수고 무작위 무기를 획득하세요!)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/36cdc4af3c440b2b8964a9fa6a8e3d547314d21372e6cea5221947b189e9f297.png"	""	"\"악기를 달라니까 저주받은 검을 가져와?!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0e1f9f2c2f7bff3b6f9045a922907eca432e7f81a02aeccb42b4c0c5352a8411.png"	[94860]	[8]
52409	1	"52409-swampqueen-hagatha"	8	[]	4	1130	5	"Alex Horley Orlandelli"	5	5	7	"늪지여왕 하가사"	"<b>전투의 함성:</b> 5/5 악령을 내 손으로 가져옵니다. 그 하수인에게 주술사 주문을 둘 가르칩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/36fa5e7370e695c2e26168ce0ef692f2be8b6be8b736b636583a475f155a1939.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9cda9b60c5d83856a3667f6379b42b7aadccb0d563dfee79d59420b8e0cbdb03.png"	"라팜이 하가사와 손을 잡은 이유 중 하나는 박사 붐의 농담에 웃어주지 않기 때문입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4de8f21d60c719d1395fdd707625ce259cd96fd60196f932057ab18c377e20bb.png"	[52812]	[8]
102647	1	"102647-witch-of-the-arch-thief"	9	[]	4	1898	4	"Mooncolony"	4	2	4	"대도의 마녀"	"<b>전투의 함성:</b> <b>도발</b> 능력이 있는 1/3 공허방랑자를 소환합니다. 상대편의 하수인이 더 많으면, 반복합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/76ebd9355a1a2629b2a6ca617ce2e04dd32f17d320013100ff0049e0e1c6e424.png"	""	"왕에 걸맞은 하수인입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0a595e0a8166827c0f77d7a6dd567be69e4ac0ca43cd4b34aa5104b6347e824b.png"	[48]	[1,8]
51790	1	"51790-acornbearer"	2	[]	4	1130	1	"Steven Prescott"	1	2	1	"도토리지기"	"<b>죽음의 메아리:</b> 1/1 다람쥐 2마리를 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/baf04ba7192d78f81df51db1aacda38b17fd2afc56e0ad8f4bca26848600e935.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/58c0e6eabe55c910833ca3879bdd4dbff04413dfe3c6c5d06d9f0ac1185d04b7.png"	"1/1 다람쥐 2마리를 내 손으로 가져옵니다람쥐썬더!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/986663072c65c7a87d0335fba3037aa9b3d7d7f6aef365f8f84f41b0a34714f9.png"	[54315]	[12]
47256	1	"47256-toxmonger"	3	[]	4	1125	4	"Tyler West Studio"	4	2	4	"독소 전문가"	"내가 비용이 1인 하수인을 낼 때마다 그 하수인에게 <b>독성</b>을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a8af649dd49534d757e0d81f9605d78ad6f1c39d3d7faeb848376c1a82fb1222.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/896b5a917f5761ec7338cdaaf33c4f60c09b97468108060f8c04c923d01624a4.png"	"모든 거미가 독성이 있는 건 아닙니다. 하지만 이 녀석이 그렇게 두질 않죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a6e62b8e04cc6cec08704a813899da2fcadeeda9c2c5bd2b59fd0e19139ee4c8.png"	[47930]	[32]
95470	1	"95470-stoneheart-king"	5	[]	4	1858	3	"James Ryman"	2	3	4	"돌심장 왕"	"<b>죽음의 메아리:</b> 이번 게임에서 내가 소환한 다른 토석인 하나당 +2/+2를 얻는 2/2 토석인을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7d2a4e852dee6c61a9d062945b4caafb525ec88ca93a71e3ccd7c2519c300812.png"	""	"나도 왕이다. 돌심장의 왕."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/eeb83e0a56240444bf8b853122415e2f6cbf6063ae7fbad2ad1db096c7e4d6dd.png"	[101547]	[12]
50372	1	"50372-scarab-egg"	12	[]	4	1129	1	"Jim Nelson"	2	0	2	"딱정벌레 알"	"<b>죽음의 메아리:</b> 1/1 딱정벌레를 3마리 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/136dbc862a79938c61ebbe6819ef41d21e17dca6d32475b1ae5018330347dd98.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9cde0cda4af049fce5b9bd6679d160baae5114c46cf01a3f225fa2d0ff61acaf.png"	"오믈렛은 맛있다고 해서 만들어 보려다가 얼굴이 뜯길 뻔했습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2514f79e2c23a175d3fc449b5fc5e9cdd15bbc9f70dbabfb7f9d797ed44d205c.png"	[50373]	[12]
2546	1	"2546-rhonin"	4	[]	4	15	5	"Zoltan & Gabor"	7	7	8	"로닌"	"<b>죽음의 메아리:</b> 신비한 화살 셋을 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9c442b9f14dcaf1a54cf46ac1280125697806ecb17fb4838635319cedf955f87.png"	""	"분명 우리의 삶은 살 가치가 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/36e8f5d6c0e778f0db3499545a87abdd4c06a89b720c8bd1f6ea15e8855508a7.jpg"	[564]	[12]
2509	1	"2509-recruiter"	12	[]	4	15	4	"Jim Nelson"	4	5	5	"모병관"	"<b>격려:</b> 2/2 종자를 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e0f287c551a8a9358d8ec0886660e0e5aadd2f9ab11a6d09d7b7b678042fc78c.png"	""	"은빛십자군에 지원하게나! 활기찬 병영 생활, 가족 같은 상관들이 자네를 기다린다네!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0fc5ba536ebc01b18e296c773ad39e8ef492a2b2280b28f9915e5e043a4bddc7.jpg"	[482]	[20]
55038	1	"55038-shrubadier"	2	[]	4	1347	1	"Jim Nelson"	1	1	2	"묘목 폭격수"	"<b>전투의 함성:</b> 2/2 나무정령을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/50e0465b71af56cd1f67094fd54d30a720677d81aa725b2de574368e6b527e30.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5236fda89f5c5deef894218344d751e9d706a1bdb721ea1c5b1832a4453d7a4f.png"	"낙하하는 도중에 자랐나보네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5f6d0e32ce9ccc603ddb0e8939d5e3348a31ad7152c47d3086b1a3059bf26f41.png"	[56371]	[8]
50386	1	"50386-banana-buffoon"	12	[]	4	1129	1	"Jim Nelson"	2	2	3	"바나나 장사꾼"	"<b>전투의 함성:</b> 바나나 2개를 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/77501b336124d43a0944eeba94f202fb0cd072bd3107338c45ee54e7dd7c0a58.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/126ecc8327836bb8ce28ee81a1951fe155ca7c9d92a6589595110089dc17281e.png"	"바나나 많아요! 드셔보세요!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/836421b7ef0c9d414f84559503b7b8353f77d8b9d8f2d3df629c0a2f098e9ccd.png"	[53215]	[8]
40486	1	"40486-white-eyes"	8	[]	4	25	5	"Cole Eastburn"	5	5	5	"백안"	"<b>도발</b>, <b>죽음의 메아리:</b> '폭풍수호자'를 내 덱에 섞어 넣습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/edaa88d3bb691b81d127699bc6319a3312eea9ef16bdfa7a5ac30fb17101a85f.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8235542f312b7741540fa67d1d34a260e8bf4efb3d25cb750215be035e983e9b.png"	"내 목숨을 아이야에!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ffd0ba02bd08a62360f6cd03afb8aa0b03af32b1b0455a6ac5c4c7008c2d87fb.png"	[41842]	[1,12]
40494	1	"40494-big-time-racketeer"	12	[]	4	25	1	"A. J. Nazzaro"	1	1	6	"범죄계 거물"	"<b>전투의 함성:</b> 6/6 오우거를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/771113e040fb596481f5cc24bcce6090ba8aa9aabc95cd4c97572132d0473963.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5437a3305e2436c6f036bab253d2fcbe30a433578cfe32c3d7d1e2e496b8946a.png"	"\"오, 황금 전설 카드를 얻으셨군요? 아주 카드가 번쩍번쩍하네요. 거, 누가 마력 추출이라도 하면... 참 유감이겠군요?\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e48cc775b36447e3b9d78af61d48fa947271e94db71cd8a16748f96f8a6eac6c.png"	[40495]	[8]
52091	1	"52091-vereesa-windrunner"	3	[]	4	1130	5	"James Ryman"	6	5	7	"베리사 윈드러너"	"<b>전투의 함성:</b> 소리달 - 별의 분노를 장착합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6a08b852ab058b8ba9f861366af0383ebb73ea356b42b3bfe3680d86c5d453d3.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9636f7cfb2a788e47ffecebfe94ba4a9e68b18909dbd03d6b4dc7fda120bde54.png"	"그녀가 겨누고 있는 세 발의 화살은 각각 윈드러너 세 자매를 상징합니다. 물론 근거는 없습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0fff1e2b63f5f9edfac0b38c5bc05788223ec59493f0e9efd7a1755dc382d86c.png"	[54157]	[8]
52487	1	"52487-eccentric-scribe"	12	[]	4	1130	1	"Charlene LeScanff"	4	6	6	"별난 주문각인사"	"<b>죽음의 메아리:</b> 1/1 성난 두루마리를 넷 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e88982b542c7c620fa30d0f1497be6e21c99f69284404c01a1f329981e0f20da.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/512fad281ed0e52534127aa716014699ecd91f4eb400b817acdd3fb5daf0b4bd.png"	"말(물리)로 때립니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a24b524ae09a8340601789704c02b2ae09c9503d4ee24e78603dd784fdf19e2c.png"	[52827]	[12]
97495	1	"97495-aggramar-the-avenger"	3	[]	4	1858	5	"Kevin Sidharta"	7	3	6	"복수자 아그라마르"	"<b>티탄</b>, <b>전투의 함성:</b> 3/3 태샤라크를 장착합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/72f71be1aba1e383ef8e8743a14f31e38b860f488a58ee441b5bf8eb0e299fb1.png"	""	"살게라스의 신임을 받는 부관이었던 아그라마르는 살게라스가 타락하기 전까지 여러 세계에 걸쳐 그를 도와 악마 군단과 싸웠습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fcaa8410f265ba4d5eb113314b960b189135f96ed909211c961bf4f8f6041beb.png"	[97519,97520,97521,97496,97524]	[8,270]
40953	1	"40953-doppelgangster"	12	[]	4	25	3	"Zoltan Boros"	2	2	5	"분신수"	"<b>전투의 함성:</b> 이 하수인을 둘 복사하여 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dca2f0702d9e3833a880321fe89d61f970ec20100ee5942a8ed19c0579da63f5.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/774b367815fea27d1542a0ef592460d15b0a75f38f7f314dc43b3e46b519b933.png"	"\"다들 모여!\" \"다들 모여!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2f40d32655858a56b86b4480656df21a9ccc8d9f4acf88eeef4543ada5eb9ae4.png"	[42146,42213]	[8]
40407	1	"40407-kabal-chemist"	12	[4,6,9]	4	25	1	"Mike Azevedo"	3	3	4	"비밀결사 약제사"	"<b>전투의 함성:</b> 무작위 물약을 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/454ef06fde150df75b58fa5b14fc8f20e353fc04ca801cc35d6c8763bda6d27a.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/34624132d4356b94e154b7cc071cb987932fcc9c172483fda97d852328633584.png"	"그 변이 물약도 좋지만, 이 수수께끼의 물약은 어때? 어떤 물약도 될 수 있는 물약이야. 변이 물약이 될 수도 있다고!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/49dc6b504be20bdf7bf954ee438a79307099b96d548e545944df1601543bd0b4.png"	[40324,40373,40936,40393,40409,40297,40957,40375,40938,40517,796]	[8,29]
52940	1	"52940-flight-master"	12	[]	4	1130	1	"Evgeniy Dlinnov"	4	3	3	"비행 조련사"	"<b>전투의 함성:</b> 각 플레이어에게 2/2 그리핀을 소환해 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/eb2e3a324c4af1ebc2a69e48662fdaebe789369c22dbe20d7427ba878366f366.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8d3eae090ef69e6c910cff5e5198cbb8e0b5da9eafa926c9ce1d4c3c87ad318b.png"	"그리핀에 탑승하실 때엔 안전 수칙을 꼭 지켜주십시오."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0d8a174decb5763c8dbd32034ca069dd7f7f78debc1977b65433aaf9c88fabef.png"	[52941]	[8]
