id	collectible	slug	classId	multiClassIds	cardTypeId	cardSetId	rarityId	artistName	health	attack	manaCost	name	text	image	imageGold	flavorText	cropImage	keywordIds
2409	1	"2409-blackwing-corruptor"	12	[]	4	14	1	"Greg Staples"	4	5	5	"검은날개 타락자"	"<b>전투의 함성:</b> 내 손에 용족이 있으면, 피해를 5 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ea452e7f4efc82ac3e6a70fe765afb56c0c19beb08b9369a4168daca9594801d.png"	""	"검은날개 내부에 선정적인 만화와 과격한 록큰롤 음악을 공급하여 붙여진 이름입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1c36ae844634c88fa8d3e3a8e012c0b5f95f38e807b5982f35d0d062f5cf319d.png"	[8]
102564	1	"102564-black-morass-imposter"	4	[]	4	1898	3	"Arthur Gimaldinov"	2	2	2	"검은늪 협잡꾼"	"이 하수인은 내 손에 있으면 내 턴이 시작될 때마다 <b>주문 공격력 +1</b> 능력이 있는 비용이 2인 무작위 하수인으로 변신합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a23da4f6234bbbb29c89cfc10acfc12a748069bbba40a927c65ef86c39ceab5b.png"	""	"메디브 견습생이라는데 위화감이라도 느껴지시나요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ed00e1c5973a0bbd5f20b003951ff73323e2be97bb90136e1aa7939317006ad2.png"	[2]
47077	1	"47077-blackwald-pixie"	12	[]	4	1125	1	"Ivan Fomin"	4	3	3	"검은숲 요정"	"<b>전투의 함성:</b> 내 영웅 능력을 다시 사용할 수 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2ea7f225b932718e978cc94732d12e6b9290dd45bf830ec70d489ebdf7dd44af.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/04cb80cb5dbe76be40da6cf2eac9866f15d523482effe64412cf7857ec41a087.png"	"여러분을 여관에서 쫓아내는 요정입니다! 믿거나 말거나."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d70e4e6c8216e30bc2fa9630fa6bcfeb1682e3d779a0733f21a29013061037e1.png"	[8]
40681	1	"40681-shaky-zipgunner"	3	[]	4	25	1	"Andrew Hou"	3	4	3	"겁먹은 조직원"	"<b>죽음의 메아리:</b> 내 손에 있는 무작위 하수인에게 +2/+2를 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cdfaed07240591f2d639fa6ebbd7ff3e5f49439059201fe6a811a333a5281a98.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f8950ceb209d273384616b3766225a6aec9a3b895d6971a7689d5a9faf654719.png"	"험악한 떡대들은 그 어떤 무기라도 당신에게 쥐어줄 수 있습니다. 하지만 그 무기가 폭발하지 않길 바란다면 추가로 돈을 내야 할 겁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c4b273465443e7f8568d0ef0975002c761d7eef741c1400c26817992998f8f37.png"	[12]
2585	1	"2585-coliseum-manager"	12	[]	4	15	3	"Dan Scott"	5	2	3	"경기장 관리자"	"<b>격려:</b> 이 하수인을 내 손으로 다시 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/74d9eafa6f0fe6226dfa8c024355d9afad141ef2f9b69f406f25b9a37f81249d.png"	""	"틈만 나면 퇴근하고 싶어합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a3f07d2aea908e3aa44a5374d1b6c7425d65b31ad56248af8cf472fb041a0141.png"	[20]
2596	1	"2596-wyrmrest-agent"	6	[]	4	15	3	"Jeff Easley"	4	1	2	"고룡쉼터 요원"	"<b>전투의 함성:</b> 내 손에 용족이 있으면, 공격력 +1과 <b>도발</b>을 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/886cf203dbdf5bcf647b824654d70b36b4457821407dfb56c87125b9f8654d22.png"	""	"다섯 용군단의 위상들도 대 마상시합에 큰 관심을 보이고 있습니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/80a9d1e1febcd735bf7035eebbfbd16d4181e69dd589943c0347a6ccf57ec8fe.jpg"	[1,8]
55407	1	"55407-wyrmrest-purifier"	12	[]	4	1347	4	"Eva Widermann"	2	3	2	"고룡쉼터 정화자"	"<b>전투의 함성:</b> 내 덱에 있는 모든 중립 카드를 내 직업의 카드로 변신시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/919302027d11b4c5fa993826f3fd2fe13dd2adef7716de509c797761e625a173.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e00ffcbf75fb81cb056e4991bde72c9dc9bc670ebca499e1728c214aafbd78f3.png"	"직업 정신이 아주 투철합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c36a3b28222e248be48c64cf9ae5f8764a1207bbfef721dafe1801d061877c67.png"	[8]
55404	1	"55404-goboglide-tech"	12	[]	4	1347	1	"Matt Dixon"	3	3	3	"고블라이더 기술자"	"<b>전투의 함성:</b> 내 전장에 기계가 있으면, +1/+1과 <b>속공</b>을 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2d191f5a1aaad551e027474d39f036b3960325d8469db9b5a89ff28f3bb1e8e1.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/474cbd628a67535b04a8ddb1af78f3ff35616ec8c707ba8bcbea2b78c6f12abc.png"	"\"추락\"과 \"저공 비행\"의 차이를 아직도 깨닫지 못했습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/06686457cc4568c69f72f957d8e40597addc8ec9f0a0bac672cac368387a101b.png"	[8,53]
2752	1	"2752-evil-heckler"	12	[]	4	15	1	"Dan Scott"	4	5	4	"고약한 야유꾼"	"<b>도발</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2e93467b27be447ecf29c3b518ee55cb8632de09817e3e8a7142d6eaa7b4331b.png"	""	"이렇게나 도발 능력이 어울리는 하수인이 또 있을까요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3b4cd56a87afba360f5a406d95b011aeba51451d96fac8f87b7e4468f92dbceb.jpg"	[1]
2579	1	"2579-silent-knight"	12	[]	4	15	1	"Esad Ribic"	2	2	3	"고요한 기사"	"<b>은신</b> <b>천상의 보호막</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1b0cb7f5d6b2be2c7b3fe8ddba7f1a46f40fc899e670db9f2f3dea977f904478.png"	""	"원래는 도서관 사서였다고 합니다. 직업병이 이래서 무서운 거죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/44e367090290c3b28e851986070ebcb218dc9e4e3befd63fae86f945e8cd1bd1.jpg"	[3,6]
40911	1	"40911-hired-gun"	12	[]	4	25	1	"Eric Braddock"	3	4	3	"고용된 싸움꾼"	"<b>도발</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dca91f24df3e388c5147ac8672e77d677e8eaa082a9d2a2610b21d3d95166241.png"	""	"워낙 싸움을 좋아해서 보수 없이도 싸움에 뛰어듭니다. (물론, 비밀입니다.)"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fd5854231c67568a6117cd184e588e6fe8cc52a896c4c11c50ad719bef89c4f3.png"	[1]
2510	1	"2510-grand-crusader"	12	[]	4	15	4	"Todd Lockwood"	5	5	6	"고위 성전사"	"<b>전투의 함성:</b> 무작위 성기사 카드를 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/03709490e81e5d5d69827ffef40788c2a34295287a03166b6bdb0b9bd9e52fe5.png"	""	"수많은 성전을 수행한 그녀는 빛과 정의를 수호합니다. 가장 최근에 참전한 성전에서는 악명 높은 고블린 영업 사원들을 상대했다는군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2905f106ecb2e6052ed1e11e67c579d92690e0b4ab9d283291a3bc01acffdf09.png"	[8]
2556	1	"2556-confessor-paletress"	6	[]	4	15	5	"Chris Rahn"	4	5	7	"고해사제 페일트레스"	"<b>전투의 함성과 격려:</b> 무작위 <b>전설</b> 하수인을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4534b388cd7d4aeed034990cee8072313ae0dc1eb24b5f13225b9816f27469cb.png"	""	"당신의 과거에서 가장 끔찍한 두려움을 불러냅니다. 그중 하나는 스니드의 낡은 벌목기에서 청지기 이그젝큐투스가 나오는 거죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2b9b640a53d1fe45e48cb3f9b9237e30e0af17d16c6855cb1fdd64aae2004c94.png"	[8,20]
53251	1	"53251-batterhead"	12	[]	4	1130	4	"MAR Studio"	12	3	8	"공성두"	"<b>속공</b>, 이 하수인은 공격하여 다른 하수인을 처치한 후에 다시 공격할 수 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4f4d7ee11c2581275369bec71d5d674cf27996afe582d101526e38e7f9d0956d.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ddca6353fdefe7383c0a67da36445c9a2ee35ed9fd14774b058da70c57c95a9b.png"	"머리를 쓰라고 했더니..."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/08701e2a59566173b3777b1eac50256178e8946f319db5d4b4fd1adea8ed983d.png"	[53]
56116	1	"56116-skydiving-instructor"	12	[]	4	1403	1	"Rafael Zanchetin"	2	2	3	"공수부대 교관"	"<b>전투의 함성:</b> 내 덱에서 비용이 1인 하수인을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/97b8f6cd8257287db0365efaa85362b7282076239d0b82a7f11522bd9268dbcf.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/189874d7b9dbde55dc1d85760b54bb3cf9dd0b63e4ca3f3c6cab8fe145d21b08.png"	"\"전방에 3초간 함성 발사!\" \"으아아아아악!\" \"좋습니다. 뛰어!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b426f7898e92878e6810b531db4449b84abf2b4baff3caaf6bead6880c7b35ee.png"	[8]
2573	1	"2573-sideshow-spelleater"	12	[]	4	15	4	"Wayne Reynolds"	5	6	6	"공연장 주문탐식자"	"<b>전투의 함성:</b> 상대편의 영웅 능력을 복사합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b30a05935eb2aaab64a5dca4230eb7c96a997feca7a7582b3c4dd1e930d57b1d.png"	""	"그거 참 맛나겠군요..."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e083a4e4923581496b5d45e5884d95ff5feb04038fab9956614e12b33db86336.jpg"	[8]
50082	1	"50082-princess-talanji"	6	[]	4	1129	5	"Alex Horley Ormandelli"	5	7	8	"공주 탈란지"	"<b>전투의 함성:</b> 내 손에서 게임이 시작됐을 때 내 덱에 없던 모든 하수인을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/63e726b33f9247882148a60ed54d11700464b20cb0d7f9de5c50a90b8e8d53b9.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d2b624bba9bb051399e4eb71cb97d8749c094a72aa31b9cc9d70899c45e2314a.png"	"누구나 공주가 되고 싶어 하죠. 머리 장식의 무게는 전혀 생각하지 않고."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1739c27cb5f93373b69be69bbb824e22952c34d3c6377d77b6ae690291c54618.png"	[8]
40364	1	"40364-public-defender"	10	[]	4	25	1	"Alex Alexandrov"	7	0	2	"관선 변호인"	"<b>도발</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6b1ea6fcabb09a222f64238e23299540ec486fb204a35e31ad4378641eeefb71.png"	""	"이의 있소!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/478dbbfcdb7ccfbcfb9abe759d9a16eb0edfdf13d2dd53c170bfb908bd361303.png"	[1]
46656	1	"46656-deranged-doctor"	12	[]	4	1125	1	"Dave Allsop"	8	8	8	"광기 어린 의사"	"<b>죽음의 메아리:</b> 내 영웅의 생명력을 8 회복시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4288cc1a777fdcc76631fcd91b209e1dba7c73eeab621963dc4bf16285f70609.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8fb1ec4c298b5e8f2952d695e188474a07392ac4153d342ec6d0030ffefbc4ed.png"	"전공은 멀록어문학과라고 합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5f1a241109c5dcfedb999e9cf4a4634a83580b7986191171f8cff88ef7f6bd38.png"	[12]
46650	1	"46650-rabid-worgen"	10	[]	4	1125	1	"Chris Seaman"	3	3	3	"광포한 늑대인간"	"<b>속공</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1ecaae244da6c34b996e25cb9d2792875315e3e37cf69788b1b2dd733f1b9fef.png"	""	"\"아들아... 미안하지만 바둑이는 이제 무지개 다리를 건너... 하늘에 있는 농장에서 놀고 있을 거란다...\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fcbfa9f090fdba0775c1fd07803f4a60435546ae967d2c3d0bfe04b55c6b221d.png"	[53]
49847	1	"49847-gurubashi-hypemon"	7	[]	4	1129	4	"Ivan Fomin"	7	5	7	"구루바시 함성꾼"	"<b>전투의 함성:</b> <b>전투의 함성</b> 하수인을 <b>발견</b>합니다. 그 하수인은 비용이 (1)인 1/1 하수인이 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bd88aa204ff2b7ae831ad9eeffe8d6156683d241ffcc4b412529832e1d08330e.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0ccd386b72987e0744257fe4b5cbc7b0880c3b4f85f3b68616e8de839d9fa581.png"	"손 머리 위로! 올린 사람은 비용이 (1)이 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/34663cdc5d6470e800209ccd2162b404a94daa951a9d0f0c71f4a7f4ee29e4de.png"	[8,21]
40695	1	"40695-shadow-sensei"	7	[]	4	25	3	"Andrew Hou"	4	4	4	"그림자 사부"	"<b>전투의 함성:</b> <b>은신</b>한 하수인에게 +2/+2를 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e0691604f773a0868b9ff83eaf8e37de1cb9ab16c5bec21ba76410b53ce6ab8c.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/efd7427f59ceebf9e5b7671849540164f37d400c532ddd900e29761817aa2821.png"	"원래는 아이야의 스승이었지만 윙윙거리는 소리가 너무 심해서 해고당했습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f8183673b046664ee48294d5d8f37b19dd36a1afd3a1c81ad4e08af00d8c8203.png"	[6,8]
56093	1	"56093-shadow-sculptor"	7	[]	4	1403	4	"J. Axer"	2	3	5	"그림자 조각사"	"<b>연계:</b> 이번 턴에 앞서 낸 카드의 수만큼 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a7171e9cb083db635a3c2ee68f38b73c8d1083f30bba894462d06e749e457c81.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3aa864735a47abe52f57fcb8272b429acce41a2a8386b597de2a1b4f7fef936f.png"	"그림자 인형술의 새로운 영역을 개척합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/19ea7fda4c17831027fa872cad655604ab04acf484339cfb3456d4536a12dd71.png"	[13]
57979	1	"57979-shadowjeweler-hanar"	7	[]	4	1414	5	"Zoltan Boros"	4	1	2	"그림자보석공 하나르"	"내가 <b>비밀</b>을 낸 후에, 다른 직업의 <b>비밀</b>을 <b>발견</b>합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/16bd3536b1c4b7ed0890f8b69d8e996be5efe278e260398a1b0b819c835b9ac9.png"	""	"정말 화가 나면 아예 입도 뻥긋 못하게 도륙을 내버릴 수도 있다고 하네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e65c5c74627f2ca65dc5ac8b9557f7d4c2104391adc5c47e2b6fa630beafa8d3.png"	[5,21]
95630	1	"95630-grimtotem-buzzkill"	12	[]	4	1809	4	"Mike Sass"	4	5	4	"그림토템 왕재수"	"<b>전투의 함성:</b> 무기를 버리고 카드를 3장 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ab484a608216d52a210852dcd46ff02b1306d0060fc21aba6239a2eb778a42c5.png"	""	"왕재수라고 불리면 누구나 화날 거예요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0250b49dba06f4517faaf4f6169046d681726f3200a8a5437b14d7de8d2cf086.png"	[8]
50009	1	"50009-griftah"	12	[]	4	1129	5	"Matt Dixon"	5	4	4	"그립타"	"<b>전투의 함성:</b> 카드를 2장 <b>발견</b>합니다. 1장을 무작위로 상대편에게 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3a322186235eea5a58e21fbb5417da29d324c61b1e88e7a8eb0b78c4e06b8ff6.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a65bd177bda2eafdf7e523328447c47f381603591ab31307bbaca84f29fcce1d.png"	"그립타가 덱에 있으면 가끔은 동전을 가지고 게임을 시작한답니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/249634956695919759f801a9cce3b9fe1c3b146ae73d6200ad961b719e422b10.png"	[8,21]
52870	1	"52870-archivist-elysiana"	12	[]	4	1130	5	"James Ryman"	7	7	8	"기록관 엘리시아나"	"<b>전투의 함성:</b> 카드를 5장 <b>발견</b>합니다. 그 카드들을 2장씩 복사하여 내 덱과 교체합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3f8a83b0a65766e8b29d06a9620fb44d98e275bd9285e3e69ec243990c2bbbe4.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1f4c83e027a876d7c777e0b7ce657d8f9804023c5f256a5f656477d29eae5c0f.png"	"어떤 덱이든 말끔히 정리할 수 있답니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/346443a580656fd6a723f5ac1c8b0c999bee729142abfc40641f97cc152e7908.png"	[8,21]
