id	collectible	slug	classId	multiClassIds	cardTypeId	cardSetId	rarityId	artistName	health	attack	manaCost	name	text	image	imageGold	flavorText	cropImage	keywordIds	copyOfCardId
69834	1	"69834-crazed-alchemist"	12	[]	4	1646	3	"Tom Fleming"	2	2	2	"광기의 연금술사"	"<b>전투의 함성:</b> 하수인의 공격력과 생명력을 바꿉니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4884f6c1e1c99a384f90830bab749286db32bbc850686598b13cb5d991024590.png"	""	"\"새 물약이 마음에 들 겁니다.\"라는군요. 당신이 가진 팔다리의 개수가 마음에 안 든다면 뭐... 맞는 말이겠네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0431ee6f17236da682d75b1b85b5ad86f58cbb8124e588f67e875e30b38a2268.png"	[8]	801
69958	1	"69958-grommash-hellscream"	10	[]	4	1646	5	"Glenn Rane"	9	4	8	"그롬마쉬 헬스크림"	"<b>돌진</b> <b>격노:</b> 공격력 +6"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d959ea5a99a90d753f789d600b547a2d69c7db9b0fd29680c1ec4f5df6b5b2c0.png"	""	"그롬마쉬는 만노로스의 오염된 피를 마시고, 오크들에게 영원히 사라지지 않는 초록색 피부와 붉은 눈을 남겼습니다! 썩 좋은 생각은 아니었던 것 같네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/182942d376e1c15942c963c3151a39f99ad5c552bdee03a72a1087527d84e723.png"	[4]	338
102596	1	"102596-shadowbomber"	6	[]	4	1898	4	"Matt Dixon"	1	3	1	"그림자 폭격수"	"<b>전투의 함성:</b> 각 영웅에게 피해를 3씩 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/24657f2b7685fc2e10ab73a01d8e4ae990c24ed55dccba009dfb4206b884187f.png"	""	"아프냐? 나도 아프다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c043834c0518bb54a0b29d04181c48a666cf56ba8468e729671200ec92f9fb83.png"	[8]	1937
69807	1	"69807-big-game-hunter"	12	[]	4	1646	4	"Chris Seaman"	2	4	3	"나 이런 사냥꾼이야"	"<b>전투의 함성:</b> 공격력이 7 이상인 하수인을 처치합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6d0b9ee4d4b75606b6cd02dccd757f9b83e2a4582a1bde3a55246329acc32918.png"	""	"그에게 데빌사우루스 따윈 코웃음만 나옵니다. 조만간 크롤 칼 하나 들고 오닉시아를 잡으러 간다더군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1ecf39d5e2f4927aca5a1f503aa847780227cf976c1b766799f388bcee2dc5eb.png"	[8]	1657
69906	1	"69906-frost-elemental"	12	[]	4	1646	1	"Dan Scott"	5	5	6	"냉기 정령"	"<b>전투의 함성:</b> 캐릭터를 <b>빙결</b> 상태로 만듭니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ec72a0723a3f91c806980d13e6712aee16a79a183c8f61ec3d7164f6af766fa5.png"	""	"물의 정령과 얼음의 정령이 사랑에 빠지면..."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/34716d7ea4c80ce669db625a9b74b71eb3c1016bcc1b3eae5826284c8b1501c3.png"	[8,10]	512
68391	1	"68391-gnomish-inventor"	12	[]	4	1646	2	"Court Jones"	4	2	4	"노움 발명가"	"<b>전투의 함성:</b> 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a6aac91952355f942f0af2bb5b7ceab92e585e0983451742df98ab0b995e2597.png"	""	"사실 본인도 뭘 만들고 있는지 잘 모릅니다. 그게 끝내주는 물건이라는 점만 빼고요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/564e638f04d484eb2a67179f04b5ffac07bf0d2c1f80ae0993aa9548a66dce9c.png"	[8]	308
69846	1	"69846-abomination"	12	[]	4	1646	3	"Alex Horley Orlandelli"	4	4	5	"누더기골렘"	"<b>도발</b> <b>죽음의 메아리:</b> <b>모든</b> 캐릭터에게 피해를 2 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/73ceb86d44f9fe80a4925fa20d58addb47361f5a40b54ef1e9eed8fca01a53ec.png"	""	"누더기들은 신선한 고기와 해변 산책을 즐깁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d3070696d8da42bb3fdcc3b54eeeafaa0448f4ad0a1b609d5fc478ddce728374.png"	[1,12]	440
68385	1	"68385-wolfrider"	12	[]	4	1646	2	"Dany Orizio"	1	3	3	"늑대기수"	"<b>돌진</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/20d717b2f647247846eb97c0808362937c6609e1afc59907dc1ffd7438a77ef8.png"	""	"늑대는 정말 최고의 탈것입니다. 척박한 환경에도 적응하고, 승차감도 좋고, 무엇보다 복실복실하고 귀여우니까요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d7fa07821e295e2faede24b76bfde77c95cfbf341f420c7737d2d52f4a45ceab.png"	[4]	289
69812	1	"69812-worgen-infiltrator"	12	[]	4	1646	1	"Raymond Swanland"	1	2	1	"늑대인간 침투요원"	"<b>은신</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/87a513af71988cd9a41457ccf96125904c238db3835a4e491859ddbbc60a74f0.png"	""	"늑대인간이 침투하지 못하게 만드는 방법은 간단합니다. 함정 위에 개껌을 던져두세요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cae7cdaf85c713407546700371dd593fb5a0b8f8a2bef3d2bf6bf6a4cbaca0f7.png"	[6]	994
68476	1	"68476-dalaran-mage"	12	[]	4	1646	2	"Jim Nelson"	4	1	3	"달라란 마법사"	"<b>주문 공격력 +1</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/69646907ef8cf36906c145d6374005e379c6c77ef355f3854fb28e58cebfe353.png"	""	"달라란 전사는 찾아보기 힘들 겁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c6f15bb7f8c3fa1966b8cbaed50421ad04e1783b1f0090de15a188af7ba3fb22.png"	[2]	175
102554	1	"102554-dalaran-aspirant"	4	[]	4	1898	1	"Dan Scott"	5	3	4	"달라란 지원자"	"<b>주문 공격력 +1</b> <b>격려:</b> <b>주문 공격력 +1</b>을 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e9c24822ef891463268df5d09cec4d4ffd466bed1a7bacf1d00af0fbcb6c6ea0.png"	""	"마법의 도시에서 말을 타고 창을 휘두르던 악동이 어엿한 기사가 되었습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/221156078e1bbccb27a06e8c80fc5f558b248fcccbc414a1b8cd75407c54e11d.png"	[2,20]	2549
68393	1	"68393-archmage"	12	[]	4	1646	2	"Steve Ellis"	7	4	6	"대마법사"	"<b>주문 공격력 +1</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dc705f8f89ac6e3bc6ea3299279d11d93cbe21b6857ad544b2e93f1c4d57b80b.png"	""	"대마법사 칭호를 어떻게 얻냐고요? 마법으로 대마법사를 쓰러뜨리면 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/beb01b86dc76b5909a2ec643f7a4df5272676498f77d7505b509242763c96653.png"	[2]	525
69754	1	"69754-earthen-ring-farseer"	12	[]	4	1646	1	"Alex Horley Orlandelli"	3	3	3	"대지 고리회 선견자"	"<b>전투의 함성:</b> 생명력을 3 회복시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/06abc3eb3f338cbef78c1a0be8ae9d5801336be31c6a9407641ce5b46d830c68.png"	""	"선견지명이 대단합니다. 이름값을 한다고나 할까요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8757955744f7e1869451dca389225095a75b21eac0721756b84007c965e7bf51.png"	[8]	1651
69899	1	"69899-earth-elemental"	8	[]	4	1646	4	"Dan Scott"	8	7	5	"대지의 정령"	"<b>도발</b> <b>과부하:</b> (3)"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cd476b22de11d2a5c116a1725a24fc033b6d4cc02792ce506d5c7973df98079c.png"	""	"한 대 치는 순간, 계란이 되는 겁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/81420d8b43559cd9c848d4f484ea8f2c5118bba1b48cefabf767ab7dadea9c21.png"	[1,14]	1141
103216	1	"103216-hooded-acolyte"	6	[]	4	1898	1	"Adam Byrne"	6	3	4	"두건 쓴 수행사제"	"<b>도발</b>, 캐릭터가 치유될 때마다 내 크툰에게 +1/+1을 부여합니다. <i>(어디에 있든)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/58e34b795ce02fceb307fe60376a0ff62a193bffce455a98b2446b471313e4ed.png"	""	"네? 두건을 쓰지 않는 수행사제도 있다고요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7e16dd066fc63b519e68c284cbb43bf72da12f479a0428c369f381bee8ca9fd5.png"	[1]	39033
102682	1	"102682-don-hancho"	12	[3,5,10]	4	1898	5	"Tyson Murphy"	5	5	5	"두목 한초"	"<b>전투의 함성:</b> 내 손에 있는 무작위 하수인에게 +5/+5를 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5d43b8507cdf866ebd86821169e77ca54105058db240758b0d1cb350ed1f4566.png"	""	"험악한 떡대들의 두목 중 하나인 한은 가끔 초를 그냥 두고 가면 어떨까 생각하지만 그런다면 가슴이 찢어지는 느낌이 들까 봐 아직까지 참고 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9466723711797b3e0c37d5733174b952a01e9e1bb62046d19d79efc8ac5a279e.png"	[8,27]	40703
103242	1	"103242-alley-armorsmith"	10	[]	4	1898	3	"Rafael Zanchetin"	7	3	5	"뒷골목 방어구 제작자"	"<b>도발</b>, 이 하수인은 피해를 줄 때마다 그만큼 내 방어도를 증가시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/18248368a1fa964a38c7a2a9a42fbe2ef89cd0a297ebffd4fd6c8d9814849c1c.png"	""	"\"이 바닥에선 맞으면서 방어구를 제작하면 얼마 못 갑니다. 직접 후려갈길 때도 있어야죠.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9d5c34843de7781d652e64e8c5e6b29fc3d9ee63b910b1a95115c910fe2e76af.png"	[1]	40574
69758	1	"69758-ravenholdt-assassin"	12	[]	4	1646	3	"Ralph Horsley"	5	7	7	"라벤홀트 암살자"	"<b>은신</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8d849cc05040351260edf510679b384ef986673654fb594bccf40bb5e2a34f84.png"	""	"이름과 10,000 골드를 동봉하세요. 나머지는 그가 알아서 처리할 겁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8bdcd76bce3e48e6427a45e310a514c0b8f4d483913c9e1e84b992355e17e125.png"	[6]	134
69894	1	"69894-dust-devil"	8	[]	4	1646	1	"Raymond Swanland"	1	3	1	"먼지 악령"	"<b>질풍</b> <b>과부하:</b> (2)"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7c6836f4cd824bd047289b9a9f1d1c8b3fc1d10e389a7ae05e47baf300b4f8a1.png"	""	"서부 몰락지대는 먼지 악령, 대머리수리, 미친 골렘, 해적으로 가득합니다. 대체 왜 여기 사람이 살까요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/980f0b95b5f51a6175778a4c381210b1952e8d4a6fa9e82e414a00fa050d4183.png"	[11,14]	618
69948	1	"69948-mogushan-warden"	12	[]	4	1646	1	"Cole Eastburn"	7	1	4	"모구샨 감시자"	"<b>도발</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c3c080d822cd22530f2eacdf4fafd4043c38bdeea9842a06d7cdc5bfb499cd35.png"	""	"천둥왕 밖에 모르는 바보!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e06975427a4fdc71677e1686c6bd48c6a0774ef0dfe1e887afc300fa1fce7260.png"	[1]	700
68408	1	"68408-reckless-rocketeer"	12	[]	4	1646	2	"John Polidora"	2	5	6	"못 말리는 로켓병"	"<b>돌진</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ddac874e221599b8b66f5ca14eb0acb013cf1931738ce8d34983af8a7b9ba032.png"	""	"폭발물로 가득한 로켓으로 무장한 미치광이 로켓병이라니! 와! 신난다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/728e4ef30b728e6331a0ebaf81e48e855f7c8eb9e4b63a04d2ff00bb41d0ad73.png"	[4]	445
68437	1	"68437-shattered-sun-cleric"	12	[]	4	1646	2	"Doug Alexander"	2	3	3	"무너진 태양 성직자"	"<b>전투의 함성:</b> 아군 하수인에게 +1/+1을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c900562253d55becac8fcc4fd16d6ac8ea05ad135a325c6eeaa3a506f1d83da1.png"	""	"비결이 뭐냐고요? 태양샘 에너지 드링크라고 하네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ce4dd18d61d9d50c0d7d67c38acccf7f5ca81395e395caee7dfe3c381249d1ef.png"	[8]	608
68402	1	"68402-booty-bay-bodyguard"	12	[]	4	1646	2	"Matt Cavotta"	4	5	5	"무법항 경호원"	"<b>도발</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/db4793ef512fd4e635606a2e053d02a3ceed1987ceec69f679c1b20b1b78c89f.png"	""	"골드만 있다면 당신 곁에 있어줄 겁니다. 물론, 상대보다 많아야겠죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b5c1b31810f6fb8955f5efcf9954d90a8f6a92b57fc9ef43657c8814559eb6ae.png"	[1]	1140
68413	1	"68413-ironbark-protector"	2	[]	4	1646	2	"Dave Allsop"	8	8	8	"무쇠껍질 수호정령"	"<b>도발</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fc3f45ed638d7ab4faf50f87d8f83ea01b18a0f085046ca7e216accbca005649.png"	""	"그 누가 <i>감히</i> 다르나서스를 공격할쏘냐!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8ebdf1381208b61ec7bdca54d0d67ff4442f146c42c73221680820853c5df5fd.png"	[1]	205
68328	1	"68328-water-elemental"	4	[]	4	1646	2	"John Avon"	6	3	4	"물의 정령"	"이 하수인에게 피해를 받은 캐릭터는 <b>빙결</b> 상태가 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b680a5e4df993aa867918c42457123e7e2797b0a0a551d410ad9e60c85c1ea91.png"	""	"물의 정령을 파티에 초대하면... 찬물 같은 걸 끼얹나?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/04b6041de2219af8b4929fd1fbfc514078a840b74ed17efdf3381946eb0bcd83.png"	[10]	395
70092	1	"70092-millhouse-manastorm"	12	[]	4	1646	5	"Jim Nelson"	4	4	2	"밀하우스 마나스톰"	"<b>전투의 함성:</b> 다음 턴에 상대편이 시전하는 주문의 비용이 (0)이 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8a1e2e945973a15d6a79e4e495b061fad47011eba80d15f24515f383ba592ffd.png"	""	"\"화끈하게 놀아주마, 귀여운 것!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/efb6733802292e42a73a5ab6398bdc229cfc665ab28945517d2cc1baec288a75.png"	[8]	855
68477	1	"68477-windspeaker"	8	[]	4	1646	2	"Vance Kovacs"	3	3	4	"바람예언자"	"<b>전투의 함성:</b> 아군 하수인에게 <b>질풍</b>을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c549e14236636db0251d2dd15e5ae628ccae5b7aa6eca196fde4ed0722dda40f.png"	""	"입 냄새 심한 바람예언자보다 끔찍한 게 있을까요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/393381f1cbb80ac2362f808c0cc9b5427e97cc4ed5f302bf971bf276d1d452f7.png"	[8,11]	178
70078	1	"70078-alakir-the-windlord"	8	[]	4	1646	5	"Raymond Swanland"	5	3	8	"바람의 군주 알아키르"	"<b>질풍, 돌진, 도발, 천상의 보호막</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/02d9d5c96e23a68c57638db8bd6f03a34ae586f1b80256d4d2d8b29ff27e1d9e.png"	""	"정령 군주 넷 중에 가장 약합니다. 그리고 나머지 셋이 그 사실을 확실하게 각인시키죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7b480b37e82db941960fbb6749574d1a8e74b3cfa2768a8a236f77fdcf78b93e.png"	[1,3,4,11]	32
103195	1	"103195-menagerie-warden"	2	[]	4	1898	1	"Alex Horley Orlandelli"	4	5	5	"박물관 감시자"	"<b>전투의 함성:</b> 아군 야수를 선택합니다. 그 야수를 복사하여 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fadcda910f9ff59551c25e7974ca21844c1532d3ee99c34c5942bd93fabc001e.png"	""	"제발 허락해 주세요! 제가 <i>매일</i>마다 우리도 청소해주고 밥도 잘 줄게요!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/83d33b7c248f5bb95e09e5237eaca8bbea3a2188772649b3ccd0a8893eb393d8.png"	[8]	39696
102590	1	"102590-museum-curator"	6	[]	4	1898	1	"Steve Prescott"	2	1	2	"박물관 관리인"	"<b>전투의 함성:</b> <b>죽음의 메아리</b> 카드를 <b>발견</b>합니다. 그 카드의 비용이 (1) 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b5aad5a9965756f6f1ab2a13b1f036cdd74889ff4f8a5090ef4489d0ebfdc0e9.png"	""	"딱 두 부류의 사람을 싫어합니다. 박물관 난간을 오르는 아이와 유물을 살아 움직이게 만드는 고고학자."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2627cde5a5c1c9af505736b129e1cdf0a30db375a3e5c27d6848d420f8cb3f34.png"	[8,12,21]	2878
69951	1	"69951-shieldbearer"	12	[]	4	1646	1	"Carl Critchlow"	4	0	1	"방패병"	"<b>도발</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d2cd373f22d39157c90c86902f8d8bba273af19a3770a9ff22a4e6132b146ed4.png"	""	"이 게임 속 방패 크기를 생각해 보면, 방패병 일이 쉽지만은 않을 겁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/58c723943223ae3923fabca4da92d9877f4aa47b1f1a14adb35e492aeb595f87.png"	[1]	866
68435	1	"68435-voodoo-doctor"	12	[]	4	1646	2	"Karl Richardson"	1	2	1	"부두교 의술사"	"<b>전투의 함성:</b> 생명력을 2 회복시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2615af82023e40b4532996624bf3ed67e6559b3439641ea0050684171f09ad84.png"	""	"한동안 이 카드의 이름은 \"더러운 트롤 의술사\"였습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/19d7038d0d137a49c5fa07df47625e8bce88c608539b34353c16974afcbb7eb4.png"	[8]	132
69760	1	"69760-injured-blademaster"	12	[]	4	1646	3	"Samwise"	7	4	3	"부상당한 검귀"	"<b>전투의 함성:</b> 자신에게 피해를 4 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fd903ee28585b2f37d23b1e22e090a3473d33154a7f1f9156818f576d31e91a1.png"	""	"본인은 옛 전쟁에서 얻은 상처라고 주장하지만, 모두들 면도하다 난 상처라고 생각합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6f3295cda2030961943ff3410336f3e2938ad2109da5199843ea662a5d95ec80.png"	[8]	1109
103215	1	"103215-wickerflame-burnbristle"	5	[]	4	1898	5	"Matt Dixon"	3	3	3	"불꽃수염 번브리슬"	"<b>도발</b> <b>천상의 보호막</b> <b>생명력 흡수</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/77c54e19a62c1b7f3e64524120770de144f231ff8d7677694accec7ff2757c7d.png"	""	"번브리슬은 험악한 떡대들에 고용된 후에 몇 년이나 승진하지 못했습니다. 허리에 달린 대포를 장전하는 데 너무 오랜 시간이 걸렸거든요. \"잠깐만. 내가 수염에 불을 붙여놓으면 더 빨리 장전할 수 있지 않을까?\" 그 후로 바로 승진했다는군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/467ee1760fa55dd50dfb6847bd9bb9517a62e53f09a86ed6b35b8a5b29bbd298.png"	[1,3,38]	40636
68333	1	"68333-fire-elemental"	8	[]	4	1646	2	"Ralph Horsley"	5	6	6	"불의 정령"	"<b>전투의 함성:</b> 피해를 3 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6706af6984b09e490b4e298e23dc3265507e35d498b540ed3a28948e8dbeae0b.png"	""	"영영 못 씻는 정령입니다. 으, 더러워라..."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c0b348d00668d8893e5209e3ce82d6625eded9693063d2efadfc32ca7965f6ce.png"	[8]	189
