id	collectible	slug	classId	multiClassIds	cardTypeId	cardSetId	rarityId	artistName	health	attack	manaCost	name	text	image	imageGold	flavorText	cropImage
48612	1	"48612-dreampetal-florist"	2	[]	4	1127	4	"Adam Byrne"	4	4	7	"꿈결꽃잎 원예가"	"내 턴이 끝날 때, 내 손에 있는 무작위 하수인의 비용이 (7) 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c96e5e093dde2072885f7cc597420c87caa69d74a03da2bc623da48da7222476.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/070da373ca9061d2b74ada44ee126b24a7372e76de6880f05c6bcc2c19a7fe5b.png"	"붐바람 휘날리며 흩날리는 꿈결꽃잎이 울려 퍼질 이 연구소를 둘이 걸어요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a0d75207c6d890e6387e98e9c15949782af5a37fdfb5eaf6aa4744dcad8e8aea.png"
40950	1	"40950-worgen-greaser"	12	[]	4	25	1	"Alex Alexandrov"	5	6	4	"늑대인간 폭주족"	""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/503a262ce44b3049a933ee53938df7b070ae4b0ddbdb6356a488f201bc14b90a.png"	""	"버는 돈의 79%를 머리에 쓴다고 합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a30ecfead47415c13c8d726c7df01bd0f924a2815bdae377948a1d3a4b49905e.png"
40741	1	"40741-daring-reporter"	12	[]	4	25	1	"Sojin Hwang"	3	3	4	"대담한 기자"	"상대편이 카드를 뽑을 때마다 +1/+1을 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/35aadca27816cf08d543b75942cd23fe1f33a796f0e4ee3767f8d8b0acc4f3d5.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ab6d0304ed57c4e35d083c4280d6d8908a1a944cd821bf29edad22e797494ae0.png"	"기사를 씁니다. 번지 점프를 하는 중에 말이죠!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/69b111bb860eb78913647a58bcd0dec364a889bd66a2b7fecd80c29774b81f33.png"
52438	1	"52438-archmage-vargoth"	12	[]	4	1130	5	"James Ryman"	6	2	4	"대마법사 바르고스"	"내 턴이 끝날 때, 이번 턴에 내가 시전한 주문 중 하나를 시전합니다. <i>(대상은 무작위로 선택)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2e899925b5f15cbbf6e1fa8aa567cc9219afa564627141e116c2a9e8ebf7448c.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ce35d8139bed424d8840f30e308e7b12cd714b5aba0a4d253f9ca6ee7bf00122.png"	"대마법사긴 하지만 기본에 좀 더 충실하면 좋겠군요... 조준이라거나, 조준이라거나, 조준이라거나..."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bc42e87ad8779142b022ca62a6542aa0eaac705bf71a4d04208727e832dcbfa0.png"
47692	1	"47692-archmage-arugal"	4	[]	4	1125	5	"James Ryman"	2	2	2	"대마법사 아루갈"	"내가 하수인을 뽑을 때마다 그 카드를 복사하여 1장 더 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d3918d567c692eab9f7e85c536645bd3e0966e89324ee37feaf25f2191d52bd9.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/60aeb1af20080792dc7b7d6503f0f65b0edde0b0bd2b79379c4faf5ab7905477.png"	"늑대인간 꼬마들이 대마법사 아우우우우갈이라고 부릅니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/53a8eb71fe00294c6dc42d1ad9d745af3e5bcc9ca0100ab1c5d2097d31308d64.png"
50437	1	"50437-snapjaw-shellfighter"	12	[]	4	1129	4	"Matt Dixon"	8	3	5	"덥석턱 등껍질투사"	"양옆의 하수인들이 피해를 받을 때마다 이 하수인이 그 피해를 대신 받습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c18a28c715b6ba22f5f77eccb55432e5ad147c8fd3f3f4f3356d08bf384e030e.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/576f5ad50aa518fb85460e77e17bbb1a45d9838f0bb45dc99db0ce33255c71e7.png"	"아뇨, 트롤이 아니라 거북이가 투사입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c9a6d74a7b5c29027a4d80a032964442261d7ba6bbeefe9fab9f9d8af839ab7f.png"
2753	1	"2753-magnataur-alpha"	10	[]	4	15	4	"Alex Horley Orlandelli"	3	5	4	"덩치 큰 마그나타우르"	"공격하는 대상 양옆의 하수인들에게도 피해를 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/adc5637863a8cd53cd211bce18d96341d610ae14c2464a412277b9dec89eb9ec.png"	""	"그렇다고 덩치 작은 마그나타우르가 정말로 덩치가 작은 건 아닙니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5fdbb3d05ec0312158a0b4fb7f7d8dd6553815ab1712675bf0f5f7b88e510e39.jpg"
2297	1	"2297-axe-flinger"	10	[]	4	14	1	"Efrem Palacios"	6	2	4	"도끼 투척수"	"이 하수인은 피해를 받을 때마다 적 영웅에게 피해를 2 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8419bc744a779d9ce0f72868201ce794a52e7d3822afe2bf00eefb749d8c8824.png"	""	"사실 주위에 있는 것이면 무엇이든 던집니다. 그게 나뭇가지든 타우렌이든 말이죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f9571771612d4997d8ba698c16466b5109bfe2455ba0d2c353576cd5f7c6cd1e.png"
55643	1	"55643-bandersmosh"	8	[]	4	1347	5	"Matt Dixon"	5	5	5	"독깨비"	"이 하수인은 내 손에 있으면 내 턴이 시작될 때마다 무작위 <b>전설</b> 하수인으로 변신합니다. 능력치는 5/5가 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/da335cd9a6b0547ed1f924cd201598b1260193e678014c480a7081e9249eb6db.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/57d151b7327ddedde825f0f4c1a664e02a3d02591d9bc84a3a5ed8408ed8cd47.png"	"두억시니가 말하기를 언제나 독기에 가득 차있다고 합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dae6848a6bdb21e6933a34cdb9c29e1ac9987e63b97dc348aeeae8a3b5d37205.png"
55292	1	"55292-dwarven-sharpshooter"	3	[]	4	1347	1	"Jim Nelson"	3	1	1	"드워프 명사수"	"내 영웅 능력의 대상으로 하수인을 지정할 수 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/220e1b25172d5a2612c0eaf7ae40be4d9249481ad4fd87d8dbcfe8c6db117460.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/afbd2a5657f0671accd802736a9485529291c357ebc971cae0f0a7f92822067a.png"	"가위, 나이프, 바늘, 뭐든 말하세요! 바로 장전해서 쏠 겁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5619a5e6fde948470a2defb45e5e378685bb36424b32ac2962631264b6c28749.png"
48110	1	"48110-witchs-cauldron"	12	[]	4	1125	4	"Anton Zemskov"	4	0	3	"마녀의 가마솥"	"아군 하수인이 죽은 후에, 무작위 주술사 주문을 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a809860237757571c782052e5e1250835c5404dea988a6b2135417ad1dc6e2bd.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d45735d214ceef58958f65e0ffc4985acba04876e9d1219657b92aa2c9b93314.png"	"멀록의 눈, 박쥐의 귀, 폴드링의 발, 고양이의 털..."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5188842610e0337117a9bbb623904fcd0181b23953468b62ab4f9793a8581611.png"
52417	1	"52417-underbelly-ooze"	12	[]	4	1130	3	"Danny Dai"	5	3	7	"마법의 뒤안길 수액"	"이 하수인은 피해를 받고 생존한 후에, 이 하수인을 복사하여 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/639aee88be1fe6468e3a0eaeb40871e6854aa9ff5a2a4ee6da85170d4a87d86c.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/10cf0f71a234cc39abff3198994d6e6f315fa5c7c36329e6559880e4f69abb12.png"	"무기를 파괴하진 않지만 아주 험상궂은 수액입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6b384dbeeb36c73ec79b2fe88e9bd52559953c85da433a58c6e0bf4bed3437f0.png"
2491	1	"2491-mogors-champion"	12	[]	4	15	3	"Steve Prescott"	5	8	6	"모고르의 용사"	"50%의 확률로 엉뚱한 적을 공격합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d615954042bacb36ca4ed156176826c95c6dce075d20196dc5068bddf7a3f952.png"	""	"매우 출중한 실력을 가진 용사입니다. 상대방 대신에 기둥을 향해 돌진하는 일이 잦아서 문제죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b554df7fe19a280ae0948041494baa3673a7a3b6ddd281cb5a2cacce4e70ea53.jpg"
50430	1	"50430-moshogg-announcer"	12	[]	4	1129	4	"Steve Prescott"	5	6	5	"모쉬오그 진행자"	"이 하수인을 공격하는 적은 50%의 확률로 엉뚱한 캐릭터를 공격합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/714e32cafe65ef9f345cb732ffd7cbbd314e2d7fb38969af213ae8baa81ff874.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0320d5ea17f9499eb63beed753766788ddb320bedffc53df7da09de0a3457bbf.png"	"삶은 그저 0과 1의 조합이 아닙니다. 하지만 앞에 K가 붙으면 아주 끝내주는 진행자라 할 수 있죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d0ba7df597b5c8f4c05b1e1b27b255923cb7cbcc66b9847b53d7a226b1bb8e5c.png"
50084	1	"50084-pyromaniac"	4	[]	4	1129	3	"Matt Dixon"	4	3	3	"방화광"	"내 영웅 능력으로 하수인을 처치할 때마다 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9aa776144239c8c083e3f128a40a7f69170a88cc4dbd2d48a96ff5f33ca52532.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fd48f7eb8283f882d3b0a0c2c18266bb97ac4c15ec4eff2484d8705bb906dcee.png"	"불장난을 좋아합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fb574d2010a90f13602d377a15036001cad45e30966e6808df2426a6a0cfbf59.png"
98389	1	"98389-disguised-kthir"	12	[]	4	1858	3	"Peter Dora"	3	3	5	"변장한 크시르"	"이 하수인은 내 손에 있으면 내 턴이 시작될 때마다 상대편의 덱에 있는 무작위 카드로 변신합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/aff394bf493e37e9051e0404c6c27159bfa069fe2f7cdb7d64157ec9b6223e1d.png"	""	"그것도 변장이라고 한거야?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/edd96c123d37b249a38188f207b8fa79ebbfee30d776b7900f369e1a1772ccc8.png"
47982	1	"47982-stargazer-luna"	4	[]	4	1127	5	"L. Lullabi & K. Turovec"	4	2	3	"별관찰자 루나"	"내가 내 손에서 가장 오른쪽에 있는 카드를 낸 후에, 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ac5057eb1bdb87411f719ce1c8d6ac5e1c3c5bbe4b0bfb070aa39934c6826911.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cd5567f30b75cb12eabc374c206305a82a857cd02b41655cd2175e1f0b4898f6.png"	"박사 붐의 오른팔이라 할 수 있는 마법사입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9bbb55e3c41706c8ce2b98be966071b86e939e72744b124fbf88b78d507a26e7.png"
2595	1	"2595-bolf-ramshield"	12	[]	4	15	5	"Wayne Reynolds"	9	3	6	"볼프 램실드"	"내 영웅이 피해를 받을 때마다 이 하수인이 그 피해를 대신 받습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7cb33e97dea57932b998619053ba61f96b7764039ecf95070c89c9f14c697206.png"	""	"볼프는 대 마상시합에서 매번 2등을 차지합니다. 볼프는 대 마상시합에서 매번 2등을 차지합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bd9b6a66a048903111d2f120e6ca0760cc88305b2e258488a55c279ac9b37186.png"
92235	1	"92235-pyrotechnician"	12	[]	4	1809	1	"Mauricio Herrera"	5	2	4	"불꽃 기술자"	"내가 주문을 시전한 후에, 무작위 화염 주문을 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dca912451fa0bdf2d1dc4029493de34d6f84eccef8e1464d39dea9aaa678f473.png"	""	"불꽃 기술자와 방화광의 차이요? 돈을 받느냐 마느냐죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6f3b032df68b27b1d7666f2c9987c1a1df46d169b025cb5e68bab899185a054e.png"
2275	1	"2275-flamewaker"	4	[]	4	14	3	"Alex Horley Orlandelli"	4	2	3	"불꽃꼬리 전사"	"내가 주문을 시전한 후에, 모든 적에게 2의 피해를 무작위로 나누어 입힙니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f802227dd256c0885cc0fab02d1ae0cdca51f613f63b0acc896ccbe8e2c51afd.png"	""	"불꽃꼬리 전사는 빨간색 나가라고 불리는 것을 엄청나게 싫어합니다. 이들은 불꽃꼬리 전사입니다. 나가는 물에서 찾으세요!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/afa260f1bccce78830014bf7d0347d9c32cf3151ba0c900472d2548bed752df1.png"
40281	1	"40281-red-mana-wyrm"	12	[]	4	25	1	"Slawomir Maniak"	6	2	5	"붉은 마나 지룡"	"내가 주문을 시전할 때마다 공격력을 +2 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b020ef7e019f540c2b87bb695c0edb117c5d9eec81eef3d612bc55f7dc121843.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/91112e1ecaae847dc59973f7df533f04740408ac8f5f235a78b0981142f79338.png"	"\"공격력이 2배야.\" \"그래?\" \"생명력도 2배야.\" \"진짜?\" \"발동 효과도 2배야.\" \"정말로?!\" \"응, 그런데 비용은 2.5배야.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/de15f581aeeeb57bf3c9e5c23ff95962975ff16d7eb12272793cfd0bc880df5e.png"
40940	1	"40940-kabal-trafficker"	9	[]	4	25	4	"Jon Neimeister"	6	6	6	"비밀결사 밀매자"	"내 턴이 끝날 때, 무작위 악마를 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3f301c9ef06845afdd2e51040d3345f06a9f96c365c3bdbdfeb1d246a224efee.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5d10921f1bc298547e20ce2a9e58ebd0d47a2b89715a339ef89cab6c54df8659.png"	"불법 마나 수정을 세계 곳곳에 보냅니다. 상자에는 '먹거리'라고만 써놨고요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b2d41df5c6cf54742f241a5a816b6435b13c510fa7a136cc2b628b7ad07ea488.png"
52072	1	"52072-arcane-fletcher"	3	[]	4	1130	4	"Rafael Zanchetin"	3	3	4	"비전 활잡이"	"내가 비용이 1인 하수인을 낼 때마다 내 덱에서 주문을 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/457e1b80a4742516049bd0a03d61395b018a53a123a60266ba3cae2c7f413221.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/92ea069a4cf9cf92d9fe62a403d2deca1356afaa3ab441a22f2bad3a9c005d3b.png"	"비전 사격과 신비한 사격의 차이점은 뭘까요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/78f129ef857f72e3ee3e74ba3359cb3655b3ad272881d393b21f7e61a6b70cd6.png"
51791	1	"51791-lifeweaver"	2	[]	4	1130	3	"Vladimir Kafanov"	5	2	3	"생명길쌈꾼"	"내가 생명력을 회복시킬 때마다 무작위 드루이드 주문을 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/658f3fb61ceda2a478507ee0e12cd349e3d0c6949c39a5808dadcd5301814ea8.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1747ab8100fcd886bb80ca718b720db95834b163c19238d659ac0209335e329b.png"	"회드시면 주문이 공짜입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9fe12ba072dfcb54e668fc8756ca63d27b635e2b2163630a6dea79f94818e98a.png"
2512	1	"2512-frost-giant"	12	[]	4	15	4	"Greg Staples"	8	8	10	"서리 거인"	"이번 게임에서 내가 영웅 능력을 사용할 때마다 비용이 (1)씩 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6a0e22ff6ec145345f914cbbfaa973487489887bb98c435ba1a30c64296d6e49.png"	""	"수염인지 얼음인지 헷갈릴 법도 하죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/543e409a75f82b1277ccaf8c6d1c88ac6c9ed3f77350eac271cacb93af8874cb.jpg"
56603	1	"56603-sethekk-veilweaver"	6	[]	4	1414	4	"Jim Nelson"	3	2	2	"세데크 장막직공"	"내가 하수인에게 주문을 시전한 후에, 무작위 사제 주문을 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4676e950110900e897ad9e8e44266947d5aca241da74b7ca950d0d850c3aef22.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d49c05345eacafd51f575e77ce0db59465a3c43aba68c7581c4f6be8341c4a63.png"	"세데크가 오랜 세월 동안 생존할 수 있던 비결은 힘, 그리고 패션에 대한 남다른 철학이라고 합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/15956d8b74c18754bb18f7490e5e1e6d28eca373bd730c7545d443e144a1c17d.png"
52931	1	"52931-soup-vendor"	12	[]	4	1129	3	"Sean McNally"	4	1	2	"수프 상인"	"내가 내 영웅의 생명력을 3 이상 회복시킬 때마다 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dc3194ca121004d0e8383392f541fd0fafef99fb428093cb021712f96aa3d922.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fa5c369f9ebd634dc1a39dc79db8f2baa5ccb607dd343cbd6409738b249fa4bd.png"	"방금 투기장 바닥에서 담아온 따끈따끈한 수프입니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4ef513cc1cd3c45c334646e1dbf67f88691c6a7475b4c86d883beba746045f3c.png"
52809	1	"52809-keeper-stalladris"	2	[]	4	1130	5	"James Ryman"	3	2	2	"수호자 스탈라드리스"	"내가 <b>선택</b> 주문을 시전한 후에, 두 효과를 복사하여 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c7fa2d7afccc451241012d2a3d5b9ce385195edf29bfd6473925ced86a380984.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4ae9f1e8178efa7b9a578daf67c2cc47c6edc0ac0d0b611d61dd4abef8b1aa17.png"	"보아라! 우리 딸이 요요하는 모습을!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ccf8531f5ccc682fb9b9ad2f05e7d5c49610cfa7efb3a8e7f6557340e0340e65.png"
48286	1	"48286-forest-guide"	2	[]	4	1125	3	"Hideaki Takamura"	6	1	4	"숲 속의 안내자"	"내 턴이 끝날 때, 두 플레이어 모두 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1ca6780e4291e420c707949b79c76c8563f1744e46375692c1bec46b415d28a9.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/36ea198be6995880d0d3b8535651f90f4f867225771c0503aae9514e1c5d4876.png"	"\"여기에 서명만 하시면 바로 출발하겠습니다.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/451b8d029cc018043985d3f6391bd7e3ea294864959cc9502608bd9e5c74ddf1.png"
40955	1	"40955-mayor-noggenfogger"	12	[]	4	25	5	"Tooth"	4	5	9	"시장 노겐포저"	"모든 대상이 무작위로 선택됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/475e4fee02a3613b717ec0048f0809a828df75ce19308a2927b96a8b67427726.png"	""	"이 카드 설명은 무작위로 생성되었습니다. 만약 이 단어들의 조합을 이해할 수 있다면 그냥 우연일 뿐입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c533dc6e754be6f3f6d59d39ee75dfdd5e15901e73bac2913fee32d9e9a20c41.png"
