id	collectible	slug	classId	multiClassIds	minionTypeId	cardTypeId	cardSetId	rarityId	artistName	health	attack	manaCost	name	text	image	imageGold	flavorText	cropImage	keywordIds	copyOfCardId
68538	1	"68538-old-murk-eye"	12	[]	14	4	1646	5	"Dan Scott"	4	2	4	"늙은 거먹눈 멀록"	"<b>돌진</b>, 전장의 다른 멀록 하나당 공격력을 +1 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4641f5039d398334b433d7c50a9c66df1a5a4d1a6ed208625b8358c08c1e9023.png"	""	"그는 멀록들 사이에선 전설입니다. 그들 말로는 \"아옳옳옳옳옳옳옳!\"이라는군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d8b7ac0de35cf9269429e38e2a56438f2ff129d2677d19256fb4af2f5e943e5a.png"	[4]	736
70093	1	"70093-deathwing"	12	[]	24	4	1646	5	"Bernie Kang"	12	12	10	"데스윙"	"<b>전투의 함성:</b> 전장의 다른 <b>모든</b> 하수인을 처치하고 내 손에 있는 카드를 모두 버립니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/544e37eb1a38ebae8ea44b0f06af59629c994f2d5a6e6e6dc3478d47d98163f8.png"	""	"한때 고귀한 용족 넬타리온이었던 데스윙은 이성을 잃고 아제로스를 산산조각 냈습니다. 사춘기였나봐요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c0b07efc3c0f66b333c6fb92945f2b9d3c56c034dd376d9daf6a4f84fc22ef61.png"	[8]	834
68396	1	"68396-stonetusk-boar"	12	[]	20	4	1646	2	"Howard Lyon"	1	1	1	"돌엄니멧돼지"	"<b>돌진</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bc2bf6a5e40aa1ece0e255cb200f95b087b725c7f7c783b5349e00e7326f66ad.png"	""	"손에서 나와 상대에게 달려가려고 안달입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1444899605de5229a5e19feae93fe21e75f074bb1a913cf1ef2e1f2abb2db62c.png"	[4]	648
102530	1	"102530-malorne"	2	[]	20	4	1898	5	"Oliver Chipping"	7	9	7	"말로른"	"<b>죽음의 메아리:</b> <b>휴면</b> 상태가 됩니다. 아군 야수가 둘 죽으면 되살아납니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4d762ebbfe48b9d80271c0b9e81a27b95749b18ba61abcefe952cf57005c8d59.png"	""	"거대한 사슴은 순백색으로, 흡사 달빛과 같은 부드러운 빛을 발산합니다. 그는 당신을 깊은 은빛 여울 같은, 태고의 지혜가 느껴지는 눈으로 응시하고 있으며, 존재하는 것만으로도 차분해지는 오라를 내뿜고 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0dd43a355e6d168b20e944bdfee128fa83ec48ef7fe03fb00081c3e597f4aeab.png"	[12]	2003
69979	1	"69979-malygos"	12	[]	24	4	1646	5	"Michael Komarck"	12	4	9	"말리고스"	"<b>주문 공격력 +5</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6f83d5b37419ce9ef80e60d79b9c6528d9c9efb3105390fa0a3dcde93841e25e.png"	""	"말리고스는 필멸자들이 마법 쓰는 걸 싫어합니다. 완전 많이 싫어합니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/accec3824212110972cf98da3b3e54cb9b9bacd97c6524224328759c4908fca5.png"	[2]	436
105562	1	"105562-tomb-pillager"	7	[]	11	4	1898	1	"Dave Allsop"	4	6	4	"묘실 도굴꾼"	"<b>죽음의 메아리:</b> 동전을 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/75b7eed8344eee2eca09a80a876fc24f62670f927cfc55af735a7a37ddad5056.png"	""	"길드가 해체된 후, 같이 묘실을 탐험할 사람이 없어서 비뚤어졌습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1265f93d457e05945ae0298357238d7dda190381d2c631e15d82a5a8ccfa3c1e.png"	[12]	2884
68386	1	"68386-ironfur-grizzly"	12	[]	20	4	1646	2	"Lars Grant-West"	3	3	3	"무쇠가죽 불곰"	"<b>도발</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fa4bf4c4590f6c92462873fb59bdfdbaa3d331d2638a74c0279bb73fcb4b8d4b.png"	""	"\"불곰 가죽 1/10\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b1b09e5e2339211a50d5db00eeb28500530689347d4f62daf56cac091ca40c41.png"	[1]	1182
69762	1	"69762-ironbeak-owl"	12	[]	20	4	1646	1	"Trevor Jacobs"	1	2	2	"무쇠부리 올빼미"	"<b>전투의 함성:</b> 하수인을 <b>침묵</b>시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/50f069b983c9ed5c132170ab64b8ed8554fe6f007cfa9d658b78550d711d0c1d.png"	""	"그들의 날갯짓은 조용하지만 울음소리는... 일단 조용함과는 거리가 멉니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/840af6451db8a74bfcd7681b209a7af2870d5de1ece97b2c44ef443a5f41db40.png"	[8,15]	290
103231	1	"103231-muklas-champion"	12	[]	20	4	1898	1	"Andrew Hou"	3	5	5	"무클라의 용사"	"<b>격려:</b> 내 다른 하수인들에게 +1/+1을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/445330e8d011a06c232c12428a32037202822e99c4b294005154683b454d14d2.png"	""	"고상한 시대에 어울리는 우아한 고릴라입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9a52890083560a24a7c547e1e9b2e480940b4c8a037650977f9a82fd7dd568ab.png"	[20]	2497
69816	1	"69816-jungle-panther"	12	[]	20	4	1646	1	"Jaemin Kim"	2	4	3	"밀림 표범"	"<b>은신</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1a95286ca408682ba47e02c55fff22eb21cc08400cfa1cfa251082053abf83ea.png"	""	"가시덤불 골짜기는 아름답습니다. 등 뒤에 항상 누군가 있다는 걸 빼면요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f3a5c6ee9d1b50d0a6afb206d57ac00d0069b8f13e76d81312a2b6b44188a62c.png"	[6]	921
102981	1	"102981-king-of-beasts"	3	[]	20	4	1898	3	"Seamus Gallagher"	5	1	3	"백수의 왕"	"<b>도발</b>, 내 다른 야수 하나당 공격력을 +1 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/00d70f969cf3cd1189dad68992b6e4fff69d1e0ee74302624d245773e7d6a702.png"	""	"당연하지만 10년째 집에서 놀고 계신 우리 삼촌을 말하는 게 아닙니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/03c2afdf0984273f5351467af4923e1743895caf4fef5d65fd27a0393099d45b.png"	[1]	2014
70089	1	"70089-bloodsail-corsair"	12	[]	23	4	1646	3	"Randy Gallegos"	2	1	1	"붉은해적단 바다사냥꾼"	"<b>전투의 함성:</b> 상대편의 무기 내구도를 1 감소시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ad4fbd9182cc2a5a24d60445c9e3ea2369687206641ff41e11937225737ed738.png"	""	"\"해적 수칙\"에 따르면, 해적들은 자동 금화 인출기의 비밀번호로 모두 똑같은 네 자리 숫자를 사용해야 합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8214d72278e40dc8da4916834db3fbcbc95ae18d37f545b5d3ae34dfd2a48840.png"	[8]	997
70082	1	"70082-bloodsail-raider"	12	[]	23	4	1646	1	"Jim Nelson"	3	2	2	"붉은해적단 약탈자"	"<b>전투의 함성:</b> 내 무기의 공격력만큼 공격력을 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a0c36890eb91b5d761a86c760a76c949f91a8b2025e8ecf70de1ae0cee38769e.png"	""	"\"난 '요'가 포함된 요일에만 약탈을 하지.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c850a19fa4798f719742627faa092a4b21a29c3a532c5d78416d4730ed43fa5c.png"	[8]	999
102662	1	"102662-jade-spirit"	12	[2,7,8]	18	4	1898	1	"Peter Stapleton"	3	3	4	"비취 정령"	"<b>전투의 함성:</b> <b>비취 골렘</b>을 소환합니다. <b>전투의 함성:</b> <b>비취 골렘</b>을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bb9aa36a41cdcf46c6c4b147e48c47f8e719fced264c9f3ba7889fa3129f4a94.png"	""	"\"우와! 쟤, 엄청 귀여워! 꼬옥 안아준 다음에, 분해해서 비취 골렘 부품으로 쓰고 싶어!\" - 아이야 블랙포우"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8c9728f7635d29965297162d6d4f55eee9f672061906907061012b8953a95394.png"	[8,26,28]	40527
70088	1	"70088-captain-greenskin"	12	[]	23	4	1646	5	"Dan Scott"	4	5	5	"선장 그린스킨"	"<b>전투의 함성:</b> 내 무기에 +1/+1을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b4fad63704db7ba7b834ffcc60375828633d3fe1df0896553bc6763bf487b398.png"	""	"그 말썽장이 아이들만 아니었다면, 거대한 전함을 끌고 스톰윈드 항구로 쳐들어갈 뻔했습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/45bd330af1e399d4adbc41949e16baf2975c7cb5cd0993d6285ea190d50ef24d.png"	[8]	456
68549	1	"68549-captains-parrot"	12	[]	20	4	1646	4	"Daren Bader"	1	1	2	"선장의 앵무새"	"<b>전투의 함성:</b> 내 덱에서 해적을 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9d157a6f56729b2909f1c615a97c7600ad671a1bb7420817f227893ae6fdee30.png"	""	"해적과 앵무새는 토깽과 당근의 관계와도 같죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/22052d21f19a4cf056538aed8877092ef7ccee621d39d1f38c8a3a399896e5fc.png"	[8]	530
103227	1	"103227-krul-the-unshackled"	9	[]	15	4	1898	5	"James Ryman"	9	9	9	"속박 풀린 크룰"	"<b>전투의 함성:</b> 내 덱에 똑같은 카드가 없으면, 내 손에 있는 모든 악마를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5c26d3e0b30a41a7169470f84bc94146a2640e0db2f64c51feb64fba9128ceba.png"	""	"스피클피즈는 자신의 목을 감고 있는 사슬을 바라보며 어떻게 하면 안 죽을 수 있을지 고민했습니다. \"흑마법사가 되어라.\" 그가 말했습니다. \"악마를 부릴 수 있다.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/644bff9df986a5df62999695fd21d06a1453cb4dfb369b92e82c4604006badeb.png"	[8]	40537
103239	1	"103239-hallazeal-the-ascended"	8	[]	18	4	1898	5	"Wayne Reynolds"	6	4	5	"승천한 할라질"	"<b>주문 공격력 +1</b> 내 주문들이 <b>생명력 흡수</b>를 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d480b06263d64f19e3c0bf24408229f7161f969c8ec5abb7d48e36d695498f04.png"	""	"정령들이 자네를 파괴하고 날 치유할걸세!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2aede202077b610952643eaf5c85459a94f4a7f2bcbe09f572d1368ad988af60.png"	[2,38]	38722
69849	1	"69849-coldlight-seer"	12	[]	14	4	1646	3	"Arthur Gimaldinov"	3	2	3	"시린빛 예언자"	"<b>전투의 함성:</b> 다른 <b>모든</b> 멀록에게 생명력을 +2 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cca558ca3a064d9c98159bc7f9f3e68ecd9d4489bac03d8fedea94c9042734cb.png"	""	"시린빛 멀록들은 심연의 나락 가장 깊은 곳에 삽니다. 즉, 이들을 봤다는 것은 도망칠 곳도 없다는 뜻이죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4185bc6ee4888a938aefa3d3eede4b39f6205d5a8160ddadb407b482421f3fef.png"	[8]	453
69830	1	"69830-coldlight-oracle"	12	[]	14	4	1646	3	"Steve Prescott"	2	2	3	"시린빛 점쟁이"	"<b>전투의 함성:</b> 각 플레이어가 카드를 2장씩 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/044da6c2cb7ff20aa6f062d601eb3676deeaff3c459f9dffb07d6bcf1b9b5360.png"	""	"이들은 미래를 볼 수 있습니다. 미래에는 두 플레이어 모두 카드를 더 뽑게 될 거라는군요. 신통하네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ddd26a52510b7917155a202e5c20581324768688087e6ee4909fb630e2077f65.png"	[8]	1016
69977	1	"69977-alexstrasza"	12	[]	24	4	1646	5	"Raymond Swanland"	8	8	9	"알렉스트라자"	"<b>전투의 함성:</b> 선택한 영웅의 남은 생명력을 15로 만듭니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1f9244fbb572aa7327a5b3fcbd86a717a61256d7b4e236293df3296f784826d5.png"	""	"생명의 어머니 알렉스트라자는 모두에게 삶과 희망을 줍니다. 데스윙만 빼고요. 아, 말리고스, 네크로스도 빼고요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9761698fe3b982c9a5cc21d22f492ae29696feca09ac8854309931685fc85ef8.png"	[8]	581
102592	1	"102592-spawn-of-shadows"	6	[]	11	4	1898	3	"Dave Allsop"	5	5	5	"어둠의 종복"	"<b>전투의 함성과 격려:</b> 각 영웅에게 피해를 4씩 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/26625067051a0cfda5fa08a7f45ea49d11aeb70d7d73e33ee9b7f8d9303ac6fe.png"	""	"분명 격려를 했는데 왜 내 명치가 아플까요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4e7a2e43c9a98a7b723445620d7ef8037274682a15b902afc96cfe996068e9e4.png"	[8,20]	2551
102639	1	"102639-dark-peddler"	9	[]	11	4	1898	1	"George Davis"	3	2	2	"어둠의 행상인"	"<b>전투의 함성:</b> 비용이 1인 카드를 <b>발견</b>합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a4eeaed5f2778ac95fef87978d5fb67ca0d10b0f8dddafba2ebb5f20f46ef298.png"	""	"지금 바로 주문하세요! 이 엄청난 진공청소기가 단돈 39,900 골드! 당신의 영혼을 담보로 할부도 가능합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0dcab29c0b01b4d11bda1dad46015dc2ef4f87d4134b85222f548eb79545fe4f.png"	[8,21]	2895
69759	1	"69759-young-dragonhawk"	12	[]	20	4	1646	1	"Greg Hildebrandt"	1	1	1	"어린 용매"	"<b>질풍</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f25e75c0da1e38dcd50b79c2855f7b7e0dffa926f426c903b19d5f02fe79d8c2.png"	""	"벌처럼 날아 나비처럼 쏩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/518250b123326184f1e282360ec9cd5695bd978788a28e2061103502706fbdab.png"	[11]	641
103220	1	"103220-undercity-huckster"	7	[]	11	4	1898	3	"Jon Neimeister"	3	2	2	"언더시티 상인"	"<b>죽음의 메아리:</b> <i>상대편 직업</i>의 무작위 카드를 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ca0cd4f6174325afbadd876c09de32e9570d33ea529b8239ddc1ee9b218529d9.png"	""	"언더시티에서 상인과 도적이 다른 점은 단 하나입니다. 도적은 몰래하는 걸 상인은 코앞에서 한다는 거죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9ffad7572356c2d8e2286c50aa6c38c9c76bcc0ce7a6daf0358379785d3e890d.png"	[12]	39026
69968	1	"69968-king-krush"	3	[]	20	4	1646	5	"Alex Horley Orlandelli"	8	8	9	"왕 크루쉬"	"<b>돌진</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f2018c1bd16682be6474daa4a9cd9330f257754e598dc2913175e23319b5c52d.png"	""	"왕 크루쉬에게서 자신을 보호하는 가장 좋은 방법은 싫어하는 누군가를 앞에 세워놓는 것입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9e686d4761a1ea4224d647a2d6067ceb74f81455cfa7150ff789745653cfbab9.png"	[4]	1144
68387	1	"68387-silverback-patriarch"	12	[]	20	4	1646	2	"Daren Bader"	4	1	3	"은빛털고릴라 우두머리"	"<b>도발</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/125535fe2a24c3135afcbcd37de83063f0f60caf0b724e590f4030683ec37f6f.png"	""	"대장인 것처럼 행동하지만 진짜 실세는 그의 부인입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/01b15699520cb8d86e1d765ae9764eb90da4422b4c9216d18e7d6ac06179978c.png"	[1]	67
69913	1	"69913-felguard"	9	[]	15	4	1646	3	"John Polidora"	5	3	3	"지옥수호병"	"<b>도발</b>, <b>전투의 함성:</b> 내 마나 수정을 1개 파괴합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0bc551e3181916d96085f205e771a39979ac37743069173b37e3ec2f029ae198.png"	""	"<i>\"묻겠다. 그대가 나의 마스터인가?\"</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bf9606ecdf0e5c75c9c6807516b738ac07e13e035d95a2e9bfea48a91bf7b7ab.png"	[1,8]	517
69919	1	"69919-pit-lord"	9	[]	15	4	1646	4	"Glenn Rane"	6	5	4	"지옥의 군주"	"<b>전투의 함성:</b> 내 영웅에게 피해를 5 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/442b573e94ea50c7cae2452c341370691b2b97581e10138559d2d01d30e507bb.png"	""	"만노로스, 마그테리돈, 브루탈루스 모두 죽었지만, 이것으로 지옥의 군주가 엄청 많다는 사실이 밝혀졌습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/db3e45531fdfe80960a83245e9955ca1a5b229a12512363242960186262fef1d.png"	[8]	783
68460	1	"68460-felstalker"	9	[]	15	4	1646	2	"Alex Horley"	3	4	2	"지옥파수견"	"<b>전투의 함성:</b> 무작위로 카드를 버립니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5bd73c27b935b96e5c8153cf1d591191d30db18ed627828136e1eec5a98eb0ca.png"	""	"신발은 물론 카드도 물어뜯습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3b1f691eca5036e36c0f0df6914183e487e1bfbd79534cf80af4173060fa9c03.png"	[8]	592
102669	1	"102669-cthuns-chosen"	12	[]	11	4	1898	1	"Jesper Ejsing"	2	4	4	"크툰의 추종자"	"<b>천상의 보호막</b> <b>전투의 함성:</b> 내 크툰에게 +3/+3을 부여합니다. <i>(어디에 있든)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cd39afb4aafbc7283ec7615433ea5fc243a6944adb9aa713eb8c21f459339723.png"	""	"\"우리 크툰 님은 덱에 있어! 곧 나오실 거라고!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8041800ff1a6de0b839c2d9804b9c3bb413a0048da7c8b3d7e674e3d0b71f6ad.png"	[3,8]	38863
68430	1	"68430-tundra-rhino"	3	[]	20	4	1646	2	"Lars Grant-West"	5	2	5	"툰드라 코뿔소"	"내 야수들이 <b>돌진</b>을 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5f4608890281dc7779039c0c39d693f4006bbebd66c1c0d5adad71f2df4b63f4.png"	""	"툰드라 코뿔소들은 종종 코도로 오해받곤 합니다. 아니면 그냥 제 착각일지도?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1f66654fdbbd168135e9dd993177e9026f3a604eee85381e28e16088ff428fbb.png"	[4]	699
69917	1	"69917-doomguard"	9	[]	15	4	1646	3	"Lucas Graciano"	7	5	5	"파멸수호병"	"<b>돌진</b>, <b>전투의 함성:</b> 무작위로 카드를 2장 버립니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6816662c216658d71c6c872f7dcc9a09c48f9585618210a9ce863fedb64feea0.png"	""	"파멸수호병을 소환하는 건 위험한 일입니다. <i>누군가</i>는 반드시 죽어야 하니까요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1bc18732a27638d71f9056f8442b7df807b2dec4089d8ff6decb7bbfa58545df.png"	[4,8]	631
68398	1	"68398-bluegill-warrior"	12	[]	14	4	1646	2	"Jakub Kasper"	1	2	2	"푸른아가미 전사"	"<b>돌진</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e43c4170f0a2bd6893d3f62fae6ad087049951d9104d52ad47e736216f13968f.png"	""	"안아달라고 달려오는군요. 일단 젖을 각오는 해야겠습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/599402b8cd8e31a96ee30ffcf62af9a3e4e2c42e1bda912d23eb670460f79c23.png"	[4]	739
