id	collectible	slug	classId	multiClassIds	minionTypeId	cardTypeId	cardSetId	rarityId	artistName	health	attack	manaCost	name	text	image	imageGold	flavorText	cropImage	childIds	keywordIds
56451	1	"56451-zixor-apex-predator"	3	[]	20	4	1414	5	"Steven Prescott"	4	2	3	"최상위 포식자 직소르"	"<b>속공</b>, <b>죽음의 메아리:</b> '직소르 프라임'을 내 덱에 섞어 넣습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/62d8b3f3d994d8b34ce44ea25eac631b12b07359e56986f6f3ab24516efe6591.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2913460c47a7b28321dd8db96bf0671b5317277f00976017dd134e614a376d17.png"	"직소르는 살아있는 공포 그 자체라 할 수 있습니다. 마음대로 순간이동할 수 있고, 부패한 지옥멧돼지 고기를 먹이로 삼죠. 직소르의 머리를 쓰다듬을 수 있는 건 레오록스가 유일하다고 하네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2e6e0c28efbc24779eddceca9adb0b0e7ff82cb1e7a1db6d2a7764d5976c43c8.png"	[57631]	[12,53]
59188	1	"59188-bloated-python"	3	[]	20	4	1443	3	"Arthur Bozonnet"	2	1	3	"불어오른 비단뱀"	"<b>죽음의&nbsp;메아리:</b> 4/4 불운한 조련사를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fd8d77a3402f6785e6a9ed99cf20e9ae9fa400dc38bbf56184c43a79428331bc.png"	""	"스칼로맨스 공학계 학생들이 파이썬을 기피하는 이유입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/66068f930f674b66ed7f5341871b17a348034d3faa00496d7f3a52cb145bf9d5.png"	[61173]	[12]
38734	1	"38734-infested-wolf"	3	[]	20	4	21	3	"E. Guiton & A. Bozonnet"	3	3	4	"감염된 늑대"	"<b>죽음의&nbsp;메아리:</b> 1/1 거미를 2마리 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0b8a4d6c21660547710c30aef285e41fd328123dd9d778fb8fb3741362fbce41.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e0081c7ca7e6057f7fa16ab8429ec699072f809b2041721088ea9f116744e5e5.png"	"수의사에게 데리고 간다고 해결될 문제가 아닌 것 같군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/416a193af2626737ab8394a5db2203810848fc33bf83578ca3c6461610d39ef3.jpg"	[38735]	[12]
53922	1	"53922-hyena-alpha"	3	[]	20	4	1158	3	"Peter Stapleton"	3	3	4	"우두머리 하이에나"	"<b>전투의 함성:</b> 내 전장에 <b>비밀</b>이 있으면, 2/2 하이에나를 2마리 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/74e3362b136856b999a75d7526278de4300a5c2f9bc9834daafcc5275d7ebb04.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6b1bc4ef456b7f8f697344d7f63b8a32b90a1328c5455e6111982ca872209d62.png"	"햇빛이 비치는 모든 것이 그들 소유입니다. 이미 죽었다면요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d46952a5df81ba24b2af9c619abc1bd66bc9a47b8b134edd06edf402c82368d3.png"	[53923]	[5,8]
1261	1	"1261-savannah-highmane"	3	[]	20	4	3	3	"Milivoj Ceran"	5	6	6	"사바나 사자"	"<b>죽음의 메아리:</b> 2/2 하이에나를 2마리 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/575d0c36a2754a27418c64f7a6e7f4b2e6b9943cfc2756f5ef29698c1d5733e4.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7116ee9fe8b21522fd7f2eb44bf02e036cdae9a99a4d2c916a9f23b107b08470.png"	"밀림에 사자가 없으면 하이에나가 왕이지요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0017469bba66e102f25a7ecff140f175c0058b81524cf618e35fd75df0f9f7c7.png"	[1624]	[12]
50088	1	"50088-janalai-the-dragonhawk"	4	[]	20	4	1129	5	"Jakub Kasper"	4	4	7	"용매 잔알라이"	"<b>전투의 함성:</b> 이번 게임에서 내 영웅 능력으로 피해를 8 이상 줬다면, 불의 군주 라그나로스를 소환합니다. <i>( 남음!)</i> <i>(달성!)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/83969c6e9a9d53ca18f9a56ca32da0580cfd584ed8cb7126797fc4d3178d3332.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f5d8edddef34fb59a7feb69a2628c54e5d11e0e64a333715e27bcd9664168c79.png"	"스태그헬름을 이은 3대 청지기라고 해도 되겠군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d74bbc4d84976cbd28b436da74950894cf3fe287c303f0f23fb0622ed02d063c.png"	[53181]	[8]
43506	1	"43506-sindragosa"	4	[]	24	4	1001	5	"Alex Horley Orlandelli"	8	8	8	"신드라고사"	"<b>전투의 함성:</b> 0/1 얼어붙은 용사를 2명 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f216db8416258a0e7bb5872e210ff5a6ccde070cf4b1f1fed46260260aa0360c.png"	""	"\"당신의 노력은 분명 괄목할만 하지만 그 마법은 아직 개선의 여지가 있을 것 같아요.\" - 건설적 피드백에 대한 강의를 들은 후의 신드라고사"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ec9e6c734185a90e44d3289894c2227b50c668476fb665ec5d0a4d2440854f8e.jpg"	[46019]	[8]
38227	1	"38227-vilefin-inquisitor"	5	[]	14	4	21	4	"Jerry Mascho"	3	1	1	"썩은지느러미 심문관"	"<b>전투의 함성:</b> 내 영웅 능력이 '1/1 은빛 성기사단 멀록을 소환합니다.'로 바뀝니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b28357b9acebf0b22b3071a5f2f013cbd2f4764de98eac818e336374ca9410ed.png"	""	"임무를 내려주십시옳!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f2c2334ae2eabca9cea3fe5363f1444df515108d90c490d67d9c68bc5fc138f3.jpg"	[38822,39154]	[8]
54038	1	"54038-sandwasp-queen"	5	[]	20	4	1158	1	"Dave Allsop"	1	3	2	"여왕 모래말벌"	"<b>전투의 함성:</b> 2/1 모래말벌 2마리를 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c3a82e9510dab0dfc93beac41bd98fbe9dd60cdbb84364d941195a25569d6c98.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/01de69d402a35a5860a7b0c54a4703dc646475c23fca0310e619f29b46e31d63.png"	"벌떼!!!가 생기는 원천입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bc7f021e028edbfbe87b4a29968dc96e6c6cc79c30cb7f655b024427b5076e04.png"	[54039]	[8]
56444	1	"56444-murgur-murgurgle"	5	[]	14	4	1414	5	"Matt Dixon"	1	2	2	"아오욿 아옳으엃"	"<b>천상의 보호막</b>, <b>죽음의 메아리:</b> '아옳으엃 프라임'을 내 덱에 섞어 넣습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2428c23b62277d5b34fbfbbd23fa34f50d7b221b95a76cbf5b2e15f3fa14561f.png"	""	"멀록은 아웃랜드 출신이 아니랍니다. 태양비늘 멀록들이 처음 이곳에 발을 들였을 때, 거침없이 위기를 헤쳐나간 위대한 멀록이 있었으니... 그가 바로 아오욿 아옳으엃이었죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/592e92f19dc000e68d6a6d635eea729020fa601bf761ee849d95a7a96b662239.png"	[57478]	[3,12]
51757	1	"51757-bronze-herald"	5	[]	24	4	1130	1	"Alex Horley Orlandelli"	2	3	3	"청동용 전령"	"<b>죽음의 메아리:</b> 4/4 용 2마리를 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7ab26559dd1e2a778b99bd274897325cf08139b6c161c50265f019dd24ab5136.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bed116aba293dacd11c5f93c57c2be1935d5300841b24e66a778c258b27b20fd.png"	"이래서 전령을 죽이면 안되는 겁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7d9366f7c496d49da39fc53f9fc2d274b3afc4634587c45cc540563ed3e37943.png"	[51758]	[12]
55047	1	"55047-sky-claw"	5	[]	17	4	1347	3	"Jim Nelson"	2	1	3	"하늘 발톱"	"내 다른 기계들이 공격력을 +1 얻습니다. <b>전투의 함성:</b> 1/1 초소형 비행체를 둘 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/69e4b51ecb0a64d97fc53ab847f119ffe96c9e56327c12a2d264110493537cb7.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/653f3c380e5b7b5422ebf87080b8ff203fd893b1276915249198e069aec5bca6.png"	"미미론 인형을 잡다가 놓치도록 아주 정교하게 만들어졌습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7c1f4447df44f854d0e65f3c6223ee95826b616c7e4badff49f03de995f30835.png"	[57055]	[8]
49169	1	"49169-mechano-egg"	5	[]	17	4	1127	1	"Hideaki Takamura"	5	0	5	"기계 알"	"<b>죽음의 메아리:</b> 8/8 공룡로봇을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a5431fdc9e6716d6f65cb94f33401431708b48948552d441164af3928669299f.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6eb00046f82230710a3bda121dc58ea0f2e302e22b4c19071b91b726335187c0.png"	"식단에 철분이 더 필요할 때 안성맞춤입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/10e2853c2e85785c3ff73bb9a2afaf9b99da7c8fcf32632210516b9f1b42654e.png"	[49168]	[12]
2286	1	"2286-twilight-whelp"	6	[]	24	4	14	1	"Sam Nielson"	1	2	1	"황혼의 새끼용"	"<b>전투의 함성:</b> 내 손에 용족이 있으면, 생명력을 +2 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5a4bffddde6a3c0c014f0bfbb24e09a07692e23da1c88745a6060d7548414bde.png"	""	"한창 귀엽고 발랄할 나이에 \"황혼\"이라는 수식어가 붙는 걸 이 친구들도 그리 달가워하진 않습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/eea57e1d67f6e6d095790ca2dfb5ae91b947faf2ad8d09fcf803b497f6e40e9b.jpg"	[2287]	[8]
55103	1	"55103-bloodsail-flybooter"	7	[]	23	4	1347	1	"Jim Nelson"	1	1	1	"붉은해적단 강습대원"	"<b>전투의 함성:</b> 1/1 해적 둘을 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/174d1560e7d4d7c1465c400fee0debbaa868fd8d77fe83fec5e4483f814af968.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/15b07fade830e81a1c36b74c1bd49a061fb2668221936b4052de81424f1c4f43.png"	"하늘에 있다는 것부터 이미 해적이 아니지 않나요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ffdccb90164a082c13eeafb3d31ad9fe4981953d49d0f4fd01713f23af5fffa9.png"	[56044]	[8]
49361	1	"49361-blightnozzle-crawler"	7	[]	17	4	1127	3	"Anton Kagounkin"	4	2	4	"역병분무기"	"<b>죽음의 메아리:</b> <b>독성</b>과 <b>속공</b> 능력이 있는 1/1 수액을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fa4dcccddbe92ccf459f0c607adbd3b1c19421e3f88e2e7641d647bedfe31170.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2371a1709935997ddaf89e4898458ec8af467e98eb2c0af99a76cd92b675c52c.png"	"\"아니, 안전하게 처리했다고는 했는데 그렇다고 다리를 달아버리면 어떡합니까!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/75772c9a9dc35f2f98994709d1f6c086effbd9227079c1e09d7fe2872dfad8c0.png"	[49360]	[12,32,53]
55104	1	"55104-waxadred"	7	[]	24	4	1347	5	"Ludo Lullabi"	5	7	5	"밀랍비늘"	"<b>죽음의 메아리:</b> 내 덱에 양초를 섞어 넣습니다. 양초를 뽑으면, 밀랍비늘을 다시 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/34cabfde83472c1c39d8d0aad93269d3bdb4b2d374bc7a1697a99b60530f9111.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/252a485c4457607b2b65b486404dda555c68fb1c3aba4ccdd8faef173c51ebfb.png"	"자신을 창조한 주인의 부름에 따라, 밀랍비늘은 대지를 휩쓸며 모든 것을 태웠다네."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/794b0d8c3b29619a4542dfddf0f638cdc12260f8e224b628d91e06831f018b88.png"	[55111]	[12]
52422	1	"52422-sludge-slurper"	8	[]	14	4	1130	3	"Rudy Siswanto"	1	2	1	"진흙 핥짝이"	"<b>전투의 함성:</b> 무작위 <b>졸개</b>를 내 손으로 가져옵니다. <b>과부하:</b> (1)"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/561d1da9d845c3af294037baeeecb0caedcd8b59462a5b84be172ddbeda41c73.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9122d14b37cf05c2087095c0972b124c3af3bba97289d1ff6b5f035c4a5edf00.png"	"이 맛은... 과부하의 『맛』이구나!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b46d5524a87027645b07d4a9b70f6224ab3bccf57280b7abee1364a858b8bf99.png"	[52897,52900,53160,53161,53162,53163,55378,60588]	[8,14,71]
54009	1	"54009-evil-totem"	8	[]	21	4	1158	1	"Servando Lupini"	2	0	2	"잔.악.무.도. 토템"	"내 턴이 끝날 때, 무작위 <b>졸개</b>를 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/89fa7d95d557fa150c8a9bf3f72083f9bb73f0eab18179f69be2342c4eac2a80.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/43a332c5f85b0bd2265643b7b58ff7f2aa9feaec5244ba63137fe0f769d8227a.png"	"토템이 말썽을 부리면 다들 주술사를 비난하곤 하죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8cbcea63eaf3ccb10346bc6e030080ce6f4fc9fb42aac95063ab5464f14632ff.png"	[52897,52900,53160,53161,53162,53163,55378,60588]	[71]
53973	1	"53973-weaponized-wasp"	8	[]	20	4	1158	3	"Dave Allsop"	3	3	3	"무시무시한 말벌"	"<b>전투의 함성:</b> 내 전장에 <b>졸개</b>가 있으면, 피해를 3 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3bc38b989ab4f9bbb5aa7fab38cb786c9135f3491c48edd3df506004bd8cc242.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2e698e0b6b0da3f1ca27188c6e59832c618e21e3e503ed54b8b663a91281cd58.png"	"박사 붐이 딱 한 가지만 손보겠다고 했습니다. 그래서 말벌이 머리에서 광선을 쏘게 됐죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/82086596d68c97e4e0ef93a3b3c528f29713949fd251c6dadef22826a374e2c1.png"	[52897,52900,53160,53161,53162,53163,55378,60588]	[8,71]
2888	1	"2888-rumbling-elemental"	8	[]	18	4	20	1	"Cole Eastburn"	6	2	4	"지축을 울리는 정령"	"내가 <b>전투의 함성</b> 하수인을 낸 후에, 무작위 적에게 피해를 2 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6dda70126f6bf47ecdbeed4ae602597d33d83d39b0f8db2bf78f6847092ed807.png"	""	"난 아주 아주 굶주린 정령이야."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bf099ea1c2ba2badb6be7fe1437d6f38db6548c5d06a33a2fc4cb29e574ae054.jpg"	[2994]	[8]
55024	1	"55024-nithogg"	8	[]	24	4	1347	5	"Peet Cooper"	5	5	6	"니소그"	"<b>전투의 함성:</b> 0/3 알을 둘 소환합니다. 알들은 다음 턴에 <b>속공</b> 능력이 있는 4/4 비룡으로 부화합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/848c833872ee08894d36ac86c0bf8892c22d8b3ba55555ae92b5e4704ee2a251.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/19216a8fca7596350607625e6ffbd39c5d10563cc09b0bb26569caa3c57e92b8.png"	"알들은 폭풍 비룡으로 부화합니다. 두 마리가."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a20813dbfe55fb409fea2cb6aa142960f847477cfa4d01cecebe7a2d00a47b62.png"	[55025]	[8,53]
41116	1	"41116-stone-sentinel"	8	[]	18	4	27	4	"Rudy Siswanto"	4	4	7	"바위 파수병"	"<b>전투의 함성:</b> 내가 이전 턴에 정령을 냈다면, <b>도발</b> 능력이 있는 2/3 정령을 둘 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/db1090263a67470795171d21975ac8f475208d9c267b22f5f519657f9cb72eb0.png"	""	"불황 때문에 늑대 정령들이 부업을 하고 있군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a27067dd544de782b7b2e4f719074a74710fdba4cba0637c3aa069ff303d866f.jpg"	[41113]	[1,8]
41331	1	"41331-kalimos-primal-lord"	8	[]	18	4	27	5	"James Ryman"	7	7	8	"원시 군주 칼리모스"	"<b>전투의 함성:</b> 내가 이전 턴에 정령을 냈다면, 원소의 기원을 시전합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e5817f173ccb4950d22d34323dc62ad9ff444b1a27cfa42c7ecdfa889dd50465.png"	""	"마음의 기원만 있으면 되겠군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1e3ccf4d557dfd7f7854f8b1b6f3888176904d1d460d91522c74fe06ae476771.jpg"	[41330,41334,41335,41336]	[8]
46904	1	"46904-duskbat"	9	[]	20	4	1125	1	"Jiajun Tian"	4	2	3	"그늘박쥐"	"<b>전투의 함성:</b> 이번 턴에 내 영웅이 피해를 받았으면, 1/1 박쥐를 2마리 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ab99325507c3abb30b4c1b77cc11dd98475d7a23d0405991d9d5ee2001729baf.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3a6d81a12e4fe0a0d2fd7d6a02144053d6f079b916748f6b91dc5048b770ce4a.png"	"새끼 둘과 함께 행복한 결혼 생활을 보내고 있습니다. 한 입에 반했다고 하네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3cb46e42d4a63d694e79e38a4ceacd501caf11f5ba3db3da0bcf62813d38bec3.png"	[48805]	[8]
56516	1	"56516-enhanced-dreadlord"	9	[]	15	4	1414	3	"Anton Zemskov"	7	5	8	"개조된 공포의 군주"	"<b>도발</b>, <b>죽음의 메아리:</b> <b>생명력 흡수</b> 능력이 있는 5/5 공포의 군주를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ecf1b2005deafd9f85550a64513036942a72074a91b4d9f7989e864c72d635d6.png"	""	"문 손잡이에 비친 모습을 첨단 기술력으로 확대한 사진입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6f6a8477130d6bf1dfc8e77041b0e95a9478a47eeae9f016c9f7730b25d02bfa.png"	[57702]	[1,12,38]
777	1	"777-lord-jaraxxus"	9	[]	15	4	3	5	"Alex Horley Orlandelli"	15	3	9	"군주 자락서스"	"<b>전투의 함성:</b> 내 영웅을 군주 자락서스로 교체합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/799f62a5a3c3d0c7f5371540592b2c2b48a3ca99ea92944ca168cf16cc1152c2.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6d276b34254d12ce2676cc84092f7b7939770dbb478e955cb59db8c691d42c27.png"	"\"벼에서 쌀을!!!!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e459d64ac6ac9a56437c7dd654d5a5bb7ad10ac14bdd57e906642ec0dbb5054c.png"	[492,1660]	[8]
