id	collectible	slug	classId	multiClassIds	cardTypeId	cardSetId	rarityId	artistName	manaCost	name	text	image	imageGold	flavorText	cropImage
467	1	"467-moonfire"	2	[]	5	2	2	"Richard Wright"	0	"달빛섬광"	"피해를 1 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9569ed6b1a7315318d8e4dade8bac08bfe98d10335e9c009c2d23d1675d3d6ef.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c1446dc8d74d7c983fc6179ab7f9884a44bfa1a85c2fed4672e981246c71c53f.png"	"\"달빛섬광을 쓰세요. 계속 쓰세요.\" - 조화 드루이드가 되는 법, 제5장, 3절"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/993b0126c310b46a40da2898f9d54cc35e44f60d98e4fb2a6914eccd1d26d452.png"
254	1	"254-innervate"	2	[]	5	2	2	"Doug Alexander"	0	"정신 자극"	"이번 턴에만 마나 수정을 1개 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c23ed66792a0528c7cfe92a23137a82fa5195fef0d9a8b2855c66e5ddd0f2df3.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/df6380c5e2fe09b43d477aeb669585f91a51e4f44c39ce32d40360e7863b5385.png"	"드루이드라면 누구나 한 번쯤 \"자극 주세요!!\" 소리를 들어보셨을 겁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/603c6da3133b0bfcdc267898cabda4167402e4c8ca7a4ab43d7c1e5466a7ebf8.png"
49990	1	"49990-pounce"	2	[]	5	1129	1	"Rudy Siswanto"	0	"암습"	"이번 턴에 내 영웅이 공격력을 +2 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/978c74c4233b1e8b4126bb08d0a712028daaee93c3a0c302e2b0fa94dbc26d5e.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/28539d87907847572f7928231ed5d4aa897eeecf38c4bd21a23cda11b3355caa.png"	"빈 상자 안에 뛰어 들어가려는 엄청난 충동을 가지고 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2d90893ea16e787feb8be31c56128672eba2680ede93a40f63f50dc9fd49919f.png"
55035	1	"55035-embiggen"	2	[]	5	1347	4	"Kagi"	0	"거대화"	"내 덱에 있는 모든 하수인에게 +2/+2를 부여하지만 비용을 (1) 증가시킵니다. <i>(최대 10)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e7adf66e9cb38c0b6df1c9087fa600cb6c018e5812502a45d69d958d05e3a1a2.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/34d942cffc96f9d7a4fe57e74dabd32b7c9ba7ece415afb71a822c50a784ea3e.png"	"덩치도 비용도 공평하게 거대해집니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7d5727224aa7670805780bad9042a5eb193c2cb5a5d477417a48dd182a3e7fbe.png"
1050	1	"1050-claw"	2	[]	5	2	2	"Dany Orizio"	1	"할퀴기"	"방어도를 +2 얻고, 이번 턴에 내 영웅이 공격력을 +2 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7e0669203afe980aafae80b5fd00b4d0a11c28c48f1d0b4c3188f2d90d081ee1.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/544e8006e46ac49612973d76cc66e3dbcaade6bd9d42d93b5afc975881f9b3c7.png"	"남자 캐릭터에겐 민망함을 무릅쓰고 상대를 할퀼 용기를 주는 카드입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/59d925c5a7389a3c74de844070f6a7e601b1959b54fd9f12ee8e5d87f8de7b89.png"
481	1	"481-savagery"	2	[]	5	3	3	"Dave Rapoza"	1	"야생성"	"하수인에게 내 영웅의 공격력만큼 피해를 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2fa467f7fdb93e2c41bf7533a69e8de55495da2cf330616b7b45a2cc7b4341ad.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/97fa3ea332dcb6fc8874fd852423638759fefc51b6dd1553f13f959b6575e792.png"	"일부 드루이드들이 야생성을 보이는 건 사실이나, 대부분은 조용한 곳에서 차 한잔하는 것을 즐긴답니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d571450936138607ea255df392092f610319b0c198b1a6b382fed5008da1b46a.png"
233	1	"233-naturalize"	2	[]	5	4	1	"Leo Che"	1	"자연화"	"하수인을 처치합니다. 상대편이 카드를 2장 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/68554172500d625f3cf27800878127a49ec2e11f853770173b045a94732a5181.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7b5d4a8200eb39b0175fa39f8cf9c39bd9858133c7361bc91676bb11acbd3ba8.png"	"<i>자연으로 돌아가거라.</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b91efd05a47c3d12f9b35404e8400f13e50ad1d8257668601af3ec60df2f8f15.png"
40397	1	"40397-mark-of-the-lotus"	2	[]	5	25	1	"Wayne Reynolds"	1	"연꽃의 징표"	"내 하수인들에게 +1/+1을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0d2b73ae242a7e1b082b578f14b74d9055f5b49de49d027f5946a6eee4df0d1c.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4f7029ad15e5fa26264a0864358db0504df1afac42715144381bbfc8da5d9018.png"	"조직의 일원들의 무릎에 유성 매직으로 새겨집니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/86eaa3b8e2e3f0a954a9ada9a16b97ae9174cf7bb2cad9f70c9678313b89d645.png"
41081	1	"41081-earthen-scales"	2	[]	5	27	3	"Mike Azevedo"	1	"대지의 비늘"	"아군 하수인에게 +1/+1을 부여하고, 그 하수인의 공격력만큼 방어도를 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/105d68d2b0f6447c0e7ad977748b508b6131590efd7175131a11832f85d8a97d.png"	""	"대지의 비늘을 만드는 방법은 간단합니다. 1단계: 흙바닥에 뒹구세요. 2단계: 마법!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a72806bb38e42aa0c45bf9df95bf464bb0a3158e371f9283591e16ac20239789.jpg"
43282	1	"43282-barkskin"	2	[]	5	1004	1	"Lucas Graciano"	1	"나무 껍질"	"하수인에게 생명력을 +3 부여합니다. 방어도를 +3 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9e22b840321c4d29d22c8b4ca0e7f62af3d46241c4515a6b5d6ef749ef9fd96c.png"	""	"아낌없이 주는 나무에게 받았습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b609378b648a55b43ce7a0eabe1b56be9747b0cd3ec8f88a0ce7e6cdba240f74.jpg"
47887	1	"47887-biology-project"	2	[]	5	1127	1	"J. Paick & K. Turovec"	1	"생물학 프로젝트"	"각 플레이어가 마나 수정을 2개씩 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/83dedc22bbb5f2cb679450f080751bd6ebc0d23b24a2cc64e0a2fb090a2e30cb.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dc8bdc75aaae82582ea9dab68cbd96a49f9a46a26cb8a34545fb7243aee34063.png"	"1단계: 거대하고 사악한 딸기 만들기 2단계: ???? 3단계: 아제로스 정복!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7a29b41d3dd0148af8a5abadd47655b8e217bd9bf5c0c4eeaf5c7ad7364cc3c1.png"
48837	1	"48837-floops-glorious-gloop"	2	[]	5	1127	5	"Arthur Bozonnet"	1	"플룹의 수상망측한 수액"	"이번 턴에 하수인이 죽을 때마다 이번 턴에만 마나&nbsp;수정을 1개 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/10e7b42bdb7ec890769506327a69b84a230c31bf0d79df81ee0d1fe231624311.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e6401810cc771859b788925e6451d9c2a15d6ef23cefc7bb06bcb7c83b99b070.png"	"수많은 수순을 수없이 수립하고 수정하여 수습한 수상망측한 수액입니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dc9455671537ef6626e57a004ca1ea7a5936e9da19c5c2f67d3c8e586d334ec1.png"
59456	1	"59456-partner-assignment"	2	[]	5	1443	3	"Slawomir Maniak"	1	"짝꿍 배정"	"비용이 2와 3인 무작위 야수를 하나씩 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/284ea6a15294c21d32683f2ac0a4b42f01961473ac33429460d6f466396ec7f2.png"	""	"\"인상이 좋으시네요. 팔자에 복이 가득하고요. 조장 하시면 되겠다!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f4f5eec7e918c3cfcbc78956e3c024a10e0d7b430e28323bf604bbbc4914bed5.png"
38337	1	"38337-mark-of-yshaarj"	2	[]	5	21	1	"Efrem Palacios"	2	"이샤라즈의 징표"	"하수인에게 +2/+2를 부여합니다. 대상이 야수면, 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fb2e2855ec1c5d77ce4ffe307baac4b694535c387475bc2b128d78046330732a.png"	""	"사실 촉수로만 봐서는 어느 고대 신이 내린 징표인지 구분하기가 어렵습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dc6516482e88722b3831f8b737307fdb37f47bd6a498f45750fa7bf7b84f5b93.jpg"
55052	1	"55052-breath-of-dreams"	2	[]	5	1347	3	"James Ryman"	2	"꿈 숨결"	"카드를 뽑습니다. 내 손에 용족이 있으면, 빈 마나 수정도 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/97f0cc1cfe05cbe204e6e8bbfd3fb73740890d91ee89aace0b4646e72401b3fe.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/da02fa9a5073c41b3917af8a9a89896632975862f28f0702a8fb5d367118cd01.png"	"아침 입냄새는 위상이라고 별반 다르지 않죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8d3b4b5035364545c33a486074703bba339ef5e7426b8216a036029fee83f74f.png"
742	1	"742-savage-roar"	2	[]	5	2	2	"Grace Liu"	3	"야생의 포효"	"이번 턴에 내 캐릭터들에게 공격력을 +2 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bda2ce35708e99e629050eba70ba9190c5b300e3250ce21f94469267b0c8a03c.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9f35b9bc680afe9bce2dba83707af92818fc6ff5d82533925ee8e0d6af5af7fd.png"	"뭐라고 포효하는 걸까요? 아무도 자신 있게 말할 순 없지만, 얼핏 들리기로는 \"이이!\"라고 외치는 것 같습니다. 이게 대체 무슨 뜻일까요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6139f102fcb9750e4f96b453f028f85175955cbee217a94c6f258e8f78295cc9.png"
773	1	"773-healing-touch"	2	[]	5	2	2	"Cyril Van Der Haegen"	3	"치유의 손길"	"생명력을 8 회복시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/094969985f6cb82673ec0c142cb6b17d4aa8e753704296584f44ab8be29b9018.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fee380d657a87471b3620d54f41edbd308a75d82e2f6730f1b1ec3faef0dcc2c.png"	"생명력 8... 더 망설일 거 있나요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d3e26a61159bb0be8fcb4b925de6bba5833ad0b523a02e0ab879d093e3f5c9eb.png"
2793	1	"2793-mulch"	2	[]	5	15	4	"Dan Scott"	3	"양분 흡수"	"하수인을 처치합니다. 무작위 하수인을 상대편의 손에 추가합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fb8bbd550767bd34de500fb5c15b0874da795a653e99e178e732142eae089760.png"	""	"흙에서 흙으로."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ccee59ec1ffe64b96b4701c348b08bca060826cbb509c3d31b5842f37b0c4cc8.jpg"
40401	1	"40401-pilfered-power"	2	[]	5	25	4	"Zoltan Boros"	3	"가로챈 힘"	"아군 하수인 하나당 빈 마나 수정을 1개 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/41d337c5e51db0d676bdd4b620f26e09d09f43ecee6eac007048785eb1a397a8.png"	""	"호젠들에게는 보수가 많이 돌아가지 않지만, 남는 마나는 가질 수 있다는 점이 매력적입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/76567c9b4a5cfb3f886f1effa156e05c3a7a4c28ac36098b81cccd95ef24280c.png"
42748	1	"42748-gnash"	2	[]	5	1001	1	"Phil Saunders"	3	"뾰족니"	"방어도를 +3 얻고, 이번 턴에 내 영웅이 공격력을 +3 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3b02516a66e9b736d9f0be697c3b8029ee80447b12f2cd7f204588dfa413dab4.png"	""	"할퀴는 것보단 아프고 무는 것보단 덜 아픈 것 같군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2bdab56ac9a75480baeb07b156342594007c5f6b7afcbd26581b9f5a261ff67c.jpg"
47117	1	"47117-witching-hour"	2	[]	5	1125	3	"Mauricio Herrera"	3	"마녀의 시간"	"이번 게임에서 죽은 무작위 아군 야수를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0b4bebfd67a7d788ced026104a7b367f9c2bf065c179a1ded6f2108a13127503.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7a6a3a8ec912f1750e21b82bc8ba06f0142691f859206e6255ec5ef692b51720.png"	"길니아스 애완동물 공동묘지가 위험한 이유입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c6bcf99f03eee97eb545a0840549280fd40c9fe877af5cbf014783636e51adc0.png"
47423	1	"47423-ferocious-howl"	2	[]	5	1125	1	"Mauricio Herrera"	3	"흉포한 울음소리"	"카드를 뽑습니다. 내 손에 있는 카드 1장당 방어도를 +1 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/28d74efdb163c689a1334785300a4ecdadd7a6b6feaabda21405b11817aec595.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/92e3532b74ee6cfbc95c2131588bc45c75fd227b84ab9eeaac115778c9e57933.png"	"푸른 달빛 아래에서 울부짖는 늑대의 울음소리를 들어본 적이 있나요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/09d8d102da3d9a7028ab328fd740c0a7afac089d6e9dfaba56f30888c7b77ca8.png"
48607	1	"48607-landscaping"	2	[]	5	1127	1	"Sam Hogg"	3	"조경 작업"	"2/2 나무정령을 둘 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f4530bd0578eb84d67916a772d8a36428c759b462e4120b1090d655c2c71b17a.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/67eaab4fb78be889a24b305939e6112094d2f16321253e24f1fdb8496322e781.png"	"여기에 방긋방긋 웃는 나무를 심어주고... 그 옆에 친구도 만들어 줘 볼게요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/da85cf43394d111540340a289b480e484ca5f4daf0f6a87042248db518133bac.png"
56686	1	"56686-bogbeam"	2	[]	5	1414	1	"Matt Dixon"	3	"수렁광선"	"하수인에게 피해를 3 줍니다. 내 마나 수정이 7개 이상이면, 비용이 (0)이 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b38583a6c9a83fa06dc12bab27abd31418acaf9fd9e46ef42f3811056737d82a.png"	""	"수렁에서 목격된 수상한 밝은 빛이 외계인의 소행이라 믿는 사람도, 단지 늪지대에서 발생하는 가스일 뿐이라 믿는 사람도 있습니다. 그런데 말입니다, 실제로 그 빛의 정체는 드루이드였다고 합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4ac851ca34701a7e6813aea32c6a071bbd655c7cf4c833281c80bae063fcafdd.png"
56677	1	"56677-fungal-fortunes"	2	[]	5	1414	3	"Matt Dixon"	3	"왕성한 진균 "	"카드를 3장 뽑습니다. 하수인을 뽑으면, 그 하수인을 버립니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6fe86ef1d283159ac30e2723f09067369e985b0b08dab83a4961d3f294d1c69c.png"	""	"진균 초대박! 아, 여기가 아니던가요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9ac004fd98c7d691a7b0fd3409f3198740924e4babdb746097999b9e0be9409f.png"
64	1	"64-swipe"	2	[]	5	2	2	"Sean O’Daniels"	4	"휘둘러치기"	"적에게 피해를 4 주고 다른 모든 적에게 피해를 1 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3dee8bf6d67d5d1c46c26c001e1f56c8c95819ebd3a2d7122e5c831f97c513c3.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9ad40f4257f29c52192aad573d85426d31857c6bb6909975326443d0da6c6a8e.png"	"곰이 팔을 뒤로 젖히면 당신을 확 휘둘러치거나! ...꼭 안아주려는 겁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f9e0047282829ba6a99f7e94eb79c8027a8c1db1f2feac1d3a7379fcaa162ca8.png"
577	1	"577-bite"	2	[]	5	3	3	"MAR Studio"	4	"물기"	"방어도를 +4 얻고, 이번 턴에 내 영웅이 공격력을 +4 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/68bbcb23601615832e8df3ee00933e41950f67d0ad804532f9a9d5cbed2a3e08.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/337952c9e5404c0ed137858c6441e018f44af3971c91a3cf39e3691aa4810b6d.png"	"꼭꼭 씹어드세요!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f40299dc51aa384fa06992e074ff582ca3b7128ec9ed1dfe64580148049b8be1.png"
2785	1	"2785-astral-communion"	2	[]	5	15	4	"Christopher Moeller"	4	"천공의 교감"	"마나 수정을 10개 얻습니다. 내 손에 있는 카드를 모두 버립니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d5926d6ca3c083370c319786cef48d99ba358a5d98e746fa6fbc4293caa8adfa.png"	""	"모든 것을 얻었지만 모든 것을 잃었다는 게 이런 느낌입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2ffb0c5a821baf2063ed490a2cafdb691381f65acf9c1eb1bfe25bc6000a8b0c.jpg"
48524	1	"48524-juicy-psychmelon"	2	[]	5	1127	4	"Jason Kang"	4	"먹음직스러운 덥석멜론"	"내 덱에서 비용이 7, 8, 9, 10인 하수인을 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/948cea721ef6cc5149da2a88b5f9ec8182416b7219cb4e2020de0248bb900975.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/168976cc58e9670f87e256ffc2cc1c8dbe3a02233bbffa463f62056ff80b453d.png"	"전혀 먹음직스럽지 않습니다. 그렇다고 생각하게 만들고 있는 거예요!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/471b8306733732282505b4df5119841f2439958a19468985e8a6c97f76c11895.png"
49994	1	"49994-predatory-instincts"	2	[]	5	1129	3	"Clint Langley"	4	"포식자의 본능"	"내 덱에서 야수를 뽑습니다. 그 야수의 생명력을 2배 증가시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b075052d8a97793217d7d9481eb9f535bdf60fe5e8bf737b80cb1e459970fdf6.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/97b5cf565a691e6c7ea340fd791d7b3d4580c3add68889b85178d895e56dda68.png"	"누가 녀석의 먹거리를 훔쳐먹었나 봅니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c4e6ad43c05a73da0e9b3f4d5600f863eedaee242199ffcfcc6407b264c6cb69.png"
56680	1	"56680-overgrowth"	2	[]	5	1414	1	"Armand Serrano"	4	"과성장"	"빈 마나 수정을 2개 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7c217dfcf9998b685b3e9f26d5fac0045693fd9c300f398f0a1461cb748e76a4.png"	""	"장가르 습지대: 늪 밖은 위험해!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4854359e34a0109941123dead9745c035e4d9a42a42cdefdcf8c7448b4743757.png"
493	1	"493-force-of-nature"	2	[]	5	3	4	"Trevor Jacobs"	5	"자연의 군대"	"2/2 나무정령을 셋 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/15edc01c5a156eb6319384f465d765a09db02099c1db3afc4802b09fa20ac0b6.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c9a868375827154f5725a4a568d5c722685acac0127ccaed8e74acf927a79e4b.png"	"\"이 나무들 밑에서 한숨 자야겠어. 잠깐... 으아아아아악!\" - 운 나쁜 노움, 블링크피즈"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e7a3cf08650a0dd86f24844c1a49e4c7317f861a1731b948dd39199d085f67ad.png"
40615	1	"40615-lunar-visions"	2	[]	5	25	4	"Arthur Bozonnet"	5	"달의 계시"	"카드를 2장 뽑습니다. 하수인이면, 비용이 (2) 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8c87db24ef9a670a5336cfc5900fe58bfc68105f739860a6c29349a29e42fd57.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/752a41048ae891f15620b0986e7884e2a1e978cdd3ee0795f18fa5f02a81092a.png"	"달의 계시의 가장 신기한 점은 구경할 채널은 너무나 많은데 정작 볼 건 없다는 겁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/218f63201385220cd5c6ca8f53a94a5e7ba5c8e6f407878eab934414067eb791.png"
