id	collectible	slug	classId	multiClassIds	cardTypeId	cardSetId	rarityId	artistName	health	attack	manaCost	name	text	image	imageGold	flavorText	cropImage	keywordIds
58494	1	"58494-glaivebound-adept"	14	[]	4	2	2	"Paul Mafayon"	4	6	5	"쌍날검 숙련자"	"<b>전투의 함성:</b> 이번 턴에 내 영웅이 공격했다면, 피해를 4 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e91b49cb138a3dd32cca82db483a31f4f063ed11f2f18e160606ba734ac966ed.png"	""	"\"수습생, 쌍날검은 너의 생명과도 같다. 쌍날검이 없으면 너도 없다고 생각하도록... 아니, 그걸 바로 던져버리면 어떡하나?!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/523eb23c9098f8da1f9dbbef60ac631c2affd1c880eac0d7830e18b3d5859b2a.png"	[8]
59732	1	"59732-soulshard-lapidary"	14	[]	4	1443	1	"Akkapoj T."	5	5	5	"영혼조각 세공사"	"<b>전투의 함성:</b> 내 덱에 있는 영혼 파편을 파괴하고 이번 턴에 내 영웅에게 공격력을 +5 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c5e8af7a4169e81390ec8e393c4ea40da32c00aaad3bc98d73b613df7d9cd787.png"	""	"영혼의 힘에는 대가가 따르는 법입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2c5ae1371bce61f263a10f7749e8ac7aa56d8fe9d446ab13d4ce87bf1dc4d8c5.png"	[8]
59864	1	"59864-fel-summoner"	14	[]	4	1414	1	"David Kegg"	3	8	6	"지옥 소환사"	"<b>죽음의 메아리:</b> 내 손에 있는 무작위 악마를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c97e2f1229a5c819df61482b631043b9a8e95229bc92d4027b2df5b3748b0536.png"	""	"\"이걸 지옥 소환사가?\" \"이걸 지옥 소환사가...\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/143d28bfa4791d626f697408df4e02b97e59c22be588224a11bfa560f3ac7618.png"	[12]
38340	1	"38340-forbidden-ancient"	2	[]	4	21	4	"Grace Liu"	1	1	1	"금단의 고대정령"	"<b>전투의 함성:</b> 마나를 모두 소모합니다. 소모한만큼 +1/+1을 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/506066bad442667a97c58b1aa3b9acecf5b559ddc96e527ca0b52483632a8146.png"	""	"이 고대정령은 주변 선술집에서 '박사 붐' 카드를 소매에 숨기고 있다가 발각되어 쫓겨났습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d6470e49d7d024d289525fc2007d97aedfc256d3c1b5d7def23df59ddaef744c.jpg"	[8]
49944	1	"49944-spirit-of-the-raptor"	2	[]	4	1129	3	"Christopher Hayes"	3	0	1	"랩터의 혼"	"1턴 동안 <b>은신</b>을 얻습니다. 내 영웅이 공격하여 하수인을 처치한 후에, 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/69467160d138e65d1c536b8d95a4b60395ef7d3ed536431877c19eee97f5bf42.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c28c89b6c71d0be175d40375d0b808e683c819e289e4a34fc10ac49476f246a1.png"	"\"로티! 로티! 그거 물면 안 돼! 로티, 앉아! 앉아!!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/df36b4ea4dbfc1eed3069174a28ee15c18c6d6f643782962b8e5e0aa9dda1e49.png"	[6]
59001	1	"59001-gibberling"	2	[]	4	1443	1	"Anton Zemskov"	1	1	1	"새끼 떠버리"	"<b>주문폭주:</b> 새끼 떠버리를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/00519178ddafa6a913925ce98878d578d6622dd2b66a45b2aba91273bcdfdb09.png"	""	"\"언어학과 학생으로서 새끼 떠버리의 말을 공부해봤는데, 횡설수설 떠벌린다는 것만 배웠어.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ee068312b2516a8db738dc27432650176386418912f4a5e31db0cab0ae613e1b.png"	[88]
2782	1	"2782-darnassus-aspirant"	2	[]	4	15	3	"Laurel Austin"	3	2	2	"다르나서스 지원자"	"<b>전투의 함성:</b> 빈 마나 수정을 얻습니다. <b>죽음의 메아리:</b> 마나 수정을 잃습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/34dc9e8873dd5046c47812e708509031eb717d57f5f01eb29abcafbc1ecc2771.png"	""	"마나 수정을 좋아하면서도 싫어합니다. 변덕스러운 나이트 엘프 같으니."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/62f97a70b27f8126da2e87f87ad7a200439a855236f3bd1ccb9f08e93c9f4f4a.jpg"	[8,12]
41252	1	"41252-tortollan-forager"	2	[]	4	27	1	"Jerry Mascho"	2	2	2	"토르톨란 채집꾼"	"<b>전투의 함성:</b> 공격력이 5 이상인 무작위 하수인을 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/01bf3f4f446b22ae98e8c1edf52ea22f7ebdf25bae96cd6d9b3444499ef0e583.png"	""	"토르톨라어로 운고로는 \"고대의 분실물 취급소\"입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d5b0ce5b8f367edf3c27db0b1c3f77bb3e2128af6319378e42ce2546fc92d63d.jpg"	[8]
49621	1	"49621-dendrologist"	2	[]	4	1127	3	"Matt Dixon"	3	2	2	"수목학자"	"<b>전투의 함성:</b> 내 전장에 나무정령이 있으면, 주문을 <b>발견</b>합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4427d54832a943b6d4ac9dd0e825abc125db681a7e591b7294aebb8321bad927.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d9a678a79ecaa19f99c777dd821270ff187742bca5dd54f46281b1670aa65847.png"	"자신의 상사와 닮은 나무정령을 키웠는데 매번 하는 말은 하나뿐이더군요. \"아이 앰 플룹.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ca5d98f54e4936d9ba150deef291f69e02567df9ddcfed723750f271659ae8f2.png"	[8,21]
49984	1	"49984-savage-striker"	2	[]	4	1129	1	"Jesper Ejsing"	3	2	2	"야성적인 공격병"	"<b>전투의 함성:</b> 적 하수인에게 내 영웅의 공격력만큼 피해를 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/15adc0548f178b9d7d5402dcd889d182de350ef1543681af09e844f5bd04fb73.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a844a808a1583a14562810845f76769f1a2b16f58496ad72f8a5b85296365226.png"	"(영웅에게) \"물어!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/91ddd71a1fcffa727c4f64180c01822df7d26a70772ce7635fb22b79cad876cc.png"	[8]
55038	1	"55038-shrubadier"	2	[]	4	1347	1	"Jim Nelson"	1	1	2	"묘목 폭격수"	"<b>전투의 함성:</b> 2/2 나무정령을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7c1ccb27203a7111615688f69a89749355696551e1555f88a410864bbd9e5975.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5236fda89f5c5deef894218344d751e9d706a1bdb721ea1c5b1832a4453d7a4f.png"	"낙하하는 도중에 자랐나보네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5f6d0e32ce9ccc603ddb0e8939d5e3348a31ad7152c47d3086b1a3059bf26f41.png"	[8]
40404	1	"40404-celestial-dreamer"	2	[]	4	25	3	"Alex Garner"	3	3	3	"천신의 꿈술사"	"<b>전투의 함성:</b> 내 전장에 공격력이 5 이상인 하수인이 있으면, +2/+2를 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a93d73cca81a754688a21c54a7668eaedc6995842ae110f8c75133c51ef325fb.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/be38cad359fc1e4fc4e1e35c07dc04dea37d9cca28213e67f7a317bb7a9c3973.png"	"그냥 자는 게 쉬워 보이죠? 정확한 순간에 잠드는 게 얼마나 어려운지 아세요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2afdc7d9e086e161e8b47314150997ec2c404c03b5753058ac684c973515828d.png"	[8]
43025	1	"43025-crypt-lord"	2	[]	4	1001	1	"Konstantin Turovec"	6	1	3	"지하군주"	"<b>도발</b> 내 하수인이 소환된 후에, 생명력을 +1 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c7bbda8956f0a1b5469a2e1b5252c4530447a139b33f6e0c424014de9dbeefaa.png"	""	"나는 풍뎅이가 아냐! 나는 딱정벌레다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e4a3dcb764ff60a8694bf66107b1037af3d55bef7a33c63934eb245c95bfcdc5.jpg"	[1]
45945	1	"45945-greedy-sprite"	2	[]	4	1004	3	"L. Lullabi & K. Turovec"	1	3	3	"욕심쟁이 요마"	"<b>죽음의 메아리:</b> 빈 마나 수정을 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b999cc1ee279604dbc7056d83927a93d5c87b12c811b651151990bf26393aab7.png"	""	"일곱 마리의 대요마 중 가장 반짝입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/aa7157f388bb0c60367b8934810e6fe106461a719947f4a81dafbbba56b7967a.jpg"	[12]
2786	1	"2786-wildwalker"	2	[]	4	15	1	"James Ryman"	4	4	4	"야생길잡이"	"<b>전투의 함성:</b> 아군 야수에게 생명력을 +3 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/67da34227384a012a2bb46920ef528841a2dc854d5ef94c0545674a1ca968d59.png"	""	"\"네, 독사도 좋아해요!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9a471f843652b4a88f88cf1fa9e06969854f988c86145d9b26aba30e3a51cc69.jpg"	[8]
2923	1	"2923-jungle-moonkin"	2	[]	4	20	3	"Mike Sass"	4	4	4	"밀림 달빛야수"	"두 플레이어 모두 <b>주문 공격력 +2</b>를 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/89d0cf6523f30070d916953a235920ed66eaf1a9ed01d3783aac337e7906361c.png"	""	"진정한 화난 닭입니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8d3174b27aa8e0d5aaed58794365a676d7d19ea64dda48f481cffd2b797c087a.jpg"	[2]
38621	1	"38621-klaxxi-amber-weaver"	2	[]	4	21	3	"Cole Eastburn"	5	4	4	"클락시 호박술사"	"<b>전투의 함성:</b> 내 크툰의 공격력이 10 이상이면, 생명력을 +5 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/21e71738e5ecdb5db797d5025ec4daf993bb78f122c07ae56bb140f65769a897.png"	""	"인근 직업학교에서 호박술사가 되는 법 특강을 들을 수 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f9b5800c6887536ecc88484c13bf943ab5dc26c002f806ef0425963994eba1ff.jpg"	[8]
43022	1	"43022-strongshell-scavenger"	2	[]	4	1001	3	"James Ryman"	3	2	4	"튼튼껍질 청소부"	"<b>전투의 함성:</b> 내 <b>도발</b> 하수인들에게 +2/+2를 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6dad1e7c0c7a48bf5018358654ecc59398b1002b3b64bd3ae95f503e1b6ee54c.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1f1f5986a9b96669c1e47517d72621364692c8f3ea74c167d0ef50d7a5ffb046.png"	"무덤이 없으니까 도굴은 아닙니다. 그냥 청소하는 거죠..."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6e4cb94d99493b1129ec71467774d455b5d0828c596330f9b63486ab0cdd927d.jpg"	[1,8]
43284	1	"43284-ironwood-golem"	2	[]	4	1004	1	"L. Lullabi & K. Turovec"	6	3	4	"강철나무 골렘"	"<b>도발</b>, 내 방어도가 3 이상일 때에만 공격할 수 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a9bf0dd0e67ac1dc2ffd6a4c69f0eb1068b6fa5a46de58bc0935cb695fd6710c.png"	""	"녹이 슬지 않는 신개념 강철 골렘! 지금 바로 구입하세요!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f845fc493b8ec92dc6a329c59ba140ea033bf2ad6cf6288e1d7d435c2b9d9213.jpg"	[1]
43304	1	"43304-astral-tiger"	2	[]	4	1004	4	"Tyler West Studio"	5	3	4	"천공의 호랑이"	"<b>죽음의 메아리:</b> 이 하수인을 복사하여 내 덱에 섞어 넣습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/69cc56aae79081df1b12ccb7547944c96f66b435a7d9b103c1c45628b066203e.png"	""	"밤하늘에 별이 유난히 많을 땐 이 호랑이가 설사병이 난 겁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a4153fd7cd46abdeaca13934aa2a57377956de474d18ed46de30612bf28e79d3.jpg"	[12]
59553	1	"59553-groundskeeper"	2	[2,8]	4	1443	3	"Eva Widermann"	5	4	4	"학교 뜰지기"	"<b>도발</b>, <b>전투의 함성:</b> 내 손에 비용이 (5) 이상인 주문이 있으면, 생명력을 5 회복시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/45e8e3add2babda3bb76f60ec24ea442622dadfd6c1ebe8932e857b684950035.png"	""	"꽃을 밟지 않고 정원을 가꾸기란 드리아드에게 여간 어려운 일이 아닙니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e89362412a34ad19c54ed97ce457ab8103137bef9d710dc9792a8c347a37468c.png"	[1,8]
40641	1	"40641-virmen-sensei"	2	[]	4	25	3	"Dany Orizio"	5	4	5	"토깽 사부"	"<b>전투의 함성:</b> 아군 야수에게 +2/+2를 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6b99a0fea13efede577cb628844afc5d759b1627bfb37e028c760bc23c1f4cb5.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f74f6fb1b07847c92453ae5557c34718fe40829a01d049087c8fe5a1889fe4eb.png"	"당근을 체험하시오."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e3c4e907d67f10a2d0aa53f336474831a18b356b9bacdab596ed1a7bfd4a1c9b.png"	[8]
46903	1	"46903-bewitched-guardian"	2	[]	4	1125	3	"L. Lullabi & K. Turovec"	1	4	5	"현혹된 수호병"	"<b>도발</b>, <b>전투의 함성:</b> 내 손에 있는 카드 1장당 생명력을 +1 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7e428dc06551e22b5f9ee6f72d745795b2d9c1661cc97ea8bfb772550e9172dc.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cbb6089003afc6cfbebba5bf380498cdf355d628b7c9e29325c1f81133e5417c.png"	"현혹, 유혹, 매혹."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a8687384fe8bbf6d71a58710cce1b80714b8e7bb8225974eb9906d0ca9de2e9b.png"	[1,8]
53615	1	"53615-anubisath-defender"	2	[]	4	1158	4	"James Ryman"	5	3	5	"아누비사스 문지기"	"<b>도발</b>, 이번 턴에 비용이 (5) 이상인 주문을 시전했으면, 비용이 (0)이 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d70fbb80faa76502ee17895aeed6f77892019838c1eed3b39b84607eb9d43f14.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ecce5fc34af8ce42d6e325ad710ae389b585346db74e3ccfa1fb6c7e31502c1a.png"	"캔을 따는 소리를 들으면 잽싸게 달려옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d77a9ac0d172eaae703b2b7f1bd102d164276802551499da88cfe8ec21980e91.png"	[1]
53620	1	"53620-elise-the-enlightened"	2	[]	4	1158	5	"Luke Mancini"	5	5	5	"탐구자 엘리스"	"<b>전투의 함성:</b> 내 덱에 똑같은 카드가 없으면, 내 손을 복사합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/de45a732558d451e839c83d2005796fa8e55907690f2b4121790f4a9485b8bbf.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/be1939814073e9be5b5bc4506474e08b5ce7302b269151e3c3f6f5d7f624c83b.png"	"지도제작자에서 어엿한 모험가가 된 엘리스는 남들이 걷지 않은 길을 걸었습니다. 지도에 표시되지 않았거든요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dbd4e4ea92b8f38d302b1007639c46456f7d46b55e2d2f00beb7fb5766b3117b.png"	[8]
38882	1	"38882-dark-arakkoa"	2	[]	4	21	1	"Nutchapol Thitinunthakorn"	7	5	6	"어둠에 물든 아라코아"	"<b>도발</b>, <b>전투의 함성:</b> 내 크툰에게 +3/+3을 부여합니다. <i>(어디에 있든)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0863febd40b920d556be76958ba763aa3902b527869d1662f2279c4db9b4fa93.png"	""	"마음에 드는 색채의 아라코아를 선택하세요! 얘는 빛깔이 좀 어둡긴 하네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/185bfe653e264655d08856d1e1ae936b18142865a781e6d2309fbd60fbb45974.jpg"	[1,8]
39696	1	"39696-menagerie-warden"	2	[]	4	23	1	"Alex Horley Orlandelli"	5	5	6	"박물관 감시자"	"<b>전투의 함성:</b> 아군 야수를 선택합니다. 그 야수를 복사하여 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6262ef4e5316bd8350d79bcd335839d4b514e85ef84bd5db259a75355cc7a6ca.png"	""	"제발 허락해 주세요! 제가 <i>매일</i>마다 우리도 청소해주고 밥도 잘 줄게요!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b655696d9e12ad9ca82b9aea902cd278c4210f87e8b11bae9f204098e3507231.jpg"	[8]
40797	1	"40797-jade-behemoth"	2	[]	4	25	1	"Zoltan Boros"	6	3	6	"비취 괴수"	"<b>도발</b>, <b>전투의 함성:</b> <b>비취 골렘</b>을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/44b5964e1bffa814ada27e52ad90537e3e9894fe5050ed7350369aa3d1be8a64.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d2f19d442728a8f6d3cd653e9dbfd9f4bde340d33c163487f4210bf559174b0c.png"	"비취 코끼리를 냉장고에 넣으려면 냉장고를 열고 비취 코끼리를 넣고 냉장고를 닫으면 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/60a61f6f2c4849a6405b37e0868c91b40d93338a6523461b847532209f081a53.png"	[1,8,26]
59555	1	"59555-forest-warden-omu"	2	[]	4	1443	5	"Mike Sass"	4	5	6	"숲의 감시관 오무"	"<b>주문폭주:</b> 내 마나 수정을 모두 회복합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5f8aab4917ef43ad29a6b376c2d5a180f6187b270a2be0f541358708c6f77eaf.png"	""	"스칼로맨스의 모든 것이 잘 자라나 번성하기를 기원합니다. 자신만 이 사실을 모르는 듯 하지만..."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c980a7ea37958ddc708469b1418f0288b42d9f9c8ef735c5b02926a2d5763987.png"	[88]
48744	1	"48744-gloop-sprayer"	2	[]	4	1127	1	"Arthur Bozonnet"	4	4	7	"수액 살포자"	"<b>전투의 함성:</b> 양옆의 하수인들을 복사하여 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/736e05d6475f60fdd09b9cf9c11bae11ef318c12c859f44642517e2e9351b45b.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f17a1bbd0fa9f84562ce725c38390ad26ec07f96d803554a3f62d6b28bda99a5.png"	"\"그 정도 수액으로 괜찮겠어?\" \"괜찮아, 문제 없어.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e26341f09a95f380bb442a28bc58d35e8587bbc889ed8aaabbebc4dadcd08f28.png"	[8]
55031	1	"55031-goru-the-mightree"	2	[]	4	1347	5	"Steve Prescott"	10	5	7	"거목 고루"	"<b>도발</b>, <b>전투의 함성:</b> 이번 게임 동안 내 나무정령들이 +1/+1을 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/414dc05b7b2d30fc107253b528390c872dffc8b55a8277a3c74fa28141e84564.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fa668f8a937b95e664905b9cbcd15e53e7cfe1ab748e92211a673a675fe55912.png"	"나무정령들에게 고루고루 은혜를 베푸는 나무 한 그루입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fac35976fd03f5312cee7e4d9b500d7a64541b9fc5b028d0e3099ab52f1e28ce.png"	[1,8]
205	1	"205-ironbark-protector"	2	[]	4	2	2	"Dave Allsop"	8	8	8	"무쇠껍질 수호정령"	"<b>도발</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/52d22ed29d1ec7c4513c3bf0fa4731929462926092fb69769be8f915de589fd2.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ae02b6777e0f3dde7a4113b80d962e37952f956e66b1e51ad8ff71357d9673cd.png"	"그 누가 <i>감히</i> 다르나서스를 공격할쏘냐!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8ebdf1381208b61ec7bdca54d0d67ff4442f146c42c73221680820853c5df5fd.png"	[1]
