id	collectible	slug	classId	multiClassIds	minionTypeId	cardTypeId	cardSetId	rarityId	artistName	health	attack	manaCost	name	text	image	imageGold	flavorText	cropImage
1281	1	"1281-scavenging-hyena"	3	[]	20	4	3	1	"Jim Nelson"	2	2	2	"청소부 하이에나"	"아군 야수가 죽을 때마다 +2/+1을 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/90c94ffad3cc10722fb734cece64e991b5db763584500d66a3a114ce10c6c4ee.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2c1bae20ca51f1bcab9c873d461f40a5ec161d135448816de830750518f6e5d5.png"	"하이에나는 코도나 천둥매의 뼈를 선호하긴 하지만, 뭐든 가리지 않고 먹습니다. 심지어 싹양배추까지..."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6f6c3b527c5167d999194996cc8044c0bc7fa6675b14c0ea44bbf659ba31f5a9.png"
56482	1	"56482-imprisoned-felmaw"	3	[]	15	4	1414	1	"James Ryman"	4	5	2	"사로잡힌 지옥아귀"	"2턴 동안 <b>휴면</b> 상태입니다. 깨어나면, 무작위 적을 공격합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1b7169d110cbabae684844fe2d3a6e14befaaf963eb0f569c87cf06e735da443.png"	""	"경고: 사나우니 깨우지 마세요!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1f99f46c4439daab088036f60714bb9f71fd59f94db5881e6f0d146e6522d161.png"
38985	1	"38985-carrion-grub"	3	[]	20	4	21	1	"Kan Liu"	5	2	3	"청소부구더기"	""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d64a6cbd2fcdc2a304b69badc1a5bbe187f8b8367ee2f58c8cf3a48a5ba9b27d.png"	""	"의외로 깔끔하고 완벽한 구석이 있어서 청소가 끝나고 나면 자신의 흔적마저 말끔히 없앤 뒤에 사라진답니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c9f188393aca512aa6c5545ec3a2b0dba695597b555cd2f82b234f176d95c44c.jpg"
42711	1	"42711-bearshark"	3	[]	20	4	1001	1	"Max Grecke"	3	4	3	"곰상어"	"주문이나 영웅 능력의 대상으로 지정되지 않습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f54ab2d0df8a1786f3f21bcdc422bae4f30f155093cc8d6231eff4b733b7393b.png"	""	"강물상어와 사막곰을 결합해서 만들었다고 합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6ac9db57a9e1789a7f4aec66dba582894514dd471e3194b1af7b8e88697cf559.jpg"
43358	1	"43358-cave-hydra"	3	[]	20	4	1004	1	"Peter Stapleton"	4	2	3	"동굴 히드라"	"공격하는 대상 양옆의 하수인들에게도 피해를 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/afe6deab687924999d6654584f36ab8b6b7f9a00abccf7a1ff8a21eb27e9e991.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/aacae2c82eacc578bfb88ae0a12b7b222fde4338b83331818d36657216b70f1e.png"	"동굴 가시지옥으로 변태할 수 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7022ba4899ae193227229b56c498ab5024f25b279e78eecae1f826354d6316cb.jpg"
56064	1	"56064-chopshop-copter"	3	[]	17	4	1403	3	"Servando Lupini"	4	2	3	"잘근잘근콥터"	"아군 기계가 죽은 후에, 무작위 기계를 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/82c187b4903c66fb24f8d129cd523866c508fe3b7e2c793b997fa5489d019a8d.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/24782dbf365c8e39db3f4061281b69996d6d72bd74b7b0c9c16eee59a017f347.png"	"발명은 엔트로피의 어머니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9b6d42e4e87c95fe0f91dd9267c3579e5a053455ec8758bf4d39ef78dffcd5e8.png"
55303	1	"55303-dragonbane"	3	[]	17	4	1347	5	"Zoltan Boros"	5	3	4	"용학살포"	"내가 영웅 능력을 사용한 후에, 무작위 적에게 피해를 5 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d95040bf9be5780452ae0f9acd027b234e4d230978ba912171bb6edea4c88900.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2989a48d7ea26bc71fd4030e9bdd9b5737c91bca86d1172403844969fa1860a1.png"	"*쿵* \"저건 용이 아닌데!\" *쿵* \"저것도 용이 아닌데!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6c7adc862a59debd29099d4aac7ba9b500f696b641224ae6eaef4819eb45d00a.png"
1241	1	"1241-starving-buzzard"	3	[]	20	4	2	2	"Bernie Kang"	2	3	5	"굶주린 대머리수리"	"내가 야수를 소환할 때마다 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/abd89128b2e36e8def1a6217bc3b1780bbaca13e162700e80a2a42859ef92292.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/24712e3e675625aaabc265e6cbf1eccc1651a75ffed6cb746a2dac624293a130.png"	"먹을 걸 주면 <i>정체성</i>에 혼란을 겪습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5301851b42d27c9ac14bef6a81c7ec7fa0484c99731045dddc5f0f07aa2e5fe0.png"
40678	1	"40678-knuckles"	3	[]	20	4	25	5	"Sam Nielson"	7	3	5	"핵주먹"	"이 하수인은 다른 하수인을 공격한 후에, 적 영웅에게도 공격력만큼 피해를 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b164c5bb07bc405cfbc94a7cbf42aa95b6e36c7345d85a164c871923fef534a6.png"	""	"신체 능력을 비정상적으로 올려주는 바나나를 복용한 적이 있냐고 물었을 때 핵주먹이 대답했습니다. \"나는 다른 이들과 마찬가지로 내 손으로 찍어넘긴 나무에서 난 과일만 먹는다.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dc4d83fde45aa16d657f44dc1f3799cb4ba7cdd8e3c3fed637aa92b340bcf728.png"
2017	1	"2017-gahzrilla"	3	[]	20	4	13	5	"Raymond Swanland"	9	6	7	"가즈릴라"	"이 하수인은 피해를 받을 때마다 공격력이 2배가 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/56b7b6ee149be25a70f2c214c73c6b760eaf7b735e7e5a9cd002102da647efa9.png"	""	"가즈릴라 사냥의 마무리는 항상 무두질이죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/271a61336ebadf67325e5d88f9efbf38549732136eb38d82488162fa31871e45.jpg"
41366	1	"41366-swamp-king-dred"	3	[]	20	4	27	5	"Alex Horley Orlandelli"	9	9	7	"랩터왕 서슬발톱"	"상대편이 하수인을 낸 후에, 그 하수인을 공격합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0cb03b1bd674ec9e344271831803930f47b5ff4abaefb9b654a2eae22c1f577c.png"	""	"먹잇감이 등장하면 곧바로 베어 뭅니다. 한 입만!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1f9b984539421ad6b816c1139c245c9f05a94e3a4766c51d2de0c4d547c2a0f5.jpg"
38909	1	"38909-giant-sand-worm"	3	[]	20	4	21	4	"Slawomir Maniak"	8	8	8	"거대한 모래 벌레"	"이 하수인은 공격하여 다른 하수인을 처치할 때마다 다시 공격할 수 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e11af0d1578670c05c5702dd0e474ad4214ce5f2bf2085519ed9c9bbd7129be5.png"	""	"아제로스의 모든 뷔페에서 금지된 하수인입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f522973fcacf878b3850fa28f7e7ded67e8fd51a1cb348ab0593b99c0cb21687.jpg"
45590	1	"45590-arcane-artificer"	4	[]	18	4	1004	1	"Arthur Gimaldinov"	2	1	1	"비전 기술병"	"내가 주문을 시전할 때마다 그 주문의 비용만큼 방어도를 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/01e5ad60952e9f1fdede70f89c81a60dead9156f6a4a0815be2c98dd68e1adf3.png"	""	"에테리얼 갑옷은 6시간 후 소멸합니다! 망신 당하고 싶지 않으면 적어도 5시간 59분 안에 승부를 봐야 합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a2ae32b45894fed64e5888dc4fff6eefbee0aa82422129b9ac729cf4b6db0fa8.jpg"
51977	1	"51977-magic-dart-frog"	4	[]	20	4	1130	1	"Patrik Bjorkstrom"	3	1	2	"마법의 황소개구리"	"내 주문이 시전된 후에, 무작위 적 하수인에게 피해를 1 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4310d9a7516d6717b068f9d7fba1f20fcc168d4e0ff80f0dac730a75f09a945e.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/554426f2e17b14c42e0dd02de81cac3151cd7ce9fe559ec879acc2768300cd6d.png"	"마르지 않는 침샘을 가지고 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d7677c5a9a3db486c9642bd5b95ea46ec63b95a622ac378e0853b3333d55cf93.png"
54904	1	"54904-chenvaala"	4	[]	18	4	1347	5	"James Ryman"	5	2	3	"첸바라"	"한 턴에 내 주문이 3번 시전된 후에, 5/5 정령을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9fd76295cea6c2e02bffe4175b4640b5f9192a2d8983689dcd8e025744143ad1.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/67bb8a57b6386507660dcf6159396672a7c045f6dcbc5e33b52c812bf2f981de.png"	"용의 영혼이랑 비슷합니다. 용들이 얼음으로 된 영혼을 가지고 있다면요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3d4adae87f1aad4acd700ecd9e5482263ed55c8ce4c70377995c90a73e4f4063.png"
56072	1	"56072-arcane-amplifier"	4	[]	18	4	1403	1	"Arthur Gimaldinov"	5	2	3	"비전 증폭기"	"내 영웅 능력의 피해량이 2 증가합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1ea67e519876932720335f096293ecef60a15b65ee99a370f68c45eebe8e6c83.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6aa6cba927564a3ee1e046ba8d0a4cffd8bbefcb45be772055afe1fa0ab72a69.png"	"흑마법사들과 사이가 좋지 않습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fa3e99269f59e9bd2c9ac3aa372f4c1a7351f854d8c04196618e917326238dfc.png"
56387	1	"56387-imprisoned-observer"	4	[]	15	4	1414	3	"Melvin Chan"	5	4	3	"사로잡힌 감시자"	"2턴 동안 <b>휴면</b> 상태입니다. 깨어나면, 모든 적 하수인에게 피해를 2 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ef84c1b5c926fefabbd33294b968860238638f140241ddb257047c446a94bfcf.png"	""	"상습적으로 하수인을 괴롭힌 혐의로 2턴 동안 수감 중입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a2e8b1c50615fe3eaf30aa51ecffcbaca5aeaa75c25df7fe822c1c2370345afd.png"
47554	1	"47554-vex-crow"	4	[]	20	4	1125	1	"A. J. Nazzaro"	3	3	4	"성가신 까마귀"	"내가 주문을 시전할 때마다 비용이 2인 무작위 하수인을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b92ee6ba7d11eb19b2e3e1c336658aa59413f99514bfa28beae459e61df74a5b.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fce210bc86765722b5bf509f41ef451db7430a5e2ecebdf6b327dbb9dc39ce0c.png"	"불운을 몰고 오는 새들인 만큼 파멸의 예언자도 종종 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1f83f5a809a8e7e3b5fc7d1dd9ce7e49d6d8563d74ed0e9469ed6d5eb498da2b.png"
2544	1	"2544-coldarra-drake"	4	[]	24	4	15	4	"Christopher Moeller"	6	6	6	"콜다라 비룡"	"내 영웅 능력을 여러 번 쓸 수 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d94a0efce697b53745babdf57fbe21747d147f1129aabd770c51d56bdd5d0f0f.png"	""	"콜라 비룡이 아닙니다. 하지만 다들 그렇게 부르겠죠. 불쌍한 녀석..."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6eed4c019533ff710736136afed37e154bdf3082c1bd04d49303e548a36c0ea9.jpg"
1939	1	"1939-flame-leviathan"	4	[]	17	4	13	5	"Aleksi Briclot"	7	7	7	"거대 화염전차"	"이 카드를 뽑을 때, <b>모든</b> 캐릭터에게 피해를 2 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/71f30fc7f288a26feaee9e0eb9cf6e5f8f7b5585481161218fa8619520df2f2d.png"	""	"미미론은 가끔씩 거대 화염전차에 올라 폭주 드라이빙을 즐기곤 한답니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2fb3146eddb031475989d91a6cd611741ccf14212607bdbe4b1dedfa4e493fb4.jpg"
54909	1	"54909-mana-giant"	4	[]	18	4	1347	4	"SARIYA"	8	8	8	"마나 거인"	"게임이 시작됐을 때 내 덱에 없던 카드를 낼 때마다 비용이 (1)씩 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5cbd57e2398651bf822a891385ec1e0edb9513690f13c7695249a8b3ab086ae0.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cf0c4ec7f8a87c0e8c720a47d12d0de0323449c22ad11e59cf7c9f88a078eb7d.png"	"주문을 많이 시전할수록 할인율이 더욱 거대해집니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/69b0d55cb8bbe7e8729103c1d1569e235f8f8d095d32e8aad6e541c6d5fd0b79.png"
46258	1	"46258-benevolent-djinn"	5	[]	18	4	1004	1	"Ware Lee"	4	2	3	"자애로운 신령"	"내 턴이 끝날 때, 내 영웅의 생명력을 3 회복시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b1b868678bebf9de550782942f99fdf1a47d9d567eb33f7aa4dd6e70d4e90c60.png"	""	"소원 1: 양초. 소원 2: 양초. 소원 3: 양초오오!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c4543d07382155c7239dafa3f2f9796af33cfd160cb21789bac3b9258e170998.jpg"
38758	1	"38758-ragnaros-lightlord"	5	[]	18	4	21	5	"James Ryman"	8	8	8	"빛의 군주 라그나로스"	"내 턴이 끝날 때, 피해를 받은 아군 캐릭터의 생명력을 8 회복시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b0deb8a58df125f037f6549fd78421c8ab339c61c7a9bbef5cc8c0d900d65940.png"	""	"이미 타락한 불의 군주를 또 타락시키면 어떻게 되냐고요? \"정화된다, 벌레 같은 놈!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/22ca0fe596e69012571cff0170c8996aee125fd1b594828a71f1ab015549d4a7.jpg"
46706	1	"46706-chameleos"	6	[]	20	4	1125	5	"Arthur Bozonnet"	1	1	1	"카멜레오스"	"이 하수인은 내 손에 있으면 내 턴마다 상대편 손에 있는 무작위 카드로 변신합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/46ba17bf0b0664bd86ec02a57f16c41feebb952c386f7e5ec0f96b7b99177418.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9665d69208c4a2b5a4c95b7b8595c462757ed9286c9cead11f35d22a064421c6.png"	"잠깐... 그런데 왜 패치스로 변하는 거죠?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f1cd5912222df97c97961b283c7eb30faba39536fb19d7ac9b5c05131d5096d7.png"
2040	1	"2040-shadowboxer"	6	[]	17	4	13	3	"Dan Scott"	3	2	2	"권투로봇"	"하수인이 치유될 때마다 무작위 적에게 피해를 1 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dd42dde53b63e41fb2b7cb27c69c14f768590e22485742fb5d99b1c02e667230.png"	""	"주 기능은 주먹질입니다. 보조 기능도 주먹질입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/748b942015b0c24aa83612438c052843ecf4564419fa00c48660f8c881b441fc.jpg"
41176	1	"41176-radiant-elemental"	6	[]	18	4	27	1	"A. J. Nazzaro"	3	2	2	"광명의 정령"	"내 주문의 비용이 (1) 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8ce884d77ad5f31d57586d9cc157ee183eb7364a35b210fef63b91c6ff1a39a6.png"	""	"정령 등불로 만들면 불티나게 팔리겠군요!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f68b24812e43b86b59b7a90b7e6cf5488c1ca87f51b71a3dbf38889330c74eba.jpg"
886	1	"886-lightspawn"	6	[]	18	4	3	1	"Daarken"	5	0	4	"빛의 정령"	"이 하수인의 공격력은 항상 생명력과 같습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/678fc5a192b7143fd6a5ce927f9a4bf600ad269920e75edcf76d607ae24864be.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5ad44dd0e6042bafad34bb6c9a958bad0a4a12d5edc2630daf9669a705b41315.png"	"빛의 대정령이 될 것이냐? 빛의 피조물이 될 것이냐?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d548821bed5ab6d850ade98da69dec4c8a835529fc6678ae6887b8f133811790.png"
42046	1	"42046-lyra-the-sunshard"	6	[]	18	4	27	5	"Phil Saunders"	5	3	5	"태양의 후예 라이라"	"내가 주문을 시전할 때마다 무작위 사제 주문을 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7372d1386567e05b3a0c784ca9f2c8832e96c8b56eea85901e3b793552d8ed42.png"	""	"말갛게 씻은 얼굴 고운 해야 솟아라."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6203e1c8ebb4ec122705d27d723c211ada5726780350adac5e7e76e37b4d5afa.jpg"
46737	1	"46737-quartz-elemental"	6	[]	18	4	1125	1	"Konstantin Turovec"	8	5	5	"석영 정령"	"피해를 받은 상태면 공격할 수 없습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4a6b9521aced600f044a55dd5f2091520959bc7b12afcdf40293188f04156bc6.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6c8b4c0cdaa1575af729612c4404a7a433a401309d54435e7d852a23e830afb4.png"	"평등해지면 언제든 공격할 수 있습니다! 아니, 그러면 용암 광전사랑 다를 게 없군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/050e31053a30c6ef88cfcc96910eb1cda74a4c44f43e5f4de21ad56555ad423a.png"
2715	1	"2715-buccaneer"	7	[]	23	4	15	1	"Matt Dixon"	1	2	1	"해적단원"	"내가 무기를 장착할 때마다 무기에 공격력을 +1 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/43a2e9b4dfc581df8c0f1689feef9580b28d41e7515b5a37db61520aa87c27ce.png"	""	"해적들은 죽은 다음에도 일자리가 많습니다. 블랙하트 항만이라는 곳에서요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ea4da4aeb794aee8937eaf489ff2d17aba16017d78ad211a2a7dbefc1642b322.jpg"
1992	1	"1992-iron-sensei"	7	[]	17	4	13	3	"Brian Despain"	2	2	3	"강철 사부"	"내 턴이 끝날 때, 다른 아군 기계에게 +2/+2를 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/17321599f0fe05c9de3f8a9d102dbb7eff29c22a14f8b8ad6d4892b4ce5b0461.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7e8261b6fa79da2c5586b99ea6c4cf63919fcb17bd0a52e6d28eb7935cbbfee1.png"	"사부님께선 수많은 기계 제자들이 모인 자리에서 침묵을 깨고 말씀하셨습니다. 01000111101001001"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a7d3e86868cd93f477cfdcb542dc187691246c25bd5eb75e503551adcaf95937.jpg"
41152	1	"41152-air-elemental"	8	[]	18	4	27	1	"Evgeniy Dlinnov"	1	2	1	"바람 정령"	"주문이나 영웅 능력의 대상으로 지정되지 않습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e754ea27fa64cda92bda5af3c0128bc09ef11a3f98f80620a48e9d1ba5a1abda.png"	""	"화를 내면 몸을 부풀립니다. 귀엽습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6196d5ab1eb5f3b32199f642954c52e20aebf6a3ad5ad3c583fc0ad8ad5287f0.jpg"
