id	collectible	slug	classId	multiClassIds	cardTypeId	cardSetId	rarityId	artistName	manaCost	name	text	image	imageGold	flavorText	cropImage	keywordIds
55033	1	"55033-secure-the-deck"	2	[]	5	1347	4	"Anton Zemskov"	1	"갑판 사수"	"<b>부가 퀘스트:</b> 내 영웅으로 2회 공격해야 합니다. <b>보상:</b> '할퀴기' 주문 셋을 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b4067fe4044b6c82d7aaf1f36623f8728e84f7a87f3385a07b6ef3f44a689099.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/92bb571b0ca18bae39ddf8cf93f82f25b2cdbb951588616dddb429eb778cad7d.png"	"\"여긴! 네놈들의! 놀이터가! 아니란 말이다!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1f6b91b71902f447eee1e6820068474ac65b9f2ed0fa02c4874fa260fc11f970.png"	[89]
55262	1	"55262-strength-in-numbers"	2	[]	5	1347	1	"Luke Mancini"	1	"집단의 힘"	"<b>부가 퀘스트:</b> 하수인으로 마나를 10 소모해야 합니다. <b>보상:</b> 내 덱에서 하수인을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/508a0f54dff4a7d28dc3ebd6933dafc59598d32d49a6cc9ffc42a40d0c44b176.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/535af9d54390777afe45355982d581aba758351e1e978b1f98233e6acabff5c7.png"	"세 사람만 우기면 용도 만드는데 하수인 정도야..."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/669f60d2872d605b459bc98063cd1167caf3c677c33f577f185a0e11b2f07920.png"	[89]
59163	1	"59163-nature-studies"	2	[]	5	1443	1	"SARIYA"	1	"자연학 탐구"	"주문을 <b>발견</b>합니다. 내 다음 주문의 비용이 (1) 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a8c233b4d3f80f010660f27d2d8a48d2f0ff212e7c48fe5ef1ea578012ea2666.png"	""	"\"이 책 초판이었어! 얼마나 오래됐는지 어디 볼까?\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9bfde6933255f449f6232ec1cb83e0e03c52e02a08fa22ff0956aeab23e45631.png"	[21]
213	1	"213-mark-of-the-wild"	2	[]	5	2	2	"Brad Vancata"	2	"야생의 징표"	"하수인에게 <b>도발</b>과 +2/+2를 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/48637a2876d8707c0dc32c76815f1c85ece7e18ed7053040e990ecc111ec3ac6.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5f76ef8d6bdaf1fa9b5c092631b4ad14a050e0382c838b0989bd84339fb7683d.png"	"드루이드가 아닌 사람들은 그냥 다 '발바닥'이라고 부르더군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7d941f7ae1b15d4b790a30bc3d0e975592bc8fdde33e596154c8f4254bbe9688.png"	[1]
51781	1	"51781-crystalsong-portal"	2	[]	5	1130	4	"Arthur Bozonnet"	2	"수정노래 차원문"	"드루이드 하수인을 <b>발견</b>합니다. 내 손에 하수인이 없으면, 카드 3장을 모두 가집니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9e6d84e696d67298c8f8d3255ee63307f82663eb81e555b1d44c5eba4ecdf0c6.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/36060e139b36f00d5801a0c16476d50e715fec2f8f04523d9ca45e7dcbbee9cd.png"	"당신과 당신, 그리고 당신도 발견하겠습니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/30ccff753d0233a3eed2fe59a8d80ea5cb46dfb7a1aeb859d6648d4c2f00627b.png"	[21]
56684	1	"56684-ironbark"	2	[]	5	1414	3	"Jim Nelson"	2	"무쇠껍질"	"하수인에게 +1/+3과 <b>도발</b>을 부여합니다. 내 마나 수정이 7개 이상이면, 비용이 (0)이 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bb39d8037a6002fb9278495fa0f4777fa5da08071c45ce530ccec38da2bffb6d.png"	""	"\"어디 보자, 포자는 잘 지키고 있나?\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1e4c25585b58a267df9c697f38d96e874d60b2b08fb7f3ded6f5792b8f5c63f2.png"	[1]
40523	1	"40523-jade-blossom"	2	[]	5	25	1	"Zoltan Boros"	3	"비취꽃"	"<b>비취&nbsp;골렘</b>을 소환합니다. 빈 마나 수정을 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/733f5f0226a3fbc5b08cf2ddb8e6fd7e106845731662e9460515fc907e0e44b5.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fb1490bdf9775db01202334706843b049bd92e01dd12c9a4dde15f4fc6d96503.png"	"비취꽃 아래에서 명상을 하면 지혜를 얻을 수 있다고 합니다. 재채기만 하지 않는다면요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/666233e182e79f4be8e7af7b6c4d933a0437578a1919ba1bcb8d91cf0302a6a4.png"	[26]
51779	1	"51779-blessing-of-the-ancients"	2	[]	5	1130	1	"Steven Prescott"	3	"고대의 축복"	"<b>이중 주문</b> 내 하수인들에게 +1/+1을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9d274e7f22d4c4f71eb33b290fd5c2650cb325b5cfda28cb3cf1861f0509bff6.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0e7d30f40ebfa00dafb6cdd16c5c50bb4628bd5a04dba849c221cdf8fa412ac5.png"	"매우 깜찍한 축복입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b14db57d7729c78f05c624cf29aa8868ba843ea6796010b53a0c2fd3fbdda853.png"	[76]
40991	1	"40991-evolving-spores"	2	[]	5	27	3	"Grace Liu"	4	"진화의 포자"	"내 하수인들을 <b>적응</b>시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/12fcb9a228de4fb770e471a22b71a93bea01f1d5b9d2ce50d2b042ba45244a1b.png"	""	"가장 강력한 버섯은 \"?\"가 그려진 상자 안에 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a7b8e8c5d129f504b4d973e6e52b01a708afea17399346ec11f0cdfb62e2fd39.jpg"	[34]
45828	1	"45828-oaken-summons"	2	[]	5	1004	1	"Konstantin Turovec"	4	"참나무 소환술"	"방어도를 +6 얻고 비용이 (4) 이하인 하수인을 <b>소집</b>합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6396740c0dea2ea4cd06ac2ad29a1ad852f9882f71cda18631e4b8c5ea8ccb0c.png"	""	"길드는 참나무 숯이 재가 될 때까지 맛있는 고기를 구워 먹었답니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d7d5c5c03aa1c66c901ee6ff56a84f64ee0e131ab792d80701293d856e1e7644.jpg"	[39]
56678	1	"56678-germination"	2	[]	5	1414	3	"Max Grecke"	4	"싹틔우기"	"아군 하수인을 복사하여 소환합니다. 그 하수인에게 <b>도발</b>을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/445f176335a9b38f4431abccd52e34e1bc30e5ef5a5b1ec73fd13aeecd0b4ef7.png"	""	"스포어링, 이렇게 만들죠!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c408daff9dc913a67dc59641e4e69b6b0e7f8d590a98740ad2d1064a939d39cc.png"	[1]
42649	1	"42649-webweave"	2	[]	5	1001	1	"Matt Dixon"	5	"거미줄 짜기"	"<b>독성</b> 능력이 있는 1/2 거미를 2마리 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0d1188dc427aa3195524596c2b57d169753159d45de4689160b7b2611e5eecda.png"	""	"뒤엉킨 거미줄을 짜면서 남은 건 두 마리의 거미뿐이더라."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/938cbdbe6777b9c6fcfd1819729aaafa1bd097e6e76f375c40df36c62d66a812.jpg"	[32]
42656	1	"42656-spreading-plague"	2	[]	5	1001	3	"Alex Alexandrov"	6	"퍼져나가는 역병"	"<b>도발</b> 능력이 있는 1/5 딱정벌레를 소환합니다. 상대편의 하수인이 더 많으면, 이 주문을 한 번 더 시전합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c4d7bf47cd3402cfd89193f7564b0876936c7bcad595b7b3e9047b145207307e.png"	""	"옛날 아제로스인들에겐 들창코, 학카르의 오염된 피, 가시덤불 골짜기의 만렙 등이 가장 무서운 재앙이었으나, 현대의 아제로스인들은 엘프가 퍼뜨리는 무분별한 역병에 시달리고 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2cf8cb4a2f5eaec917b8a8e285665ca7df205d5156f650facfbe9da58dbf4cc6.jpg"	[1]
54833	1	"54833-gift-of-the-wild"	2	[]	5	3	1	"Zoltan Boros"	8	"야생의 선물"	"내 하수인들에게 +2/+2와 <b>도발</b>을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9a735d989f00dfbc0d794ea76c425beba60823bb9b1fc7bebebc12411b62715a.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/033f377c4f5ce2d6951e38460aeaadf64ce34248804417993dcadba138b9dad8.png"	"온 누리에 발바닥을!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9cd386aae074ee460b0ab5cfeed54721ba47346074e5d864a67acde7c662c6fb.png"	[1]
52819	1	"52819-the-forests-aid"	2	[]	5	1130	3	"Vladimir Kafanov"	8	"숲의 지원군"	"<b>이중 주문</b> 2/2 나무정령을 다섯 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ca570b2d5852a3a06ddce9df7748d7b199cfecf2f64ddc5dc8211b0874ea6d89.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3d84f43f3a87686324019064e10f9642e57540edd347bb3e9a7e7b6fddeb4dd3.png"	"이 정도면 숲의 지원군이 아니라 숲 그 자체군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/331bbe0fdf3d5a48b3e31369ca6e4390cf3528bd65738c783751305297d06e4a.png"	[76]
903	1	"903-bestial-wrath"	3	[]	5	3	4	"Alex Horley Orlandelli"	1	"야수의 격노"	"이번 턴에 아군 야수에게 공격력 +2와 <b>면역</b>을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/78f0d2b265434cd2b7b3c1a4570f47338640fffb02c752a5ffa97c039efb9559.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b5203d0c9c287ae1f13993cb38cf9d86d7a3aa040703f82d3efb2de6fdec3708.png"	"표면적으론 그냥 분노한 걸로 보이겠지만, 사실은 다이어트와 오랜 방치가 원인입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1f00aa5b82c3bff3db26305e2015759c153fb837834795d850ebac85f151e654.png"	[17]
41368	1	"41368-the-marsh-queen"	3	[]	5	27	5	"A. J. Nazzaro"	1	"늪지의 여왕"	"<b>퀘스트:</b> 비용이 1인 하수인을 7회 내야 합니다. <b>보상:</b> 여왕 칼나사"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/218eb2259392e91bb7cb98923d9dc9ce02b27dc26276cc3cc801dac5a71259e2.png"	""	"질문: 거대하고 화난 공룡 하나가 무서울까요, 아니면 작지만 사나운 공룡 15마리가 무서울까요? 정답: 으아아아아아! 놈들이 날 찾았어어어어어!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c2ac8762fe1f3e6890c41151bd9ce3626e0b05e67ec85a5ebea675d9492f10af.jpg"	[31]
42652	1	"42652-play-dead"	3	[]	5	1001	1	"Peter Stapleton"	1	"죽은척!"	"아군 하수인의 <b>죽음의 메아리</b> 능력을 발동시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0014dd4f673fc5bb28e05cad26b8beb94915b01725db042e903543e1ea4f6dd5.png"	""	"말을 지나치게 잘 들었군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5419dafe771a2d4a99f16219f3538144ed92d019c6422f3c456d690056180b28.jpg"	[12]
48519	1	"48519-secret-plan"	3	[]	5	1127	1	"Anton Zemskov"	1	"비밀 작전"	"<b>비밀</b>을 <b>발견</b>합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f5eac664cd5febe2c5bef73b8d948913e55799445d864fc936ba23e8e45b2b83.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f4a045d6bb0de9ee646e6175d20620dbac4f82950a4187cbf1d47e029d73b49f.png"	"이 작전의 비밀은... 작전이란 게 없다는 거야!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c92fdabead74508d1cb0725051f52ae9fabfee326c46193f7164ca0cb775471e.png"	[5,21]
52076	1	"52076-rapid-fire"	3	[]	5	1130	1	"L. Lullabi & K. Turovec"	1	"속사"	"<b>이중 주문</b> 피해를 1 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6a3f82bc1c04409570ee380b1cc73a1a4240f9dfa7ef57849a3ebb158bdfdb8a.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/caacfb3a18b09527b006287fdfc1b45adccd101e50ed775c2fb2ff17b13ab2bd.png"	"애드 죄송요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8c926ef7f72f22b5b5d22e86f4da296d6cf376479dead15670f2198ae27587ba.png"	[76]
55301	1	"55301-toxic-reinforcements"	3	[]	5	1347	4	"Matt Dixon"	1	"메스꺼운 지원군"	"<b>부가 퀘스트:</b> 내 영웅 능력을 3회 사용해야 합니다. <b>보상:</b> 1/1 오염된 노움을 셋 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2a3f5963f33c538b4e38eeed4e72611446ac44b801ed606bb0180f96e2c50866.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/49e97cf52515a6260e46677b05d197f3c2b948dd2d4803d08a0407a6705e8798.png"	"기내에서 예기치 않은 사고가 발생하면, 원활한 탈출을 위해 거대 새총이 준비될 것입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3c212fe783a3027d52e86f95dd7cec52a05c93cb281221955c0c8ddbc036f53b.png"	[89]
58782	1	"58782-carrion-studies"	3	[]	5	1443	1	"Akkapoj T."	1	"시체 탐구"	"<b>죽음의 메아리</b> 하수인을 <b>발견</b>합니다. 내 다음 <b>죽음의 메아리</b> 하수인의 비용이 (1) 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d8c51ebbb4b1868e6e6d864b2ed7f14f6cf05271261ad2c46db3ba83bcefbfcf.png"	""	"흥미롭지만 정말 낡은 책입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/06fa95e7d146ad4453534df0d972750d4412366e53d096514f98bac182abb741.png"	[12,21]
1091	1	"1091-misdirection"	3	[]	5	3	3	"Daren Bader"	2	"눈속임"	"<b>비밀:</b> 내 영웅을 공격하는 적이 다른 무작위 캐릭터를 공격하게 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/549906dd70a9b263ed88d826dfb8ed236aeec64b9560ce60ff46387aebc572fc.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/421c4ed04af63d9ddbdd51c3e82982792218c3b13e667e3af45c7b1f4de45b3c.png"	"가짜 수염을 달고 옆 사람을 가리키는 것만으로도 잘 속아줄 때가 있죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ca816bf689351c43905801f3010203d86fbf7941a6637f8143d66b9bd4ce3e24.png"	[5]
519	1	"519-freezing-trap"	3	[]	5	3	1	"Matt Gaser"	2	"빙결의 덫"	"<b>비밀:</b> 적 하수인이 공격하면, 그 하수인을 주인의 손으로 돌려보내고 비용을 (2) 증가시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2cc7522b650f3e5ed12654f355bb782200398c0dcffe8911f6740468609a3903.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d745190eca413552855cf462a2d22d3dceaa11cab785d4f24427423f158f37a5.png"	"\"우와, 시원하겠다.\" - 빙결의 덫에 대한 적절한 반응. 또는 도발."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e589e1eb9c8955042fbc35d210e8c2eb0ecfc409b6718fb34a4dc9713fbd2cd9.png"	[5]
896	1	"896-flare"	3	[]	5	3	3	"Tyler Walpole"	2	"섬광"	"<b>모든</b> 하수인이 <b>은신</b>을 잃습니다. 적의 모든 <b>비밀</b>을 없앱니다. 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4dbf2551797fb69e2013904e0504c7f0df83eca2b3712044d4705820cba7769d.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0d1678aa083d54b021988672a48439cc5c9ac4a8f1c1f25aa11b679cffbccc84.png"	"적의 모습을 드러낼 뿐만 아니라 파티의 분위기를 띄울 때도 좋습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3d30a10cceeebe543e5e549787293899002f29fa99e29456571f85137205955d.png"	[5,6]
814	1	"814-snipe"	3	[]	5	3	1	"Lorenzo Minaca"	2	"저격"	"<b>비밀:</b> 상대편이 하수인을 낸 후에, 그 하수인에게 피해를 4 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3da3515780e938917ee101a7df4fb2025fb81443b3a8de699e57ba8513d53b2f.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8fe2b07030c25b5d3f245eea2937eddaf6c315a0a35319d351876d2f27cd2644.png"	"저격... 하는 사람은 죽이는 맛, 당하는 사람은 죽을 맛입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0fe87ed04c6c7067b38415bc9e0b461d31ef455a26e04ab39a9a51dc9f825c52.png"	[5]
585	1	"585-explosive-trap"	3	[]	5	3	1	"Brandon Kitkouski"	2	"폭발의 덫"	"<b>비밀:</b> 내 영웅이 공격받으면, 모든 적에게 피해를 2 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/94dfbeb3fc594b0afc38dcc6bdf024bf5f9200f110da9883b6ae192b2102e1b1.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6c800fd7664f96a1baa85cdc94d6cb1bec71b3bc63c17d150e2d359cc83b2179.png"	"먹잇감을 잡아둘 뿐만 아니라 맛있게 구워줍니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5eeb12d8da464527f5c1590c7b0a332667c243507198ef67f55cd63600a4797f.png"	[5]
1991	1	"1991-feign-death"	3	[]	5	13	4	"Luca Zontini"	2	"죽은 척하기"	"내 하수인들의 <b>죽음의 메아리</b> 능력을 모두 발동시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f533f18d8b09e4ccbf525993508871b5664a034f5b2bb0284d9741b2ec4a7312.png"	""	"확실한 \"죽음\"을 연기하기 위해선 적절한 냄새가 중요합니다. 이 부분에서 고수와 하수가 나뉘게 되죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a5106528f65f3cc15bea4e5b70f6ab1dd94a1d405f358a67415a12c213c16dd0.jpg"	[12]
2641	1	"2641-bear-trap"	3	[]	5	15	1	"Richard Wright"	2	"곰 덫"	"<b>비밀:</b> 내 영웅이 공격받은 후에, <b>도발</b> 능력이 있는 3/3 곰을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b3f3657c4a32edfca58bc284331a7032ee1da027141db6be49945cb644b46be9.png"	""	"저 곰 냄새가 나는 곰 모양의 상자에 도대체 무엇이 들어있을까요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/384b84825bdf4ce81eef8db90508661027b5079942e40986f60e19b3a6ab3aac.jpg"	[1,5]
3001	1	"3001-explorers-hat"	3	[]	5	20	3	"Joe Wilson"	2	"탐험가의 모자"	"하수인에게 +1/+1과 \"<b>죽음의 메아리:</b> 탐험가의 모자를 내 손으로 가져옴\" 능력을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/08bba4a1f1afef50c2a291cbbb2e5e329689e80867823262facb7670c2f3a25c.png"	""	"해리슨 존스는 탐험가 연맹 모험에 등장하지 못했습니다. 하지만 그의 모자는 등장하게 되었죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/837a1ae4ddc526d2592b7442f254705e0b3766910dc21554379e53d4a0a95238.jpg"	[12]
2893	1	"2893-dart-trap"	3	[]	5	20	1	"Zoltan Boros"	2	"화살 덫"	"<b>비밀:</b> 상대편이 영웅 능력을 사용한 후, 무작위 적에게 피해를 5 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c7199dc46d91f86dfe793c28c85ab976a7a94244f27a38390001dfc92e58fb53.png"	""	"5년 동안 탭 댄스를 배운 보람이 있군요!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6c3ddc4069e2c47049c7c5aef7e9b8a8678915971eed62800792b641c045e7f1.jpg"	[5]
