id	collectible	slug	classId	multiClassIds	cardTypeId	cardSetId	rarityId	artistName	manaCost	name	text	image	imageGold	flavorText	cropImage
97215	1	"97215-gear-shift"	7	[]	5	1858	3	"Chris Hayes"	1	"기어 변속"	"내 손에서 가장 왼쪽에 있는 카드 2장을 내 덱에 섞어 넣습니다. 카드를 3장 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/995637d97d96913b2ab06e6fac30642df8373256f59b56489a2ef33552191290.png"	""	"수동이겠죠? 설마 자동은 아니죠?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/daf661266530bc0131688d4d2d272b7403c7e2786384423f597d70c7602ed9ac.png"
97619	1	"97619-wing-welding"	9	[]	5	1858	1	"Slawomir Maniak"	4	"날개 용접"	"내 손에서 비용이 가장 높은 카드를 버립니다. 그 카드의 비용만큼 <b>모든</b> 하수인에게 피해를 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/62659cf818df10a24c6d5c033ec428a4e0116c278449e080d1277a19b70cb9ca.png"	""	"이런 식으로 용을 훈련해서는 안됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7560293ce4530bc54628c62fe0d4fa81416e0eaf720540618a1754a27ef3dc4d.png"
50644	1	"50644-the-beast-within"	3	[]	5	1129	4	"L. Lullabi & K. Turovec"	1	"내면의 야수"	"아군 야수에게 +1/+1을 부여합니다. 그 야수가 무작위 적 하수인을 공격합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d3297a10a5516a23d93ed2fdc1fa5ea947078a9b572ecdd077984d1bdc282a52.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3fa0c17e341d53580da85be8f283e5ecb243e0e74cc038d145af61b86cd27cd5.png"	"야수의 내면은 어차피 야수이지 않을까요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1bc56436d5e0b3555e9d95033ce7c7e1f7ad88f0ca9e7aad65f2a5ad22dd7add.png"
52679	1	"52679-daring-escape"	7	[]	5	1130	1	"L. Lullabi & K. Turovec"	1	"대담한 탈출"	"모든 아군 하수인을 내 손으로 다시 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/220b25c5c936150ea639b307405ddace065fa6d38178bf98c91847b628b7cdec.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ebe2381828c6718842e8e2de8cf5805d5a6b7b2553e25e4c79bebafb3ad5918a.png"	"사악하게 웃어야 시전할 수 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9a4ee596b6a555975ff4c38349c143b5f34f21766879b63ccf970af4444d36b1.png"
50779	1	"50779-cannon-barrage"	7	[]	5	1129	4	"Arthur Bozonnet"	6	"대포 포화"	"무작위 적에게 피해를 3 줍니다. 내 해적의 수만큼 반복합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b1e3b19c08d3278386f5c1bcb9093f3cd7fdbfea98e92a5e83c5bfa721f75055.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d1f1095cdbc1b4533b1948d255f461463c69ee14af4eab246895341c646c1b87.png"	"하늘에서 포탄이 빗발친다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c17cf5480596cd4b055c3f164c99d3b2daf0347d85d61e61e0d7b999fef45398.png"
2770	1	"2770-burgle"	7	[]	5	15	3	"Matt Dixon"	3	"도둑질"	"<i>상대편 직업</i>의 무작위 카드 3장을 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b7af140fa2ffebd76276750344b6a993454c2419c3e06c8810a28d06ae9f7500.png"	""	"슬쩍!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2205802dfca0a78ced3e6ac60791ad3036a4712feec591812df47db384776f5f.png"
47117	1	"47117-witching-hour"	2	[]	5	1125	3	"Mauricio Herrera"	3	"마녀의 시간"	"이번 게임에서 죽은 무작위 아군 야수를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e3571061ae2e2ee61eb4c4a04f78006205683f0c772c1c65d1dbb16ae08aa46b.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7a6a3a8ec912f1750e21b82bc8ba06f0142691f859206e6255ec5ef692b51720.png"	"길니아스 애완동물 공동묘지가 위험한 이유입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dec468c8e65c50a343272bedc542e8811d16aef3ce7b24f75905d05a72bbf232.png"
48487	1	"48487-myras-unstable-element"	7	[]	5	1127	5	"Arthur Gimaldinov"	5	"마이라의 불안정한 원소"	"내 덱의 남은 카드를 모두 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c97b1ff78a2c9941355d43930b21eef4fbd6ecb721a419840b53eac28074b8d9.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f2b8260faef861190d139b8a45ebce06cd6e178ddf734d7a50cb80e85d091dc4.png"	"설마 뭔가 잘못되기라도 하겠어요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d55e4b461a78d79a6a901bcb35a63c4523fbfbec42f6c9596201203408e9e920.png"
52660	1	"52660-call-to-adventure"	5	[]	5	1130	3	"Eva Widermann"	3	"모험의 시작"	"내 덱에서 비용이 가장 낮은 하수인을 뽑습니다. 그 하수인에게 +2/+2를 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/25a2bdccef1426f919caf80b242b5b2df80f84dfd7d572f58073de2c7998768f.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/aa52878f987f6897989b3c896ed9b0719de1e8bc29875f34cada356aa59a1935.png"	"모험을 떠나볼까욧!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/34e76df28beea24b134b1506e870dbf7d3e6eddff28f031a2e281ada4ebbe874.png"
53099	1	"53099-hunting-party"	3	[]	5	1130	3	"Jim Nelson"	5	"무리 사냥"	"내 손에 있는 모든 야수를 복사합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/750a748533ef9a4d4c5f44fb5537f90a805cba649f33884a156642099cccd11f.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/14a6d6eb2a553e4c455f2b712ac6791da65c8ab6c9aa0cda6526917133a0ecb8.png"	"정말 신나는 사냥입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0866099f044107747dd0349f61a7bb7049c7bb0a28946d224e9951b98c7af7b9.png"
98055	1	"98055-judge-unworthy"	5	[]	5	1858	4	"Juan Calle"	4	"무자격자 심판"	"적 하수인의 생명력을 1로 만듭니다. 그 후에 모든 적에게 피해를 1 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f18dcb78d41b72d5ab312ddb1b26619e5d657d5b499b00e6bb2f616c10cd312d.png"	""	"토마토 축제입니까?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/615c53a1ef76de2e6946c8bb75394d4fee415b41c8af99534796d09868b0b6f7.png"
54898	1	"54898-breath-of-the-infinite"	6	[]	5	1347	3	"Anton Zemskov"	3	"무한의 숨결"	"<b>모든</b> 하수인에게 피해를 2 줍니다. 내 손에 용족이 있으면, 적 하수인에게만 피해를 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/02d2db3ab1a9fe04c4ac545f6dcd51e66f27cefc64ecf16e004fb0bcfdd715f7.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c01514d8a5c21236efc577d2055f24ab422dcf2e4e82c6c7a9079080fe1c5d7a.png"	"순환 호흡의 일종입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/40334189a9c0e67e2ddcf9956c7648eeafa3805d16671e252e91f3a7cabd66b9.png"
41414	1	"41414-sleep-with-the-fishes"	10	[]	5	25	4	"James Ryman"	2	"물고기 밥이나 되라고"	"피해를 받은 <b>모든</b> 하수인에게 피해를 3 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c81675824ed3e6286c0331b1158c17209c96e05cac387758dc47302d278f3189.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8479145019f8f43d143c822d58970244ef7ba1cefc9f44546d1a6ee5ec56c6ba.png"	"물고기들을 방문할 때는 전기 장판을 들고가지 않는 게 예의입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1449ecda4a9448b6175b99a3eac07ff75ffe27dd8780a89cbba1d7680ea3f327.png"
40679	1	"40679-smugglers-crate"	3	[]	5	25	1	"Grace Liu"	0	"밀수업자의 상자"	"내 손에 있는 무작위 야수에게 +2/+2를 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fe3e933cb25834bc8d1ee11ac7fd038c617175c2af0ecd8730c078b538be5b6d.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c37ef92196d5a5bb2385a9e83c2d89a1ae87ccb908a0fca25aeae841e47ff46f.png"	"이게 정말로 가젯잔 동물원으로 가는 상자들이라고요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dc2fed97c4e8c17042f3187207a23c6ae348c10359d4ac9a1c055a4b578a2ce0.png"
40371	1	"40371-smugglers-run"	5	[]	5	25	1	"Alex Horley Orlandelli"	1	"밀수업자의 일상"	"내 손에 있는 모든 하수인에게 +1/+1을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/59dbb57d1d2f8f0e2964b6bfb8eade0c728dfa77055c860ae3927f5a3bae6674.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5d3f1d859f8630441a222dc7f20b052b574f5b652216fd12aeb7d9fbdff28267.png"	"가젯잔 역사상 가장 유명한 사건 중 하나는 경관 샐리가 불법으로 생선을 밀수하고 있던 험악한 떡대들 패거리 하나를 홀로 상대한 것입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e5cabe3bff4198adc19c545f5463caec94ea737ce107959eb3289dca8610c848.png"
51372	1	"51372-dr-booms-scheme"	10	[]	5	1130	1	"Konstantin Turovec"	4	"박사 붐의 계략"	"방어도를 +1 얻습니다. <i>(내 턴마다 강화됩니다!)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ab7c5a636c583604b6e06647fc09cfd5cf8aa9adc4f396a7c81bc8fce388b574.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4eed1f9e041ef9304f43757411c96a2c12bd06013357b919eb8cc8f7d3e7c799.png"	"\"해냈어! 금고를 터트렸다고!\" \"금고 문이지 않았나요?\" \"아, 문을 터트리랬나...?\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b87b5dbd57039b2271fca6f9a085ac46eafb455f9d55f3bd62bddf26c7937ee7.png"
52698	1	"52698-plot-twist"	9	[]	5	1130	3	"Arthur Gimaldinov"	2	"반전"	"내 손에 있는 모든 카드를 내 덱에 섞어 넣습니다. 섞어 넣은 만큼 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a784ad01f537ef8d82534a0917e71da3d3390ff92c593c23256521b22f84abb9.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/47887b4475ac448c25dc3a01725ae6b91c64331e1088716aa65a0b8cb94df15b.png"	"그러던 어느 날!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a1f6be495eced5048d67eb47b630c2aca395f9b5fb5fe1a23552159e6ddc6c4c.png"
48976	1	"48976-topsy-turvy"	6	[]	5	1127	1	"Jim Nelson"	0	"발라당"	"하수인의 공격력과 생명력을 바꿉니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7f7adc98c0a14b3d09efe7d0f19af6f6fb99f277f9385a9f60478dbc9b1e2db8.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b83ed68378ba4937bf580df3bc1fbf4dae227e23a6005cd4a6011d18d485a8ac.png"	"자매품으로 '철푸덕'도 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6fa818d74e15e45577b90daac82433e2ff5ff6ba5d9536f15b17c97fd860082e.png"
2296	1	"2296-revenge"	10	[]	5	14	3	"Ben Olson"	2	"복수"	"<b>모든</b> 하수인에게 피해를 1 줍니다. 내 생명력이 12 이하면, 피해를 3 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1ecea6de60d031cb30123de7164f54db724297f61e95687a8ff221ec47967284.png"	""	"화염구가 필사의 일격보다 좋아서 서운하셨다고요? 이제 마법사 친구가 잘난 척 하는 꼴을 볼 필요가 없습니다. 복수가 신비한 폭발보다 좋으니까요! ...아마도."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0cd188dfb665c97d809afc61ad5d5fee370369a7c0d4e576e961551d6aee0a19.jpg"
48764	1	"48764-prismatic-lens"	5	[]	5	1127	4	"Cicily He"	4	"분광 렌즈"	"내 덱에서 하수인과 주문을 뽑습니다. 두 카드의 비용을 바꿉니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/468d8b643aee6c2bd4d487422aaeab553dbb32ec66c2787a6f907b724a6e7343.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4c9390267f5aa189ec6c9bb92213c2797b0fd4708125e4173b7a0e246e2cc397.png"	"달의 반대편에서 캐 온 광물입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/382f08aa4d9a7ce6e53e5e28b3315c3b5f08dc7a2c533258b172b353372bb92b.png"
46621	1	"46621-rebuke"	5	[]	5	1125	1	"Tyler West Studio"	2	"비난"	"다음 턴에 상대편이 시전하는 주문의 비용이 (5) 증가합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f7b0744bb16d861196b10c7407fd410d777df91246fac87fb9f0e2bbf7b71306.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/375d6356bfa60380364fc249b42cf2aa0b271a83f5f1cad2dea46ecb186178f3.png"	"\"네가 보인다... 다음 턴에만...\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2483e28984f12335abb0f1619ac5bc46e3de119b151948b1607395d0d3f43bbe.png"
56703	1	"56703-scavengers-ingenuity"	3	[]	5	1414	1	"Ludo Lullabi"	2	"생존가의 재간"	"야수를 뽑습니다. 그 야수에게 +3/+3을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c15e9c7e83b2539bfe2ab28ec7b0eef978224fb030332796773b6b5a0a18b893.png"	""	"\"야수는 아직 살아있네. 우리에게는 재창조할 수 있는 기술이 있소. 더 강하게, 더 빠르게, 더 날카롭게.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/eca78a453c5a4a15bbd008aeddf0eed56dceb5d50c389aa824012585fa16aa8c.png"
94225	1	"94225-spread-the-word"	2	[]	5	1809	1	"Todd Harris"	4	"소식 전파"	"카드를 2장 뽑습니다. 내 영웅의 공격력 1당 비용이 (1)씩 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/150bfcec1696a9524c4e3e05d9ec17d3593c7ea6cbb7cee6e17e02cdcc9fc37a.png"	""	"공연 소식 떴냐?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b7fc24a29e2168707fbfea18b11de63b4af6b37adb6a2bca64681a7c27033ebd.png"
50044	1	"50044-stampeding-roar"	2	[]	5	1129	4	"Andrew Hou"	6	"쇄도의 포효"	"내 손에 있는 무작위 야수를 소환합니다. 그 야수에게 <b>속공</b>을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a685dc52ffdd6bd58f2f6bea055fd878b2ced009856039d98d160561b30a2d69.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/374488b7b5a7c349cddad8ccc5035834de3be91fc7d70a0816cede1c9efdc6b5.png"	"구루바시 투기장은 육식 애완동물도 마음껏 데려올 수 있는 직장이랍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3c9a7bd3f034561555f921fff3c1c15e0f1c833a936822e516a1c9dac9069f53.png"
56686	1	"56686-bogbeam"	2	[]	5	1414	1	"Matt Dixon"	3	"수렁광선"	"하수인에게 피해를 3 줍니다. 내 마나 수정이 7개 이상이면, 비용이 (0)이 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b7df08db8dc519dfddf7ca22bbcf7146aad00e2a4b54bb9e51d88c722c9e617a.png"	""	"수렁에서 목격된 수상한 밝은 빛이 외계인의 소행이라 믿는 사람도, 단지 늪지대에서 발생하는 가스일 뿐이라 믿는 사람도 있습니다. 그런데 말입니다, 실제로 그 빛의 정체는 드루이드였다고 합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4ac851ca34701a7e6813aea32c6a071bbd655c7cf4c833281c80bae063fcafdd.png"
48985	1	"48985-crystology"	5	[]	5	1127	3	"Tyler West Studio"	1	"수정학"	"내 덱에서 공격력이 1인 하수인을 둘 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f7fd2e843b0adc2710a3e0d1eaa1f7a677420b5217cac8b3024de123af4fc6d3.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8403cc66762d4d95c46ad4fd75f54749c90d768834d36afde6a55a42fd5373b6.png"	"\"빛은 입자도 아니고 파장도 아닙니다. 오히려 주스에 더 가깝죠.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3987f3b910376a603a5e9b729e56f0a00aa075da43847f2f93cab0e239d88b49.png"
2260	1	"2260-quick-shot"	3	[]	5	14	1	"Jonboy Meyers"	2	"신속 사격"	"피해를 3 줍니다. 내 손에 카드가 없으면, 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d020ff60e310a4dc9fd1b885cfd485a9b73cfe33842e0d21e8e98d0b93b30a2b.png"	""	"이번 턴엔 내가 쏜다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e4a5f9e09e9946df263a6be45ac14c446159e0efe8f80b986c9bce16d9e5912b.png"
49013	1	"49013-power-word-replicate"	6	[]	5	1127	4	"Brian Despain"	5	"신의 권능: 복제"	"아군 하수인을 선택합니다. 그 하수인을 복사하여 5/5 하수인으로 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/edcb80b71e36d7088bab0068cbdc5df20ead3002e762ee87aed15562b4674e80.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8b8a41e57c0a854cdcf440091299c97cc5d0da96a7f2eddd920cb67b33d9c1c6.png"	"신의 권능: 폭사, 조립, 분해, 야근 등과 함께 묶음 상품으로도 구매할 수 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3e8d53565352cc0dec8046d513e9e9341ca3138a62832e7562f084249786ed27.png"
40634	1	"40634-small-time-recruits"	5	[]	5	25	4	"Daren Bader"	3	"신참 고용"	"내 덱에서 비용이 1인 하수인을 셋 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/970ce305544223e54f3fc1ee65c5cb9c8c986a1be2d5a840fae35e1f5c228c3b.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d5ed01e267f5fd98134fa74bdfe3e0c72265c4c7dcde14a464068615e3941c3a.png"	"'고참'들의 격한 환영을 받는 모습이군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/25d4759f34fd57e437ae588e7cb106add9b24464b8eaaa7568da09602aec8b46.png"
2484	1	"2484-lock-and-load"	3	[]	5	15	4	"Matt Dixon"	0	"실탄 장전"	"이번 턴에 내가 주문을 시전할 때마다 무작위 사냥꾼 카드를 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e813727bbd08b3087a1d9d78a061ed695a487de461cf9f5cbbda06d64d7df98e.png"	""	"렉사르는 눈을 가늘게 뜨고 상대방을 노려보며 말했습니다. \"이렇게 된 이상, 명치를 친다.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f211d3fae11dcc79d2392e7f5eed9d2766fdb694501e7b29d223080293917d60.png"
49990	1	"49990-pounce"	2	[]	5	1129	1	"Rudy Siswanto"	0	"암습"	"이번 턴에 내 영웅이 공격력을 +2 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ffefb0ed8646b116fec684cb288145aa533ed8e83a3a4124a56270ca710f4d46.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/28539d87907847572f7928231ed5d4aa897eeecf38c4bd21a23cda11b3355caa.png"	"빈 상자 안에 뛰어 들어가려는 엄청난 충동을 가지고 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2d90893ea16e787feb8be31c56128672eba2680ede93a40f63f50dc9fd49919f.png"
50040	1	"50040-devastate"	10	[]	5	1129	1	"Slawomir Maniak"	1	"압도"	"피해를 받은 하수인에게 피해를 4 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/33cf6b96bb273509fe837721cf331b9fd67f03a72e8235bb967fe6861ea07f3f.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5276daa3d4af03520de27d4d7cc298a625493d5eea35c00d61b5842f06f5274e.png"	"널 마무리할 수 없다면 압도해버리겠어."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/75eb1478829dc02953ea9616a3dabd01b8b7dca5edec7d525ec28d5dd03e95b6.png"
