id	collectible	slug	classId	multiClassIds	cardTypeId	cardSetId	rarityId	artistName	manaCost	name	text	image	imageGold	flavorText	cropImage	childIds	keywordIds
55342	1	"55342-sanctuary"	5	[]	5	1347	4	"Ludo Lullabi"	2	"성역"	"<b>부가 퀘스트:</b> 한 턴 동안 피해를 받지 않아야 합니다. <b>보상:</b> <b>도발</b> 능력이 있는 3/6 하수인을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8a766ce63864a3bcc28417107b1bea34fdd13ccf180f343d5a4bb59e3484854e.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a263d2482244e90d06a3666e617505349e5c6e1369f7d8b4587b78bae2bb4692.png"	"탁자 밑에 숨어있는 것만으로 완료되는 퀘스트는 몇 없긴 하죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4a760670781c33ed3553a577c49f15f9754285e7b6f969e9e2e7a50a56d12a5f.png"	[57723]	[1,89]
98468	1	"98468-weight-of-the-world"	14	[]	5	1858	3	"Vladimir Kafanov"	3	"세계의 무게"	"카드를 2장 뽑습니다. <b>제련:</b> 먼저 상대편 손에 있는 카드와 같은 수가 될 때까지 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1b61d93260939cc4b16a6abbe6a020203fe90345edb3ebb50bbee60c7c137eca.png"	""	"토막 상식: 아제로스는 약 2년 주기로 성장합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/139c7995a5efa820b94f74f8fd0b6e56b4e992e3f7ca8f565b7114fa8ad52231.png"	[98471]	[266]
52076	1	"52076-rapid-fire"	3	[]	5	1130	1	"L. Lullabi & K. Turovec"	2	"속사"	"<b>이중 주문</b> 피해를 2 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e3d0d4927be98e612094e2be47361c64dab94a2b24f2f9372b7980e0fc234734.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/caacfb3a18b09527b006287fdfc1b45adccd101e50ed775c2fb2ff17b13ab2bd.png"	"애드 죄송요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9b00e099c0296f501b456e0f2505bad7c87d0092194bd6df9e367b20a4082fed.png"	[54143]	[76]
56057	1	"56057-rising-winds"	2	[]	5	1403	1	"Zoltan Boros"	2	"솟구치는 바람"	"<b>이중 주문</b> <b>선택 -</b> 카드를 뽑습니다. 또는 3/2 독수리를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e0025e63e8323091ae5162408b180a9a3dc03172aaee4632f5758a96585961fc.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/57ee649b271fa7839c868f1a0a806118d88083d557ff55c5e52a70a6b115cefa.png"	"나와 내 새끼에게 두 번 다시 말 걸지 마."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7bba71d5debca7ed26eca3d39d4189d09230d61d3eae2455178c036e8a7bb4c6.png"	[56080]	[76]
55245	1	"55245-time-rip"	6	[]	5	1347	3	"Arthur Bozonnet"	5	"시간의 균열"	"하수인을 처치합니다. 갈라크론드의 강림을 <b>기원</b>합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b69ae066097cd2660b2f9d92def1155e7209f6d077608bd03347bace25ae023c.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a2bae58ae77d1e3d323e2a8f1c6b3b91b3b24572423762a8fd4e48fbecc54937.png"	"균열 속에 넣어서 꼭꼭 숨겨버립니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e8143efbb3af8935276dc4b560716492d4b3f2db8dfe6a2d7dfada5f71c105c4.png"	[55810,57416,57417,57418,55819]	[79]
55251	1	"55251-fiendish-rites"	9	[]	5	1347	1	"Dave Allsop"	3	"악독한 의식"	"갈라크론드의 강림을 <b>기원</b>합니다. 내 하수인들에게 공격력을 +1 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/13057e68952f1d7cd96618e91c3c7592b3514fe6dc54072307af9442de7f69b9.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/98ee9d658630d24e96a500f28569418fc2a71ac10f2b4f6df3310a51b2f16510.png"	"\"당신은 아군을 희생할 권리가 있습니다. 아군이 없다면, 대신 희생할 이를 지정해줄 것입니다.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f48866d69e0c122d2c384774e0f530058e684e0f533e6d19a1ca79f0b179da6b.png"	[55807,57329,55366,57330,57331,55819]	[79]
52089	1	"52089-unleash-the-beast"	3	[]	5	1130	3	"L. Lullabi & K. Turovec"	6	"야수를 풀어라"	"<b>이중 주문</b> <b>속공</b> 능력이 있는 5/5 와이번을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/95400f73e193434a3afc5143f24133bb140a57cb70a568fea18e1374b399b0e2.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0961afebd3df307f090cdd73b023e47c3cf0fc5ada04e866ffb91933b209a808.png"	"키린 토는 동물에게 목줄을 채우지 않는 걸 별로 신경 쓰지 않나 보군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/10b92a98ee47f53709ca6bb714c21d274f3a7c289ef8a0a0e5dd0f0eef0d3da1.png"	[54146,54145]	[53,76]
92268	1	"92268-bridge-riff"	10	[]	5	1809	4	"Alex Stone"	5	"연결 악절"	"<b>도발</b> 능력이 있는 3/4 로커와 <b>속공</b> 능력이 있는 4/3 로커를 소환합니다. <b>피날레:</b> 내 마지막 악절을 냅니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8c30424d5b14caf5ed58ecaa6221d2176eb6b0b1d8f93e89dbddb48a9a146d19.png"	""	"아무 데나 연주해도 잘 어울립니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/64695851bb3c9105d701f83608780426146d990d8fec3dbae6af3ff0517acbc5.png"	[92266,92267,92271,92270]	[1,53,255]
55281	1	"55281-learn-draconic"	4	[]	5	1347	1	"Ivan Fomin"	1	"용언 배우기"	"<b>부가 퀘스트:</b> 주문으로 마나를 8 소모해야 합니다. <b>보상:</b> 6/6 용족을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/17530200059826ccf37ab5071be9cf4bd111c0755db05e93b79f3fc2d09a4763.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8354f1d5a0731d2609a8c34fd21499afd9e33e0fa31488548a1a23bdf645c8b4.png"	"마법서를 받은 후, 리노는 아주 중요한 사실을 깨달았습니다. \"나 글자를 못 읽는데.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/75d999ee0409b8ef2c4c96df2b5447bc495a991afff6831989de65a001cc3724.png"	[55282]	[89]
54967	1	"54967-dragons-pack"	8	[]	5	1347	4	"MAR Studio"	5	"용의 무리"	"<b>도발</b> 능력이 있는 2/3 늑대 정령을 둘 소환합니다. 내가 2회 <b>기원</b>했으면, 그 하수인들에게 +3/+3을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7242563eaea1444f0063e61eb4662e56c473b8a0d73d4bd2423022c9aaf4b9be.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/01bde0878940da7602c40ed2ad99b9faecae88a4e67c47c3c7b51ba2243a0009.png"	"용의 무리에는 최소 하나의 희귀 늑대 정령이 포함되어 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/635c948fe83f28299034702cd68dc105d51cc1b3652c66c10e7ede8cb8335e24.png"	[56375]	[1,79]
55246	1	"55246-seal-fate"	7	[]	5	1347	3	"Dave Allsop"	3	"운명의 낙인"	"피해를 받지 않은 캐릭터에게 피해를 3 줍니다. 갈라크론드의 강림을 <b>기원</b>합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c9c0d0c39ed06b6c51c8bf6dc76617340ff7b6fa36ed52a30297962db6050613.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c339df769b4600f4e6212ceddb8d98ad9035f5777196e619ea6ede551b6c6ca8.png"	"봉투를 가지런히 접은 후에 낙인으로 봉해주세요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c1bf14cb11232c21aad4afad0235e202936abe6dec98fc93b23e53cf6def47fe.png"	[55806,57419,57421,57420,55819]	[79]
54872	1	"54872-whispers-of-evil"	6	[]	5	1347	1	"Ivan Fomin"	0	"잔.악.무.도.한 속삭임"	"무작위 <b>졸개</b>를 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9d185585d0cab5bf78cd89de255d0ac3f020cb256e07227b8dd6ba8d2d1e4fbc.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7090c114ed9d87123892fe7a839fa93d3a634bb61184f4c105b715e79a58a136.png"	"ASMR에도 도전하는 부인 라줄입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/553ea361aed7069839f6ac548e6b6c37c671613173e672ee8636f8e21d91a1a2.png"	[53160,53161,53162,52897,52900,53163,55378,60588]	[71]
92266	1	"92266-verse-riff"	10	[]	5	1809	1	"James Ryman"	1	"전개 악절"	"이번 턴에 내 영웅이 공격력을 +2 얻습니다. 방어도를 +2 얻습니다. <b>피날레:</b> 내 마지막 악절을 냅니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7a1f1b1f02283e2a815350e33ebcebff04074cfe819614e1d9f8e49a9a13ae6b.png"	""	"늑대인간의 벽을 세워 봅시다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e7f90bcc3a6d99be4c3553ed8e6d0f6fa0904714089b132268af5605e9cb352f.png"	[92267,92268,92271,92270]	[255]
55288	1	"55288-clear-the-way"	3	[]	5	1347	3	"Arthur Bozonnet"	1	"전부 비켜라"	"<b>부가 퀘스트:</b> <b>속공</b> 하수인을 셋 소환해야 합니다. <b>보상:</b> <b>속공</b> 능력이 있는 4/4 그리핀을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7823128462badfd7c8410b11240de85a7f845fa907bfd387c528cbadbd40bca8.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e907970658210e289639bcbe92187638bad23182534279ae493334bb7dcb90c7.png"	"가장 공포스러운 부분은 그리핀의 찢어지는 듯한 울음소리가 들릴 때입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b513f54766a216d0f294c630f496ad2ea574333bc4a6316ceb59b10cd1c2f94c.png"	[55821]	[53,89]
91001	1	"91001-symphony-of-sins"	9	[]	5	1809	5	"Mooncolony "	5	"죄악의 교향곡"	"악장을 <b>발견</b>하여 냅니다. 다른 악장 여섯을 내 덱에 섞어 넣습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a17389863c739bbee408241e07a0b527c76bd04b9b061182ef3531ba9a05d52a.png"	""	"최종 보스전에 끝내주게 어울리는 음악입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/04c3bc6399b64157084ac6044027d2fdf2aa2b8c30d785a19a44eacc02abaf11.png"	[91963,91964,91965,94743,92042,94744,94745,94746]	[21]
47128	1	"47128-rat-trap"	3	[]	5	1125	4	"Anton Zemskov"	2	"쥐덫"	"<b>비밀:</b> 상대편이 한 턴에 카드를 3장 낸 후에, 6/6 쥐를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/859ccdec8a1eae28fba3bcc4f3a61cfe478e79684d80fd34c1c8aee7d63713ad.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/21f8e539788ce313327adaa77f5ece5061c98e8f58772bc28a66c6087777a111.png"	"분실물: 거대한 쥐 1마리. 발견 시 미궁왕 토그왜글에게 돌려주시오."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/156eaedd79d7a385fda81328445520b403f9f5c90292c1381637f349a3e76dc9.png"	[49457]	[5]
101557	1	"101557-tentacle-grip"	7	[]	5	1858	1	"Daniil Kudriavtsev"	2	"촉수 옭아매기"	"피해를 3 줍니다. <b>연계:</b> 1/1 혼돈의 촉수를 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d2ed9b708b3cb48337dee8ff1ce043d5e626ff669ec3e8c315fde0772d5c7755.png"	""	"\"엄마가 방에 불 좀 끄고 다니라고 했지!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c35c0048bb75b7c097280416fd7dee4b21ae627f8e62c6f9069b46119da19a91.png"	[101021]	[13]
49051	1	"49051-totemic-smash"	8	[]	5	1129	1	"L. Lullabi & K. Turovec"	1	"토템 강타"	"피해를 2 줍니다. <b>압살</b>: 무작위 기본 토템을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c84d3feff57b24fabdf822c93101972b080570df9894841a947a275a4780c182.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9f8446b7801d9c492fd46b3f3a7978ac98a0d924bd89438efadaa3c08c5f3950.png"	"트롤들은 대기권을 돌파할 수 있는 토템을 처음으로 발명했습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/243c5f6f276c085ca93269a8499b08510944cf60a3248cf3e9f04f5860d0903d.png"	[537,850,764,62320]	[61]
102633	1	"102633-totally-totems"	8	[]	5	1898	4	"Anton Zemskov"	4	"토템의 진가"	"기본 토템 <i>다섯</i>을 모두 소환합니다. <b>과부하:</b> (1)"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e344d8a9e256bb46c35a853ed7a0cd48c586e9a774ccd5a264f0284647d798b2.png"	""	"흠. 은총의 토템이어야 했는데. 흠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8eb4bacb180f94e71adc5919f0cca417ee1ee1af294f52b7e893776fde80b111.png"	[537,850,764,62320,458]	[14]
