id	collectible	slug	classId	multiClassIds	cardTypeId	cardSetId	rarityId	artistName	manaCost	name	text	image	imageGold	flavorText	cropImage	childIds	keywordIds
381	1	"381-soul-of-the-forest"	2	[]	5	3	1	"Markus Erdt"	4	"숲의 영혼"	"내 하수인들에게 \"<b>죽음의 메아리:</b> 2/2 나무정령 소환\" 능력을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c2e4a1882fc13f8e46ee619256dc9b018b8d6ea0c0b7e7a24c0b2b9d64f10731.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/aee849be38999ce496454691084dc347806a839267f4c741b771edda5f73fd75.png"	"식목일에 쓰면 더 좋습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/aac8b4fde34bb9aa97715dfe73031a23827912776a6490a811cc88cf71a10ccc.png"	[600]	[12]
2009	1	"2009-dark-wispers"	2	[]	5	13	4	"Trent Kaniuga"	6	"어둠의 속삭임"	"<b>선택 -</b> 1/1 위습을 5마리 소환합니다. 또는 하수인에게 +5/+5와 <b>도발</b>을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/13351b333e8b0b8fd0a2ff1b01b6c1d810f21a57cf1fe5aa0b62b2dd9a5e677b.png"	""	"\"하일 하이드라.\" (소근)"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1a3665a8f549849b0b1d71c6f3e0582dee8e67738f79be1e0ca00b0ce6b778b4.jpg"	[2176,2177]	[1]
53576	1	"53576-hidden-oasis"	2	[]	5	1158	3	"Zoltan Boros"	6	"숨겨진 오아시스"	"<b>선택</b> - <b>도발</b> 능력이 있는 6/6 고대정령을 소환합니다. 또는 생명력을 12 회복시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b56a0437f5381d1dbe278b053afc3711891e92c8c02bdb6af5b4d359fdc66c39.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3928dcde43dbc9f8adc86cda4c57558ebb86a249f0a111ae0fba46510ecaa49b.png"	"6미터에 달하는 나무정령이 물장구를 치고 있는데 숨겨져 있다니 놀랍네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2e47c0a43c0728e856b3db97b0b35b98cab13299e516365c31faaa71ca71211c.png"	[53578,53579]	[1]
59542	1	"59542-runic-carvings"	2	[2,8]	5	1443	4	"Konstantin Turovec"	6	"룬이 새겨진 조각"	"<b>선택 -</b> 2/2 나무정령 토템을 넷 소환합니다. 또는 <b>과부하:</b> (2), 그 하수인들에게 <b>속공</b>을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/115a6857d6c7b285e7fb8a2eb56a195e88bdd86a5a768b288b05c165515a9a87.png"	""	"\"이토록 아름다운 토템에 룬을 끼얹다니!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8e5d71c412e4ccf10b2ebf641ed17034a7337290292ae6d546ed9b51a401fdb4.png"	[59543,59544,59552]	[14,53]
53924	1	"53924-unseal-the-vault"	3	[]	5	1158	5	"Zoltan Boros"	1	"금고 돌파"	"<b>퀘스트:</b> 하수인을 20회 소환해야 합니다. <b>보상:</b> 파라오의 전투가면"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4a28d24fd267286481d37a71a6fdf84bd357b03c519db81aff67886990a40c8a.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/da3c8d99ebf02c7ce2a013f4915b922943d0a2a2fb4fde96f66e0dd3cd25cde5.png"	"\"괜찮은 카드 뒷면이로군요.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e41a6ac0eeaa925db9ce7e42d68fa21ca1915d19e412a23acc3c7cc51bec09f0.png"	[53925]	[31]
55288	1	"55288-clear-the-way"	3	[]	5	1347	3	"Arthur Bozonnet"	1	"전부 비켜라"	"<b>부가 퀘스트:</b> <b>속공</b> 하수인을 셋 소환해야 합니다. <b>보상:</b> <b>속공</b> 능력이 있는 4/4 그리핀을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f96d6c706ffa8f78a636043c4274551e509f4e137b1a01a67e2406b4efb4f6f5.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e907970658210e289639bcbe92187638bad23182534279ae493334bb7dcb90c7.png"	"가장 공포스러운 부분은 그리핀의 찢어지는 듯한 울음소리가 들릴 때입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b513f54766a216d0f294c630f496ad2ea574333bc4a6316ceb59b10cd1c2f94c.png"	[55821]	[53,89]
455	1	"455-snake-trap"	3	[]	5	3	4	"Bernie Kang"	2	"뱀 덫"	"<b>비밀:</b> 내 하수인이 공격받으면, 1/1 뱀을 3마리 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2d519f58527dfedb2350c33022ba30229147802aae30a5e2e43e5bb1d9a162ba.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0081cf2a1457baf7968c7474efc01310aa337f61edd116df782169fff0b0e63e.png"	"왜 하필 뱀이야?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d5c3f04ab9ec69d60ee5e965f319def6568792e44c916ac6f691cba465d86d4a.png"	[204]	[5]
39160	1	"39160-cat-trick"	3	[]	5	23	3	"Mike Sass"	2	"고양이 마술"	"<b>비밀:</b> 상대편이 주문을 시전한 후에, <b>은신</b> 능력이 있는 4/2 표범을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/503a6b601f4e5f1696677408189529e9294aa7924d5a1a02416114b841be891a.png"	""	"대신귀 여운고 양이를 드리겠 습니다"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cc103d45bf96a407b8dd4731a937c392807077f874bd9b09046c93c311aa9bb5.jpg"	[39173]	[5,6]
47128	1	"47128-rat-trap"	3	[]	5	1125	4	"Anton Zemskov"	2	"쥐덫"	"<b>비밀:</b> 상대편이 한 턴에 카드를 3장 낸 후에, 6/6 쥐를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/31dbbb97184ce78fee461d9f2ef61d7234e723add0ea97125020b4ad68410804.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/21f8e539788ce313327adaa77f5ece5061c98e8f58772bc28a66c6087777a111.png"	"분실물: 거대한 쥐 1마리. 발견 시 미궁왕 토그왜글에게 돌려주시오."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3e32b4ad67c504ae59cf9dc8c8b3273bec2df87d11a591249d56c33764751791.png"	[49457]	[5]
1243	1	"1243-unleash-the-hounds"	3	[]	5	3	1	"Linggar Bramanty"	3	"개들을 풀어라"	"적 하수인 하나당 <b>돌진</b> 능력이 있는 1/1 사냥개를 1마리씩 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/426d666337cb14e9a462aaf5b846b4e74241b93d36a029ede1653a8fe8988577.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/89d5d2972166b9f9afd8733fda2f9697de6ba8036161275a85d9d4e10996845a.png"	"이 카드를 낼 때마다 \"물어!\"라고 크게 외쳐야 합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1e33ff64c85bf746e7fe96952f53e4329ee9c2db6cd50f846570660430f05e73.png"	[1715]	[4]
50466	1	"50466-baited-arrow"	3	[]	5	1129	1	"Anton Zemskov"	5	"미끼용 화살"	"피해를 3 줍니다. <b>압살:</b> 5/5 데빌사우루스를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7674445bdc76465d64bab227fb96a152eed840c56af977f1d010807f6d1cd713.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ded311b220e67b23446524f551ba4319d8d798a73790f8ce2355958f44c5ac3b.png"	"일반 카드지만 스테이크는 레어입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4e8f0fb391651e2571d34459d4c121af0e3be18f05c6b69832844fd26453239c.png"	[50467]	[61]
41168	1	"41168-open-the-waygate"	4	[]	5	27	5	"Rafael Zanchetin"	1	"고대 차원문 개방"	"<b>퀘스트:</b> 게임이 시작됐을 때 내 덱에 없던 주문을 8회 시전해야 합니다. <b>보상:</b> 시간 왜곡"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c031f5661425bad919add8358a7640ec3e65161e5c53990f0814fc0850fa8f7f.png"	""	"내가... 시간을 왜곡했다...!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/58b6a53ef2992b91e157de284c0a8de1d8d37bad64b04b473ed020ad0554e976.jpg"	[41167]	[31]
53945	1	"53945-raid-the-sky-temple"	4	[]	5	1158	5	"Ludo Lullabi"	1	"하늘 사원 약탈"	"<b>퀘스트:</b> 주문을 10회 시전해야 합니다. <b>보상: </b>승천자의 두루마리"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ef9ad5f58adb1fb070fc5112ae80c42780ee5b2c235c3eea0d7bb1754acb5c40.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1f4a580d698a07aa5fe53081ed7782325742bca390d1b9c2e470d08eddd35143.png"	"리노는 보물 때문에 온 게 맞다고 했죠?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/98e3403eb40dcc57c2fcd206367e54f8be4c91c362bfbd717bcdcbc458b7dad6.png"	[53946]	[31]
55281	1	"55281-learn-draconic"	4	[]	5	1347	1	"Ivan Fomin"	1	"용언 배우기"	"<b>부가 퀘스트:</b> 주문으로 마나를 8 소모해야 합니다. <b>보상:</b> 6/6 용족을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3f18d5aa83f1e5a36467842a91a7fdb170b3c65475eacaa70242683581c2e6fb.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8354f1d5a0731d2609a8c34fd21499afd9e33e0fa31488548a1a23bdf645c8b4.png"	"마법서를 받은 후, 리노는 아주 중요한 사실을 깨달았습니다. \"나 글자를 못 읽는데.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/75d999ee0409b8ef2c4c96df2b5447bc495a991afff6831989de65a001cc3724.png"	[55282]	[89]
366	1	"366-spellbender"	4	[]	5	3	4	"Gonzalo Ordonez"	3	"주문왜곡사"	"<b>비밀:</b> 적이 하수인에게 주문을 시전하면, 그 효과를 대신 받는 1/3 하수인을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6b2e5b624aee0ee36dd98096e69d0f803974bf0ebab408628a3db25970f700aa.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cfc4c7bc4d23fff0e856601efc979fd845a04203f7c68e725f8360a1f764d81b.png"	"적의 번개 화살을 훔치는 건 즐거운 일이지만, 주문왜곡사들은 오히려 야생의 징표를 훔치는 걸 훨씬 좋아합니다. 그게 더 재미있거든요. 블러드 엘프들이 원래 좀... 야비하잖아요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9a3f2d0cb05ab95da658bebfcd45c16ecd51312cb4a1b3b7317afb57d6f09f76.png"	[1086]	[5]
2542	1	"2542-polymorph-boar"	4	[]	5	15	3	"Mike Sass"	3	"변이: 멧돼지"	"하수인을 <b>돌진</b> 능력이 있는 4/2 멧돼지로 변신시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1603dd646d608f7026635f1041277f6ff0299e2c634a9db8dee9ff5dd5b16af6.png"	""	"걱정마세요. 레오크는 나오지 않습니다. 진짜로요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5911e15a79e2972c83d5af5bfd88d76883565346a4479a72f0d2e40de6bf2e58.jpg"	[2543]	[4]
584	1	"584-noble-sacrifice"	5	[]	5	3	1	"Zoltan & Gabor"	1	"고귀한 희생"	"<b>비밀:</b> 적이 공격할 때, 대신 맞아주는 2/1 수호자를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/998121b50fc4fa799fca5779d9c52b5acfa6cade4cedf54d397b7ab82acb7572.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/383cf6db028ef504682566ae1fcfd18b5c575def12cfbac42bc2c3addcedd43e.png"	"아아, 못다핀 꽃 한 송이, 그대의 이름은 \"수호자\"!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9fbb0c4ebf6003d27d22ff105a9c9c615a8810820ce6f0498935eb3e7e098b2e.png"	[102]	[5]
53907	1	"53907-making-mummies"	5	[]	5	1158	5	"Matt Dixon"	1	"미라 만들기"	"<b>퀘스트:</b> <b>환생</b> 하수인을 5회 내야 합니다. <b>보상:</b> 황제의 붕대"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e5871dee0d3bd66d56f4c4d9be3fc2a1f1c6cbe8dba0e9b995988bb187ed81a2.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9fc995dd08ed540ec81b8cc11a297a32bf71344abd326ae8ef7c1e6422e26740.png"	"\"이건 매번 할 때마다 소름이 끼치는군요!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ff15c5f1084cd04049e59b0a913398c25691ff351d76d326e3fd8a4cc65525d1.png"	[53908]	[31,78]
43382	1	"43382-lesser-pearl-spellstone"	5	[]	5	1004	3	"Konstantin Turovec"	2	"하급 진주 주문석"	"<b>도발</b> 능력이 있는 2/2 영혼을 소환합니다. <i>(생명력을 3 회복하면 강화됩니다.)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/39480615a3b2df8479ff84a4f499f373ddc95c041145633ee90b5393ca734511.png"	""	"고대정령 스러졌던 아득한 옛날 군단의 아자리가 필멸자에게 속삭였네 힘의 보석 줄테니 영혼을 내놓아라 나약한 자 무릎 꿇고 영혼까지 먹혔네"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d4be571f2440698c1fc5d320fc81cfd795555a81f97a093b37ae0821cfe20845.jpg"	[46890]	[1]
55342	1	"55342-sanctuary"	5	[]	5	1347	4	"Ludo Lullabi"	2	"성역"	"<b>부가 퀘스트:</b> 한 턴 동안 피해를 받지 않아야 합니다. <b>보상:</b> <b>도발</b> 능력이 있는 3/6 하수인을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f6e3fd61b462579dca0ee112c58ce1e4690d212bfaddfc544cee6394e129098a.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a263d2482244e90d06a3666e617505349e5c6e1369f7d8b4587b78bae2bb4692.png"	"탁자 밑에 숨어있는 것만으로 완료되는 퀘스트는 몇 없긴 하죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4a760670781c33ed3553a577c49f15f9754285e7b6f969e9e2e7a50a56d12a5f.png"	[57723]	[1,89]
56554	1	"56554-libram-of-hope"	5	[]	5	1414	4	"MAR Studio"	9	"희망의 성서"	"생명력을 8 회복시킵니다. <b>도발</b>과 <b>천상의 보호막</b> 능력이 있는 8/8 수호자를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f7926795a88ceeb97416ac06267a1fb3bd695856a56c0e435071a3d46155c85d.png"	""	"\"나, 강림. 너의 하수인은 폼나긴 하지만, 닿지 않으면 빛나지 않지.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d38a29ebff4fbbd74c262b8db9cdb04b7fba153637628236a86120eb55f02d22.png"	[57471]	[1,3]
54872	1	"54872-whispers-of-evil"	6	[]	5	1347	1	"Ivan Fomin"	0	"잔.악.무.도.한 속삭임"	"무작위 <b>졸개</b>를 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5b0b31e115cffb961f29eefe72e1328935c8944d0a0e3d671499111d6f2ef444.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7090c114ed9d87123892fe7a839fa93d3a634bb61184f4c105b715e79a58a136.png"	"ASMR에도 도전하는 부인 라줄입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/553ea361aed7069839f6ac548e6b6c37c671613173e672ee8636f8e21d91a1a2.png"	[52897,52900,53160,53161,53162,53163,55378,60588]	[71]
54749	1	"54749-activate-the-obelisk"	6	[]	5	1158	5	"J. Axer"	1	"방첨탑 작동"	"<b>퀘스트:</b> 생명력을 15 회복시켜야 합니다. <b>보상:</b> 방첨탑의 눈"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f990fac6c3bb535a484c46a1b9962c5ac05cd460713db9744b92aa27f89ebd96.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/00aec84f640f912c9f2770fd6efcd3e35f9c7daa7453ae50dabc5eeb7b075043.png"	"왠지 퍼즐 조각이 드러나야 할 것 같네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/81aacfb3698782994c8505636f86faad6551962b01adc4472a25c5596c4d5104.png"	[54750]	[31]
54426	1	"54426-plague-of-madness"	7	[]	5	1158	3	"Matt Dixon"	1	"광기의 역병"	"각 플레이어가 <b>독성</b> 능력이 있는 2/2 단검을 장착합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/228588823150e4260b3f9b826224b83848da537af2c4a46b6c78e4b7ffde0379.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b42d5f5dd3311c14c66b0610bdf438be2ab2631ef85155aa2086fc42bfb44ab1.png"	"조금만 빗겨가면 서로에게 치명타!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e5470b492a1f8cd5e720e21df930ec3ba0c759fbd0a3daf4d56b72d26a4f76ed.png"	[55244]	[32]
54311	1	"54311-bazaar-burglary"	7	[]	5	1158	5	"Ludo Lullabi"	1	"상점가 털기"	"<b>퀘스트:</b> 다른 직업의 카드 4장을 내 손으로 가져와야 합니다. <b>보상:</b> 고대의 검"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d9bc2c0c300a45582210556260a851833d6364ab467f0ca3932d9019eae5a385.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/77afc5567162d7e3b42f7c9692f5a3d1aac25c95a28ae1fe2bd9246485b70fe2.png"	"\"자연산 양초 할인전\" 같은 걸 열면 이렇게 되는 겁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ce0960fdac28c7a02f490bc75e216cb77b30cbe745a47694377e9ecc3e8cd74d.png"	[54312,54318]	[31]
56524	1	"56524-ambush"	7	[]	5	1414	3	"Vladimir Kafanov"	2	"매복"	"<b>비밀:</b> 상대편이 하수인을 낸 후에, <b>독성</b> 능력이 있는 2/3 매복자를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e5f9d990214c0e185fe0daaf07434491a2093124107f90d89dcbf0a374c8897e.png"	""	"다그닥다그닥, 다그닥다그닥, 따그닥따그닥, 꼴까닥!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/471db33165a00cf1c3d0501ced202d68f22090a36ff8001394a52ecb39a12048.png"	[57218]	[5,32]
46296	1	"46296-lesser-onyx-spellstone"	7	[]	5	1004	3	"Arthur Bozonnet"	5	"하급 흑마노 주문석"	"무작위 적 하수인을 처치합니다. <i>(<b>죽음의 메아리</b> 카드를 3회 내면 강화됩니다.)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a9d842b1d9d157a58ecc7288f13a39d7c644e419e613cf9b642ec7185d1d3fa6.png"	""	"고대의 트롤은 축복을 받아들였네 큰 힘이 담겨 있는 칠흑의 보석 보석을 지닌 자는 단검을 휘둘러 동료를 모두 베고 고고하게 홀로 섰네"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/25a67d9a8d2a958d99da0748b30b1dbf378001fd7dc0df91d32d8742211bc59b.jpg"	[46297]	[12]
41499	1	"41499-unite-the-murlocs"	8	[]	5	27	5	"Steve Prescott"	1	"멀록 집결"	"<b>퀘스트:</b> 멀록을 10마리 소환해야 합니다. <b>보상:</b> 대왕아가미"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a763860816f23dc69dff17a13cdaad89dd08155f0ddc8a9b4ec206291a4f81e4.png"	""	"이런 게 페이백이라는 건가요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0ea962301d2da1b58a3f43afd1355978b581a0da453c329d76cf64ddb2488d4d.jpg"	[41498]	[31]
