id	collectible	slug	classId	multiClassIds	cardTypeId	cardSetId	rarityId	artistName	attack	manaCost	durability	name	text	image	imageGold	flavorText	cropImage
41859	1	"41859-vinecleaver"	5	[]	7	27	3	"Joe Wilson"	4	7	3	"탐험용 넓적칼"	"내 영웅이 공격한 후에 1/1 은빛 성기사단 신병을 2명 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ec7ed90c1cd6dba1c00649d1e0ff710b92b58c4a12fef93523f5967fe4383f57.png"	""	"조지! 칼! 살아 있었군요!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8ac73b952e2c7af8ca1372bd2751d63a33fd923dc27595683024aafb09b573fe.jpg"
47201	1	"47201-silver-sword"	5	[]	7	1125	3	"Nutchapol Thitinunthakorn"	3	8	4	"은장검"	"내 영웅이 공격한 후에 내 하수인들에게 +1/+1을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/80239e31a80bfe8ea7ba33bb92d24cee20926ffe82847d6c83bd0a34b9fce5f8.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f1f072c5d30ef4a8dfe5ff1874bfc14dade892cd844318450da9e81eab178527.png"	"은장검의 가장 큰 장점은... 반짝인다는 거죠!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/60b6bb515f7f291c0ac6a2ed86d867a5f0d4dd8271810d6d21276630d9626218.png"
1989	1	"1989-cogmasters-wrench"	7	[]	7	13	4	"Richard Wright"	1	3	3	"톱니장인의 렌치"	"내 전장에 기계가 있으면 공격력을 +2 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bd5dc700d4a0acb16bd6396635769090fac61cedf26f857627d3674543486c2f.png"	""	"톱니를 죄거나 트로그를 혼내줄 때 딱입니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2b1b0c5e261ed3938d1f4f770034af9ed1fd166f9338d98cab4c1951a28a3c83.jpg"
59989	1	"59989-self-sharpening-sword"	7	[]	7	1443	3	"Kagi"	1	3	4	"자동 연마 검"	"내 영웅이 공격한 후에, 공격력을 +1 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/76220280e94beca61c2da7e00e3a3481ecfaece931bd90dce8954e0a0f46605b.png"	""	"이제 시험장에 여분의 검을 가져오지 않아도 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/66820e3f33f5cdfadc9fd81c1b9f20d17812c9e875a52963c8965ee7b708f310.png"
2763	1	"2763-poisoned-blade"	7	[]	7	15	4	"Nutthapon Petchthai"	1	4	3	"독 묻은 칼"	"내가 영웅 능력을 사용하면 무기를 교체하는 대신, 이 무기에 공격력을 +1 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b8f2062650911d938c478b09bb89c91d74961d8a8b59732b36e2392503829549.png"	""	"독이 묻을 때마다 상대의 얼굴은 창백해집니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9ad5edcd324c45d6e4b75d6912e70ca90d62c53912cdbb2b24023e4331979d48.jpg"
41213	1	"41213-obsidian-shard"	7	[]	7	27	3	"Konstantin Turovec"	3	4	3	"흑요석 파편"	"내가 낸 다른 직업의 카드 하나당 비용이 (1)씩 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3040acc163c45b6a0c8cc83a585f857ae4585d2e0901c03693d7de3a9ea34423.png"	""	"뾰족한 돌을 보고 '오오! 단검이다!'라는 생각이 든다면 당신은 진정한 도적입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8ea31563758347072e70b7ccfa2a1562880dec29ab896cea14fc195049bb7a17.jpg"
421	1	"421-assassins-blade"	7	[]	7	2	2	"Brian Huang"	3	5	4	"암살자의 검"	""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/162a258b77ac58af040d8e84f99ad54914bed0b6df40a2393f4a0d8e7dddf5ff.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a83e4059a4eddbd04acfe4ecc2a17b1840cbb8832d43d5ad6465fd7d71e426a8.png"	"진짜 암살자가 품질을 보증하는 제품입니다. 자세히 보면 날에 장미 문양이 새겨져 있다고 합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6716079053d9fcb879993ed45294fe1b523e9f99784aa6498c709db8f0217d9e.png"
56294	1	"56294-the-fist-of-ra-den"	8	[]	7	1403	5	"Katherine Fortune"	1	4	4	"라덴의 주먹"	"내 주문이 시전된 후에, 같은 비용의 무작위 <b>전설</b> 하수인을 소환하고 내구도를 1 잃습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1cd396e6fd5b869d4aad37320a288a021097d6c21ca39b9013a25a565ebc3d8f.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f71b129a1d5c9c7bbd40204e1e76c973f9af78634a7ed4a79d678296359dc74c.png"	"위대한 라덴은 폭풍의 수호자라고 불렸습니다. 하지만 불행하게도 자신의 주먹은 수호하지 못했죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/eca1372d399e3e268c746aaf7cfb51003c9418863f715f95fd152bd79041597c.jpg"
56413	1	"56413-boggspine-knuckles"	8	[]	7	1414	4	"Grace Liu"	4	5	2	"수렁돌기 너클"	"내 영웅이 공격한 후에, 내 하수인들을 비용이 (1) 높은 무작위 하수인으로 변신시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d912195a4c76171144115cd3db64e0a734f92fabd349784ee98d961d5b9268ef.png"	""	"\"그렇다면 이쪽도 비장의 카드다. 진화 펀치!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/87da8de4dc1e34f2ff0c63be265ff35975e6f04de1aba4a7f3ef2cc2832d4ed8.png"
35025	1	"35025-cursed-blade"	10	[]	7	20	3	"Craig Mullins"	2	1	3	"저주받은 검"	"내 영웅이 받는 피해가 2배 증가합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/30c1cc2fae093fc995b02e02827ab31f3a3399d886118052ddca77c81339cbf0.png"	""	"이번에 당첨되신 저주는 '싫어하는 노래 무한 반복 재생'입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3eb60a3786667ba644432f7883f087ec7a5f3a485271cbcdba1a3d4d72e19190.jpg"
41420	1	"41420-molten-blade"	10	[]	7	27	3	"James Ryman"	1	1	1	"녹아내린 칼날"	"이 무기는 내 손에 있으면 내 턴이 시작될 때마다 무작위 무기로 변신합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7bba991121deded662ecc19e2ea333f98b83c129f7f8f30ec629e63b9aa8497c.png"	""	"손에 들 수만 있다면 온갖 용도로 사용할 수 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/61e74d72aa13c21f422e92f1d63ab29432d45e556373ba48b94473c900251e26.jpg"
43277	1	"43277-bladed-gauntlet"	10	[]	7	1004	4	"Luca Zontini"	0	2	2	"칼날주먹"	"이 무기의 공격력은 내 방어도와 같습니다. 영웅을 공격할 수 없습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8b9baaf6b80c0b2781de515c0c34a60b17269cb9d217ae92bc4af54abe63f8ef.png"	""	"주의: 이 무기를 착용한 채로 눈을 비비지 마십시오."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3a40b1369560851642a89deb2fb30f7bf0a859f9fc0c361d1db8a67ab7d47d15.jpg"
401	1	"401-fiery-war-axe"	10	[]	7	2	2	"Lucas Graciano"	3	3	2	"이글거리는 전쟁 도끼"	""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c8e7635f58742d08fb85a5aa282d4853d5be6fe7aaf0028b8a6a3d39f55394df.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9f4ff6bf255ceaea527b18e8dc871d2bdf1099b728d0c7dbcbd9f041dfe5b685.png"	"한창 평화롭던 시절에는 사람들이 이 도끼를 다르게 불렀습니다. 싸늘한 평화 도끼라고 말이죠... 이 싸늘한 분위기는 뭘까요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/267bcdba3fee33f7a47d619c5e597c796978272716c6aced99ce2b9fd4b5e30f.png"
2022	1	"2022-ogre-warmaul"	10	[]	7	13	1	"Richard Wright"	4	3	2	"오우거 전쟁망치"	"50%의 확률로 엉뚱한 적을 공격합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8711b436de8d12621738687b9c80a42405adf03a3ee828b9265d954726c0255e.png"	""	"오우거 관련된 것들이 다 그렇듯이 단순무식하고, 예측불허에 극도로 위험한 무기입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b97533f055fcdec46f7cb5f0d714f669285de619127b7e46ae64619b02f088c7.jpg"
50595	1	"50595-overlords-whip"	10	[]	7	1129	1	"Akkapoj T."	2	3	4	"대군주의 채찍"	"내가 하수인을 낸 후에, 그 하수인에게 피해를 1 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d8e52467598ccb07f28b5e11de6ac534d529764e1566fba65d8942b1176c3f40.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/906cd2fde5e5ebbbbd51b9ec6136d944315f64fb0938747f5a139a6afff27b3d.png"	"\"이건 고통의 수행사제한테, 이건 검은울음 포탑한테, 이건 썩은얼굴한테...\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d305cbd1214f75dcc58223ff8c943b71d68de4c9dcceca26098d0a57e23a9891.png"
55006	1	"55006-ancharrr"	10	[]	7	1347	5	"Grace Liu"	2	3	2	"해적의 닻"	"내 영웅이 공격한 후에, 내 덱에서 해적을 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/896973cf3f7496004567865a036dcd57384cb9c58b3a5fc6819a605508931291.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9b9284fee26b0e46bceed85257250760ad7d9a15251f202462126f987afa409d.png"	"너무 무거워서 덱 맨 아래까지 가라앉을 수도 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/90e49dc6ef9d919d83606d247ae0a8086344d27193cc578cc1b92fed11ee7875.jpg"
57721	1	"57721-bulwark-of-azzinoth"	10	[]	7	1414	5	"SARIYA"	1	3	4	"아지노스의 보루 방패"	"내 영웅이 피해를 받을 때마다 내구도를 1 잃고 그 피해를 막습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7643fcd0113091c76143b86e8d9970391fe1a1509ea7488f0bcb8909500b7020.png"	""	"단단한 아지노스의 보루로 든든한 아제로스의 하루 보내시길."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d72fe5aed69774450aaed82db20b70fed8d907da6e41e20ce60126d6b58cf316.jpg"
40438	1	"40438-brass-knuckles"	10	[]	7	25	4	"Anton Kagounkina"	2	4	3	"황동 너클"	"내 영웅이 공격한 후에, 내 손에 있는 무작위 하수인에게 +1/+1을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/188238d2ec050011e7d284c058bafaee895b51dae329f470da90bc4ccac6426f.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6d59cc1f7efc5d27ac75022a9775bd5ba940b11b5b91a10569792581ef7761e2.png"	"패션계에서도 이름을 떨치고 싶은 떡대를 위한 무기입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5760d42b67755958155e29a4ff488ad5371f908e8c6a9f7b772ba5f8e72f9d1e.png"
51738	1	"51738-wrenchcalibur"	10	[]	7	1130	4	"Akkapoj T."	3	4	2	"렌치칼리버"	"내 영웅이 공격한 후에, 상대편의 덱에 폭탄을 섞어 넣습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d3e8c667468c3653a2425da90441f42cf6d3837300d639a2adabea65611962df.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/21ffac7698bb3571f555cff3bf6958a340d02661221ffaac5bb1e6979aafb900.png"	"연장통에서 이 렌치를 뽑아 드는 자, 연구실의 정당한 왕이 될지어다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/571bd169c90aedbd62a6eb1e6b5ad4b364956f7c6b4568e1dd027573d00049cd.png"
304	1	"304-arcanite-reaper"	10	[]	7	2	2	"Stefan Kopinski"	5	5	2	"아케이나이트 도끼"	""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/06b8e71f5246f262d41c111b067d4a67db86cccd9a57c295ef3f354368682320.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a2844ea3fda344acac193ca9b1b1e82f44d9b1c56ea6b4ca23d9be7404717b58.png"	"세월이 지나도 명품은 명품입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a33906b009940ce8b08cd4b65ef584ce844df5fa4c6aaf1ec0b18df4699877cf.png"
39417	1	"39417-fools-bane"	10	[]	7	23	1	"Anton Zemskov"	3	5	4	"바보의 파멸"	"한 턴에 여러번 공격할 수 있습니다. 영웅을 공격할 수 없습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e64d30be30aa6956f5a92b363214ae2bf8e4796222feb507601c01a6238703c9.png"	""	"일시적으로 얼음울음이 된 기분을 느낄 수 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/76d29ae24efa3a62d44b0b28715c30857c2d1b7206250ece71f3e4c5d64124af.jpg"
810	1	"810-gorehowl"	10	[]	7	3	4	"Zoltan & Gabor"	7	7	1	"피의 울음소리"	"이 무기는 하수인을 공격할 때 내구도 대신 공격력이 1 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/391c8a44ac7ca09269b2558b3073f18691e2101c37a25a6423c3d6e9fb5932a6.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8e712eeea7c38f7f55750fc4f91e4cff65805e6b2e64dbea45877552744bd470.png"	"그롬마쉬 헬스크림이 다루던 유서 깊은 도끼입니다. 어떻게 공작 말체자르의 손에 들어갔는지는 아직도 알 수 없네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6c51cf1576d92197b70c65f5dcd43b26bf68c75dde49ab279a92935f4c72458a.png"
