id	collectible	slug	classId	multiClassIds	cardTypeId	cardSetId	rarityId	artistName	manaCost	name	text	image	imageGold	flavorText	cropImage	childIds
53551	1	"53551-beeees"	2	[]	5	1158	1	"Rafael Zanchetin"	3	"벌떼!!!"	"하수인을 선택합니다. 그 하수인을 공격하는 1/1 벌을 4마리 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d3a925bf9cab33428c594d4fbb1c467c0b2578ffc012991dd96b43b7db6525e9.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/19640878659620296ffc84e4e6703a6d0992c050195ad56320808d3242eefa93.png"	"모기떼였으면 더욱 악랄했을 텐데 말이죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/98f7371a1333c5f8b103e16b3004998aa2cbfda630a02e7569c9dfe9416ee6fa.png"	[55329]
1802	1	"1802-poison-seeds"	2	[]	5	12	1	"Brian Despain"	4	"독성 씨앗"	"<b>모든</b> 하수인을 처치하고 2/2 나무정령으로 교체합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/75ebe387e240468a3d476745a2025a4b36f972388ae9daf9ce288317f0692879.png"	""	"우리 아제로스 푸르게 푸르게"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4e1c71b7cc3e74cc0897adbfa40b45b595ac08cc9ccd5b456313b3d27ee28241.jpg"	[1803]
43294	1	"43294-branching-paths"	2	[]	5	1004	4	"Matt Dixon"	4	"갈림길"	"<b>두 번 선택 -</b> 카드를 뽑습니다. 또는 내 하수인들에게 공격력을 +1 부여합니다. 또는 방어도를 +6 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9a15134b7eddb8c05511fa3d6bde0d1e32b530992e4f22c1b63441c2c7e6990c.png"	""	"세 갈래 길이 어두운 동굴 속으로 나 있었다. 그래서 나는- 사람이 덜 밟은 길을 택했고, 그리고 나는 수액괴물에게 잡아먹혔다. -가지 말아야 했던 길-"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c0e85fef51d661a669302a2dfd205b1a49e6d7b0dd7a26eca62530dd9c6f06e9.jpg"	[43297,43298,43299]
47063	1	"47063-wispering-woods"	2	[]	5	1125	4	"Max Grecke"	4	"속삭이는 숲"	"내 손에 있는 카드 1장당 1/1 위습을 1마리씩 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/906711c67fad32ff7ce00b3cb0332bd0713bb962b89bad5f80554e42d0a433fd.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cfd623c30f370392ceef9d8549723b09cc4a64e106c4cc17858477d297ddf1ca.png"	"예전에 \"하일 하이드라.\"라고 속삭이던 녀석이 아직도 있나봅니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d226422b4d994c7a78d4e406cb6a05f13c7108ef71e288406c6726c1fdce858d.png"	[49149]
50042	1	"50042-mark-of-the-loa"	2	[]	5	1129	3	"Mauricio Herrera"	4	"로아의 징표"	"<b>선택</b> - 하수인에게 +2/+4와 <b>도발</b>을 부여합니다. 또는 3/2 랩터를 2마리 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/21ef7d7937c35bf61186d02fac0aeb6f485257f4624c873c8df89d4015370d88.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c3ceb4d045b47b79eb90de5037df453074b2d5ea163b31e67e90ba225e6fe85e.png"	"징표의 로아인 로아의 징표입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5144fcc7d46ac65eb499e279c1d8bb9edee1328424be10cc47777b8052fd7363.png"	[49995,49997,51109]
86	1	"86-starfall"	2	[]	5	3	3	"Richard Wright"	5	"별똥별"	"<b>선택 -</b> 하수인에게 피해를 5 줍니다. 또는 모든 적 하수인에게 피해를 2 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1b3c99ab8cdcf5d387cec4a5fe11bf91ecf98bbd7c8333fe366b98ca8b56bd32.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/41f404681c17353e3bf109a4f340fcfa994b9abc8f763d4437e4e82dbb87f948.png"	"하늘이 무너지는 거냐고요? 네, 네, 그렇다고 해 둡시다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/23ec0250a66977e732d47f544e824b3327ff5eee5c9ff1d2ebb6341974f495b8.png"	[928,1161]
56687	1	"56687-glowfly-swarm"	2	[]	5	1414	4	"Max Grecke"	5	"반딧불이 무리"	"내 손에 있는 주문 하나당 2/2 반딧불이를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/45c329ad3a70e23068486b1286d96f5a75ebba81d3f7d43e4e84a424edf61afb.png"	""	"평범한 전장을 특별하게 만드는, 주문에는 힘이 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bdc56c59c3d673481f28eb6aa63a7c351ebfa4bf2fefc0eb593542f0d110e260.png"	[56688]
95	1	"95-nourish"	2	[]	5	3	3	"Terese Nielsen"	6	"육성"	"<b>선택 -</b> 마나 수정을 2개 얻습니다. 또는 카드를 3장 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0208355b5ab47d7b52797745617fa1c8913d7a9a6f7382ac886e7c92ad83d20a.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a7eb5f74460900b53ba3aefc8c43e720c8010207b033735bef0e6165e36b651b.png"	"드루이드는 많은 것에서 힘을 얻습니다. 자연, 종달새의 지저귀는 소리, 초콜릿 케이크."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f6fd9bc3be65d51605d7bb46efa9276065bb5981e6dace75a0c64db3f6dcfc99.png"	[325,451]
38655	1	"38655-wisps-of-the-old-gods"	2	[]	5	21	4	"Skan Srisuwan"	7	"고대 신의 위습"	"<b>선택 -</b> 1/1 위습을 7마리 소환합니다. 또는 내 하수인들에게 +2/+2를 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/53f1e74ae77e56db6fbed337692212bcd468450c24a05e1e037c5126b62f141c.png"	""	"사실 보통 위습이랑 다를 바가 없습니다. \"고대 신의\"라는 호칭이 몸값을 올려줘서 선택했다고 하는군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ca205afcbe967303f4644495739d895c2b6719b781834bc28aa8d261e9264956.jpg"	[38652,38653,38654]
42759	1	"42759-ultimate-infestation"	2	[]	5	1001	4	"Slawomir Maniak"	10	"궁극의 역병"	"피해를 5 주고, 카드를 5장 뽑고, 방어도를 +5 얻고, 5/5 구울을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f70e10ed598fe9aeca6fb0bd8811fd805fd278f3486092e69d24b51ccec4d62e.png"	""	"정작 비용은 10이라니 밸런스 담당자가 잘못했네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/79f081dc7ae8c48394db78cbf2ed2683ef69961797c8b5d2c19692664ee9b45f.jpg"	[46389]
38377	1	"38377-on-the-hunt"	3	[]	5	21	1	"Zoltan Boros"	1	"사냥 시작"	"피해를 1 줍니다. 1/1 파수견을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4b43e180d8b1b5ef41dbdcf86b748bc0dda1c20145369ade00be39c80c16c058.png"	""	"오리를 맞히지 못하면 파수견이 나타나서 웃습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/64ad00c4d87e673aae57b9b8d5d2ec2f6f13f6ebb898a136ac6f7550897b6c0c.jpg"	[39004]
59705	1	"59705-adorable-infestation"	3	[3,2]	5	1443	1	"Ivan Fomin"	1	"깜찍한 침략"	"하수인에게 +1/+1을 부여합니다. 1/1 새끼 야수를 소환합니다. 새끼 야수를 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/64715c51f3b878e61835bb882a8d1afa71846ef478379c9ebfbe687bba5397ae.png"	""	"강력한 성능을 뽐내는 카드도 있지만, 애정을 담아 쓰는 카드들도 있답니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4ee870a4a127e5b15a908e23776b19b9879760b2adc83abee5e1b9fdd6ddb830.png"	[59706]
47840	1	"47840-bomb-toss"	3	[]	5	1127	1	"Alex Horley Orlandelli"	2	"폭탄 던지기"	"피해를 2 줍니다. 0/2 고블린 폭탄을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7faa7ca2594a7d8bca273b55a9d0abcc7282927127ec782a2a8e2c606b5fc630.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7372dfe05a15b8343d682349c4d5c9dca1a87ed7bc691b8e6e54470da1d51a2b.png"	"머리 받아라!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3a5c7da174421a45980ec8d362c20612c8ff8436ca7bd2fc16f79e8c722b4d40.png"	[47837]
437	1	"437-animal-companion"	3	[]	5	2	2	"Wei Wang"	3	"야생의 벗"	"무작위 동료&nbsp;야수를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6ce6dd6ea44f85e6574af4de41c3b921d2ade5791435f19c0768a21a5c6cbbb7.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/21b68f587dfe3bfa54d5aa5815665f6e543454147992eea94605e8e3c20f907d.png"	"미샤나 레오크, 혹은 킁킁이를 소환할 수 있습니다! 근데 킁킁이는 좀 말썽꾸러기라는 거."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e9b98a386920e7d04c19d57db1f826a43eb58f45b8167945280415f43d99934b.png"	[959,226,100]
43357	1	"43357-flanking-strike"	3	[]	5	1004	1	"Arthur Bozonnet"	4	"측방 강타"	"하수인에게 피해를 3 줍니다. 3/3 늑대를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/781200088b9855843eda25103cd38ed59690dd99321120ea7c6ac96cb3fd6246.png"	""	"이것이 바로 \"좌늑우활\" 권법입니다. 맞기도 전에 당신은 이미 죽어 있을 겁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/eabeeaddf8c26eb7e08937d59cb1cd6c2d6f60210624948ec6324cbedf08a0ca.jpg"	[46446]
2483	1	"2483-ball-of-spiders"	3	[]	5	15	3	"Skan Srisuwan"	6	"거미떼"	"1/1 그물거미를 3마리 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/63602c8628509b418fe688e15e5039abb431815aac817655ba92f2b12d56e52d.png"	""	"이젠 개들에 이어서 거미까지 푸는군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8b0cf164f6a3ff04e569cfee85461f9d98666dfbf628653aad814fce39d60c40.jpg"	[1860]
45546	1	"45546-to-my-side"	3	[]	5	1004	4	"Peter Stapleton"	6	"이리 와라!"	"동료 야수를 소환합니다. 내 덱에 하수인이 없으면 동료 야수를 2마리 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5192f53bea8bac26b29f518d5700d01cbc09feab4b8d063b06b9fbed886d2077.png"	""	"난 혼자 사냥하지. 음, 미샤랑 같이. 아, 킁킁이도. 아, 레오크도."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1bb670adc497824fa770a1fff7d4dad52349c6b9ad3922dad90ab72edb89eb33.jpg"	[959,226,100]
38727	1	"38727-call-of-the-wild"	3	[]	5	21	4	"Peter Stapleton"	8	"야생의 부름"	"동료 야수 3마리를 모두 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/aa49e9d9efee5e1ec44b5e119a248acdea17d2bb5a8f3a3f8131d0cdd518ad44.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6bfe339ad7659b21df08e93e1830e8e68fda3217d6735d7427e9eb6180653bdd.png"	"들어 봐, 미샤. 레오크랑 킁킁이가 야생에 풀리는 끔찍한 꿈을 꾸었어..."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2712fb059ac3cccee3519777a9b40dc6f40458c978835ca279676b15d494cf78.jpg"	[959,226,100]
56827	1	"56827-nagrand-slam"	3	[]	5	1414	4	"MAR Studio"	10	"나그란드 질주"	"무작위 적을 공격하는 3/5 갈래발굽을 4마리 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/21bd8bffe87a5eef413f2e81e76635383057767ee1a4b56fa5b3a42d81cb38d2.png"	""	"나그란드의 환영식은 혹독하답니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1f54d6770168e7ba7779919581af43231d7534a24f782562eb9569720952a659.png"	[57965]
2874	1	"2874-forgotten-torch"	4	[]	5	20	1	"Richard Wright"	3	"잊힌 횃불"	"피해를 3 줍니다. 피해를 6 주는 '이글거리는 횃불'을 내 덱에 섞어 넣습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/91b4ac72bc494a94d34ac73b4b6450cb253d69d72726cfc2336a6efd4a101d4f.png"	""	"내가 그 횃불을 사용했을 때에는 그는 다만 하나의 검은폭탄에 지나지 않았다. 내가 그 횃불을 다시 사용했을 때 그는 나에게로 와서 화염구가 되었다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b6aa52c87b536c5a52e1bcc4800a717910edff4bc01a24c37eed1ef2b7991e3a.jpg"	[2997]
43424	1	"43424-deck-of-wonders"	4	[]	5	1004	4	"Efrem Palacios"	5	"신비의 덱"	"내 덱에 두루마리를 다섯 섞어 넣습니다. 두루마리를 뽑으면, 무작위 주문을 시전합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a8d1538a601ef0b614b4233a47a06f92e6fa3c4a456cc9231eea28ddfddbabf3.png"	""	"\"자, 카드를 한 장 뽑아보세요. 아무거나요. 잠깐! 그, 그걸 뽑으면 안...\" - 이전 주인의 마지막 말"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/80b99a76021bfa0d33766f2243c634aab290e4d978737f65ff5b4b96d1bff4f8.jpg"	[46545]
56394	1	"56394-libram-of-justice"	5	[]	5	1414	1	"Wayne Wu"	5	"정의의 성서"	"1/4 무기를 장착합니다. 모든 적 하수인의 생명력을 1로 바꿉니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a7c0a4ccf7a127b3820dadec54de9a26788b7126204c3bd9820e29645ee368f2.png"	""	"\"아, 어떤 녀석이 나한테 성서를 던졌어! 아주 신성한 성서를.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dd7ddb48772fe97d89fb0520fd31363b54ee1e53e5f5bf8724440a8909777780.png"	[57738]
1368	1	"1368-shadowform"	6	[]	5	4	4	"Alex Horley Orlandelli"	3	"어둠의 형상"	"내 영웅 능력이 '피해를 2 줍니다.'로 바뀝니다. (이미 어둠의 형상이었다면 3)"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0b4b6d1fe4a80de5d230bf0e5687958da4e6f6fb64b1bfd30104f656aa4525c2.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a1857983f789ad2efde7295f2df2ab7f9361cc3711e12bc7254a3b02c71e75d1.png"	"빛을 어둠으로 돌리는 건 쉽지만, 어둠을 빛으로 돌리는 건 어렵다는 걸 보여주는 좋은 예라고 할 수 있죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/79cb36c9dc01ea8a56385cd20c29c9b721619f8c209a4321b19ddead7ee83d19.png"	[1622]
48101	1	"48101-extra-arms"	6	[]	5	1127	3	"Nicola Saviori"	3	"여분 팔"	"하수인에게 +2/+2를 부여합니다. +2/+2를 부여하는 '더 많은 팔!'을 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bf60a77f6d9e5896159ff12f14c4d594add238846d98c83d34fad62bd82dfa22.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1aad5de1850b214506d68e786270a0c1b56cd5f6a4e0c6de2c5637a6052d69c3.png"	"안아 줄 팔이 더 생겼군요!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b18436aa0895184425d1b8a6fa6b31c25466ef235d1df6ad99325e0980409bec.png"	[50657]
145	1	"145-mindgames"	6	[]	5	3	4	"Zoltan & Gabor"	4	"심리 조작"	"상대편의 덱에서 무작위 하수인을 복사하여 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4f5155be634c5e4f6ad75a479eaf033d20acb99b8d11d25de9a99477afd96ba1.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/99db79ef5c551ae9dd0e6a82161521484f96450fc4bbc2b20862d4bf10e0cd03.png"	"인생은 한 방입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/eec92aa97e842d6112ba420a109397543ae3d30caa05fe67e2d28d008abe9f57.png"	[1720]
46307	1	"46307-lesser-diamond-spellstone"	6	[]	5	1004	3	"Tyler West Studio"	7	"하급 다이아몬드 주문석"	"서로 다른 아군 하수인 둘을 부활시킵니다. <i>(주문을 4회 시전하면 강화됩니다.)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/433333b000adcb23a4881c6670a1cc0620ef8987d09e47912a3e2f6c6d228111.png"	""	"희디흰 여덟 번째 다이아몬드 원석 신념 가진 자에게는 소중한 보석 속삭이는 기도는 잃은 자도 살리지만 그 무서운 대가는 아무도 모른다네"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2091becaff6dcc0f7fd54ba8fec81bea4d5f4646714f395ebfadb9247a5cc2c7.jpg"	[46308]
58794	1	"58794-secret-passage"	7	[]	5	1443	4	"Dave Allsop"	1	"비밀 통로"	"내 손에 있는 <b>모든</b> 카드를 내 덱에 있는 카드 5장으로 교체합니다. 다음 턴에 원래 카드로 돌아옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7e302bd882e7ff4ad8221e4e2350d9057a6bba425fd8a28189d3fbc3d8018dad.png"	""	"\"이 길로 몰래 빠져나와 사악하게 주방에서 야식을 만들어 먹곤 했지.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/344dca06c99bd6db70ae4acab931995fc7e1fefd70fc8176e81425a5a3d24af3.png"	[63155]
2587	1	"2587-beneath-the-grounds"	7	[]	5	15	4	"Daren Bader"	3	"땅속의 위협"	"상대편의 덱에 잠복을 셋 섞어 넣습니다. 상대편이 잠복을 뽑으면, 내가 4/4 네루비안을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/783fa8ec6e4b26043ad3981b85d5bec9cf8961a4855ccb4fcd20d0183c71ff6b.png"	""	"이 알 좀 들어주실래요? 절대로 언데드 거미가 들어있거나 하는 일은 없을 겁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/68853eff8dcd5f5bbe6b7883537e3a1e7deaaf3cf3fa66245d297d30250757e4.jpg"	[2847]
54016	1	"54016-shadow-of-death"	7	[]	5	1158	4	"Slawomir Maniak"	4	"죽음의 그림자"	"하수인을 선택합니다. 뽑으면 그 하수인을 복사하여 소환하는 '그림자'를 내 덱에 셋 섞어 넣습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f455ae0bbbf0083e7d34fe8e17c4e61613d8038580bcc1ed7deff3d55ffed2ab.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bc3f2c6bcca0ef26903b2a0a84db90c40f151089ae80161a978d263e186cc286.png"	"새로운 친구를 사귀는 것도 실력이 필요합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d11f8161f2b9b537478b492af9bc1f03eef6da18dec794a3e034288fbe82f1fd.png"	[54017]
46303	1	"46303-unstable-evolution"	8	[]	5	1004	4	"Tooth"	1	"불안정한 진화"	"아군 하수인을 비용이 (1) 높은 하수인으로 변신시킵니다. 이번 턴에 반복할 수 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9e72c17b94db5fdd3d2126a257b87d3518ad9b82ac2d716ecc17558e3bb063a8.png"	""	"자신보다 약한 자의 명령은 듣지 않는 법입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1f0fa8405041bfbcf1c0ecc0ca717aa70c6dcc077b1c1a556cb6212a73648bce.jpg"	[45904]
59214	1	"59214-molten-blast"	8	[]	5	1443	3	"Daria Tuzova"	3	"용암 작렬"	"피해를 2 줍니다. 준 피해만큼 1/1 정령을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/89f57872e7d3e2c3bc30a9bf24160c5d90214c15c5f792c5ab466c85e42e9637.png"	""	"기말고사도 끝났는데 이 정도는 불태워야죠!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a04339a6892d5f816a496fde4b68adc75b4e6fb5ea1130a5447f8b39f37b4856.png"	[59699]
