id	collectible	slug	classId	multiClassIds	cardTypeId	cardSetId	rarityId	artistName	attack	manaCost	durability	name	text	image	imageGold	flavorText	cropImage	keywordIds
2756	1	"2756-kings-defender"	10	[]	7	15	3	"Michael Franchina"	3	3	2	"왕의 수호검"	"<b>전투의 함성:</b> 내 전장에 <b>도발</b> 하수인이 있으면, 내구도를 +1 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f7668f0572134b2e8b3cec1af8e8f84afb8f68114dd5489aa449cd46c793eb36.png"	""	"자매품으로 왕의 진격방패가 있습니다. 용도가 바뀐 것 같지만 상관 없겠죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/94b22ae29dd4edae778a5c77b05a2255f94a3f331a7b0eca3d05ca5afedb63fc.jpg"	[1,8]
52617	1	"52617-waggle-pick"	7	[]	7	1130	4	"Jason Kang"	4	4	2	"왜글 곡괭이"	"<b>죽음의 메아리:</b> 무작위 아군 하수인을 내 손으로 다시 가져옵니다. 그 하수인의 비용이 (2) 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/407fb92454bb9f800bee9227870472445485b4eca9ab4dfd0bffee56167051f9.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d29b08a17f20104788d50af915eabb0c5420ac40e948a16d8709954db61c43d2.png"	"너, 내 하수인 못 가져간다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/60daebee5da344703093e1ce238eb30a54ca8576007fb5680a993f389a6db28b.png"	[12]
47594	1	"47594-spectral-cutlass"	7	[]	7	1125	4	"Nutchapol Thitinunthakorn"	2	4	2	"유령의 커틀라스"	"<b>생명력 흡수</b> 내가 다른 직업의 카드를 낼 때마다 내구도를 +1 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8c80ab5cd9954767b1db4b03036abc3206c126920fd19c904306528d02057c48.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/48a9ba4b608a4681bda123b2e8ab940a88fce97ca9ec3fe28f93721a55e1cc1b.png"	"너무나 날카로워서 유령의 토마토 정도는 한 칼에 가를 수 있습니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/95e1f5ce7c398df404c35472ab4463c26b327c6925eadcfc1a4027375163e342.png"	[38]
2720	1	"2720-argent-lance"	5	[]	7	15	3	"Joe Wilson"	2	2	2	"은빛십자군 창"	"<b>전투의 함성:</b> 각 덱의 하수인을 공개해 내 것의 비용이 더 높으면, 내구도를 +1 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d1b0ad55f8c0199c08f52c7f1efee3776480e26ad466145df254173c0199b57a.png"	""	"무늬가 막대사탕처럼 생겼지만 맛보는 건 권하지 않습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5628780ec74904992b72471f8bc20ea3ffbbbed6779345334a6f47c56cdd24dd.jpg"	[8]
50608	1	"50608-headhunters-hatchet"	3	[]	7	1129	1	"Akkapoj T."	2	2	2	"인간사냥꾼의 손도끼"	"<b>전투의 함성:</b> 내 전장에 야수가 있으면, 내구도를 +1 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/52dcfc9d275abfca1cc365b588e389483e4f38c0420ae85f6510b304677ae21e.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7a2294f4f24010380ea383e36b136ac97c6488695de91a4d7c2ef1957bee336e.png"	"줄진이 인간들을 고용할 때 사용하는 도구입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d2659341efcb64bea2cbb811ebbf5353916b97639fe20138f733d46950fc2e75.png"	[8]
90781	1	"90781-jazz-bass"	8	[]	7	1809	3	"Studio Hive "	3	3	2	"재즈 베이스"	"<b>죽음의 메아리:</b> 내 다음 주문의 비용이 ( ) 감소합니다. <i>(장착하고 있을 때 <b>과부하</b>에 걸리면 강화됩니다!)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/690364aaff92be4d3eaf00c8ebcc6017e7da2cf5fd3fafd1bcfb24673ca84e2c.png"	""	"이 베이스를 만들 때 <i>새들은</i> 희생되지 않았습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3cbbf6a1616a49b5b57aaccc15e8d2a630863011335070c055c8c9972f7ef129.png"	[12,14]
90532	1	"90532-glaivetar"	14	[]	7	1809	3	"Studio Hive "	4	4	2	"전투기타"	"<b>죽음의 메아리:</b> 카드를 장 뽑습니다. <i>(장착하고 있을 때 <b>추방자</b> 카드를 내면 강화됩니다.)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/275d1ee8e405a8ff642c7dfa1ed1e05dbc037c299324d975a5c65dbcaff2bab4.png"	""	"날이 서 있는데, 조율이 필요해 보이네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cbb13a9422e2f9e5182bce8b8d6a6e115463bce1e767e81bd91216286bc35edc.png"	[12,86]
50550	1	"50550-likkim"	8	[]	7	1129	3	"Jakub Kasper"	1	2	3	"츄르릅 봉"	"내 마나 수정이 <b>과부하</b>된 동안 공격력을 +2 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/262747d8fe90f74358a9dc9bc9bf2958d70ae9a6e93478ab7770c6e2d7b229ea.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/14bd4776d72463edcf796fcb1a257fb1d5ba8489f336feb130d5641584b2790b.png"	"강아지들이 좋아합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b31f091ed7b17c9cd88aff62cacdc4417126b59d93324d38ba06bb2118455142.png"	[14]
90359	1	"90359-kodohide-drumkit"	10	[]	7	1809	3	"Studio Hive "	3	4	2	"코도가죽 드럼 세트"	"<b>죽음의 메아리:</b> <b>모든</b> 하수인에게 피해를 줍니다. <i>(장착하고 있을 때 방어도를 얻으면 강화됩니다!)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/014b355c3f63b30284679b94c5cfd82635038cb0b4819f8f9015ddc83aff7a26.png"	""	"드루이드 드럼 악단에서 빼돌려진 이 드럼으로 진짜로 훌륭한 음악을 만들고 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/894a74a6e0700b26aba23909d32d80663ffa10e78e3865dceaa5d1ea64d7bf90.png"	[12]
49843	1	"49843-serrated-tooth"	7	[]	7	1129	1	"Grace Liu"	1	1	3	"톱니 이빨"	"<b>죽음의 메아리:</b> 내 하수인들에게 <b>속공</b>을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b646cebeb8eda6b0048d94c962939236e5b5c29b8b6b500894e739a35db00ee9.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d0363419557f31953f1c627e0dbce6b693aa37c2900a26fbbb167f89fb4c2989.png"	"톱니 같은 이빨, 괴상망측한 괴성!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6efd16d6bd43b3323ff80ceae3d25a03311892776771f897358fce80197e9476.png"	[12]
50014	1	"50014-farraki-battleaxe"	5	[]	7	1129	3	"M. Alvares & M. Azevedo"	3	5	3	"파락키 전투도끼"	"<b>압살</b>: 내 손에 있는 하수인에게 +2/+2를 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0c5d06b9c0c0cfee44511f707003857349fcbb40630e7dac0ada13628fd03492.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d67359f3d27a1aea1f5b72146b7389561f2735554a41ec3eb0f07bc441a8d0b1.png"	"뭔가 험악해 보이는 도끼입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/36a1e2885ecbad160b83be198f151538787f1ca7453c9323fe19ab6b39f96a83.png"	[61]
50512	1	"50512-bloodclaw"	5	[]	7	1129	1	"Akkapoj T."	2	1	2	"피발톱"	"<b>전투의 함성:</b> 내 영웅에게 피해를 5 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3e134d7b079cc21fe29dd3372589a9bbb4b701542629378a328b315e70e9bfea.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/829eb7b0e70361ebe4c502c815b20b0176451548d649981751ca5f52708e07d9.png"	"이 무기는... 아야! 아주 섬세하게... 아야! 다뤄야 한다고."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4a4e748cc55a0f6536047727ac0a6d0159f8dda3442b1f5b81a8d64071236f26.png"	[8]
