id	collectible	slug	classId	multiClassIds	cardTypeId	cardSetId	rarityId	artistName	health	attack	manaCost	name	text	image	imageGold	flavorText	cropImage	childIds
2278	1	"2278-dragon-egg"	12	[]	4	14	3	"Jaemin Kim"	2	0	1	"용의 알"	"이 하수인은 피해를 받을 때마다 2/1 새끼용을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d4716e589a5df9b40da972e57cf76c9a81888b213d70ddf256e0e22d47cea35d.png"	""	"이래서 리로이처럼 알을 건드리면 안 되는 겁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4c5d4599327c7f2c83aa54290703b0be71377bdcb18139ebfdebfa49f421ae25.jpg"	[2436]
56047	1	"56047-zayle-shadow-cloak"	12	[]	4	1130	5	"James Ryman"	2	3	2	"자일, 그림자 망토"	"자일의 잔.악.무.도.한 덱으로 게임을 시작합니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b0351a20c948b9e4c92b24cf43f4b986b7bf312f0cacf4aee1616e13bf296446.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d02dad03c1ca9732e64fbfaa141c41b1ca65e8e97b3a97d56e0993d576b2b8ab.png"	"나쁜 건 좋은 겁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a71b158bcf048acbf0aefa32f0167ce03f0639ac7421fd87f508b9db6bad20b6.png"	[56963]
58947	1	"58947-transfer-student"	12	[]	4	1443	4	"Ivan Fomin"	2	2	2	"편입생"	"이 하수인은 게임판에 따라 능력이 정해집니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/27c6616828717823c51ba3af1e8cf2877ee59bcdebd456635bd1f6d7c6c7e277.png"	""	"Take me to 달라란, 오그리마, 스톰윈드 아름다운 아제로스에 빠져서 나"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7ed9b5baa7683acb1cc27947135a9e63f867e5078c290465a24014244ae4b03b.png"	[60566,60567,60568,60569,60570,60572,60573,60574,60575,60576,60577,60578,60580,60581,60583,60584,60585,60587,60588,60589,60590,60591,60594,62093,62094]
926	1	"926-imp-master"	12	[]	4	3	3	"Mark Gibbons"	5	1	3	"임프 소환사"	"내 턴이 끝날 때, 피해를 1 받고 1/1 임프를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6e3f027de8499eb516b457314c96bdba119ff5d888a8d11d6d9152205108ca85.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6c222c988795c2b577dc52e60355c6eb08440fbc6515c097285a38c898a28ac0.png"	"\"임프들이 자꾸 깨물지만 않는다면, 아마 이 일이 훨씬 더 즐거울 거야.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9e3c4ddc7a4f4edec3c12745842c45911ebf983066a0b4b156b72d1226b7d304.png"	[76]
57181	1	"57181-blistering-rot"	12	[]	4	1414	3	"Jakub Kasper"	2	1	3	"기포나는 부패물"	"내 턴이 끝날 때, 이 하수인과 능력치가 같은 부패물을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ff976e6d84ca857d6c9bcea9e722d5702cb4adc2d1f0858fab2cc434f955f9b3.png"	""	"따가운 햇볕으로부터 피부를 보호하고 싶으신가요? 지금 바로 '지옥 젤'을 만나보세요!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5a72fbcc0e9cb56b66d5776722c19be0e977828f8d18811bd0d8fde80b83628e.png"	[59650]
1029	1	"1029-violet-teacher"	12	[]	4	3	3	"James Ryman"	5	3	4	"보랏빛 여교사"	"내가 주문을 시전할 때마다 1/1 보랏빛 수습생을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/75dd71d9479a4bcc5792ae35e6a3d58bdf6090959a0977be297be82eff6d3b4d.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/710715ab4eb01c9a9658d8af21cbd9af9bed14cab813977650d9cc8a70cb4b81.png"	"수업에 집중하지 않으면 당신을 돼지로 만들어 버릴지도 모릅니다. 그리고 당신의 이름이 칠판에 적히겠죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d13e5c2ab27fce06d208c6953583bb9331b3e3570155abe5b9bfd0a8831533a8.png"	[378]
50477	1	"50477-whizbang-the-wonderful"	12	[]	4	1127	5	"Matt Dixon"	5	4	4	"위대한 위즈뱅 님"	"위즈뱅 님의 위대한 덱으로 게임을 시작합니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e1c27fc1556bc30e650c6cad2df6c6ffd9a97b50ffea0fb6245c48e8f05e38a2.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/addaed068119e6a7d1eb1ec2a07329796f56dc929cfdd91ce2dcbd7240e5982d.png"	"위대한 서부 몰락지대 유랑단 소속입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/363ddb6b8dd095c74b4782d381e034beb2b2001515e994c99459ef03a6bcdab2.png"	[51391]
45307	1	"45307-necrotic-geist"	12	[]	4	1001	1	"Ian Ameling"	3	5	6	"괴저 외눈깨비"	"내 다른 하수인이 죽을 때마다 2/2 구울을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/06c0019eda14205aa318fd1adcfbc0feb7e6c9e6b93d3a1c25f0ef5ed63e6dd3.png"	""	"눈에는 눈, 구울에는 구울."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b81bd519fee6417d29ef464449f019327afd5c7ecb13535bbfc2fab0a629e089.jpg"	[45305]
55470	1	"55470-shuma"	12	[]	4	1347	5	"Hideaki Takamura"	7	1	7	"슈마"	"내 턴이 끝날 때, 내 전장을 1/1 촉수로 가득 채웁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5eb53473c108a8eec3d606680165a73d0f1dcee914752429c4f78a9267f6c75e.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/357fddd3d4c7777d3fe04c33ec9c46c6933487f39c25c0d4d0675d3b4af26a1b.png"	"오닉시아를 무한으로 즐겨요!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f41c745cd01c996db8eed1519113e880f89d720e096cfa0a568960b3836f8996.png"	[55471]
38567	1	"38567-blood-of-the-ancient-one"	12	[]	4	21	4	"A. J. Nazzaro"	9	9	9	"고대의 존재의 피"	"내 턴이 끝날 때 내 전장에 이 하수인이 둘 있으면, 고대의 존재로 융합시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f720db27411826bb2403eba33ecc9de6aa3e2b326c7903e9261ea5408d817a59.png"	""	"고대의 존재의 피 두 컵이랑 레몬 쥬스 한 컵, 그리고 설탕을 약간 넣어서 저어주면 세계의 종말이 도래합니다. 참 쉽죠?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3e273bd850256a183ca2909195de9fb4bf639958fee0c360ab02ee46e243aded.jpg"	[38566]
