id	collectible	slug	classId	multiClassIds	cardTypeId	cardSetId	rarityId	artistName	attack	manaCost	durability	name	text	image	imageGold	flavorText	cropImage	keywordIds
2027	1	"2027-coghammer"	5	[]	7	13	4	"Dany Orizio"	2	3	3	"톱니망치"	"<b>전투의 함성:</b> 무작위 아군 하수인에게 <b>천상의&nbsp;보호막</b>과 <b>도발</b>을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f20fb9eaacad16fd616d0ab59159b6d2f6d3e6d1cfb08fc418a2251afe62506d.png"	""	"기계에서 대충 뽑은 톱니에다 룬 좀 새기고 손잡이를 달았는데 위대한 신의 힘이 깃든 무기라니?!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d15a65a80d50ff515b83c6b3e098443b3a62943b515d8602a88cb9a38a6a1d44.jpg"	[1,3,8]
38745	1	"38745-rallying-blade"	5	[]	7	21	3	"Jeremy Cranford"	3	3	2	"집결의 검"	"<b>전투의 함성:</b> 내 <b>천상의 보호막</b> 하수인들에게 +1/+1을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f7bf7c425954ef8a3a7f1b4bbb13080e286885011e692c9fa2710e66dcaee33e.png"	""	"\"천상의 보호막이 있는 하수인들이여, 집결하라!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6132b056db44e01c99235b5382908480179504507d30c364f2000d331af5e824.jpg"	[3,8]
42735	1	"42735-lights-sorrow"	5	[]	7	1001	4	"Ben Thompson"	1	4	4	"빛의 슬픔"	"아군 하수인이 <b>천상의&nbsp;보호막</b>을 잃은 후에, 공격력을 +1 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/921860e2aaf89774bd53d8ae3227d96374e7ae49c3fc7b49a22472f68712a266.png"	""	"슬픔이 남긴 상처인지, 상처가 남긴 슬픔인지 알 수가 없습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f1330826276e07e6ffb08c83a1bd8b33d849b9eb6f78aec219a97e71239549b3.jpg"	[3]
50014	1	"50014-farraki-battleaxe"	5	[]	7	1129	3	"M. Alvares & M. Azevedo"	3	5	3	"파락키 전투도끼"	"<b>압살</b>: 내 손에 있는 하수인에게 +2/+2를 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8232462109b2998c61d540e43e80e18e570964c232c7e4fcdcefdef6d469d07e.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d67359f3d27a1aea1f5b72146b7389561f2735554a41ec3eb0f07bc441a8d0b1.png"	"뭔가 험악해 보이는 도끼입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/36a1e2885ecbad160b83be198f151538787f1ca7453c9323fe19ab6b39f96a83.png"	[61]
49843	1	"49843-serrated-tooth"	7	[]	7	1129	1	"Grace Liu"	1	1	3	"톱니 이빨"	"<b>죽음의 메아리:</b> 내 하수인들에게 <b>속공</b>을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4e357586a2ac62ce8aeabeb5e93d0448eede9100860d1dd282e30f7a9952a310.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d0363419557f31953f1c627e0dbce6b693aa37c2900a26fbbb167f89fb4c2989.png"	"톱니 같은 이빨, 괴상망측한 괴성!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6efd16d6bd43b3323ff80ceae3d25a03311892776771f897358fce80197e9476.png"	[12]
391	1	"391-perditions-blade"	7	[]	7	3	3	"Daren Bader"	2	3	2	"전멸의 비수"	"<b>전투의 함성:</b> 피해를 1 줍니다. <b>연계:</b> 대신 피해를 2 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6b473bbb43ebefbf4f559188709e2644e50473b847ff0d67d55d2a6d203c2b15.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/14bc13f5ccbd1181b1bd6cec2e770a7f7e1ac7b797c352d6f9c910c7ae4ae7d5.png"	"설퍼라스가 수리 중이면 라그나로스가 이걸 꺼내든다고 합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c72fbccbf54f8e5830f7cc6c5d109eb7ea3bfc1267de1963808995afd16fa3a8.png"	[8,13]
45338	1	"45338-shadowblade"	7	[]	7	1001	3	"Matthew O'Connor"	3	3	2	"그림자칼날"	"<b>전투의 함성:</b> 이번 턴에 내 영웅이 <b>면역</b> 상태가 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8707f06ba1aea22538f6ab7142d3a7699d8967f63cd8a81a5ae9974fe9e9ada3.png"	""	"이제서야 마침내 등 뒤를 노리나 보네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dfea6292018d5e0855d2562fb7bac0a985aab17787884208989680f839bdd1ce.jpg"	[8,17]
48478	1	"48478-necrium-blade"	7	[]	7	1127	3	"Vlad Botos"	3	3	2	"네크리움 단검"	"<b>죽음의 메아리:</b> 무작위 아군 하수인의 <b>죽음의&nbsp;메아리</b> 능력을 발동시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6015dde373f7e915ffbe61b64621c88a7ae842ac807952fb1a994426556047ca.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d9779e153e18890cbf32a68950e0e1270a9ad14ff941e4772581a44292576c46.png"	"죽음의 힘을 손에 거머쥐어 보세요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a0c92ddb3119b8ddfa042046af30afdf07c2a6a55baa517254a0e6d34a7050f9.png"	[12]
54015	1	"54015-hooked-scimitar"	7	[]	7	1158	1	"Grace Liu"	2	3	2	"곡도"	"<b>연계:</b> 공격력을 +2 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e91b4d0eb532d658f22da8c6d64ded6d0ff79ac93e1438185f6068ba8b0ce74f.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7be7ffe12fce981e4eae73b032f82e6e8421cb5c155d3bfc156222f463569e18.png"	"오, 곡선미!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/439f93a0ce0bf57f11b9d9e1e0b1178fc300424b74e70f2c12db28e37bde1908.png"	[13]
47594	1	"47594-spectral-cutlass"	7	[]	7	1125	4	"Nutchapol Thitinunthakorn"	2	4	2	"유령의 커틀라스"	"<b>생명력 흡수</b> 내가 다른 직업의 카드를 낼 때마다 내구도를 +1 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/85afc03594f78b12820d001354b601e5c6ffdb09f9c67a2842359e0b8886b9e3.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/48a9ba4b608a4681bda123b2e8ab940a88fce97ca9ec3fe28f93721a55e1cc1b.png"	"너무나 날카로워서 유령의 토마토 정도는 한 칼에 가를 수 있습니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/60af99cbd1a81a3883a4412ac140321f9dfc148e301a25d6048bcf0b16aecd63.png"	[38]
52617	1	"52617-waggle-pick"	7	[]	7	1130	4	"Jason Kang"	4	4	2	"왜글 곡괭이"	"<b>죽음의 메아리:</b> 무작위 아군 하수인을 내 손으로 다시 가져옵니다. 그 하수인의 비용이 (2) 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a9cd550c35fdcfe522201f38b9cdba64d07e800180a2fba7d62746a2c333c6d7.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d29b08a17f20104788d50af915eabb0c5420ac40e948a16d8709954db61c43d2.png"	"너, 내 하수인 못 가져간다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/60daebee5da344703093e1ce238eb30a54ca8576007fb5680a993f389a6db28b.png"	[12]
960	1	"960-stormforged-axe"	8	[]	7	3	1	"Nate Bowden"	2	2	3	"폭풍으로 벼려낸 도끼"	"<b>과부하:</b> (1)"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/254951607d6a169fea631d2e43774a01726c3d06d6effef95dcb5811f053e939.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/10454464266a6bba08c3964d311d975992704e50a7f64773f22ef3d511e00512.png"	"폭풍에 맞은 듯한 충격을 대뇌의 전두엽까지 전해드립니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/704c42b7c095853c02019be7ea9bf9a9019e7e4cee091f3ef755b01be036da78.png"	[14]
39694	1	"39694-spirit-claws"	8	[]	7	23	1	"Ralph Horsley"	1	2	3	"영혼 발톱"	"내 <b>주문 공격력</b>이 증가한 상태면 공격력을 +2 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3d0eb59496626e09e866b8dac5e91bdb3cacb6c33fd2857140de56bddd321f16.png"	""	"영혼 엄지 손가락은 어디있는 거죠? 이러면 '좋아요'를 누를 수 없잖습니까!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c8d395cd5d3764ce1f308397da6bc3bd733f0afe32188b1e50cbe3ad88c07a88.jpg"	[2]
40529	1	"40529-jade-claws"	8	[]	7	25	3	"A. J. Nazzaro"	2	2	2	"비취 발톱"	"<b>전투의 함성:</b> <b>비취 골렘</b>을 소환합니다. <b>과부하:</b> (1)"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/de40dd4ee7570c4031c7c0acff74d16255b1a0c61ade80736c3b6a8eb4832cc0.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9340d4cf9636a41498717d29ea1bd8820a8d975009967752c3a25d182be8ea86.png"	"손톱을 손질하기 귀찮을 때 유용합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/048bf25b55bc5c8436875685cb28ee443602f96c89c46a79c5bba7481c2d20fa.png"	[8,14,26]
50550	1	"50550-likkim"	8	[]	7	1129	3	"Jakub Kasper"	1	2	3	"츄르릅 봉"	"내 마나 수정이 <b>과부하</b>된 동안 공격력을 +2 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3e63206e7d76a9bf933fcbaaaa50ed1d7bcfb2906ad3b9ce39b907d0791251ed.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/14bd4776d72463edcf796fcb1a257fb1d5ba8489f336feb130d5641584b2790b.png"	"강아지들이 좋아합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cd18774e05c6d9c4b2f2bc3a8ec458598c1be21800eab7c9b7468a6b589f2015.png"	[14]
58790	1	"58790-rune-dagger"	8	[]	7	1443	1	"Kagi"	1	2	3	"룬 단검"	"내 영웅이 공격한 후에, 이번 턴 동안 <b>주문&nbsp;공격력&nbsp;+1</b>을 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2ca879b4b1d80a11eac582bc2823e1b8b37e6684c9ff2cd3c5ac694565aec06c.png"	""	"단검에 찔리면 주문에 더 취약해진다는 사실을 알고 계셨나요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d715c6b158305f75f7e370a70fa49acdc8c53b3182b9313c6a495b3b3a726866.png"	[2]
2004	1	"2004-powermace"	8	[]	7	13	3	"Zoltan & Gabor"	3	3	2	"강화 철퇴"	"<b>죽음의 메아리:</b> 무작위 아군 기계에게 +2/+2를 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7de399ffadc2812ac49df0eea1b539720a9dc459ae9156e1cd5e8b70253566b0.png"	""	"과연 주술사들이 정령을 부리는 걸까요? 사실 주술사들은 정령에게 손이 발이 되도록 빌고 정령들은 \"뭐, 까짓것 도와줄까?\"하는 입장이랍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/798370ea307a87127f1e0b2b55aeca43625f03a2a2dae14ba9112d5b087b89fb.jpg"	[12]
42808	1	"42808-ice-breaker"	8	[]	7	1001	3	"Konstantin Turovec"	1	3	3	"얼음 파괴자"	"이 무기에 피해를 받은 <b>빙결</b> 상태인 하수인을 무조건 처치합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9bf87eeb20616a1d88bf7130804efe0a447abaa5683efa1c7fed0d70843d0a42.png"	""	"지구 온난화를 막기 위해 빙하는 파괴하지 않습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/98b22b04a45ccabdc7d053813d76003c3fbdacdffb4fb04306af7f3ced59b32b.jpg"	[10]
53661	1	"53661-splitting-axe"	8	[]	7	1158	4	"Malcolm Davis"	3	4	2	"갈라지는 도끼"	"<b>전투의 함성:</b> 내 토템들을 복사하여 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5a9b63095334e6c86395d3fd9472560d053868060f7776c2902c29f6b8e7169e.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5c8577b9bc9e92b40003784ee7ba64d258630f0ca6c7ff6dba778504bd542b1c.png"	"이 도끼에는 고대 주술사들이 외던 단 한 마디의 주문이 깃들어 있습니다. \"복붙.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/659f3a3b6a6563f299117ad5086e928ef2e9c6b289a966774a4e9f27d4067304.png"	[8]
352	1	"352-doomhammer"	8	[]	7	3	4	"John Polidora"	2	5	8	"둠해머"	"<b>질풍</b> <b>과부하:</b> (2)"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bd94f710a25723b7d59043f9700ed2e6c1d445ce7d7e1254c5f05b7950ffdae2.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a06b55a7515ce7bc7dcd493e619db04be4d7f336a55ea55fffa101ae9db1d416.png"	"오그림 둠해머는 자신의 전설적인 무기를 스랄에게 주었습니다. 무기와 그의 이름이 같은 건... 그저 우연입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4f8cfb18cd5fdd4dbc8ba6ea522204bfc14be24174f2c999f124c30a0b2a3513.png"	[11,14]
46305	1	"46305-the-runespear"	8	[]	7	1004	5	"Jakub Kasper"	3	8	3	"룬의 창"	"내 영웅이 공격한 후에, 주문을 <b>발견</b>하여 무작위 대상에게 시전합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/427008f0643d268a6dee3b2e85e12c5627e99f0fb6beec802d4c56f6d2138c43.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2c8c08746234f9087332777d119065189683e5966b6a93b29163dab6c72cf5e1.png"	"\"어떤 방패도 뚫는 창\"이라며 물건을 넘긴 타우렌 대장장이는 \"어떤 창도 막아내는 룬의 방패\"도 팔고 있었습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4ba0a7d378dda4dff7c43d0c39eeddd1fd5018c9c8c1d2a3278f5e35a6f3d982.jpg"	[21]
47511	1	"47511-woodcutters-axe"	10	[]	7	1125	1	"Izzy Hoover"	2	2	2	"나무꾼의 도끼"	"<b>죽음의 메아리:</b> 무작위 아군 <b>속공</b> 하수인에게 +2/+1을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f89aed5ed338d385e344af72ad8c3158bc8691eb297204fc8758dc405bbd2194.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/67c130f462052911e975465bc3c590879b411984aed56e154783ca93f70bb09e.png"	"잠깐... 저거 혹시 한자인가요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3f2ce5d1ef5a96c53b60601f163a8bc8ea5e330ca58981a82a280b5211dad28b.png"	[12,53]
55002	1	"55002-ritual-chopper"	10	[]	7	1347	3	"Lloyd Hoshide"	1	2	2	"의식용 넓적날도끼"	"<b>전투의 함성:</b> 갈라크론드의 강림을 <b>기원</b>합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/56bcfc7591c0af9471c023e8a6b955c8eb8c9a84cdd5d7129c5dc870d0a58316.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d21d0b721bda23929da0f777237c23370f119496a91eafc2a344156eafb6f599.png"	"갈라크론드에게 먹일 고기를 자르는 용도라는군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/819f062af0f47e0458925611d506e5b0cbcdcabb9797f2a6170a3c76bef9598e.png"	[8,79]
2756	1	"2756-kings-defender"	10	[]	7	15	3	"Michael Franchina"	3	3	2	"왕의 수호검"	"<b>전투의 함성:</b> 내 전장에 <b>도발</b> 하수인이 있으면, 내구도를 +1 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/73da4e2c938da382d11b0e7edb3b411f3b84d011dfdb550a3c2d7fd196ec021f.png"	""	"자매품으로 왕의 진격방패가 있습니다. 용도가 바뀐 것 같지만 상관 없겠죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/94b22ae29dd4edae778a5c77b05a2255f94a3f331a7b0eca3d05ca5afedb63fc.jpg"	[1,8]
1805	1	"1805-deaths-bite"	10	[]	7	12	1	"Jim Nelson"	4	4	2	"죽음의 이빨"	"<b>죽음의 메아리:</b> <b>모든</b> 하수인에게 피해를 1 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dc8b33c07bf58fdfb6419e4085a36b4bfe9fdec6ac7154fb821939c9dc01effe.png"	""	"이를 닦을 때는 반드시 혀도 닦으세요!!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/35db7b0fdc18f0345f8956989c0df6eac14d82f54df2099b0cee84ff97266783.jpg"	[12]
42700	1	"42700-blood-razor"	10	[]	7	1001	1	"Joe Wilson"	2	4	2	"피의 칼날"	"<b>전투의 함성과 죽음의 메아리:</b> <b>모든</b> 하수인에게 피해를 1 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ebc7f32bf79377f8d7865bd45f4f9986c3d043638376bc0ec02e2540c394d415.png"	""	"아주 날카롭습니다. 주의: 지나치게 날카로울 수 있음."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/887586fba3515f2f82cf07ace88429672e72ad11acbd6280fa80ee88ee27d4ad.jpg"	[8,12]
58979	1	"58979-reapers-scythe"	10	[]	7	1443	3	"Kagi"	4	4	2	"사신의 낫"	"<b>주문폭주</b>: 이번 턴에 내 영웅이 공격하는 대상 양옆의 하수인들에게도 피해를 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b601ae18495c59815c8be91f6dd76027c309cf0131aeb41ee7e170f7bd6f551d.png"	""	"죽어. 죽어. 죽어."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/44374afd8b6c85d4d8c09c34c8519fdc3a1f179067a33cfcd3b27b2ef3a183e0.png"	[88]
38279	1	"38279-tentacles-for-arms"	10	[]	7	21	4	"Alex Konstad"	2	5	2	"뻗어나온 촉수"	"<b>죽음의 메아리:</b> 이 무기를 내 손으로 다시 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cdb8e6bf63c296b3e7f13d4388aa0acc6cc98c688ec816454a1c2110e1e54ce2.png"	""	"네, 맞습니다. 가로쉬가 방금 촉수로 당신을 후려친 겁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f053cedf5675f6b020cae92ffcb2d0ef9d1a176933b36bc7b7bb8f85755a4aa6.jpg"	[12]
50056	1	"50056-sulthraze"	10	[]	7	1129	4	"Jason Kang"	4	6	4	"술트라제"	"<b>압살:</b> 다시 공격할 수 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3bb4f4e244dbbafc6981e64eaaed9b29ca9be24375a74c882c6058493906d7e2.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/837f5c250b0a004b80a82853fd22502a7ced12fd558142656b38e522f5864b4f.png"	"\"그립타가 자신 있게 추천하는 무기, 술트라제입니다! 한 번 휘두르면 4의 피해를, 두 번 휘두르면 8의 피해를 주는 무기입니다! 여러분이 싸우는 방식을 술트라제로 바꿔보세요!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6f6c318c455e25235771bbe625788f21f071089568f34345ff43143e2e41a4ea.png"	[61]
46077	1	"46077-woecleaver"	10	[]	7	1004	5	"Matthew O'Connor"	3	8	3	"비통의 가로날도끼"	"내 영웅이 공격한 후에 하수인을 <b>소집</b>합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6d1bf9bf473e3c0c922fb8f35fc8c0bb4de69ce3f8750ca4a227b50bcec07f5a.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ec7eb7fa9b5fe395933c822ff33ed9755ba79832572de7e7dec9c698fec2316b.png"	"인상 쓰고 도끼를 맞으면 인상 쓴 얼굴이 둘!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/28816cc64922f59e0d1cb8bfb75a065b47f8b66b315e4807a9d243c1e0130635.jpg"	[39]
