id	collectible	slug	classId	multiClassIds	cardTypeId	cardSetId	rarityId	artistName	manaCost	name	text	image	imageGold	flavorText	cropImage	copyOfCardId
68310	1	"68310-moonfire"	2	[]	5	1646	2	"Richard Wright"	0	"달빛섬광"	"피해를 1 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bee0ed8204cad39ef5fb047dbda97ea40216b37c4ad066e2e9f5a78445a01327.png"	""	"\"달빛섬광을 쓰세요. 계속 쓰세요.\" - 조화 드루이드가 되는 법, 제5장, 3절"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/993b0126c310b46a40da2898f9d54cc35e44f60d98e4fb2a6914eccd1d26d452.png"	467
68334	1	"68334-rockbiter-weapon"	8	[]	5	1646	2	"Alex Horley Orlandelli"	1	"대지의 무기"	"이번 턴에 아군 캐릭터에게 공격력을 +3 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/239a8124501e33a6ba610a6c575ed8e3f0d9145b689a416b261ff643a4b964ea.png"	""	"아아... 크고 아름답네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2b62bcebf63ca087974ae7c9e1521c6ba355541ba6d66f8fae4aea88895ec139.png"	239
102607	1	"102607-burgle"	7	[]	5	1898	3	"Matt Dixon"	3	"도둑질"	"<i>상대편 직업</i>의 무작위 카드 3장을 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6ecc7fe2d18f7262ac08f1425a6b8084bb34037ec32128d84a5b89e47bfbade9.png"	""	"슬쩍!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6b648590a6be47b079963387ef0609fa9b95c8206cc05274526bc6e897b539b4.png"	2770
68458	1	"68458-shiv"	7	[]	5	1646	2	"Alex Garner"	2	"독칼"	"피해를 1 줍니다. 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/70d79721606d9d3818880559b9fee824775df6089c88d35906cfbe7585d84d4c.png"	""	"알라깔라<b>독칼</b>라미<b>독칼</b>라미띠!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/04732a5e4bfc16190ca7bf5556f5fe049fea3ec31d813dce3817dc9aa6c7c38a.png"	573
69918	1	"69918-twisting-nether"	9	[]	5	1646	4	"Dave Allsop"	8	"뒤틀린 황천"	"<b>모든</b> 하수인을 처치합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ac3943aa09313d559eb8083850ac3a9b41937687c77478dbf72bcee561009e38.png"	""	"뒤틀린 황천은 마법과 환상, 죽은 하수인들로 가득한 형태 없는 공간입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/16826fa2cfe5c2a3fed6fb6c2ddf98a51ae9745d134de02bbbcf36d92b3256a5.png"	859
68376	1	"68376-execute"	10	[]	5	1646	2	"Dany Orizio"	1	"마무리 일격"	"피해를 받은 적 하수인을 처치합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/291e99ad9b4336ff36cf7151a95c0745c4b9251fada4cc02f09ecd376c0cb1e1.png"	""	"마무리 일격이 가능해지면 전사들은 눈에 핏발을 세운다죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/223ea7ee4697750e151685d72fe127f6d163fd33c5716183ff4dca1f56eb27fe.png"	785
69864	1	"69864-preparation"	7	[]	5	1646	4	"Clint Langley"	0	"마음가짐"	"이번 턴에 내가 시전하는 다음 주문의 비용이 (3) 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c79d3467c586dc7ca8e8232b49a848ab1691444865ba5a853e046ada60084cf9.png"	""	"\"항상 대비하라.\" - 도적 격언"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/aab64a817b086f718c7374bc493a22356304eb6ad6af2e2ca5d80d624e32efdb.png"	1158
68303	1	"68303-mind-vision"	6	[]	5	1646	2	"Michael Komarck"	1	"마음의 눈"	"상대편 손에 있는 카드를 무작위로 복사하여 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9d3207bfa28424b5554d200c87a8b69b8dfdb1063019b153f461e6ab1f592405.png"	""	"손이 눈보다 빠를 필요가 없습니다. 이 카드만 있으면요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c57e84a07d5695c32b47378aaa4603268f53ba624ecb9b22cdde9b605be91f67.png"	1099
68349	1	"68349-deadly-poison"	7	[]	5	1646	2	"Trevor Jacobs"	1	"맹독"	"내 무기에 공격력을 +2 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/895e7523fcbb0271bd0af676a071938ac37c5375151f898983867c9428e9cb18.png"	""	"도적들의 독 제조술은 극비 사항입니다. 마법사들이 주문에 사용 못 하게 하기 위해서죠. 맹독 화살? 맹독의 비? 맹독 정령? 생각만 해도 끔찍하군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ad339b408ae19096986367d6bbf00aa0ddc0dd52ae8162c88693bcb11aa00723.png"	459
69982	1	"69982-bite"	2	[]	5	1646	3	"MAR Studio"	4	"물기"	"방어도를 +4 얻고, 이번 턴에 내 영웅이 공격력을 +4 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7ced6014e28d7461d63dfa72b34b4a4691c7dedc3add53e2a2eb98450328682b.png"	""	"꼭꼭 씹어드세요!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f40299dc51aa384fa06992e074ff582ca3b7128ec9ed1dfe64580148049b8be1.png"	577
105901	1	"105901-smugglers-crate"	3	[]	5	1898	1	"Grace Liu"	0	"밀수업자의 상자"	"내 손에 있는 무작위 야수에게 +2/+2를 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2fe12666d8bcb9817365f47f989ab868f9a7262509881b3e352683b4b4cbe26d.png"	""	"이게 정말로 가젯잔 동물원으로 가는 상자들이라고요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dc2fed97c4e8c17042f3187207a23c6ae348c10359d4ac9a1c055a4b578a2ce0.png"	40679
69955	1	"69955-shield-slam"	10	[]	5	1646	4	"Raymond Swanland"	1	"방패 밀쳐내기"	"내 방어도만큼 하수인에게 피해를 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e9eeaba7475526dfbcc4e470465a3454369a0a30a15fae586860d1a7a42b94ef.png"	""	"\"좋은 무기란 무엇일까? 날카롭지만 상대가 예상할 수 있는 것? 아니면 무디지만 상대가 예상치 못하는 것?\" - 전사의 정석, 제9 장"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/58e2fc20a0397ed9672cf530918155508cef46e0ad885b694fc59606271cab07.png"	546
68479	1	"68479-shield-block"	10	[]	5	1646	2	"Michael Komarck"	3	"방패 올리기"	"방어도를 +5 얻습니다. 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ab279ad784ba7fd69e85209607e674f8100d47d57f300b0f570a822bfe479e73.png"	""	"얼굴 올리기는 도무지 쓸모가 없어서 방패 올리기가 탄생했습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/43a9c9e698e6840df4b8a441bb8ad2b1db004a105b5ef94ef7429ac516cead5b.png"	1023
69854	1	"69854-betrayal"	7	[]	5	1646	1	"Lucas Graciano"	2	"배신"	"적 하수인이 자신의 공격력만큼 양옆의 하수인들을 공격하게 만듭니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d96ecc4d60bcf194f2ac5aa8426a2632146b5a86418675f6435c013097b9ddf6.png"	""	"배신을 시키려면 그에 상응하는 값을 치러야 합니다. 예를 들어 노움을 배신시키려면 동물 인형과 약간의 초콜릿이 필요하죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/62138173b222b4710c131e2403b50718ad3fa153d03714a2c64591a575a813d8.png"	282
70076	1	"70076-starfall"	2	[]	5	1646	3	"Richard Wright"	5	"별똥별"	"<b>선택 -</b> 하수인에게 피해를 5 줍니다. 또는 모든 적 하수인에게 피해를 2 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/987f1a7a0a552e6e3d093e2969e637ceb6490e0af5e5012fff213228e00691ee.png"	""	"하늘이 무너지는 거냐고요? 네, 네, 그렇다고 해 둡시다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/23ec0250a66977e732d47f544e824b3327ff5eee5c9ff1d2ebb6341974f495b8.png"	86
68446	1	"68446-starfire"	2	[]	5	1646	2	"Alex Horley Orlandelli"	6	"별빛섬광"	"피해를 5 줍니다. 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f7fbdc41382bcf5b3721efc50a7122119f1b55024565e844aefa5541bdbab8bb.png"	""	"단언컨대 별빛섬광은 가장 조화로운 드루이드 카드입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3011f258bf00c84aa4b31b149c9a2da362127e829ec6c6b0dcd61e7301d5210f.png"	823
68344	1	"68344-corruption"	9	[]	5	1646	2	"Wayne Reynolds"	1	"부패"	"적 하수인을 선택합니다. 내 턴이 시작될 때, 그 하수인을 처치합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6376540bfd0b371eec31e49a23e514923c9dcf7346d40298cc7a349352da115c.png"	""	"이 주문이 무서운 진짜 이유는 냄새 때문이라는 말이 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cbdb16bf3a03d81923f6151e1fc1dc9b1b0e04deddd9c3e20975b92f50fa0c6a.png"	982
68327	1	"68327-flamestrike"	4	[]	5	1646	2	"Romain De Santi"	7	"불기둥"	"모든 적 하수인에게 피해를 4 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6903da384e33fae9c1271410b4934a215856db5c31a8dd6c1f92d53f2e7166d9.png"	""	"바닥에 불이 붙었을 땐, 멈춰서서 엎드리고 굴러서는 <i>절대</i> 안 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/beffe5e9b379d50dd7aa366c824f4fc65ad6250a3f1e7886882c0a4d22b9071b.png"	1004
69905	1	"69905-pyroblast"	4	[]	5	1646	4	"Luca Zontini"	10	"불덩이 작렬"	"피해를 10 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e3ce074f178ae6ae30f7d692cdaacf80061f398591cd3f66221c453a525d2d32.png"	""	"이 카드를 뽑으면 잠시 시간을 내어 한 번 사악하게 웃어주십시오."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5bbc995adcc391d41c65f6abdd36a5d6683cc55baf738e05c9d2afa8a21b95db.png"	1087
68357	1	"68357-hunters-mark"	3	[]	5	1646	2	"Jimmy Lo"	0	"사냥꾼의 징표"	"하수인의 생명력을 1로 바꿉니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/462545d64cb4ab17ebc8d7d0cc2792c43964808006e22d02eb1f1cac9a319c44.png"	""	"절대 사냥꾼과 숨바꼭질하지 마십시오."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/93a7f74e21b7f95f1040bd1d1b31c28ab2b38e2fe8f20f20b0e727756dd59478.png"	141
68351	1	"68351-sinister-strike"	7	[]	5	1646	2	"Frank Cho"	1	"사악한 일격"	"적 영웅에게 피해를 3 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0b3edcd9c91670278e4331fcfefafb43a3416cbc2a4a887ab0557f4d6611bd9d.png"	""	"그렇게나 기력이 많이 들던 기술이 마나는 고작 이것밖에 안 드는군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/03fc4cd13e4978ae2b146a0ac019727c16d905f9f598864957fc473d4abd8640.png"	710
68472	1	"68472-kill-command"	3	[]	5	1646	2	"Gabe from Penny Arcade"	3	"살상 명령"	"피해를 3 줍니다. 내 전장에 야수가 있으면, 피해를 5 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c3d199811fc5a7fd8c213a0418a22103dd12dd470395ea02ff4fc6d76db13df3.png"	""	"야수 없이 명령만으로도 피해를 줄 수 있다니!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/190b9fe2715ff354ff5663ace4a8ee5d0f7c3872ff51352aeb98db600c0d5039.png"	296
69929	1	"69929-thoughtsteal"	6	[]	5	1646	1	"Alex Garner"	3	"생각 훔치기"	"상대편의 덱에서 카드를 2장 복사하여 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c91bc97b8e4e3977321af5d81bfb109d6d0af676ff3fd39ec5f1cfbd15d576c0.png"	""	"\"오크에게 생각 훔치기를 쓰면 뭘 얻는지 알아? 돌.덩.어.리!\" - 타우렌 농담"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/67750de8882bc3dd5d86fc0b06453bf56716943fb3f27742c4b0239d2153dfdb.png"	30
68342	1	"68342-drain-life"	9	[]	5	1646	2	"Alex Horley Orlandelli"	3	"생명력 흡수"	"피해를 2 줍니다. 내 영웅이 생명력을 2 회복합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bec85e688641fe5957ac59842d932b35416dea54b037d4aae4765c8de31573be.png"	""	"\"제가 동안을 유지하는 비결이죠.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5bb63a7d73166ec9aaec918a09fb2bae6535bd6c015d96779e3b036c9e6507ec.png"	919
68362	1	"68362-holy-light"	5	[]	5	1646	2	"Zoltan & Gabor"	2	"성스러운 빛"	"생명력을 6 회복시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/40492abcaea03200990c9fb1ee4ba95450ad640b82ab1e7f60c99475548538fd.png"	""	"종종 성스러운 빛에 노출되신다면, 자외선 차단제를 바르세요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e5eb7d27316a8dacb81be9e463388a159748900341e5754706250b83e20c91c3.png"	291
68301	1	"68301-holy-smite"	6	[]	5	1646	2	"Steve Ellis"	1	"성스러운 일격"	"피해를 2 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1ce2f00e903f308d02866405a84ff7d9e9b7fa10c18167ad79be0df6b4c24d5e.png"	""	"생각은 성스럽게, 주먹은 상스럽게."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0fb8e912dc91f5f8c1483ee57056ccdb875926d00ef2a426171199ad76932635.png"	279
68548	1	"68548-vanish"	7	[]	5	1646	1	"Sean O’Daniels"	6	"소멸"	"<b>모든</b> 하수인을 주인의 손으로 돌려보냅니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6fac474eddfb4ec4ef27e6dc4700f2af30dece7bc5b7b74e7ce8b2852033d489.png"	""	""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c44e059b554ff85f4ce2430132e363e341e935be227ad7721ea2b644e74ab8a4.png"	196
68467	1	"68467-whirlwind"	10	[]	5	1646	2	"Jonboy Meyers"	1	"소용돌이"	"<b>모든</b> 하수인에게 피해를 1 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ca8a8a57112223f2c77a6ccbe7d7d4ab1a34b090069cbb120a36fa0ead2572e2.png"	""	"노련한 전사와 풋내기 전사의 차이점은 간단합니다. 풋내기들은 소용돌이를 쓰면서 \"이얏호!\"라고 외치죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a81dba189694db25e6778c1e830ac37e83f03fd12c6a70b1b4ccceafa170310d.png"	636
68434	1	"68434-arcane-shot"	3	[]	5	1646	2	"Luca Zontini"	1	"신비한 사격"	"피해를 2 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/822c3100a7d4246be3410ca5e91d99a94d7d8e5b29b23729ef80683c0314c852.png"	""	"예전엔 마법사들이 신비한 화살을 만들어 사냥꾼들에게 팔았습니다. 그러다 사냥꾼들이 아예 마법을 직접 배워 신비한 화살을 만들기 시작하면서, 스톰윈드는 작은 경기 침체에 시달렸다죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ca2611fb767276564bb3f040b4ae701359b5769760e010b10124e8651022a603.png"	877
68321	1	"68321-arcane-intellect"	4	[]	5	1646	2	"Dave Berggren"	3	"신비한 지능"	"카드를 2장 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f3533bc76f16f77132188ff2efdd684f5ada087567694e2c33b9f9cf885dbac0.png"	""	"이 카드를 내면 똑똑해집니다. 솔직히 말해서, 좀 똑똑해졌다고 우겨도 괜찮습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/07e2144f36b8ce0df97c8bbf05fcf25bec4e0ef9806e444e35e1ff6cd6f7d71b.png"	555
68323	1	"68323-arcane-explosion"	4	[]	5	1646	2	"Howard Lyon"	2	"신비한 폭발"	"모든 적 하수인에게 피해를 1 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/af39ea26d39f6c2227aacbce99e0606a59545dda690b2f331011c4cb2b946a3b.png"	""	"위력에 비해 비용이 신비한 주문입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/99fb12925a8ced9784ee3f9d0e15d9b11858ee3df2f37fcd5a1d70e694183e9a.png"	447
68457	1	"68457-arcane-missiles"	4	[]	5	1646	2	"Warren Mahy"	1	"신비한 화살"	"모든 적에게 3의 피해를 무작위로 나누어 입힙니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/399c6bc3d34afe74a37a7bbe336857e669fd323ac23f1415a8f160033dbaf167.png"	""	"솔직히 당신은 엄청나게 강한 마법사니까 신비한 화살 정도는 잘 조준할 수 있을 거라 생각하셨죠?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c768bd053be169d72620df64b1d56baede2c579b8747850d1fd287c153340cd2.png"	564
70061	1	"70061-holy-fire"	6	[]	5	1646	3	"Miguel Coimbra"	6	"신성한 불꽃"	"피해를 5 줍니다. 내 영웅이 생명력을 5 회복합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/90faba52a3cb504a6d0ac152c5d4aee2fe3a4a3b34f882cdca9101ed5effbf71.png"	""	"흑마법사의 생명력 흡수와 뭐가 다르냐고요?... 신... 신성 모독이다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/195112156e36b9fda03cadbcd693921e42b48b071a04848361cf10c6efd56c43.png"	1365
68299	1	"68299-holy-nova"	6	[]	5	1646	2	"Luca Zontini"	5	"신성한 폭발"	"모든 적에게 피해를 2 줍니다. 모든 아군 캐릭터의 생명력을 2 회복시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cf94e6869fbaa08a683846dce6c1d1edea491dd873d71eb60794c726858d17ac.png"	""	"이 주문을 썼는데 당신이 피해를 받았다면, 신앙심이 부족하거나 나쁜 놈이란 뜻입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e7be675fd8aa905b4498d78f398b2e2b5bda9fa437ffe3b4152de4e639cbfa80.png"	841
68366	1	"68366-consecration"	5	[]	5	1646	2	"Vance Kovacs"	4	"신성화"	"모든 적에게 피해를 2 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bf8735d0ce8c8231b38ac772ac33ffec7904291967327d1670e1bf448e4b202b.png"	""	"신성화된 땅은 신성한 에너지의 빛을 뿜습니다. 하지만 냄새도 좀 풍깁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c22d347131e5af39a7aca305303c7b47b1d523aa689db5672e18d8869cd71760.png"	476
69938	1	"69938-holy-wrath"	5	[]	5	1646	3	"Justin Sweet"	5	"신의 격노"	"카드를 뽑고 그 카드의 비용만큼 피해를 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3c6c577df8fbc860c44c548eda5d16150b7a08b388cbc5550458a0cd0304e630.png"	""	"제발, 용암 거인아 나와라!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5a5cbd860986632b79b902303c3fc25deb80131c830bf072079a1dfade6ae18c.png"	435
68304	1	"68304-power-word-shield"	6	[]	5	1646	2	"Jessica Jung"	1	"신의 권능: 보호막"	"하수인에게 생명력을 +2 부여합니다. 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/432afcbb27a8cde11fcc96631fa1419c8ab088488e949de1c6b03785639deaeb.png"	""	"생명력이 조금 올라가는 건 좋지만 하수인이 흐릿해지는 건 좀 아쉽네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/672b3ab2019d5f50cc1d2e217c69791b9f054b4ef468f18f88b8805bebb5a721.png"	613
69932	1	"69932-divine-favor"	5	[]	5	1646	3	"Lucas Graciano"	3	"신의 은총"	"상대편 손에 있는 카드와 같은 수가 될 때까지 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1e5a9f79be0d8fc33e9a43c255664ae4d3400f3902eb6e3db31210a796d30432.png"	""	"그냥 은총이 아니라 신의 은총입니다! 누군가 침대 밑에 숨겨 놓은 비상금을 찾아내 주는 것 같은 일이죠!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/25baa55dbbb0d4d31fa98f5b07cfb412041d9d771359d3b043dd8752d05f6a0b.png"	679
69934	1	"69934-lay-on-hands"	5	[]	5	1646	4	"Raymond Swanland"	8	"신의 축복"	"생명력을 8 회복시킵니다. 카드를 3장 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a88bcccd3c7161b3569018e2ff4c4fc041a1360abc33a707e90adaff8da9a255.png"	""	"당신의 목숨을 구해줄 단 한 장의 축복 같은 카드입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/db5b99e76bfc18cecd6115900212319a996866ec9cc6e13e4b37a5b5438f0cad.png"	594
