id	collectible	slug	classId	multiClassIds	spellSchoolId	cardTypeId	cardSetId	rarityId	artistName	manaCost	name	text	image	imageGold	flavorText	cropImage	keywordIds
47555	1	"47555-curse-of-weakness"	9	[]	6	5	1125	3	"Matt Dixon"	2	"무력화 저주"	"<b>잔상</b> 내 다음 턴까지 모든 적 하수인에게 공격력을 -2 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1725470ac5f6827cf8e0ad8b079e02ff85782e537dca224f3db5ab6915a01f7b.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/35a0d5bbf2ecd7aa39f343c29b508eaaa22b911e2e265f00cf2b4a192b2bedde.png"	"흑마법사들만의 \"밸런스 조절\"이라 할 수 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e50113665f150a9c923bb2c63a855ea12b797f37a53e388e290a0533bebdd2e1.png"	[52]
56684	1	"56684-ironbark"	2	[]	4	5	1414	3	"Jim Nelson"	2	"무쇠껍질"	"하수인에게 +1/+3과 <b>도발</b>을 부여합니다. 내 마나 수정이 7개 이상이면, 비용이 (0)이 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7cabe845ff6c0ad07bcdaeae35bb757bb6b21fdcb3112460f0f181adca50c65c.png"	""	"\"어디 보자, 포자는 잘 지키고 있나?\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1e4c25585b58a267df9c697f38d96e874d60b2b08fb7f3ded6f5792b8f5c63f2.png"	[1]
96077	1	"96077-lightning-reflexes"	8	[]	4	5	1858	3	"Mooncolony "	1	"번개같은 반사 신경"	"자연 주문을 <b>발견</b>합니다. 이번 턴에 그 주문을 시전하면, 다른 주문을 <b>발견</b>합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/95e816447ac2e769484dc00180248c456265c19a32377f05d11c65710cb16a9a.png"	""	"번개를 피할 수 있다면 공도 피할 수 있어."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/96ce0dd17f62e8ace56824e7b505978349282dea48232c5b3bac6ba4b12d94f6.png"	[21]
92222	1	"92222-altered-chord"	8	[]	4	5	1809	3	"Juan Calle"	5	"변형된 화음"	"<b>생명력 흡수</b> 하수인에게 피해를 6 줍니다. 내가 <b>과부하</b>된 상태면, 비용이 (3) 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/46f84250cd5c3463d15db0b0c523a251b6e59fcd8807dedfd275333a5b703eed.png"	""	"왜 밴드나 관현악단에서 키도 안 맞추고 연주하는 음악가들을 그냥 두는지 도저히 이해가 안 됩니다. 여러분의 의견은 어떤가요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d56af491623e26bddb925db8760a7f2a58cad3dbb27d78c4136a7206ec45682a.png"	[14,38]
90945	1	"90945-starlight-groove"	5	[]	5	5	1809	5	"Anzka Nguyen"	3	"별빛 그루브"	"내 영웅에게 <b>천상의 보호막</b>을 부여합니다. 이번 게임 동안 신성 주문을 시전하면 다시 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/12ff727a684760ad10a894224d95a7b0a027f0fa9523871635389933f510b1a0.png"	""	"우주 속에서는 아무도 네 그루브를 듣지 못한다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ff6102183f2be906028016c5afb21f5c6cae2932a350b0d22967dc6d46450680.png"	[3]
48035	1	"48035-violet-haze"	7	[]	6	5	1127	1	"Alex Horley Orlandelli"	2	"보랏빛 연무"	"무작위 <b>죽음의 메아리</b> 카드 2장을 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/53aaeddfde2a9c3cf655f005d12f734f16379112fbbbcdfb3871d70d00ccaa61.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/729af3051f193fec9b9cdcdc88644b28a81a977d0233c21266cebaaa965fd112.png"	"정예 타우렌 족장의 다음 싱글 앨범명입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8e2f19cb1f7b95eed52f77159c5f0a952a8be4b3e98faa67ceafdb6005ec2f2d.png"	[12]
56411	1	"56411-serpentshrine-portal"	8	[]	4	5	1414	1	"Gustav Schmidt"	3	"불뱀 제단 차원문"	"피해를 3 줍니다. 비용이 3인 무작위 하수인을 소환합니다. <b>과부하:</b> (1)"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f4ac1ba851007ee39c1fc56e3932a4f20cf89c0442aaafc1030f9de4c3f5db62.png"	""	"승강기에서 뛰면 위험하답니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b04b9a93261a5d2f257033e740a3043d40852283b1ed8217e5917b1006d3d64e.png"	[14]
54906	1	"54906-arcane-breath"	4	[]	1	5	1347	3	"MAR Studio"	1	"비전 숨결"	"하수인에게 피해를 2 줍니다. 내 손에 용족이 있으면, 주문을 <b>발견</b>합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/03e574d0ef0fc4907fe34b36e91a3b808fb6fec15fb6c635e8fbe86e673d0dda.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/61e0cace53d09023c2d9642dc9fd26d9977491c6c18e841488aafb7dd233847d.png"	"마나 쿠키를 과식하면 생기는 부작용 중 하나입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/36814217ebf7a4b8e99dc2602964ef033ebcc7495cf8c6d52d331939fce26dcc.png"	[21]
2572	1	"2572-arcane-blast"	4	[]	1	5	15	4	"Gabor Szikszai"	1	"비전 작렬"	"하수인에게 피해를 2 줍니다. 이 주문은 <b>주문 공격력</b>의 효과를 2배로 받습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b6fbf3756a7aa8d0a6ce37ba34ace036ee7885349b5f9fcd8f21de3661d9d879.png"	""	"주문 공격력이 더블! <빰빰빰> 더블!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/68b85ebc4aa93b178f9716dd6d06a5a40f0de405277c21be4d20420e582b2510.png"	[2]
40455	1	"40455-jade-lightning"	8	[]	4	5	25	1	"Phil Saunders"	3	"비취 번개"	"피해를 3 줍니다. <b>비취 골렘</b>을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c9bf4461e1ebecdd7ea6c9953e83cd3af639712f47e687f21c388d06019d151b.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/488ee8e3b107cc378254a40d0672677e330ffcef6b16d88dee50a4eb75739e49.png"	"우린 달려간다! 우린 승리한다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ef20d9e1a0365eb298aa347edae4dc56d80fc160a61aa063ac39fc791f531e06.png"	[26]
40523	1	"40523-jade-blossom"	2	[]	4	5	25	1	"Zoltan Boros"	3	"비취꽃"	"<b>비취 골렘</b>을 소환합니다. 빈 마나 수정을 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/471d728ba9c3311168d72a62f85b029fcbd46ddb97903e4ab30a6e2b666924a7.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fb1490bdf9775db01202334706843b049bd92e01dd12c9a4dde15f4fc6d96503.png"	"비취꽃 아래에서 명상을 하면 지혜를 얻을 수 있다고 합니다. 재채기만 하지 않는다면요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/666233e182e79f4be8e7af7b6c4d933a0437578a1919ba1bcb8d91cf0302a6a4.png"	[26]
48798	1	"48798-beakered-lightning"	8	[]	4	5	1127	1	"Evgeniy Dlinnov"	0	"비커에 담긴 번개"	"<b>모든</b> 하수인에게 피해를 1 줍니다. <b>과부하:</b> (2)"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/51ffbc32745cf368e69787447a458c561ac8f1f669853e426f09ab36c1cde8bc.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/654e4cd7b7b769bc66aab54ed170730d9b312da58b17286dfe92206de1189237.png"	"주술사 연구실에서 일할 때에는 발을 땅에서 떼지 않는 게 좋을 겁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/88b3f1e46edf1090fc5dbe969b38e29efb4b14c1ebd7901181f8a8a41e1c459f.png"	[14]
90994	1	"90994-demonic-dynamics"	9	[]	7	5	1809	3	"Todd Harris"	3	"사악한 셈여림"	"악마를 둘 <b>발견</b>합니다. <b>피날레:</b> 그 악마들에게 +1/+2를 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6ac9e6d8af8d4054f22af5b5048b83d55631b0174b2f31be4e4b8573d11f1fa8.png"	""	"확실히 푸른 임프단의 공연은 볼거리가 많습니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/76a5f6f99a01eca4bbdca3a3d2b7b168cb07ce0b5ef58e9b73e35509141e0d2d.png"	[21,255]
56412	1	"56412-vivid-spores"	8	[]	4	5	1414	3	"Max Grecke"	4	"생기 가득한 포자"	"내 하수인들에게 \"<b>죽음의 메아리:</b> 이 하수인을 다시 소환함\" 능력을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/630ccfebb1b37bd9fb350bfac69646b3bbb0fb2391b97ea2e7c13a67627cc831.png"	""	"이봐, 죽음이란 건 어쩌면 우리의 상상력이 만들어 낸 허상일지도 모르잖아?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f3c11235f7b528a680f39a1c8147d2aac534a9db1ed9ce7e6dcbafb81fdeea45.png"	[12]
98377	1	"98377-deafen"	6	[6,7]	6	5	1809	1	"Hideaki Takamura"	1	"소리 제거"	"하수인을 <b>침묵</b>시킵니다. <b>연계:</b> 그 하수인에게 피해도 2 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/63192cf49b2ee649e26c3e10b8c69822e5dc4e321511a2836dae6aba9821dcac.png"	""	"이봐, 볼사트. 뭐라고 했어? 너 소리 꺼졌어."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e8e10c7b0c215b1793305965d5e09d3715565b55e1afd2180420474d14102df7.png"	[13,15]
56595	1	"56595-renew"	6	[]	5	5	1414	1	"Konstantin Turovec"	1	"소생"	"생명력을 3 회복시킵니다. 주문을 <b>발견</b>합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9cc55a5e861aee2f77b24406a62d8f9570f9a7eb15e6de8e971d1202e56a0f23.png"	""	"생명력 회복은 물론이고 무드등으로도 쓸 수 있다는군요!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ce23b5d2f223f2a7ae8bfe89ad815f92cf2c4095cf1931335a3621210dceeedf.png"	[21]
51781	1	"51781-crystalsong-portal"	2	[]	4	5	1130	4	"Arthur Bozonnet"	2	"수정노래 차원문"	"드루이드 하수인을 <b>발견</b>합니다. 내 손에 하수인이 없으면, 카드 3장을 모두 가집니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/54aeeaae78ce4c14eb906bc3770137273e7041dcfe1ce7971ba5648d106b2d27.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/36060e139b36f00d5801a0c16476d50e715fec2f8f04523d9ca45e7dcbbee9cd.png"	"당신과 당신, 그리고 당신도 발견하겠습니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/30ccff753d0233a3eed2fe59a8d80ea5cb46dfb7a1aeb859d6648d4c2f00627b.png"	[21]
47821	1	"47821-snap-freeze"	4	[]	3	5	1125	1	"Gonzalo Ordonez"	1	"순간 빙결"	"하수인을 <b>빙결</b> 상태로 만듭니다. 이미 <b>빙결</b> 상태라면, 그 하수인을 처치합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/edf92395ac6aca0665a32c5561c1a41d866a43cbac9928a41e9c4a2d7ebfa977.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cf4eb8f36ab5a337ed31a69ad538d92524e1dd363ed313c91b1e77aced570cec.png"	"얼음에 혀를 가져다 대지 마세요. 분명 후회할 겁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/661eb0a580b13de169b85c164fd10a927708f66949af90b918da9316cc4fa96b.png"	[10]
52991	1	"52991-magic-trick"	4	[]	1	5	1130	3	"Ivan Fomin"	1	"신기한 마술"	"비용이 (3) 이하인 주문을 <b>발견</b>합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b9026046621299e39f81eaa43dbddbaec771cebd092dcbe0d6b66da6ee27f1e0.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/87950712f458a77d5b3079783c1b6ae0dd6a82024400adb91501d8fffb3c1072.png"	"세상은 아직 이렇게나 심오하고 복잡한 환술을 받아들일 준비가 되지 않았어요!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/53816357e73e9c6c36983b01395914a287985b7b9f1f6247cd9f8a6d4a231a15.png"	[21]
91067	1	"91067-power-chord-synchronize"	6	[]	5	5	1809	1	"Vika Yarova"	2	"신의 화음: 조율"	"하수인을 선택합니다. 그 하수인을 복사하여 내 손으로 가져옵니다. <b>피날레:</b> 두 하수인 모두에게 +1/+2을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/29b168e97359da0bffad0d5772a27ff300dad9ff4fbf99808f7189fb00f072ff.png"	""	"16,000번째 생일을 맞은 그대를 사랑해."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/734e88b5e8c592173d09fdc90dddcac3b5e572d16663ca20fb83f22d01c37786.png"	[255]
56678	1	"56678-germination"	2	[]	4	5	1414	3	"Max Grecke"	4	"싹틔우기"	"아군 하수인을 복사하여 소환합니다. 그 하수인에게 <b>도발</b>을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/50f254a17f0e673afd6740309d257e59181b9c49d3573423e1f10212f806909c.png"	""	"스포어링, 이렇게 만들죠!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c408daff9dc913a67dc59641e4e69b6b0e7f8d590a98740ad2d1064a939d39cc.png"	[1]
47033	1	"47033-dark-possession"	9	[]	6	5	1125	3	"Dan Scott"	1	"어둠의 빙의"	"아군 캐릭터에게 피해를 2 줍니다. 악마를 <b>발견</b>합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ddc092e4add4ebdbc6cbeb1e75be202fe8ff750d380718a66fc718f2b54db805.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d7f2acc63d84e0d426a092ad696fd990002647e4423c69b10992412992a9afe7.png"	"왜 악마랑 엮이는 건 꼭 노움일까요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/181fb0a94969e3bae298dcbbec08bf37a5f0647058fcaed73eb2fb242546961c.png"	[21]
56090	1	"56090-dark-prophecy"	6	[]	6	5	1403	3	"Vlad Botos"	3	"어둠의 예언"	"비용이 2인 하수인을 <b>발견</b>합니다. 그 하수인을 소환하고 생명력을 +3 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2730604feb78a71c94f67f422569dec545080e2156ed079f858bc55217893454.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7c91574f37fa2b9d6b1b15a776e26289a0bd91bc4f320db764983cd28d5344dd.png"	"부인 라줄은 항상 암울한 예언을 남기죠. 행복하고 복슬복슬한 예언은 왜 안 하는 거죠?!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/31b23ce3a023974af03440537622ba6245c3eca372d4509e1fb27684092847e8.png"	[21]
2717	1	"2717-seal-of-champions"	5	[]	5	5	15	1	"Jonboy Meyers"	3	"용사의 문장"	"하수인에게 공격력 +3과 <b>천상의 보호막</b>을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4f9e9cb0cbd427883ee6e78b838c6d6ea779a61876a6c142344d4392cf40efd5.png"	""	"용사의 문장은 정말 수려합니다. 문법도 완벽하고요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/82af59702d517f224e738e4fa2db6c1712d5d7ec7eb6b500e9199f92a88afc23.png"	[3]
2289	1	"2289-lava-shock"	8	[]	2	5	14	3	"Zoltan Boros"	2	"용암 충격"	"피해를 2 줍니다. <b>과부하</b>된 내 마나 수정이 모두 잠금 해제됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d2f54a356f2a5492a455f639f85aa50239c362afc521d1414b9ae67b7d34fbd1.png"	""	"허니 용암 칩은 충격적으로 맛있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0e39f3484559f737402bd72b35ae2dda1d0b5867055b03c98ac84da0bf1cdc03.png"	[14]
97360	1	"97360-volume-up"	4	[]	1	5	1809	4	"Angelica Alieva"	4	"음량 키우기"	"주문을 셋 뽑습니다. <b>피날레:</b> 뽑은 주문을 <b>발견</b>해서 복사해옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4e2b2dbd5bb3632a83953ab7e491692622092720baaca454a890fdf1caa92cb2.png"	""	"소리 키우는 것도 마나가 든다고요? 어떻게 그럴 수 있죠?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2d3b82b79b11c10480661ee9857accb615a0aeb4238cddcbc34809520d2ce1f8.png"	[21,255]
49802	1	"49802-haunting-visions"	8	[]	6	5	1129	4	"Akkapoj T."	3	"음산한 환영"	"이번 턴에 내가 시전하는 다음 주문의 비용이 (3) 감소합니다. 주문을 <b>발견</b>합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2c265dbb605c72fdc867d64eee9e919ec7d5e412d92348a059db1fe5c9fe631d.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3c9c43d732675ac4d0a89b5d5717c8216cb35b7e6901571549d138aeafe62185.png"	"환영을 바라볼 때에는 마음가짐이 중요하죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fabe62d304f0f798e0354253b10c772f8ccd182ebb2d4437eba4cd76ddddeaf2.png"	[21]
2541	1	"2541-effigy"	4	[]	2	5	15	3	"Tooth"	3	"인형 의식"	"<b>비밀:</b> 아군 하수인이 죽으면, 같은 비용의 무작위 하수인을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b6b64d5aef5e46fef09dc0c33e05b3e5f171266290743ab8daf6c88a89911815.png"	""	"날 기억해줘!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3e18d1192bc6651442d3020d8a3e54fa2319e5db45941f92a0ec79d313e9d531.png"	[5]
51847	1	"51847-unsleeping-soul"	6	[]	6	5	1130	1	"Matt Dixon"	4	"잠들지 않는 영혼"	"아군 하수인을 <b>침묵</b>시킨 후, 그 하수인을 복사하여 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3d804d6543c164460acb92ab0675ab97209c54ac42a4cdd3a2fdfe15b1940a11.png"	""	"\"제가 영혼들이 들으면 기분 좋은 소리를 낼게요.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9637116971b37968049d1f928c23d3ddb9147febfd6661f42597973e10e3c6aa.png"	[15]
56623	1	"56623-apotheosis"	6	[]	5	5	1414	1	"Eva Widermann"	3	"절정"	"하수인에게 +2/+3과 <b>생명력 흡수</b>를 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/050fd205ed54ced0f11bf802ea4414bf4187a1c9e73d9e43dc521bd749999982.png"	""	"\"하수인, 힘을 원하는가? 원한다면... 주겠다! 생명력 흡수도 함께.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2b1a4b77a3aa0a8a011eb9480330181e9069b3da50e0bbffa937f8215ec9b1aa.png"	[38]
96628	1	"96628-jam-session"	10	[8,10]	2	5	1809	1	"Ramzy Kamen"	2	"즉흥 합주"	"아군 하수인에게 +3/+3을 부여합니다. 다른 모든 하수인에게 피해를 1 줍니다. <b>과부하:</b> (1)"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/15e797f05b3e626dd5de7b263211568dc4ed101b68d54ada5a8edc6e8bd381cc.png"	""	"이들의 합주 실력은 부러움의 대상입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2d0a2a6f9a2cbed0dee297fe727f4c0a75a96ed5cd4cd077c67f93d9d0a15cb5.png"	[14]
94820	1	"94820-through-fel-and-flames"	10	[10,14]	7	5	1809	3	"Mike Sass"	0	"지옥과 화염의 풍파"	"하수인에게 <b>속공</b>을 부여합니다. <b>피날레:</b> +1/+1도 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/06d1065c505e4202d9a26ff783a5b740b553282aa9782b53cd78bca812616f02.png"	""	"지옥 주문이지만, 화염 주문이기도 합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0dc44c7a5c36872f1b1a697f7098dce27beaf36e3cbc0e46002bccf4d64c41db.png"	[53,255]
