id	collectible	slug	classId	multiClassIds	minionTypeId	cardTypeId	cardSetId	rarityId	artistName	health	attack	manaCost	name	text	image	imageGold	flavorText	cropImage	keywordIds
2780	1	"2780-savage-combatant"	2	[]	20	4	15	3	"Alex Pascenko"	4	5	4	"흉포한 전투원"	"<b>격려:</b> 이번 턴에 내 영웅에게 공격력을 +2 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4a4bdedd7a017f1b35d87fc09c6a9000100865e55a4b7b1ce0f927c9cd246c5e.png"	""	"휘파람으로 노래를 불러주면 진정할 겁니다. ...네, 그게 좋겠네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/676f02d273322420206f4b068219ca7eec3ab812a9bf19acfcff6fb015676269.jpg"	[20]
46680	1	"46680-gloom-stag"	2	[]	20	4	4	4	"Jerry Mascho"	6	2	5	"어스름 수사슴"	"<b>도발</b>, <b>전투의 함성:</b> 내 덱에 비용이 홀수인 카드만 있으면, +2/+2를 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/82e3c2507adb6efc6e074af63f34767cad484c7e667e15358c7ae5d1dbc0fe34.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/79d3b64ba4bc22a0323c39898d4c77da4bf7a3a056b3c5e39e7df42fc16c7679.png"	"암사슴은 비용이 짝수라 서로 만날 수 없다고 합니다. 하지만 칠월 칠석날이 되면 보석 박힌 앵무가 전투의 함성으로 둘을 만나게 해주죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6dbd56eaaef09f3c023a0cf359cf3db8bf87fb2dac98920437c81874ca08b710.png"	[1,8]
40971	1	"40971-verdant-longneck"	2	[]	20	4	27	1	"Zoltan Boros"	4	5	5	"신록의 긴목공룡"	"<b>전투의 함성:</b> <b>적응</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e5fe25c2e786b8ad7c0573f7a317f406c1d7f679bf41456bb00ac0d7a22bab04.png"	""	"낄 때 안 낄 때를 모르고 얼굴을 들이밀기 일쑤죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/38083ce32a5d9908822975ce37abc14a8cce735a37c71c4d62afb25f8687ec78.jpg"	[8,34]
53179	1	"53179-crystal-stag"	2	[]	20	4	1130	4	"Patrik Bjorkstrom"	4	4	5	"수정 수사슴"	"<b>속공</b>, <b>전투의 함성:</b> 이번 게임에서 생명력을 5 이상 회복했으면, 이 하수인을 복사하여 소환합니다. <i>( 남음!)</i> <i>(달성!)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c76956001d112e783341e602c0c531db61ab32dbba4e9d31711fb7ecb08ef545.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5dd47e93ec93b4391367f87a379da421eadbb53fcf612e4f3eeb534d5e3b6548.png"	"올 때는 혼자였지만 갈 때는 둘입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b356ce6caf428527c1d06a36e9f1894aa78f67683c9f4ec7dd6cdecd5dd014fc.png"	[8,53]
59614	1	"59614-twilight-runner"	2	[]	20	4	1443	3	"Jakub Kasper"	4	5	5	"황혼의 흑표범"	"<b>은신</b>, 이 하수인이 공격할 때마다 카드를 2장 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a0ff5e21bf404a15513d797d5fe6803db6b2954642bb517bb77f5cb9ee95a3aa.png"	""	"매일 아침, 문 앞에 죽은 카드 두 장이 놓여져 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6e4b831005d55b104e1f8f64c57892066555bfd38e876da2135d6a288f3d83c2.png"	[6]
55037	1	"55037-emerald-explorer"	2	[]	24	4	1347	1	"A.J. Nazzaro"	8	4	6	"에메랄드 탐험가"	"<b>도발</b>, <b>전투의 함성:</b> 용족을 <b>발견</b>합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/58c17dc9d81070cc78ec27135e1fb2fcdc8cad567c8406c4358899b5edd044bf.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/97c539f4446e521288abf35e679c8efba0760857f9f96100a6f4d3922070687e.png"	"발견하고 더블로 가!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/eecd93fc923219ba48cfb25dd1165a8c39888c8f1f30f37f8edb59d2f70e1ddc.png"	[1,8,21]
2003	1	"2003-malorne"	2	[]	20	4	13	5	"Oliver Chipping"	7	9	7	"말로른"	"<b>죽음의 메아리:</b> 이 하수인을 내 덱에 섞어 넣습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/735ae0249422421a75c9febc9608689eba1b13d663c1e07fde642ebc2a0042cb.png"	""	"거대한 사슴은 순백색으로, 흡사 달빛과 같은 부드러운 빛을 발산합니다. 그는 당신을 깊은 은빛 여울 같은, 태고의 지혜가 느껴지는 눈으로 응시하고 있으며, 존재하는 것만으로도 차분해지는 오라를 내뿜고 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6b1623e1a78cf34e254e494c845a25ca6751dcde72115219c5e0405ccb43fc6c.jpg"	[12]
41262	1	"41262-giant-anaconda"	2	[]	20	4	27	4	"Alex Horley Orlandelli"	3	5	7	"거대한 아나콘다"	"<b>죽음의 메아리:</b> 내 손에 있는 공격력이 5 이상인 하수인을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/072ea9f13a73cd25bd889d231f8d3d8bad7951fbe675b6d5d27ca3742790ae5b.png"	""	"먹방 한 편 거하게 찍으셨나보군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/078dc93aa055e73c7b26a1f7b8c59fad766e959f69bfa5a7b72f6282f9b01091.jpg"	[12]
56063	1	"56063-winged-guardian"	2	[]	20	4	1403	3	"MAR Studio"	8	6	7	"날개 달린 수호자"	"<b>도발</b>, <b>환생</b>, 주문이나 영웅 능력의 대상으로 지정되지 않습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9aaf848ec0621bed5b291a0f044674a6aafcd2b5e8abccbaa3f667092ad80a6a.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/07b9e0b4dcd3121e734486f996d1f4cde73dd5bf3f0518702bd58710c3c19293.png"	"이 부러진 날개로 새로운 삶과 함께 다시 날아오르라."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/91ab8aa1d8f9ae7a544bdab1c1545e47eace61cc1d7e9616a821bebb6c2f9acc.png"	[1,78]
56685	1	"56685-marsh-hydra"	2	[]	20	4	1414	4	"Mike Sass"	7	7	7	"늪지 히드라"	"<b>속공</b>, 이 하수인이 공격한 후에, 비용이 8인 무작위 하수인을 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cad75572af6e8b4a183191b62164d2128e815a14de1011666b3cb59aef7cbd52.png"	""	"하지만 히르이크가 출동하면 어떨까?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/66a39d39bb2e635b6f7f409f76b3190522745cb4029e952860eb39e701be59a2.png"	[53]
45835	1	"45835-grizzled-guardian"	2	[]	20	4	1004	3	"Alexey Aparin"	5	3	8	"불곰 수호병"	"<b>도발</b>, <b>죽음의 메아리:</b> 비용이 (4) 이하인 하수인을 둘 <b>소집</b>합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/acfa71b3587d102f40ca5d0416deb57e4a7b8ccda28800cd3cf2f6f459dc8113.png"	""	"제일 좋아하는 건 불곰 치즈 샌드위치의 빨간 맛!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a85e3aff96ee2e38cdd7f39f9c7201ccc7a1956a047e7acc793ed10e51e907ea.jpg"	[1,12,39]
43439	1	"43439-hadronox"	2	[]	20	4	1001	5	"Zoltan Boros"	7	3	9	"하드로녹스"	"<b>죽음의 메아리:</b> 이번 게임에서 죽은 내 <b>도발</b> 하수인들을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/eca15327ae56a080a02f34aba227c592b598195a440bbf59415f44da933bfefc.png"	""	"아졸네룹의 장로들은 리치 왕을 막기 위한 마지막 수단으로 하드로녹스를 내보냈습니다. 그러기 위해 아주 큰 신문지가 필요했죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c487e3ec2fbefd6e8becdba41377c878fdb20503eb837b9919345f2bfba6aa9c.jpg"	[1,12]
48831	1	"48831-mulchmuncher"	2	[]	17	4	1127	3	"Mike Sass"	8	8	9	"우걱전차"	"<b>속공</b>, 이번 게임에서 죽은 아군 나무정령 하나당 비용이 (1)씩 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3c87ccca3b7c68ec0cf827683d6cd6ebd46174416c77cce8cbfed6da24af2ce0.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/db0457b668b0a3251e701dd7e21b93fbd5faafdc121cd1c741fca7777f218966.png"	"예전에는 나무를 뽑아서 나무정령을 만들더니 이젠 그 나무정령을 먹는 기계를 만드는군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e160953a2404f304d222e18d479a929d3b5aa12a0dbe4af60fa0ca6fe3e82385.png"	[53]
1860	1	"1860-webspinner"	3	[]	20	4	12	1	"Dan Brereton"	1	1	1	"그물거미"	"<b>죽음의&nbsp;메아리:</b> 무작위 야수를 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bf946a47341774b5283666aa984df875169814fc76570013740dcf3fd6ab19f9.png"	""	"거미 고치는 마치 작은 피냐타 같습니다! 귀여워라!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d524e861b2a5c75bd833059de0361bf6ae04a8b911331386bbe94c0a0ff011ec.jpg"	[12]
38584	1	"38584-fiery-bat"	3	[]	20	4	21	1	"Andrew Hou"	1	2	1	"이글거리는 박쥐"	"<b>죽음의 메아리:</b> 무작위 적에게 피해를 1 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/370f01b2ba902ea91f43f380043563559e21ade917bfb1531c1b534a30a107ba.png"	""	"그는 언제나 우리 마음 속의 1위일 것입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7665787a22160a4f26afc0d17f868dabcc66214805189846e1306b693f6c430a.jpg"	[12]
41353	1	"41353-jeweled-macaw"	3	[]	20	4	27	1	"James Ryman"	1	1	1	"보석 박힌 앵무"	"<b>전투의&nbsp;함성:</b> 무작위 야수를 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f8e8a1bbe7c815ac7e852570ea3525f8c0fb0871dc1d6ddd587bebbff7a2d6e0.png"	""	"정말로 보석이 박힌 건 아닙니다. 고블린들이 실망하는 눈치더군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ac065706f1e6ee46fd164b32153261d53a59c1970fb38462fec570ceaa633084.jpg"	[8]
41357	1	"41357-raptor-hatchling"	3	[]	20	4	27	3	"Jaemin Kim"	1	2	1	"새끼 랩터"	"<b>죽음의&nbsp;메아리:</b> 4/3 랩터를 내 덱에 섞어 넣습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2b6ead88a4b3f8145ec371ebb8f59d5b13ce6009a87fe510507624b138b58499.png"	""	"아직은 영구치가 나지 않았습니다. 그렇다고 날카롭지 않은 것도 아닙니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a2ba9b0fe29dc4c982ae338b89239a043bddab77a4cbf7f60354bf5aff824b13.jpg"	[12]
52894	1	"52894-shimmerfly"	3	[]	20	4	1130	3	"Cecile He"	1	1	1	"흐린빛나비"	"<b>죽음의&nbsp;메아리:</b> 무작위 사냥꾼 주문을 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1b819d1d9073667b8b00711b9751dea155524726f108580a8c62be5508399f5f.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/00a36c420e9d3275a46d0cc7275390c5da05a66f7693cedbf8646210d58816a4.png"	"기분 좋은 향기가 솔솔 피어납니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/aa6440fea64c877bc463d0908843ecbd0f82cfb96c698345c7a31a51295ebe2a.png"	[12]
56483	1	"56483-helboar"	3	[]	20	4	1414	1	"Patrik Bjorkstrom"	1	2	1	"지옥멧돼지"	"<b>죽음의 메아리:</b> 내 손에 있는 무작위 야수에게 +1/+1을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/559af61beddf66cc4acba39c3913b5ace9c40aa1034aaf9b5f953bb7b1c564c1.png"	""	"내면의 야수가 깨어나는 맛, 지옥멧돼지 요리!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/953729aa2945c726fc3a80a0442a48a72f927f49ba1932b3c21cc8373e727b92.png"	[12]
59170	1	"59170-wolpertinger"	3	[]	20	4	1443	1	"Matt Dixon"	1	1	1	"노루토끼"	"<b>전투의&nbsp;함성:</b> 이 하수인을 복사하여 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/abdb57e5280b17a96dd14e14c52d4613508d11556af3ed39cb842267ce3547bb.png"	""	"스칼로맨스 학생의 가을 축제 장난이 뒤틀렸군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d59a47979d6251950a21967b7eb1b497c044c7097474e67011bc131b12cb45e8.png"	[8]
2635	1	"2635-kings-elekk"	3	[]	20	4	15	1	"James Zhang"	2	3	2	"왕의 엘레크"	"<b>전투의&nbsp;함성:</b> 각 덱의 하수인을 공개해 내 것의 비용이 더 높으면, 그 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1834e7257e1aa4b28199fa31f2bb19c9cd20e4dd7eca62c84505cbf559ae1427.png"	""	"엘레크 창시합은 <b>정말</b> 멋집니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f484b27d760adcc620636641c405836846e49ca1ebd75b35429d2854216e83f9.jpg"	[8]
41358	1	"41358-crackling-razormaw"	3	[]	20	4	27	1	"L. Lullabi & K. Turovec"	2	3	2	"파지직거리는 무쇠턱 랩터"	"<b>전투의&nbsp;함성:</b> 아군 야수를 <b>적응</b>시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1035284c3dfce717c6620f58a916a7e939677de48e64d0e65260d6c1f017cf62.png"	""	"전기가 흐르는 철조망을 둘러갈 지능은 없었나 봅니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/087c1645a0843dcb9639771f0d26f095b5f53cfa84ed14582124cad094f72691.jpg"	[8,34]
47842	1	"47842-venomizer"	3	[]	17	4	1127	1	"Tyler Walpole"	2	2	2	"맹독로봇"	"<b>합체</b> <b>독성</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f5414139957f88978c3c5a19ab6487d685e6287cbb2e6648a9ed2a887538819a.png"	""	"치명적인 매력을 가지고 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d57067cbc377b66f17c82c3f910f93ade52afbd44e8d3a3959a286f73e7cf8b2.png"	[32,66]
55291	1	"55291-phase-stalker"	3	[]	20	4	1347	3	"Mauricio Herrera"	3	2	2	"차원의 추적자"	"내가 영웅 능력을 사용한 후에, 내 덱에 있는 <b>비밀</b>을 시전합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/43f968bd2bfaefae363d189c1370d244fc91bf48fa975a68bd42108c2eff3711.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5dc0e5ed20556c346713a0c3136d22366671d8bcc954415110e4ddd3b7aa8b18.png"	"\"나, 여기 차원 속에 있다.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9023392b41d264c6b88c3d69f3922a765997c0ca497e8cdcf3b35f235e5162b2.png"	[5]
2016	1	"2016-metaltooth-leaper"	3	[]	17	4	13	3	"Hideaki Takamura"	3	3	3	"강철니 표범로봇"	"<b>전투의 함성:</b> 내 다른 기계들에게 공격력을 +2 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/481ff0799d1e87caae08d8b76464eb6d4362e2463d3bd3d1a85c76079152c275.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/86c5e432ac57a5cb2521ee4c3a7036050fd343dc9fc92dd4e8233e535cf91786.png"	"비를 맞히지 마세요. 녹슨니 표범로봇이 될 수도 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9a8774adcc788637f1780cf09d50b84d0fc29f7c4ea78cf465b19852250c07c6.jpg"	[8]
2892	1	"2892-desert-camel"	3	[]	20	4	20	1	"Matt Dixon"	4	2	3	"사막 낙타"	"<b>전투의&nbsp;함성:</b> 각 플레이어의 덱에서 비용이 1인 하수인을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/185f5c57dbddfd1e77abb911209291dbb91b86c80574ff5891e9c6a33f83c995.png"	""	"출근할 때 낙타는 타지 말아야겠습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7270a5d789a83c815620c7faf379201397b880c036f7f3c4bc2f22d750e62512.jpg"	[8]
48185	1	"48185-spider-bomb"	3	[]	17	4	1127	3	"Nicola Saviori"	2	2	3	"거미 폭탄"	"<b>합체</b>, <b>죽음의 메아리:</b> 무작위 적 하수인을 처치합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a2b1f0564fa44bfbda735d0257c8a9afc7563fdb4b1ac65ed58465fd195b5f8c.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c6417c1e37045dd8d57cd3825843ec0567fad36dba77b0df2320e9d5275f0a9d.png"	"과학은 폭발이다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7956bcec6067766b8bb560cf84d8d6d7973f12ad7caaae5931b0d1b8d622635b.png"	[12,66]
52790	1	"52790-ursatron"	3	[]	17	4	1130	1	"Zoltan Boros"	3	3	3	"기계 곰"	"<b>죽음의 메아리:</b> 내 덱에서 기계를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3030c2776b7cd418f69007429433fb37d3ca3bb29ec63cd49376d8ed9943c08a.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6489a8d72bb10814cc79287698279a63bb016c3e9ab1197a6df817c6c8593a0c.png"	"사냥꾼에게 기계 카드라니, 정말 곰란하군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5f32d7d25e42572b68d9d64cea12c92f0ab2ae002d666801b3292aee4048aba5.png"	[12]
54926	1	"54926-diving-gryphon"	3	[]	20	4	1347	3	"Mike Sass"	1	4	3	"급강하하는 그리핀"	"<b>속공</b>, <b>전투의 함성:</b> 내 덱에서 <b>속공</b> 하수인을 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e2fddfe6927fa70cacdbf7fec5193e1d16dd29be58e29d4ad56983b547f6c50a.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7d888e4b9c43b89a0f84709c3bd59811888c50d80dc8dab901fcabb79586db6c.png"	"주의: 청룡열차 PTSD가 있으신 분들은 탑승을 삼가주세요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4373c8ca1b2ae87aaf8c0dd069350faf5fcc3ed75d69413fc124f301d9b61cbc.png"	[8,53]
55294	1	"55294-primordial-explorer"	3	[]	24	4	1347	1	"Anton Zemskov"	3	2	3	"태고의 탐험가"	"<b>독성</b>, <b>전투의 함성:</b> 용족을 <b>발견</b>합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1161f339cd09ad4c31526a789cc9317203c690d6dad1f9aa94681fc985092c5d.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dffcee32181a3e7498eeb0d449d4530db15fc577e0e3cc4214d117588cbb9d61.png"	"\"독성이 있는 용한테 가방을 맡기라고요?\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9eeecd34a8068c0eae39dde6f2946d6de53cb1cb5d76cf1d25d13744f426c429.png"	[8,21,32]
56398	1	"56398-augmented-porcupine"	3	[]	20	4	1414	4	"Charlene Le Scanff"	4	2	3	"향상된 고슴도치"	"<b>죽음의 메아리:</b> 모든 적에게 이 하수인의 공격력만큼의 피해를 무작위로 나누어 입힙니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/49a88265f153313ccda0b6e6ea7aff22ef082786d3d8e14cc8edd9aa0b9a8ab8.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/18b246ce449d2f0be04622bfac9e02de6c2109f135462745ecf26256265be0e7.png"	"전방에 힘찬 가시 발사!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/672ca82c602e244228a1c02ff8fc708b93957ad06e4585cd9e59083b8673df05.png"	[12]
