id	collectible	slug	classId	multiClassIds	spellSchoolId	cardTypeId	cardSetId	rarityId	artistName	manaCost	name	text	image	imageGold	flavorText	cropImage	childIds	duels
2879	1	"2879-curse-of-rafaam"	9	[]	6	5	20	1	"Alex Horley Orlandelli"	2	"라팜의 저주"	"상대편에게 '저주!' 카드를 줍니다. 그 카드가 손에 있으면, 상대는 자신의 턴이 시작될 때 피해를 2 입습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/09dbde469eb34fd453a3a55be8bd01eb0745680cf9f1ae84e55e304df04c80eb.png"	""	"라팜이 발가락을 밟혔을 때 내지른 말입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3a3a7d09bd7d298dea4073535ef969747d893d8a74b2a495af8b717cfeef74dc.png"	[2998]	{"relevant":true,"constructed":true}
61957	1	"61957-conjure-mana-biscuit"	4	[]	1	5	1466	1	"Adam Byrne"	2	"마나빵 창조"	"마나 수정을 2개 회복하는 마나빵을 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9c00e33b13e1c932b1f92b422af44ff354f089f936d10135cff78b4d4e0c8eba.png"	""	"이것 때문에 자리를 비웠었군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0eb0a4375f0590ccef050c602bb7f272083970653ca01171d9ee14ad0800b3c5.png"	[61980]	{"relevant":true,"constructed":true}
73442	1	"73442-dragged-below"	9	[]	6	5	1658	1	"Jason Kang"	3	"물귀신"	"하수인에게 피해를 4 줍니다. 상대편에게 심해의 저주를 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/58766b99181d443daf0e1083ce57f4e7416f82519f02a4d725f69f58778f9fc8.png"	""	"나만 죽을 순 없지."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fdb9cc187184f43d905f66c9371306438cd342e45d4fed78a3bc1798c838ec40.png"	[74927]	{"relevant":true,"constructed":true}
77659	1	"77659-cold-case"	4	[]	3	5	1691	1	"Matt Dixon"	4	"미제 사건"	"2/2 불안정한 해골을 둘 소환합니다. 방어도를 +4 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/44590bc61373c0ba5c52b3c80df4280237a1141426a00f70c70d625f1de32992.png"	""	"해골을 벽장에 보관해 두었다면 이런 오해는 받지 않았겠죠?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dfb3fbb54e39129ac1a65098e817934dc13d5bbaa7d52c0ac2f01c63f0d711b7.png"	[84169]	{"relevant":true,"constructed":true}
77	1	"77-polymorph"	4	[]	1	5	1635	2	"Vance Kovacs"	4	"변이"	"하수인을 1/1 양으로 변신시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/65e293b0b1c5f0bb7a26bf78681b4881c4c94be439ac4bc66f8f3e28c6a0d160.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dcb0ea3e5436ed08af831be1c541e86e9c68fb48b0da6f796b19a086aa165798.png"	"이 카드로 '말'장난을 만들어 보려고 했는데... '양'장난이 되었네요. 길어져서 죄송합니다. 재미가 없으면 '양'으로라도 승부해야죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2bea12f20d38593270f860f11482f606c4bb0105d70ec49e3f7ea1e23ce5c243.png"	[796]	{"relevant":true,"constructed":true}
63682	1	"63682-fury-rank-1"	14	[]	7	5	1525	1	"Slawomir Maniak"	1	"분노 (1 레벨)"	"이번 턴에 내 영웅이 공격력을 +2 얻습니다. <i>(보유한 마나가 5일때 강화됩니다.)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ea635a04d56b98359ad1ff979991278e7a4f2ae0caa1a7967bb6621baa6a8629.png"	""	"가족에게 밥 먹으라고 부를 때는 대부분 3 레벨까지 갑니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c8e2be3e6860ec30ae34199488d8633b2fad61e461ceb66bd604e10e379f9547.png"	[63683,63684]	{"relevant":true,"constructed":true}
41094	1	"41094-living-mana"	2	[]	4	5	27	4	"Matt Gaser"	5	"살아 움직이는 마나"	"내 마나 수정들을 2/2 나무정령으로 변신시킵니다. 그 나무정령들이 죽으면 빈 마나 수정을 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ea9518ca390f26397ae25871eb3417af57cb25f85141c6fd2a614f739227218b.png"	""	"마나를 진정 사랑한다면, 놓아주세요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/10064f5f3dd44bc37ebffd67e78a730bb1817ceede985f39ca97d92a8ece3041.png"	[41432]	{"relevant":true,"constructed":true}
63030	1	"63030-living-seed-rank-1"	2	[]	4	5	1525	3	"Zoltan Boros"	2	"살아있는 씨앗 (1 레벨)"	"야수를 뽑습니다. 그 야수의 비용이 (1) 감소합니다. <i>(보유한 마나가 5일때 강화됩니다.)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/25ee9864b42925329b221edfe76b12ab841631ad1ea6545d86d4ab4470ddc6e4.png"	""	"모든 사막에 오아시스가 필요합니다. 이걸 실현하는 것이 거프의 임무죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7ae9af6432268d98f18c94a9901ce7207672de39d042f26d194f15b80121aabc.png"	[63031,63032]	{"relevant":true,"constructed":true}
279	1	"279-holy-smite"	6	[]	5	5	1635	2	"Steve Ellis"	1	"성스러운 일격"	"하수인에게 피해를 3 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/77a53475919571e7f9516650fd4d2ab5938bb590742e738fd7e4748e990e2406.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9e44fad7673a564fe34d5d5d04a2bf650dccece99b27355f2e1c04a21b15b3d0.png"	"생각은 성스럽게, 주먹은 상스럽게."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0fb8e912dc91f5f8c1483ee57056ccdb875926d00ef2a426171199ad76932635.png"	[62850]	{"relevant":true,"constructed":true}
62947	1	"62947-conviction-rank-1"	5	[]	5	5	1525	4	"Ursula Dorada"	1	"신념 (1 레벨)"	"무작위 아군 하수인에게 공격력을 +3 부여합니다. <i>(보유한 마나가 5일때 강화됩니다.)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bc407fdc194e4a1ae84b9e4d1bba3354882c34b2e00302065d8e55e8027cbd3d.png"	""	"카리엘의 강한 믿음 덕분에 그 날 북부감시 수호병들의 사기가 충만했습니다. 비록 카리엘의 거대 망치는 아프지 않았지만요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/36587b8075722e2a1d0bdaa88fc3b84b774efdee13034cda385495cbde6fa839.png"	[62948,62949]	{"relevant":true,"constructed":true}
43424	1	"43424-deck-of-wonders"	4	[]	1	5	1004	4	"Efrem Palacios"	5	"신비의 덱"	"내 덱에 두루마리를 다섯 섞어 넣습니다. 두루마리를 뽑으면, 무작위 주문을 시전합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6de76261a597dfddf187e3bbc32b0e3e9eaa46131470ab104a2486fc7f17ffc1.png"	""	"\"자, 카드를 한 장 뽑아보세요. 아무거나요. 잠깐! 그, 그걸 뽑으면 안...\" - 이전 주인의 마지막 말"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/80b99a76021bfa0d33766f2243c634aab290e4d978737f65ff5b4b96d1bff4f8.png"	[46545]	{"relevant":true,"constructed":true}
613	1	"613-power-word-shield"	6	[]	5	5	1635	2	"Jessica Jung"	1	"신의 권능: 보호막"	"하수인에게 생명력을 +2 부여합니다. 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2376f7a484071fa89ad4167c49f267699cce395983846f2ff07c1bcf64f7d271.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1cdf280cc4f34fe5218ea568146df15624e61e3e4a2250999afe70a34d0b22b1.png"	"생명력이 조금 올라가는 건 좋지만 하수인이 흐릿해지는 건 좀 아쉽네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/672b3ab2019d5f50cc1d2e217c69791b9f054b4ef468f18f88b8805bebb5a721.png"	[62917]	{"relevant":true,"constructed":true}
145	1	"145-mindgames"	6	[]	6	5	3	4	"Zoltan & Gabor"	4	"심리 조작"	"상대편의 덱에서 무작위 하수인을 복사하여 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1dc0883c7538a3e50fdcf2a88b70eeadb07abff93edef980e9efa436fef1ddd6.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/99db79ef5c551ae9dd0e6a82161521484f96450fc4bbc2b20862d4bf10e0cd03.png"	"인생은 한 방입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/eec92aa97e842d6112ba420a109397543ae3d30caa05fe67e2d28d008abe9f57.png"	[1720]	{"relevant":true,"constructed":true}
72318	1	"72318-abyssal-wave"	9	[]	6	5	1658	4	"L. Lullabi & K. Turovec"	6	"심해의 물결"	"<b>모든</b> 하수인에게 피해를 4 줍니다. 상대편에게 심해의 저주를 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/45b1501b29bd02f21e46405ccc23e1380b0fe1f18d21ef34447d1b3723683612.png"	""	"갈등을 유발하는 악수가 뒤따릅니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/994766c6b13dcb7af29fb02d02a65d15e8b08a63b9b10d0b68c86eb39a3953a6.png"	[74927]	{"relevant":true,"constructed":true}
860	1	"860-sense-demons"	9	[]	6	5	3	1	"Raven Mimura"	3	"악마 감지"	"내 덱에서 악마를 둘 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d2fa01dbf7f01f4e1a51df093fd7534e82e6ae0b27e18fcac62ed23307ec626a.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/551695b0c3f4769c3715481c4aa23f6da4aba52feeacb0ad0428d0b8ed95a9cd.png"	"일반적으로 악마들은 굉장히 눈에 띄는 존재여서, 굳이 주문까지 사용하지 않아도 감지할 수 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9a860ffde1136f556e8fcca76f264c28895d29a1796a8755ecffb29ca9c61cd4.png"	[1723]	{"relevant":true,"constructed":true}
78416	1	"78416-wild-spirits"	3	[]	4	5	1691	4	"Konstantin Turovec"	3	"야생 영혼"	"<b>휴면</b> 상태인 서로 다른 야생씨앗을 둘 소환합니다. 내 야생씨앗들이 1턴 일찍 깨어나게 합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0d232cb5ed6e6ba01199ed59aa2f4442ddd45dc8aedfe14f2047b5821422c90b.png"	""	"야생 가기 전까지만 정규 영혼으로 이름을 바꿔 부를까요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/31dad82f3f116293718959c610a91d1b87732d5ddeebf0c8901364d0dcb801c5.png"	[78406,78408,78410,78502]	{"relevant":true,"constructed":true}
1368	1	"1368-shadowform"	6	[]	6	5	3	4	"Alex Horley Orlandelli"	2	"어둠의 형상"	"내 영웅 능력이 '피해를 2 줍니다.'로 바뀝니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/617fc8b0466a78b8ce3e756dad76f7e6bcb9025f629dcaf17f673981d0cb6e5f.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a1857983f789ad2efde7295f2df2ab7f9361cc3711e12bc7254a3b02c71e75d1.png"	"빛을 어둠으로 돌리는 건 쉽지만, 어둠을 빛으로 돌리는 건 어렵다는 걸 보여주는 좋은 예라고 할 수 있죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/79cb36c9dc01ea8a56385cd20c29c9b721619f8c209a4321b19ddead7ee83d19.png"	[1623,1622]	{"relevant":true,"constructed":true}
41207	1	"41207-razorpetal-volley"	7	[]	4	5	27	1	"Chanchai Luechaiwattanasopon"	2	"연발 칼날꽃잎"	"피해를 1 주는 칼날꽃잎 둘을 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/21d9d49a44577650a657107a2a50ef6019333f912094f9bdec23029a432eb797.png"	""	"옛말에 꽃으로도 때리지 말라고 했거늘..."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/af68aec84768c2b2bd77921534b614a82ae62b7753dcd73a0d42297273a468fb.png"	[41206]	{"relevant":true,"constructed":true}
63065	1	"63065-chain-lightning-rank-1"	8	[]	4	5	1525	4	"Hideaki Takamura"	2	"연쇄 번개 (1 레벨)"	"하수인과 그 하수인 양옆에 있는 하수인 중 하나에게 피해를 2 줍니다. <i>(보유한 마나가 5일때 강화됩니다.)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6b5336b2d402e6cb88c5be4597e9405657c544150a18e60a0bccc2e46142529d.png"	""	"연쇄 살인보다는 낫습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9c58409324e42fd812c845c6ac43ec06d088ac5976e6349ae0f1f6b9b6268c21.png"	[63066,63067]	{"relevant":true,"constructed":true}
59725	1	"59725-soul-shear"	9	[9,14]	6	5	1443	3	"Dave Allsop"	2	"영혼 절단"	"하수인에게 피해를 3 줍니다. 영혼 파편을 내 덱에 둘 섞어 넣습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/efa6b18b12d43d716c1b6347554b2c984e598e4552891d8c6ceac570ef8770bf.png"	""	"\"옆에만 조금 다듬어 주세요.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e709e982cb96c0593e2069f01f90c2dc566e0452152d37f79a7958272ffaa873.png"	[59723]	{"relevant":true,"constructed":true}
59214	1	"59214-molten-blast"	8	[]	2	5	1443	3	"Daria Tuzova"	3	"용암 작렬"	"피해를 2 줍니다. 준 피해만큼 1/1 정령을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cab94b2829c920468a79d173da6a735770c497a083aa9080428c17d417d53986.png"	""	"기말고사도 끝났는데 이 정도는 불태워야죠!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0377368e2d36dbbd5f199a764f5ba924ad28cc4de882fb5acd11ed5fc0cc7de2.png"	[59699]	{"relevant":true,"constructed":true}
63220	1	"63220-imp-swarm-rank-1"	9	[]	7	5	1525	1	"Slawomir Maniak"	2	"임프 군단 (1 레벨)"	"3/2 임프를 소환합니다. <i>(보유한 마나가 5일때 강화됩니다.)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3288f80b6572b28d85966a3f3cfd33749d441553615e879f8b5e651d62119211.png"	""	"시간이 지나면 군단의 규모도 커질 겁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/510b152f2e14d556d23239587c88b5e73e6a5393154e8e52f337684f802354d2.png"	[63221,63222,63194]	{"relevant":true,"constructed":true}
67758	1	"67758-impfestation"	9	[]	7	5	1626	3	"L. Lullabi & A. Zemskov"	6	"임프 군체"	"각 적 하수인을 공격하는 3/3 공포 임프를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1976c9e611af2a504275f073644f126672d11bdd5a26bda358500c5e0c936888.png"	""	"임프 퇴치 업체 불러!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9605c8b1978d9f789bc5674c48f0e8420246a53c94cb1ef9feb3162831deec7b.png"	[67773]	{"relevant":true,"constructed":true}
53938	1	"53938-impbalming"	9	[]	7	5	1158	3	"Dave Allsop"	4	"임프말이"	"하수인을 처치합니다. 내 덱에 쓸모없는 임프를 셋 섞어 넣습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b958b59fc8a314666309897c113300da3f39e0a192b377adcf4c127d60bb64d3.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ee1472ab1ae6efcb9d0c8659ea1bbe81725a983308bcfd58697438a33f68f9f4.png"	"돌돌 말아서 임프들이 흠씬 두들겨 팹니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c93bfd0f776454f5b759f853eca0c06cc171ec82c86de5089fe88af79bc45cda.png"	[56265]	{"relevant":true,"constructed":true}
2013	1	"2013-imp-losion"	9	[]	7	5	13	3	"Jaemin Kim"	4	"임프폭발"	"하수인에게 피해를 2- 4 줍니다. 준 피해만큼 1/1 임프를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d9eecc588257a154b0208681aadf402ea75c9ee48a0460fbd44e212fd94cc651.png"	""	"사실 폭탄은 폭발보다 파편이 더 무서운 법입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/41480ba84f5417b24ff5bf6965f42f925763fe08b38c2d37f85e86d68ddc116e.png"	[2270]	{"relevant":true,"constructed":true}
2874	1	"2874-forgotten-torch"	4	[]	2	5	20	1	"Richard Wright"	3	"잊힌 횃불"	"피해를 3 줍니다. 피해를 6 주는 '이글거리는 횃불'을 내 덱에 섞어 넣습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1ecedd8fb536c68f8c82342992edb4a76ee77c5bcd3314a31b9d1becfe705345.png"	""	"내가 그 횃불을 사용했을 때에는 그는 다만 하나의 검은폭탄에 지나지 않았다. 내가 그 횃불을 다시 사용했을 때 그는 나에게로 와서 화염구가 되었다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b6aa52c87b536c5a52e1bcc4800a717910edff4bc01a24c37eed1ef2b7991e3a.png"	[2997]	{"relevant":true,"constructed":true}
61964	1	"61964-arbor-up"	2	[]	4	5	1466	3	"Vladimir Kafanov"	5	"자라난 수목"	"2/2 나무정령을 둘 소환합니다. 내 하수인들에게 +2/+1을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a2b8db6dc892c78db1de1b0e8d49ea9899e912cee49cceb3bd15022650b14a9f.png"	""	"겨우 나무 하나도 제치지 못한다면 이 경주에 참가할 자격도 없습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d6146eab2b6f050d271fc2fa0f5ca010150a0c1720c21761f6f3f76c7dd7960a.png"	[61465]	{"relevant":true,"constructed":true}
77490	1	"77490-natural-causes"	2	[]	4	5	1691	1	"Konstantin Turovec"	2	"자연사"	"피해를 2 줍니다. 2/2 나무정령을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/257f9f69d62fd22959b186e1dadeb4294a465e4dd7cc8ca2f4842710edada9f3.png"	""	"만약에 범행 수단이... 자연을 이용한 거라면?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/947955d3dc999727d3ad89802e51b793e6a972bc4b83dceb54341c6963407c06.png"	[86213]	{"relevant":true,"constructed":true}
45759	1	"45759-unidentified-elixir"	6	[]	5	5	1004	1	"Dan Scott"	3	"정체불명의 비약"	"하수인에게 +2/+2를 부여합니다. 내 손에서 추가 효과를 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cea014e35626861e1caff29bf93cdff234e5facaafc3500ced769e731369f2ff.png"	""	"\"목 말라 죽을 것 같아.\" \"그럼 이거 마셔.\" (꿀꺽) \"켁! 이게 뭐야?!\" \"알면 널 줬겠니?\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7809d75235ffb11a14f43b5f2642d8bd1f47602f6868a9e48471c685a7ac4a73.png"	[45751,45753,45756,45757]	{"relevant":true,"constructed":true}
54016	1	"54016-shadow-of-death"	7	[]	6	5	1158	4	"Slawomir Maniak"	4	"죽음의 그림자"	"하수인을 선택합니다. 뽑으면 그 하수인을 복사하여 소환하는 '그림자'를 내 덱에 셋 섞어 넣습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2aee38f088c5fe8dcdae3f5c2d87a619e1bd8f03c4af4bec0a8d32d3d9f71f41.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bc3f2c6bcca0ef26903b2a0a84db90c40f151089ae80161a978d263e186cc286.png"	"새로운 친구를 사귀는 것도 실력이 필요합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fa42b7b92653b98e6e41449dd12d504409a6e91071f1befb592703dc8c5c584d.png"	[54017]	{"relevant":true,"constructed":true}
79482	1	"79482-deathborne"	4	[]	3	5	1691	3	"L. Lullabi & K. Turovec"	6	"죽음의 혈통"	"<b>모든</b> 하수인에게 피해를 2 줍니다. 처치한 하수인만큼 2/2 불안정한 해골을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/691ec2aed17729cbb6b91f193f1d5d8ca71232d631872ff799d1d0b21f5ae21e.png"	""	"켈투자드를 좋아하신다면 강령군주를 선택하세요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4d521ddd20ac942a3b3746dfa39dee23f4da516bb25d5fccc84c9fc361257b54.png"	[84169]	{"relevant":true,"constructed":true}
