id	collectible	slug	classId	multiClassIds	spellSchoolId	cardTypeId	cardSetId	rarityId	artistName	manaCost	name	text	image	imageGold	flavorText	cropImage	copyOfCardId	duels
69707	1	"69707-flash-heal"	6	[]	5	5	1637	1	"Marcelo Vignali"	1	"순간 치유"	"생명력을 5 회복시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1565595c499252eb6dc05d4e99a030be4f07d46a6f5dd1c0a081d69ad715104f.png"	""	"별명은 번쩍 치유입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ad6b392fc5021de3dbb32dadf825287f65fb6d8e8c17a26f8affd79b131e7c65.png"	2582	{"relevant":true,"constructed":true}
69546	1	"69546-arcane-shot"	3	[]	1	5	1637	3	"Luca Zontini"	1	"신비한 사격"	"피해를 2 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8043259cd369e52e6cd59ae7651a7f49535fc9755eaec1310e378e72b31019c7.png"	""	"예전엔 마법사들이 신비한 화살을 만들어 사냥꾼들에게 팔았습니다. 그러다 사냥꾼들이 아예 마법을 직접 배워 신비한 화살을 만들기 시작하면서, 스톰윈드는 작은 경기 침체에 시달렸다죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/62fcb73d4604263c722b2c3e23643d9a096e98fd29fb549d09d2ae793a6ae9b1.png"	877	{"relevant":true,"constructed":true}
69500	1	"69500-arcane-intellect"	4	[]	1	5	1637	1	"Dave Berggren"	3	"신비한 지능"	"카드를 2장 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/228a2c0da591d7e8e55b215bad255c04f15ebcf7284571b21592e83d3d9f90c4.png"	""	"이 카드를 내면 똑똑해집니다. 솔직히 말해서, 좀 똑똑해졌다고 우겨도 괜찮습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/85a8ede320262f60c650638a154107206f9ec6f99aa771e8df710f191ff16088.png"	555	{"relevant":true,"constructed":true}
69508	1	"69508-holy-nova"	6	[]	5	5	1637	1	"Luca Zontini"	3	"신성한 폭발"	"모든 적 하수인에게 피해를 2 줍니다. 모든 아군 캐릭터의 생명력을 2 회복시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ff1f8b010fa10295f1fe7e57a40acd6f6f4b59f2b9245a1e8cc930bead693a1c.png"	""	"이 주문을 썼는데 당신이 피해를 받았다면, 신앙심이 부족하거나 나쁜 놈이란 뜻입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/687be88c7ac995fc525f78da24bb61d32ebbe1b31bd264217509393cf0202f8e.png"	841	{"relevant":true,"constructed":true}
69532	1	"69532-consecration"	5	[]	5	5	1637	1	"Vance Kovacs"	3	"신성화"	"모든 적에게 피해를 2 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/15e2df8d2bf190ed727a6b6bc457e76a76e13d2f1793b2ca0ebc70b80921a3da.png"	""	"신성화된 땅은 신성한 에너지의 빛을 뿜습니다. 하지만 냄새도 좀 풍깁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ad887393284aa50f0dd5cd74fe456a1c322702e8897ea1a77adcc3a6644b814f.png"	476	{"relevant":true,"constructed":true}
102197	1	"102197-hand-of-adal"	5	[]	5	5	1637	1	"Anton Zemskov"	2	"아달의 수호자"	"하수인에게 +2/+1을 부여합니다. 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/98f45f3c121f646dd64dd80be81527fa3830916a4fdd4225df56c468fd0f1871.png"	""	"아달의 수호자가 되는 것은 험난하지만 위대한 업적이라 할 수 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/42b62967619f3b4ee9269e12596d6383ab324447ea52ef60a2d2e32abadbcb92.png"	57546	{"relevant":true,"constructed":true}
69569	1	"69569-shadow-word-death"	6	[]	6	5	1637	1	"Raymond Swanland"	2	"어둠의 권능: 죽음"	"공격력이 5 이상인 하수인을 처치합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/10c2045130ec1013ceb0328b0d6223213717bbd7d98c2362842e769f6e5c49e9.png"	""	"빗맞히면 대상의 이마에 번개 모양의 흉터를 남깁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1bad7361ee664d74a65ea5578d7c0034f128d653a0ae7c03e983d3e796a6ae30.png"	1363	{"relevant":true,"constructed":true}
69616	1	"69616-shadow-word-ruin"	6	[]	6	5	1637	4	"Ben Olson"	4	"어둠의 권능: 황폐"	"공격력이 5 이상인 <b>모든</b> 하수인을 처치합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0c8ff0d9b76239ac552e45fb1b270e04b7221cc81ef0ade9e21817574d62430f.png"	""	"새로 산 흰색 수의에 음료수를 쏟아버린 한 늑대인간 사제에 의해 처음 발견되었습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cffb98a2207c9da7a58a38e9cba7c909246379b6a50bbc03278b799264bd2e08.png"	60070	{"relevant":true,"constructed":true}
69634	1	"69634-siphon-soul"	9	[]	6	5	1637	3	"Tyler Walpole"	4	"영혼 착취"	"하수인을 처치합니다. 내 영웅이 생명력을 3 회복합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/331865616cd370de2c8d89b10c8970cb7f7b637aaaa19e67cf841b492637890f.png"	""	"자신의 영혼은 착취하지 마세요. 기묘한 무한 순환 고리에 빠질 수도 있으니까요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7f7e45b518bb3ccdc774b2f9677c1dd120a7f19f7fec6c43f11e80208421fa02.png"	1100	{"relevant":true,"constructed":true}
102212	1	"102212-spirit-bomb"	9	[]	6	5	1637	1	"Zoltan Boros"	1	"영혼 폭탄"	"하수인과 내 영웅에게 피해를 4씩 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8635f4abbd5cb07bcaaa8b93bfa918424b7047047144b5c36e9eb77a3c548e90.png"	""	"어딘가에선 원기옥이라고 부릅니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f88fa13616621c4541093466e80419a560f83a8fdf03a44b943ca3234fa3d897.png"	48113	{"relevant":true,"constructed":true}
69590	1	"69590-feast-of-souls"	14	[]	6	5	1637	3	"Anton Zemskov"	1	"영혼의 향연"	"이번 턴에 죽은 아군 하수인의 수만큼 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/368a10e74ed37a8a618aaa74fc572c4c9d182b2918294ae2bea73d22fefd33a9.png"	""	"그야말로 영혼에 위안을 주는 맛이네요!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/63c1456b344c49138d63083d688636aa623c24c0efa6916acf9a522938921fa0.png"	56873	{"relevant":true,"constructed":true}
69530	1	"69530-blessing-of-kings"	5	[]	5	5	1637	1	"Lucas Graciano"	4	"왕의 축복"	"하수인에게 +4/+4를 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fd03357cafe79e47f0f90c222d1269464dcc236a53deb13d2e9d05edab3e3378.png"	""	"여태까지 암살당한 왕이 몇 명인데, 정말 그들의 축복을 받고 싶으세요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/36cdf029af4e60d3192b214d667e5b33d2e894cb28f99bd17771b093d793614d.png"	943	{"relevant":true,"constructed":true}
102187	1	"102187-lunar-eclipse"	2	[]	1	5	1637	1	"Jun Yan"	2	"월식"	"하수인에게 피해를 3 줍니다. 이번 턴에 내가 시전하는 다음 주문의 비용이 (2) 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8b51f0ce4d0277b65c416a9110943acddabd16ca746e57289562b6e1b8852ddb.png"	""	"아제로스가 태양과 달 사이에 위치합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a343d4cc5b9ff7850f917181d334520c2bab2bebcda998cc5026448cb5a4d0f9.png"	61449	{"relevant":true,"constructed":true}
69594	1	"69594-nourish"	2	[]	4	5	1637	3	"Terese Nielsen"	5	"육성"	"<b>선택 -</b> 마나 수정을 2개 얻습니다. 또는 카드를 3장 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2cee753ab28bb0a22f8f3ce8b5ea506455edfd57f362412682d73d7e2dbd7ab4.png"	""	"드루이드는 많은 것에서 힘을 얻습니다. 자연, 종달새의 지저귀는 소리, 초콜릿 케이크."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b78875e1f628736bfa6fd65ca93ddfcb739399d15db37f4f2a6716853952d0ee.png"	95	{"relevant":true,"constructed":true}
102185	1	"102185-solar-eclipse"	2	[]	4	5	1637	1	"Jun Yan"	2	"일식"	"이번 턴에 내가 시전하는 다음 주문을 2번 시전합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3a2a34ba2e662dde6d947bdcee5f1137b68343959992331a5c60dc08086184a1.png"	""	"달이 태양과 아제로스 사이에 위치합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6e49f08f89b1013968170c095919e848d53cfe9b4077b0e85d470466959bec3b.png"	61450	{"relevant":true,"constructed":true}
69550	1	"69550-innervate"	2	[]	4	5	1637	3	"Doug Alexander"	0	"정신 자극"	"이번 턴에만 마나 수정을 1개 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a104796a5f6497949f6a63a3dfb2d7c80a97975100131fde41a164e491db1314.png"	""	"드루이드라면 누구나 한 번쯤 \"자극 주세요!!\" 소리를 들어보셨을 겁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/15057733fe8799aba38d19fdae2ed977814b2dbadb184686a2d3bf8e40ff6084.png"	254	{"relevant":true,"constructed":true}
97379	1	"97379-immolation-aura"	14	[]	7	5	1637	1	"L. Lullabi & K. Turovec"	2	"제물의 오라"	"<b>모든</b> 하수인에게 피해를 1 줍니다. 2번 발동합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/68046298754bfe7f646b9157200deeac6fa8861307aaf3913b02e6e033702a39.png"	""	"열기가 너무 뜨거울 땐 잠시 꺼두셔도 좋습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c9a592e735295f8e6f74bc692af03a31e7c07aeb059ea7930bb69b8c078b1e0d.png"	59869	{"relevant":true,"constructed":true}
69519	1	"69519-hellfire"	9	[]	2	5	1637	1	"Chippy"	3	"지옥의 불길"	"<b>모든</b> 캐릭터에게 피해를 3 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/811cc2547a17280eb97d23e69c8f18d14002b9c9afc4bc825725a6e7e4a39630.png"	""	"흑마법사를 신뢰할 수 없는 대표적인 이유로 이 주문을 꼽을 수 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d5f171717267d086235dd34f50ba0d1d9935c312c01339ea2ea8ffa319ad3edc.png"	950	{"relevant":true,"constructed":true}
76288	1	"76288-wrath"	2	[]	4	5	1637	1	"Raymond Swanland"	2	"천벌"	"<b>선택 -</b> 하수인에게 피해를 3 줍니다. 또는 피해를 1 주고 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/73f55aed0dba40989bcae7fad03f29e37d48a3baa7256061b247cb1b61d739ce.png"	""	"톱니항 여관에서 들리는 말에 의하면 이 카드가 너무 좋고, 전설급이 아닌 게 이상하다는군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/53ffc72c8c01feff543136caf4ef9f60cc9a4172482a42d62b80288a7eebf3fd.png"	836	{"relevant":true,"constructed":true}
102790	1	"102790-hammer-of-wrath"	5	[]	5	5	1637	1	"Efrem Palacios"	3	"천벌의 망치"	"피해를 3 줍니다. 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/81628825c39d0757ffaac6496612b92738076ee556811a34d690ae887f74b49f.png"	""	"훌륭한 성기사는 다양한 도구를 소지하고 다닙니다. 천벌의 망치, 복수의 집게, 정의의 쇠톱 등등..."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ad0a98eee4b29185eb0b6d45bd40409cb517b93ad696a8cb92b255ace0e48e4c.png"	250	{"relevant":true,"constructed":true}
69614	1	"69614-equality"	5	[]	5	5	1637	3	"Michal Ivan"	2	"평등"	"<b>모든</b> 하수인의 생명력을 1로 바꿉니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/18b750aa80c9c25b2d67dc04ef324a5d140dea872e5eb7480693fa02b565250a.png"	""	"우리는 모두 세상 하나뿐인 눈송이랍니다... 생명력이 1밖에 안 되는 눈송이요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0b4c4bf6439e3743532a542cf9eefa46dccf1ab520a97479df5fdf749aed63d0.png"	756	{"relevant":true,"constructed":true}
69553	1	"69553-mortal-coil"	9	[]	6	5	1637	1	"Matt Gaser"	1	"필멸의 고리"	"하수인에게 피해를 1 줍니다. 이 피해로 하수인이 죽으면, 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bbea64be222a9d4fd8ca06bf15aa5d64d9a9f7f446d0c07c9985ccd997457184.png"	""	"굳이 마나를 해골 모양으로 변형시킨 노력이 가상하지 않습니까? 상으로 카드 1장은 줍시다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4cab638818aeb1a5a95ca98511d01fe2b2d17cc746f8112ce5c59c41d406b7df.png"	1092	{"relevant":true,"constructed":true}
69558	1	"69558-chaos-strike"	14	[]	7	5	1637	1	"Zoltan Boros"	2	"혼돈의 일격"	"이번 턴에 내 영웅이 공격력을 +2 얻습니다. 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ba7cb15fbf0eb5b459b3196d7fea973c26f6383884805f2e2c24ffbbdff459a3.png"	""	"혼돈은 예상하지 못한 때 찾아오는 법이죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/777dc050a1d6aef8afcf587f7458b1160f8d80cd4205c4b45c28779c0bf34ec4.png"	56791	{"relevant":true,"constructed":true}
69501	1	"69501-fireball"	4	[]	2	5	1637	1	"Ralph Horsley"	4	"화염구"	"피해를 6 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b14f38cd23206146d97e687a7fb714f63157dca6ae7ea48c187dc760ee8d7407.png"	""	"이 주문은 뭐든 불태울 때 좋습니다. 혹시 뭔가 살짝 굽거나 따뜻하게 만드는 주문을 찾으셨다면 죄송합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e3237e72821ef9dd2b7f56c5ac771549fcf4ab9a8cf7b5be11342ebf64e345f2.png"	315	{"relevant":true,"constructed":true}
