id	collectible	slug	classId	multiClassIds	spellSchoolId	cardTypeId	cardSetId	rarityId	artistName	manaCost	name	text	image	imageGold	flavorText	cropImage	childIds	keywordIds	duels
63264	1	"63264-sigil-of-summoning"	14	[]	6	5	1525	3	"Dave Allsop"	2	"소환의 인장"	"내 다음 턴이 시작될 때, <b>도발</b> 능력이 있는 2/2 악마를 둘 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1a15988eabe2e65c5afc292c11b2e48f049fb8e14e1af4e33daa41d0cd7bc6be.png"	""	"소환술도 지연될 때가 있다고. 한 턴만 기다려."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8a8e6013327b7e7ecd8cbdd0d793e23f29331959a48066138c536fac6999c6e2.png"	[63500]	[1]	{"relevant":true,"constructed":true}
61953	1	"61953-nitroboost-poison"	12	[7,10]	4	5	1466	1	"Paul Mafayon"	2	"순간가속의 독"	"하수인에게 공격력을 +2 부여합니다. <b>타락:</b> 내 무기에도 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0a05233326990a16ce682cb0f128f57d2fbd8846cdfea226bfbcbc7885d92458.png"	""	"우리 머리를 순간가속하려면 과자라는 연료를 투입해야 합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/766bd29caaa69f19423614dc4736dbff27d3f3ea8d3535dad4e3990b08fce2e4.png"	[62001]	[91]	{"relevant":true,"constructed":true}
53576	1	"53576-hidden-oasis"	2	[]	4	5	1158	3	"Zoltan Boros"	6	"숨겨진 오아시스"	"<b>선택</b> - <b>도발</b> 능력이 있는 6/6 고대정령을 소환합니다. 또는 생명력을 12 회복시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3fd77ec5aa035c89add92af5ee757fb06b747843d1743548924dd69e821f3dbc.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3928dcde43dbc9f8adc86cda4c57558ebb86a249f0a111ae0fba46510ecaa49b.png"	"6미터에 달하는 나무정령이 물장구를 치고 있는데 숨겨져 있다니 놀랍네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e81dada23670c7a55222c474ccf5011a58fdc4b752f1a3e3f88de6dc2388b01b.png"	[53577]	[1]	{"relevant":true,"constructed":true}
381	1	"381-soul-of-the-forest"	2	[]	4	5	3	1	"Markus Erdt"	3	"숲의 영혼"	"내 하수인들에게 \"<b>죽음의 메아리:</b> 2/2 나무정령을 소환함\" 능력을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/725568b375c949667870d36159fa154edff9dac932374973cd37e3332deb3715.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/aee849be38999ce496454691084dc347806a839267f4c741b771edda5f73fd75.png"	"식목일에 쓰면 더 좋습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0f5aa9669386621fcb3bae07219789b786bf942945ddcabff5a72c65d1c9c143.png"	[678,41432,600]	[12]	{"relevant":true,"constructed":true}
77300	1	"77300-boon-of-the-ascended"	6	[]	5	5	1691	4	"Arthur Gimaldinov"	5	"승천자의 은혜"	"하수인에게 생명력을 +2 부여합니다. 그 하수인과 능력치가 같은 <b>도발</b> 능력이 있는 키리안을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8b4e7e366ef0dec4c2c30a864aaac7fcd3b4354e7059ae5e83213c08c98b7f00.png"	""	"승천은 누군가 하사할 수 있는 힘이 아니라 잠재된 힘을 발현하는 것입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/64c3b625293d21f6f95940e33a2ad9ba87378771fc475f0d1ab1b6d97fc67cf8.png"	[77443]	[1]	{"relevant":true,"constructed":true}
84240	1	"84240-deal-with-a-devil"	14	[]	7	5	1776	3	"Dez Bencosme"	5	"악마와의 계약"	"<b>생명력 흡수</b> 능력이 있는 3/3 지옥악마를 둘 소환합니다. 내 덱에 하수인이 없으면, 하나 더 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/929e01e067496b0416342db166450192be1bec8bc7a66d734fe271b46e66dec2.png"	""	"알았어. 지옥악마 3마리. 더 이상은 안 돼."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1af70786a9539d9f4d2fecd16694f88c3054acda56f82649682f819538daaf60.png"	[86611]	[38]	{"relevant":true,"constructed":true}
64897	1	"64897-demonic-assault"	9	[]	7	5	1578	1	"Arthur Gimaldinov"	4	"악마의 맹공"	"피해를 3 줍니다. <b>도발</b> 능력이 있는 1/3 공허방랑자를 둘 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/253a1a068efbfc99f034c4fbb48ca65669d4058dd5a51dfa0b4c76e2e6babd7e.png"	""	"악마들아, 나에게 힘을 줘!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/535dac5ea639d2e648c0da2a9e8d2b37def487f2197754029443b1f426b8fbb2.png"	[48]	[1]	{"relevant":true,"constructed":true}
238	1	"238-feral-spirit"	8	[]	4	5	3	3	"Clint Langley"	3	"야수 정령"	"<b>도발</b> 능력이 있는 2/3 늑대 정령을 둘 소환합니다. <b>과부하:</b> (1)"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d05d5d6023d9d867e54403b39c6637879732935a8d7f9b5e676c9ed502ed4749.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a36ff575f872e3f023b8f252e3ab48ac8e98bbfad2d29582de112646d31cd8ad.png"	"늑대 정령들은 일반 늑대와 유사하지만 발바닥이 더 보들보들하다고 합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b4757911472da3faadbc1ba1f2ef2862c4055f8896d4c611458fe5b1e24f827f.png"	[533]	[1,14]	{"relevant":true,"constructed":true}
79108	1	"79108-shadow-waltz"	9	[]	6	5	1691	1	"Dave Greco"	5	"어둠의 무도"	"<b>도발</b> 능력이 있는 3/5 그림자를 소환합니다. 이번 턴에 하수인이 죽었으면, 하나 더 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0db0b063d7f3094146202e041919cd055eaa0fb17aafaf80520be39255b9495f.png"	""	"하나, 둘, 셋, 둘, 둘, 셋... 아악! 내 발!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/454f6bd2675564e650373410c296dc33f9ee47dc90b6e92fbae9ccb24de62f10.png"	[79109]	[1]	{"relevant":true,"constructed":true}
77556	1	"77556-door-of-shadows"	7	[]	6	5	1691	3	"Konstantin Turovec"	1	"어둠의 문"	"주문을 뽑습니다. <b>주입 ( ):</b> 그 카드를 복사하여 이번 턴에만 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6baea41a434c93b54e90e95df5f80e29a5344bd5490c7ba39522b654e9b5eacc.png"	""	"어둠의 문 들어갈 때 신발 벗는 거 맞아요^^"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/025eafe07f1674c1963bdf1798b9e13c605400fe323bbe078917aa96ccaa37df.png"	[79542,79552,79593,80814,79545,537,850,764,62320,79554,79595]	[238]	{"relevant":true,"constructed":true}
2009	1	"2009-dark-wispers"	2	[]	4	5	13	4	"Trent Kaniuga"	6	"어둠의 속삭임"	"<b>선택 -</b> 1/1 위습을 5마리 소환합니다. 또는 하수인에게 +5/+5와 <b>도발</b>을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cc3e73bddd27c808773e13198644cbc655fc0539718cc73d30f756974b684e39.png"	""	"\"하일 하이드라.\" (소근)"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1a3665a8f549849b0b1d71c6f3e0582dee8e67738f79be1e0ca00b0ce6b778b4.png"	[179]	[1]	{"relevant":true,"constructed":true}
84354	1	"84354-frozen-touch"	4	[]	3	5	1691	1	"Melvin Chan"	2	"얼어붙은 손길"	"피해를 3 줍니다. <b>주입 ( ):</b> 얼어붙은 손길을 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/50f9221feda0a7a5027a60184630d458a522186aca3a1a804cb3195deb57bd01.png"	""	"이 묵직하고도 서늘한 감각."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7504e428b82dbb102a9e5f41424ff7cf8d5de2e3816f0ef92c1ae1ff138f5334.png"	[79542,79552,79593,84355,79545,537,850,764,62320,79554,79595]	[238]	{"relevant":true,"constructed":true}
80112	1	"80112-immortalized-in-stone"	5	[]	5	5	1658	1	"BOSi Studio"	7	"영생하는 석상"	"<b>도발</b> 능력이 있는 1/2, 2/4, 4/8 정령을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d946c6205c359c9f28d5f1405f21cb59fffe544cdf3c704ac25d2896a263f6f7.png"	""	"'<b>죽음의 메아리:</b> 영생을 잃음.' 능력이 숨겨져 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f36aec8c94a2a3ff25a7ede2d809e4a8cd6e06895747d27cd22c7dde1a9bbd34.png"	[80113,80115,80116]	[1]	{"relevant":true,"constructed":true}
84266	1	"84266-eversong-portal"	3	[]	1	5	1776	3	"Konstantin Turovec"	4	"영원노래 차원문"	"<b>속공</b> 능력이 있는 4/4 스라소니를 1마리 소환합니다. <i>(<b>주문 공격력</b>에 따라 소환하는 수 증가)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1ef6f25dd7935928e34d947ae2d018ea1ab2c300415e0909c23112ad040ff0c5.png"	""	"지금 생각해보면 대기 없이 스라소니가 바로 잡혔다니 참 편리하군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1eda5f0b699ad9846254a6c4e137d4555e9677d797484b7eec8b7342c30512f9.png"	[84730]	[2,53]	{"relevant":true,"constructed":true}
86150	1	"86150-prescience"	8	[]	6	5	1776	3	"Patrik Bjorkstrom"	4	"예지"	"하수인을 둘 뽑습니다. 비용이 (5) 이상인 하수인의 수만큼 <b>도발</b> 능력이 있는 2/3 영혼을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/21b72aea9207f4c334b2ee85652412ffa37ff5ad14d09ca1ef13d59a0d029922.png"	""	"잠깐, 바꾸지 마세요. 이 미래가 마음에 들어요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a7ca26ce8a0e09a1f48a328ccbe07f867605ca2cd1d57c1a8c73a8a2f14a0c81.png"	[86140]	[1]	{"relevant":true,"constructed":true}
63553	1	"63553-oasis-ally"	4	[]	3	5	1525	1	"Anzka Nguyen"	3	"오아시스 아군"	"<b>비밀:</b> 내 하수인이 공격받으면, 3/6 물의 정령을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6f5ac69b3748d03f33e410fde211af80d92f255686577dccb13bcd3d02a66f27.png"	""	"봐 줘서 배치기 입수를 시킨 것입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/04da8323a34906bba2d70ff71697975898b3959ab76b7ee0a0c593f25a6e78f7.png"	[395]	[5]	{"relevant":true,"constructed":true}
78261	1	"78261-plot-of-sin"	2	[]	4	5	1691	3	"Grace Liu"	3	"죄악의 정원"	"2/2 나무정령을 둘 소환합니다. <b>주입 ( ):</b> 대신 5/5 고대정령을 둘 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bff81597d7911b32859c4ca76505bffeeca91675a986e64ce663a3938a9bcea0.png"	""	"정말 멋진 정원이에요. 하지만 여기저기 구멍이 나 있군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/52e008721816e2865eaedec1ef05b5636d46b5372a8f6895f3cad1344d57771d.png"	[86776,86213,86214]	[238]	{"relevant":true,"constructed":true}
86508	1	"86508-life-from-death"	2	[]	4	5	1776	3	"Mooncolony "	6	"죽음 속 생기"	"카드를 3장 뽑습니다. <b>주입 ( ):</b> 비용이 (1)이 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6a2a7d4395bbd87ba743af7da9b3f66b62343f34a5d798933035224328bd0035.png"	""	"이름을 순화한다고 해서 강령술이 정당화되는 것은 아닙니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7de299fe35fa56e4aabe3f0a533cdddda1445eb9a88155a359fee22b42b60849.png"	[79542,79552,79593,86509,79545,537,850,764,62320,79554,79595]	[238]	{"relevant":true,"constructed":true}
84209	1	"84209-deathweaver-aura"	8	[]	6	5	1776	1	"Tanamaes Leejierasaes"	2	"죽음방직의 오라"	"하수인에게 \"<b>죽음의 메아리:</b> 3/2 좀비를 둘 소환함\" 능력을 부여합니다. <b>과부하:</b> (1)"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a0f95768eeb7980f01b47d6dcbfc7b30d04a9f06c275314141e0fe67a6a14df1.png"	""	"뜨개질은 무해한 취미지만 방직은..."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fb906bb23dc0c64c16b1adfa5feb0ace2159355c26d88c39a5fe87cc5258db1c.png"	[84211]	[12,14]	{"relevant":true,"constructed":true}
60164	1	"60164-fel-guardians"	14	[]	7	5	1443	1	"Anton Zemskov"	7	"지옥 수호자"	"<b>도발</b> 능력이 있는 1/2 악마를 셋 소환합니다. 아군 하수인이 죽을 때마다 비용이 (1) 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4a061ad8800e2fe820a30c8760ae8c3f334e7ffacc3cc30563aae3b919984ea8.png"	""	"\"어느 집 자식이 우리 악마를 때렸어?\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5f956188f8d60c935054c4e24019d60d7b6f634606b2874f88a715e92c37e28c.png"	[60165]	[1]	{"relevant":true,"constructed":true}
79593	1	"79593-all-fel-breaks-loose"	14	[]	7	5	1691	1	"Mauricio Herrera"	5	"지옥 탈옥"	"이번 게임에서 죽은 아군 악마를 부활시킵니다. <b>주입 (악마 ):</b> 대신 아군 악마 셋을 부활시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/981137e5df292074aa1fc47ac091ba6b30a8c5f41e1feb1ca5340668291088ec.png"	""	"창살을 더 촘촘히 만들었어야 했을지도..."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dc65ebea5da0d518b803b35976f974f51fc61167bfa1eabaedf0fa0224e05ec2.png"	[79542,79552,79595,79545,537,850,764,62320,79554]	[238]	{"relevant":true,"constructed":true}
62804	1	"62804-flurry-rank-1"	4	[]	3	5	1525	3	"Arthur Bozonnet"	0	"진눈깨비 (1 레벨)"	"무작위 적 하수인을 <b>빙결</b> 상태로 만듭니다. <i>(보유한 마나가 5일때 강화됩니다.)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f532995952890c3252a607571c607d41e4aaa6ce8ca25a27f2c19859bd5265d3.png"	""	"싸라기눈, 진눈깨비, 함박눈이라 했어야 했나봐요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/41ba2ec2d1ac5dceb797ad3b8896aee13db2f76e2333a52cd36f9ad99c8839c6.png"	[62805,62806]	[10]	{"relevant":true,"constructed":true}
40991	1	"40991-evolving-spores"	2	[]	4	5	27	3	"Grace Liu"	4	"진화의 포자"	"내 하수인들을 <b>적응</b>시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/29e3030156cdf69c59c43a9da1541f2729d20e5e713eb95bce361b9b7e1dfdb7.png"	""	"가장 강력한 버섯은 \"?\"가 그려진 상자 안에 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a7b8e8c5d129f504b4d973e6e52b01a708afea17399346ec11f0cdfb62e2fd39.png"	[41058,41059,41691,41061,41063,41062,41211,41060,41054,41057,41067]	[34]	{"relevant":true,"constructed":true}
61435	1	"61435-insight"	6	[]	6	5	1466	1	"Evgeniy Dlinnov"	2	"통찰"	"하수인을 뽑습니다. <b>타락:</b> 그 하수인의 비용이 (2) 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7ce02b5f79a284fcf6be656f693e506de1ade923a0de2a332b396f3a398b6056.png"	""	"더 깊이 통찰하려면 시력이 얼마나 좋아야 하나요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e556fdf5d73d354804eb8eacd2a6e9e0f1d26984b1013be572fb61bcc6a11316.png"	[62151]	[91]	{"relevant":true,"constructed":true}
42656	1	"42656-spreading-plague"	2	[]	4	5	1001	3	"Alex Alexandrov"	6	"퍼져나가는 역병"	"<b>도발</b> 능력이 있는 1/5 딱정벌레를 소환합니다. 상대편의 하수인이 더 많으면, 이 주문을 한 번 더 시전합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4be833931c4faf763ebf045209164c25712f453bc851148d47058be169cf8854.png"	""	"옛날 아제로스인들에겐 들창코, 학카르의 오염된 피, 가시덤불 골짜기의 만렙 등이 가장 무서운 재앙이었으나, 현대의 아제로스인들은 엘프가 퍼뜨리는 무분별한 역병에 시달리고 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/575abf04121cafbcd49409ba87708bdfa2c3c06c8479c17edc7845d43f2345c4.png"	[45301]	[1]	{"relevant":true,"constructed":true}
61223	1	"61223-dunk-tank"	8	[]	4	5	1466	3	"Jim Nelson"	4	"풍덩관"	"피해를 4 줍니다. <b>타락:</b> 그 후에 모든 적 하수인에게 피해를 2 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5b0dca04964905caa1980519b715f5162f0255c305031d4e653a7cb85512560c.png"	""	"\"물 온도가 조금 차서 소리를 지르는겁니다. 정말이에요!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6ed648206978377607197d964efad4598264947d7f4644606b0aecc33b35113f.png"	[61655]	[91]	{"relevant":true,"constructed":true}
43331	1	"43331-lesser-sapphire-spellstone"	8	[]	4	5	1004	3	"Jason Kang"	7	"하급 사파이어 주문석"	"아군 하수인을 복사하여 소환합니다. <i>(내 마나 수정 3개를 <b>과부하</b>하면 강화됩니다.)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1bdaea27287701f9f21e8a3007f23ed9085ce22945b38f27a39c37f2cbec3988.png"	""	"푸르른 원석을 손아귀에 넣고 기뻐하던 멀록 군주 바다로 들어가 동족을 뭍으로 이끄는 모습 보니 한 마리 두 마리 수도 없이 늘어나네"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2551bd2df8089a67fd92126746ba597ce156466245a84416511c17345116edb8.png"	[43333,43332]	[14]	{"relevant":true,"constructed":true}
43272	1	"43272-lesser-amethyst-spellstone"	9	[]	6	5	1004	3	"Mike Azevedo"	4	"하급 자수정 주문석"	"<b>생명력 흡수</b>, 하수인에게 피해를 3 줍니다. <i>(내 카드로 피해를 받으면 강화됩니다.)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e8ced0f6ad4bb609c7f0e16dfee43b7522e71e10ff94d9fd5069369bd9936ba2.png"	""	"아자리가 캐어낸 보라색 원석이 힘에 굶주린 검은 마음 유혹했네 가장 먼저 무릎 꿇은 흑마법사 린 어둠을 받아들이고 동족을 살해했네"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/33ee19feb84037ad36c783d444c6a1f40d1f3c8d3a72a8bae320d1276d56047a.png"	[43275,43276]	[38]	{"relevant":true,"constructed":true}
43382	1	"43382-lesser-pearl-spellstone"	5	[]	5	5	1004	3	"Konstantin Turovec"	2	"하급 진주 주문석"	"<b>도발</b> 능력이 있는 2/2 영혼을 소환합니다. <i>(생명력을 3 회복하면 강화됩니다.)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e08a92aa8d51f1b25dfadb462c9d9d1b75227e52e4e7d6470dfd5519690905d1.png"	""	"고대정령 스러졌던 아득한 옛날 군단의 아자리가 필멸자에게 속삭였네 힘의 보석 줄테니 영혼을 내놓아라 나약한 자 무릎 꿇고 영혼까지 먹혔네"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d4be571f2440698c1fc5d320fc81cfd795555a81f97a093b37ae0821cfe20845.png"	[43381,43380,46890,46889,46891]	[1]	{"relevant":true,"constructed":true}
46296	1	"46296-lesser-onyx-spellstone"	7	[]	6	5	1004	3	"Arthur Bozonnet"	5	"하급 흑마노 주문석"	"무작위 적 하수인을 처치합니다. <i>(<b>죽음의 메아리</b> 카드를 3회 내면 강화됩니다.)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/50bcad359aa711edaaf47402698aa6e5fd4ff7e9eb40f0d61d257f1822e7cf2d.png"	""	"고대의 트롤은 축복을 받아들였네 큰 힘이 담겨 있는 칠흑의 보석 보석을 지닌 자는 단검을 휘둘러 동료를 모두 베고 고고하게 홀로 섰네"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/25a67d9a8d2a958d99da0748b30b1dbf378001fd7dc0df91d32d8742211bc59b.png"	[46297,46295]	[12]	{"relevant":true,"constructed":true}
