id	collectible	slug	classId	multiClassIds	cardTypeId	cardSetId	rarityId	artistName	manaCost	name	text	image	imageGold	flavorText	cropImage	keywordIds
47925	1	"47925-rocket-boots"	10	[]	5	1127	1	"Steve Prescott"	2	"로켓 장화"	"하수인에게 <b>속공</b>을 부여합니다. 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/59cf953956155ad0abf57744798c69b0f28dbaf232b42243367b383b9ea91ba0.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/44b35cd83c1a39a51396054aee61f4a7b2ee7f9769f8c2e64697d14b238104ed.png"	"발바닥에 불나도록!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/855693033481ecf420e01d25631e3a0c218a90c941251efcf755a175ec21c8e0.png"	[53]
97527	1	"97527-runic-adornment"	14	[]	5	1858	4	"Anton Zemskov"	2	"룬 장식"	"비용이 (3) 이하인 주문을 <b>발견</b>합니다. 그 주문을 <b>뽑을 때 시전</b>되는 주문으로 2장 복사하여 내 덱에 섞어 넣습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5fa80178a389b7cf3a936230a7c59a1833a64f911331e214e020010ef2de051b.png"	""	"룬아, 룬아, 이 세상에서 누가 가장 녹색이니?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f0081ffdb1ecfaa401b7b89585c730fbe513fb6e86bbbc7935827e3b18c3bafd.png"	[21,72]
98111	1	"98111-discovery-of-magic"	4	[]	5	1858	3	"Gabriel Lopes"	1	"마법 발견"	"이번 게임에서 내가 시전하지 않은 속성의 무작위 직업 주문을 <b>발견</b>합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f76f0e894e4603ada636749219b2b6abea76fa0483d8d34011d74625f3413d7c.png"	""	"책에 다 나와있습니다. 책 좀 보세요!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8850dd0158ac21d19b513b2104a9a7aecc9283894f91563e6a8c638368cda840.png"	[21]
90586	1	"90586-mic-drop"	7	[]	5	1809	1	"Ramzy Kamen"	3	"마이크 떨구기"	"카드를 2장 뽑습니다. <b>피날레:</b> 내 무기에 공격력을 +2 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/96470bd1dfac7c3834ebed87c2a4828921127012f4130942d573c9edd7dc2928.png"	""	"인성질 후에 내기 딱 좋은 카드입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a0799c7883e7a6a38550126a617a62afc266e5ab89da6ad26e6de7fbd0e0090c.png"	[255]
92335	1	"92335-pack-the-house"	8	[]	5	1809	1	"BOSi Studio"	7	"만석 공연"	"비용이 6, 5, 4, 3인 무작위 하수인을 소환합니다. <b>과부하:</b> (2)"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7bfc4d6a3a340e96870d4d48944c090126b92f58cc513fcb4dec59d4eca0f8e3.png"	""	"좌석이 만 개면 표가 하나도 안 팔려도 만석 공연입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4764e44fb075c24c8902d03f68d6fbf6b1e9554681e2bd31be5a94998c0fcaaa.png"	[14]
52468	1	"52468-soul-of-the-murloc"	8	[]	5	1130	1	"Jason Kang"	2	"멀록의 영혼"	"내 하수인들에게 \"<b>죽음의 메아리:</b> 1/1 멀록을 소환함\" 능력을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5812b604ac33dad188a7a1108cb873edf352876d74bbddbed94d3a6cf88b3be4.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5dc8fb0d37e1b7c577311de3ffe476e9da060a6df4c043896e1c17551d3d731a.png"	"기존에는 존재하지 않는 걸로 여겨졌습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9e85abb5d354437f8be82fd26d087fab6c802c5bd2df3a9f2d327c21d456daa6.png"	[12]
55069	1	"55069-sand-breath"	5	[]	5	1347	1	"Anton Zemskov"	1	"모래 숨결"	"하수인에게 +1/+2를 부여합니다. 내 손에 용족이 있으면, <b>천상의 보호막</b>도 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5ad8f8c2892748add7eba2d1eb23e832d7d70a20dcf4ea92861e9862b2679699.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/38fbb2ff7ffbce7e7e51eaf8046fd5ebfe9253da9efc23d6d3136618c17dc0e0.png"	"울둠을 거쳐온 이후로 모두가 쓸 수 있게 되었습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3870308292f2d2d188f9761b199f1844b1199755f9d9f746f4d27093f725dddf.png"	[3]
56484	1	"56484-pack-tactics"	3	[]	5	1414	3	"Mauricio Herrera"	2	"무리 전술"	"<b>비밀:</b> 내 하수인이 공격받으면, 그 하수인을 3/3 하수인으로 복사하여 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b96771a304c02e8fcd9a6070a2a2b845905547fc347e9b225ac95a3b41776a25.png"	""	"\"주 캐릭터로 들어올 거니깐 딱 기다리고 있어!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/65db20b556e9d730bf1d3bac5050f6d2228f72c36c0f661e500a8dc54a261730.png"	[5]
101869	1	"101869-bait-and-switch"	3	[]	5	1858	1	"James Ryman"	2	"미끼 상술"	"<b>비밀:</b> 아군 하수인이 공격받으면, 그 하수인에게 +3/+3을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e434cc4a22669399ce1fcd1be50cebf6e03ba103ed83a8dd5609716343b3622f.png"	""	"잘 잡힌다. 또 낚였어!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f2444a42f5c4b6d9c23187adc18d17f829ad6570ad687a6c1df59d4aeaad0292.png"	[5]
90583	1	"90583-mixtape"	7	[]	5	1809	1	"Gabriel Lopes"	1	"믹스테이프"	"이번 게임에서 상대편이 낸 카드를 <b>발견</b>해서 복사해옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fd376477779f87147983f47d0d62338b9134d20fdac0156013afcfcdc19c560a.png"	""	"이제 이런 건 고속도로 휴게소에서나 볼 수 있죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/703aac3a19655a6d9b6fab775862d68284f432c27ab9428e684a16ef80252127.png"	[21]
56094	1	"56094-waxmancy"	7	[]	5	1403	1	"Lloyd Hoshide"	2	"밀랍술"	"<b>전투의 함성</b> 하수인을 <b>발견</b>합니다. 그 하수인의 비용이 (2) 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6ce11c064343c27ce5c5e05b7f1b5121c764de72f5fe0a8f3f24afba0c68616e.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5054d3145eae5c176709d162bdcfbe35f235404ba6abe7ec20cc8e2535e7842f.png"	"밀랍술사가 불을 다루며 형체에 생기를 불어넣으니, 다들 그가 미쳤다고 치부했지만 하수인을 직접 제작하는 게 더 저렴한 건 사실이라 하더라."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fcb41f3203365beb934b740a2810b2325af9cfdaae986b852aeb5e6031eef72e.png"	[8,21]
48759	1	"48759-cloning-device"	6	[]	5	1127	1	"Anton Zemskov"	1	"복제 장치"	"상대편의 덱에서 하수인을 <b>발견</b>해서 복사해옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9b4d7fd022a0f9b4d12d38ac1d88dfd649b39d57c6f3c8585219140d32dda5b5.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5a8a650fc62a2d340471c71a70aade9076d3f29a696901630b3724a4f4d61cfc.png"	"리모컨을 두고 싸우는 것에 제레크가 넌더리가 났나 봅니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f53b2566fadde527cce9b8b6ee261b5d449e035b36bf1d1f1fbf52bd8ff7ad35.png"	[21]
52494	1	"52494-never-surrender"	5	[]	5	1130	1	"Mauricio Herrera"	1	"불굴"	"<b>비밀:</b> 상대편이 주문을 시전하면, 아군 하수인들에게 생명력을 +2 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/75d79ad5aa1c7c52d28a228f7a213c42b43b0622f51cf39eb447f54e4d8ff90a.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/35b67b687cfe53b696ea67fcc52aa9e698a195999dad28eeb3f2d0bc76a1fe4e.png"	"절대 굴하지 않습니다. 항복할 뿐이죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b9cd803ff0bdaf3570d9f916a51f71042a7329f7b34df684d54a01f048b1b7eb.png"	[5]
47928	1	"47928-the-boomship"	10	[]	5	1127	5	"Zoltan Boros"	9	"붐지옥함선"	"내 손에 있는 무작위 하수인을 셋 소환합니다. 그 하수인들에게 <b>속공</b>을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3fede5e22aa94b219f936424fff66ad7c5d1457436f9dbf86b8c5446296ae7ed.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3c7e5b0a38affdcc0e9f27ae9454f48842b58759e0ffa978c96e6a644a7b7ef1.png"	"\"제군, 나는 기계가 좋다. 제군, 나는 기계가 좋다. 제군! 나는 기계가 정말 좋다.\" \"...자, 제군... 붐지옥을 만들어보자고.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9d9af3a711ce88d6cb51c0cee097f4e03e158c27a491daad25e15bf8b62c64c4.png"	[53]
48519	1	"48519-secret-plan"	3	[]	5	1127	1	"Anton Zemskov"	1	"비밀 작전"	"<b>비밀</b>을 <b>발견</b>합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/041e1c25f6ea1e0671c031cb508c723015815ac71b9152b8df251a03c1852572.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f4a045d6bb0de9ee646e6175d20620dbac4f82950a4187cbf1d47e029d73b49f.png"	"이 작전의 비밀은... 작전이란 게 없다는 거야!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c92fdabead74508d1cb0725051f52ae9fabfee326c46193f7164ca0cb775471e.png"	[5,21]
56526	1	"56526-dirty-tricks"	7	[]	5	1414	1	"David Kegg"	2	"비열한 수법"	"<b>비밀:</b> 상대편이 주문을 시전한 후에, 카드를 2장 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/102794ac6eb0b70c05e81fb50aea155e984b6f2ee4ce5d3aa55d89245ab6a393.png"	""	"\"아, 눈에 모래 들어갔는데 찌르기까지 하네!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/101d39fb6171900f90af9e3ef01dc2c38d30b3b45f42a1133b21a47670af862a.png"	[5]
46897	1	"46897-cheap-shot"	7	[]	5	1125	1	"Rock Niu"	2	"비열한 습격"	"<b>잔상</b>, 하수인에게 피해를 2 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/45fd31e827fd7810828b0b1c1d9c1b8537822a456accae9da0865d2ab354da0d.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7b83301411372f4250552a2c959c9668a8ff06167456b46d92b12fbda89fffed.png"	"때린 곳만 계속 때립니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3a61bab27c2f54a57510f8ab2cd1109e7e2a66e4b83c0a1e802ac6480b227c1f.png"	[52]
40698	1	"40698-jade-shuriken"	7	[]	5	25	1	"Izzy Hoover"	2	"비취 수리검"	"피해를 3 줍니다. <b>연계:</b> <b>비취 골렘</b>을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2c166d45bd83afd24207854e8cbbe9be7ff883025f8521054242d43d52adf31c.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fef3ec129222068db75f6a59dea341a9f142d241c5e687e3103a354b73a5055b.png"	"몸에 박혀도 빼내서 의료비로 쓸 수 있으니 그리 위협적이진 않겠군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2f2cd315514c61348402ae8c68b7a8daf967f26e7a81c444e39c1b17d4ab21c8.png"	[13,26]
56067	1	"56067-fresh-scent"	3	[]	5	1403	1	"Luca Zontini"	2	"사냥감의 냄새"	"<b>이중 주문</b> 야수에게 +2/+2를 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/19892fca8c67a6124b0a395c7039d1da4cee4e4ee8a8b40cac851b1617dbcde7.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4d4a86fdb07e44b5c3f353780d91322f3e45e8257214c1d9547c6caa0ce1353e.png"	"*킁킁* 완전무장한... *킁킁* ...엘리트 부대... *킁킁* ...고기 파티다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/edca0ff3159ab1b4ac9bff366cca983cb84db29574cb5016255b36cd524f3900.png"	[76]
48772	1	"48772-cybertech-chip"	3	[]	5	1127	3	"Garrett Hanna"	2	"사이버공학 칩"	"내 하수인들에게 \"<b>죽음의 메아리:</b> 무작위 기계를 내 손으로 가져옴\" 능력을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/862a6ceaba4c164309b6bf34227f252500678eb9a7aad068cdc5f548f28e2914.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d9a78a4c4541335f6d5df07941435916093d1847d4986fba664602af33b1a719.png"	"사이버공학 소스도 곁들여 드세요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8f6db85de0bc29f30483e2292bf59cedd102ec3ade1df6c999c6e08ff3338e18.png"	[12]
50019	1	"50019-a-new-challenger"	5	[]	5	1129	4	"James Ryman"	7	"새로운 도전자"	"비용이 6인 하수인을 <b>발견</b>합니다. 그 하수인에게 <b>도발</b>과 <b>천상의 보호막</b>을 부여하여 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ef2394fc834c65b668f1b953037ead40753781599bb6ebdc55f972616bf38e02.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/60844cd0faad9c1eb5f779b7fea55f21693cc8c085af4dfa838039314639e4a5.png"	"...설마 '그' 도전자는 아니겠죠?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1ade781a6845577e9348c56afcf0bde19c8efda321965351b411a3ea17ca4fcd.png"	[1,3,21]
101696	1	"101696-assembly-line"	7	[]	5	1858	3	"Mooncolony "	1	"생산 라인"	"다른 직업의 기계를 <b>발견</b>합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/45563244615e8e4c243d3391bfdc584efbc95582727b31edcf80c14a6bc4b3d3.png"	""	"로봇은 24시간 일해도 불만 없다면서요!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e061987c65c2644128f7b902e06e4ca9f38f2e5ae1a3932709bbc11db24f8e6c.png"	[21]
2514	1	"2514-ancestral-knowledge"	8	[]	5	15	1	"Zoltan & Gabor"	2	"선조의 지혜"	"카드를 2장 뽑습니다. <b>과부하:</b> (1)"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/51239bc27c1c2e5462d7119144e88af5972c3c844701d3fb3115ef653ab43839.png"	""	"엄마아아아아아아아아!!!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b5cb56dd44c92ebb5bf20aec568ad76a276e209bb514930d5dae0d49901847bd.png"	[14]
57145	1	"57145-bamboozle"	7	[]	5	1414	4	"Adam Byrne"	2	"속임수"	"<b>비밀:</b> 내 하수인이 공격받으면, 그 하수인을 비용이 (3) 높은 무작위 하수인으로 변신시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5d31dfb5f8145cbf9adcbdb3d9503c8e1ed8c60f79bd4e39f1d99f55964b4fd1.png"	""	"\"으하하! 인간 우리 속임수 당했다!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bbb5844b1e47793bb5f23b58251b45b3563b990880fcb5b154038f68f3426614.png"	[5]
40339	1	"40339-hidden-cache"	3	[]	5	25	3	"Dan Scott"	2	"숨겨둔 보관함"	"<b>비밀:</b> 상대편이 하수인을 낸 후에, 내 손에 있는 무작위 하수인에게 +2/+2를 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/943f1dfe5e7de2ce97e2296a7891ab12c12435e61a7706dffbe877b2e579f2e1.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/89ce87539e76699a559dd165d44bac666706153871907cd3ef01532d0f79749d.png"	"하수구 독성 수액은 풋내기 떡대 하나가 보관함 안에 뚜껑을 열어놓은 우유를 같이 숨겨서 나타났다고 합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f2b956998e41dbea2df2a8d624d49fb337ccb3ae6e3665aa0184fb6e04f509e4.png"	[5]
48832	1	"48832-hidden-wisdom"	5	[]	5	1125	4	"Daria Tuzova"	1	"숨겨진 지식"	"<b>비밀:</b> 상대편이 한 턴에 카드를 3장 낸 후에, 카드를 2장 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/54ca1291739d244d917a09ec0dae930b4c8df8241a0c8eaf92762883b4f154ea.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7d4b91f77041d35e934171e31a07709a922889243e26e7133cc4dac96d5f2e4c.png"	"예상치 못한 곳에서도 지식을 발견할 수 있습니다. 소파 뒤라든가."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d705196fd3f50ff84e34edb734c7be9533254045bdeec276005d0437de0e2087.png"	[5]
96618	1	"96618-hidden-meaning"	3	[]	5	1809	3	"Kevin Sidharta"	2	"숨은 의미"	"<b>비밀:</b> 상대편이 마나를 모두 소모한 상태로 턴을 마치면, 비용이 3인 무작위 하수인을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ce91b7722047a048ae0f98b7555efd2b2f9e1d35f4af8014b732918525914e27.png"	""	"이 노래를 3배속으로 역재생하면 무클라가 불타는 군단에 대한 노래를 부르는 소리가 들립니다. 정말로요!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1d0d218161bdbaab2f39958f1c82472c0aa76d6e95404872277f9bea29fe9fb8.png"	[5]
52082	1	"52082-nine-lives"	3	[]	5	1130	4	"Anton Zemskov"	3	"아홉 개의 생명"	"이번 게임에서 죽은 아군 <b>죽음의 메아리</b> 하수인을 <b>발견</b>합니다. 그 하수인의 <b>죽음의 메아리</b>도 발동시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a8087906b961047bf9c64beebd96639980ab1cb2fd5579d58c8da4b7837b2d36.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/28a8d7d2625a2b95dfb1be00f47b0ce5c125db4fa507b45b943bf58c2bc7af6b.png"	"영원한 사냥이 시작됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a0a2d9263f5e817c111a23e3425a3254dae500ef205a09f07fe08c1b3cf5e1b0.png"	[12,21]
50773	1	"50773-raiding-party"	7	[]	5	1129	3	"Jim Nelson"	3	"약탈"	"내 덱에서 해적을 둘 뽑습니다. <b>연계:</b> 무기도 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/68cc2e6eab26e24d6f2d2a26013205c335ddad11f31c05320cac4a3bbd5dd160.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/84e65696af7793160101a3fbd1990611046b046b8ed0520d93aa1969582acd0b.png"	"약탈팟 모읍니다. (해적 풀)"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/117436009d5ecfd03e10827eb0c7ccd9c90e9a4953204aa8dfee90ac1c54e936.png"	[13]
58453	1	"58453-spectral-sight"	14	[]	5	1414	1	"Jakub Kasper"	2	"영혼 시야"	"카드를 뽑습니다. <b>추방자:</b> 카드를 추가로 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8fd7915f0caa11d66e43dff4e89e69cacb0d3a5f67917d90190edf24853bd7f9.png"	""	"영혼의 시야로도 오른쪽에서 어떤 카드가 뽑힐지는 알 수 없는 모양입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/99719966258409c48575004d3200b5b33202f80167bf34ba92dae56687c796b6.png"	[86]
48515	1	"48515-omega-assembly"	10	[]	5	1127	3	"Daren Bader"	1	"오메가 조립 시설"	"기계를 <b>발견</b>합니다. 내 마나 수정이 10개면, 카드 3장을 모두 가집니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bf9986025507560ed21e896e800e37a127efc8edc1315f1f903bb5c4198d9f8d.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1010c56db0fcb3617dd9ae1616b3b60643da0233b23c1f930305b8ce304b8227.png"	"\"허나 거절한다. 나, 박사 붐이 가장 좋아하는 것 중 하나는 하나만 선택하라는 카드들을 모두 가져오는 것이다.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/11b1969f4e9f8c2df0c07958bd3b5292d77d2faa3dda60cd7b9748c2a36aca7a.png"	[21]
