id	collectible	slug	classId	multiClassIds	cardTypeId	cardSetId	rarityId	artistName	manaCost	name	text	image	imageGold	flavorText	cropImage	keywordIds	copyOfCardId
70063	1	"70063-mass-dispel"	6	[]	5	1646	3	"Sean O’Daniels"	4	"대규모 무효화"	"모든 적 하수인을 <b>침묵</b>시킵니다. 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a49394c950bcaf6db8437405b52f9e0509de61b5f762e15becfdad8a51c418c8.png"	""	"강화 효과와 힘, 희망과 꿈까지 무효화합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2ed2c3ba88650b2c7182d35573edaa952f365c3a1a06fc8b16ccf820fbb9be4c.png"	[15]	1366
69895	1	"69895-earth-shock"	8	[]	5	1646	1	"Kevin Chen"	1	"대지 충격"	"하수인을 <b>침묵</b>시키고 피해를 1 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8c5f688784acbe864b49bf7b970e4079c5dc9477f6dcad235243880b498086cc.png"	""	"돼지 충격이라고요? 이런, 아니군요. 배가 너무 고파서 그만."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/070348ba1a3f01f299c61b024423472a564c71188ddad658df8008d54bd830dc.png"	[15]	767
102654	1	"102654-stolen-goods"	10	[]	5	1898	3	"Mark Gibbons"	2	"도난당한 물품"	"<b>도발</b> 하수인을 뽑습니다. 그 하수인에게 +2/+2를 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b3d8de14a4fc50317d6a0cd76d37956a313dade7902b3babc6b9363112896d83.png"	""	"어떤 짐꾼 코도가 떨어트리고 간 거라고. 정말이라니까!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3f7753862274ec90dab913cf5db68f89233434b78ad79feaf856b2b92fc6fa80.png"	[1]	40566
68371	1	"68371-charge"	10	[]	5	1646	2	"Alex Horley Orlandelli"	3	"돌진"	"아군 하수인 하나에게 공격력 +2와 <b>돌진</b>을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a904fae3cf01b80848b8490ebcd7b1b7667891eaa1594900e3ab80344d0cdacd.png"	""	"다음 턴까지 안전하리라는 상대의 믿음을 박살냅니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/182e7f76851ee7fdee95c00a6b12f7078fc0fae950b79004a94b30f577b134b5.png"	[4]	344
69908	1	"69908-counterspell"	4	[]	5	1646	3	"Jason Chan"	3	"마법 차단"	"<b>비밀:</b> 상대편이 주문을 시전하면, <b>차단</b>합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c8927ac2dcfd1979df00e60bd04362edc9879f3a1845bf54660093a1d97ae095.png"	""	"마법 차단을 쓰는 마법사와 안 쓰는 마법사의 차이요? 안 쓰는 마법사는 얼굴에 불덩이 작렬을 맞는다는 거?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/68bbb929d3f20324911227661352396f1d58e9f95e1d01cfa16626591a28eb1c.png"	[5,16]	113
69862	1	"69862-headcrack"	7	[]	5	1646	3	"Ludo Lullabi"	3	"머리 후려치기"	"적 영웅에게 피해를 2 줍니다. <b>연계:</b> 다음 턴에 이 카드를 내 손으로 다시 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e646751e180cbf06b1d97ecf536ce9bfedd5d59042c44c95d6b553c032672103.png"	""	"모든 공격이 실패해도, 머리 후려치기만큼은 당신을 배신하지 않을 겁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/00cbf238873b219246ed817619bfb245deea8cad956a3cb8bdbb140e8747b9ec.png"	[13]	708
69902	1	"69902-lightning-storm"	8	[]	5	1646	3	"Christopher Moeller"	3	"번개 폭풍"	"모든 적 하수인에게 피해를 2- 3 줍니다. <b>과부하:</b> (2)"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1a9be923f56079549267054208e7d03fb6be557d0f973d127e80cb7a7802729f.png"	""	"안타깝지만 우산을 써도 소용이 없을 겁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/244a4c4c40d03aae547a9f6720753289c5df01288f6c85bfcf1f83fd940852af.png"	[14]	629
69892	1	"69892-lightning-bolt"	8	[]	5	1646	1	"Daarken"	1	"번개 화살"	"피해를 3 줍니다. <b>과부하:</b> (1)"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9b3798de095cec05f778df3c074b675785d763f29b818dbef3b556e1796ce808.png"	""	"번개 화살! 번개 화살! 번개 화살!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5e722f0d037df7c922df71c1ea5c309fda01fb137159964311b2b76023fae853.png"	[14]	505
68464	1	"68464-hand-of-protection"	5	[]	5	1646	2	"Clint Langley"	1	"보호의 손길"	"하수인에게 <b>천상의 보호막</b>을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/55ed6c8c0460ff19cd47f33fb49cce72d25667e0cd450857e7cd0f3c5870771b.png"	""	"이 주문은 이름이 하도 많이 바뀌어서, 성기사들도 이걸 뭐라고 불러야 하는지 잘 모를 때가 많습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0213b16f832175baba4832bb0497093673110dcfde775f74da41977c0e38f73a.png"	[3]	727
102606	1	"102606-jade-shuriken"	7	[]	5	1898	1	"Izzy Hoover"	2	"비취 수리검"	"피해를 3 줍니다. <b>연계:</b> <b>비취 골렘</b>을 소환합니다. 피해를 3 줍니다. <b>연계:</b> <b>비취 골렘</b>을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e4b83b6a301b0122b61c80111f71e07e5980e7e7e08e972d8a2a98278340f5bd.png"	""	"몸에 박혀도 빼내서 의료비로 쓸 수 있으니 그리 위협적이진 않겠군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8439f84db95d849c348f664293befb4e7a01f8c596f7cd75cf917d03f82dfde6.png"	[13,26]	40698
70051	1	"70051-freezing-trap"	3	[]	5	1646	1	"Matt Gaser"	2	"빙결의 덫"	"<b>비밀:</b> 적 하수인이 공격하면, 그 하수인을 주인의 손으로 돌려보내고 비용을 (2) 증가시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9ae9f4483674beb28ed15c212291a4d76a99edd80a6cee3fde80277066c1a82f.png"	""	"\"우와, 시원하겠다.\" - 빙결의 덫에 대한 적절한 반응. 또는 도발."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e589e1eb9c8955042fbc35d210e8c2eb0ecfc409b6718fb34a4dc9713fbd2cd9.png"	[5]	519
68331	1	"68331-ancestral-healing"	8	[]	5	1646	2	"Dan Scott"	0	"선인의 치유력"	"하수인의 생명력을 모두 회복시키고 <b>도발</b>을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/63114ef595b1805bbc368da9ad5643ffbc66201c89037541c69db8b5963042c0.png"	""	"이래서 조상을 잘 만나야 합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6f7e350d4af250ea4058c1ac61fa57f9e2e39409e3c34c24267fcbedfaca263d.png"	[1]	149
69969	1	"69969-flare"	3	[]	5	1646	3	"Tyler Walpole"	1	"섬광"	"<b>모든</b> 하수인이 <b>은신</b>을 잃습니다. 적의 모든 <b>비밀</b>을 없앱니다. 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d55535de0ccef921ce70361b4c751bd1252d81bd817076f8323d0b27abc622a4.png"	""	"적의 모습을 드러낼 뿐만 아니라 파티의 분위기를 띄울 때도 좋습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3d30a10cceeebe543e5e549787293899002f29fa99e29456571f85137205955d.png"	[5,6]	896
68311	1	"68311-mark-of-the-wild"	2	[]	5	1646	2	"Brad Vancata"	2	"야생의 징표"	"하수인에게 <b>도발</b>과 +2/+2를 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/361ebe1245b8ee0b522ef94049195754d576b4e87313cc22d3b05462dcc664ea.png"	""	"드루이드가 아닌 사람들은 그냥 다 '발바닥'이라고 부르더군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7d941f7ae1b15d4b790a30bc3d0e975592bc8fdde33e596154c8f4254bbe9688.png"	[1]	213
69970	1	"69970-bestial-wrath"	3	[]	5	1646	4	"Alex Horley Orlandelli"	1	"야수의 격노"	"이번 턴에 야수에게 공격력 +2와 <b>면역</b>을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9ea67f22055f84bbe9ed9cb4ab47dfee44cde25835bdb518b7d812109878ac23.png"	""	"표면적으론 그냥 분노한 걸로 보이겠지만, 사실은 다이어트와 오랜 방치가 원인입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cf7f260a7e690912ee217ba4b561f98a32cfdf02b8c7f7c229082fc8d406faef.png"	[17]	903
69911	1	"69911-ice-block"	4	[]	5	1646	4	"Carl Frank"	3	"얼음 방패"	"<b>비밀:</b> 내 영웅이 치명적인 피해를 받으면, 피해를 막고 이번 턴에 <b>면역</b> 상태가 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/de414801289474bc185bd8329fbcfc52f5ddad4d03aaa11adf982366e33ade24.png"	""	"얼음, 막음, 좋음!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d4fe6cd6b45ef7d334a4a641c1abbd02a55ee8b37eafd0576ddc18dd20e12a60.png"	[5,17]	192
69909	1	"69909-ice-barrier"	4	[]	5	1646	1	"Alex Garner"	3	"얼음 보호막"	"<b>비밀:</b> 내 영웅이 공격받으면, 방어도를 +8 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b041689c66044362ca332c71a0adff36e7626cb6d98d88f613ab6cc04baff0f6.png"	""	"공격대 뛰다 보면 그런 사람 꼭 있죠. 맞을 거 다 맞고 생존기 켜는 사람."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5f38da867f056808c74be7dd5195308706a64a61523d08d10285b5778cc72bb2.png"	[5]	621
68322	1	"68322-frostbolt"	4	[]	5	1646	2	"Steve Ellis"	2	"얼음 화살"	"캐릭터에게 피해를 3 주고 <b>빙결</b> 상태로 만듭니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e58572b34ea565abb541bcd08111de81344c8b8f9be9a63248de8cea69dca351.png"	""	"이 카드를 낼 때는 \"열 좀 식히세요!\", \"얼음!\", 또는 \"손이 시려워, 꽁!\"이라고 외치는 게 관례입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c68157ed5800791335af1bab25089fb2043d56492a9c44e7cbbab6ba5025ade7.png"	[10]	662
68324	1	"68324-frost-nova"	4	[]	5	1646	2	"Josh Tallman"	3	"얼음 회오리"	"모든 적 하수인을 <b>빙결</b> 상태로 만듭니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a4c35bcd7ef48233da70e17db884b72880aae22e0acc3b3cd039f7b9fa4a4d68.png"	""	"주의: 연속으로 쓰면 따귀를 맞을지도 모름"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/96fa1ac6f2e736313a05042ed4a19396ce0df930e5b67a87f2ff38fcd275268b.png"	[10]	587
69748	1	"69748-ice-lance"	4	[]	5	1646	1	"Alex Horley Orlandelli"	1	"얼음창"	"캐릭터를 <b>빙결</b> 상태로 만듭니다. 이미 <b>빙결</b> 상태라면, 피해를 4 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fb0eda281472044b92e42a52e940d4c117319a13da519232b8e760883f60b013.png"	""	"창이 부서지지 않는 게 중요합니다. 부서지면 성능이 꽝인 \"얼음 조각\"이 나가니까요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a8bdd3a10e8d49307523ac8fa4dad1ac5e0d2d70431545aa9ac8eaea80025b53.png"	[10]	172
69893	1	"69893-lava-burst"	8	[]	5	1646	3	"Dan Scott"	3	"용암 폭발"	"피해를 5 줍니다. <b>과부하:</b> (2)"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7e76d6f830861801e8a0068afe3a72393cd2681c2219b28213ea3aa622d68d02.png"	""	"과음한 친구를 마구 흔들면 자동으로 시전합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e1c5d023d1a366ac520e8dbd075054bb509740b7894daf53f21fd0142dab96d7.png"	[14]	864
69855	1	"69855-conceal"	7	[]	5	1646	1	"Steve Hui"	1	"은폐"	"내 다음 턴까지 아군 하수인들에게 <b>은신</b>을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ab0b21a6a255fba89f5d962bbe859e98087cd1a3dd3589e3852d808e943ddf96.png"	""	"도적은 모든 것을 은폐시킬 수 있습니다. 근데 이건 어디서 나는 냄새죠?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c4873fad47cfac8366bd46a282d10333cf1463da0bead4d2e0f75b2da3e8f8d4.png"	[6]	990
106465	1	"106465-i-know-a-guy"	10	[]	5	1898	1	"Kan Liu"	1	"일거리가 있다던데"	"<b>도발</b> 하수인을 <b>발견</b>합니다. 그 하수인에게 +1/+2를 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/701fa3de92c459833a2df29122c9de4a5e1d409967b7b18f57b8729eb3086c71.png"	""	"잔뜩 기대를 하고 있었는데 안두인을 그려 놓은 이상한 판때기가 도착하더군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c33e3500a48e6ffd52c4d866501ded0313eb497eb2c9ea5a918c709a287afe37.png"	[1,21]	40839
69866	1	"69866-mark-of-nature"	2	[]	5	1646	1	"Clint Langley"	3	"자연의 징표"	"<b>선택 -</b> 하수인에게 공격력을 +4 부여합니다. 또는 생명력 +4와 <b>도발</b>을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c6fbf0a4dc9a2dbb5c9f43e32103b67a1848acf5abef0f57a0b7c479f64da505.png"	""	"드루이드들은 \"자연의 징표\"라고 합니다. 다른 사람들은 좀 씻고 다니라고 합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/54e44108e5d52ccf9f266b8d3701c3d88f64f54c38c2c70bb704655e7a376c6a.png"	[1]	151
70049	1	"70049-snipe"	3	[]	5	1646	1	"Lorenzo Minaca"	2	"저격"	"<b>비밀:</b> 상대편이 하수인을 낸 후에, 그 하수인에게 피해를 4 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/61cb998b2ef9306831277aa310a12ef297c4a8815257c2bd62d72e101b3047e4.png"	""	"저격... 하는 사람은 죽이는 맛, 당하는 사람은 죽을 맛입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0fe87ed04c6c7067b38415bc9e0b461d31ef455a26e04ab39a9a51dc9f825c52.png"	[5]	814
102541	1	"102541-snipe"	3	[]	5	1898	1	"Lorenzo Minaca"	2	"저격"	"<b>비밀:</b> 상대편이 하수인을 낸 후에, 그 하수인에게 피해를 6 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/42c1287e6b08891e05cf2a68c213ed641c9bf2652b70163853c43a9b1e4b5fe4.png"	""	"저격... 하는 사람은 죽이는 맛, 당하는 사람은 죽을 맛입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a8e88a91952a8b7365f0780ebd7c859764737aa49d1ee3ff67dd3c76237478d6.png"	[5]	814
69853	1	"69853-eviscerate"	7	[]	5	1646	1	"Ariel Olivetti"	2	"절개"	"피해를 2 줍니다. <b>연계:</b> 대신 피해를 4 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/05492df58fb8ac55b273753cb5d5d8ae715d590d0ca64cb9a155dad363501535.png"	""	"단점이 없는 건 아닙니다. 팔꿈치를 삐끗할 수가 있다고요!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/961b4f350f0df304683991764a1515a9befa76584a2f77c650253d6d342b1b9c.png"	[13]	904
70040	1	"70040-vaporize"	4	[]	5	1646	3	"Raymond Swanland"	3	"증발시키기"	"<b>비밀:</b> 하수인이 내 영웅을 공격하면, 그 하수인을 처치합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8e02704dfb61d4c21d500d53466b067a3e428c83da0c23098750665789edf05d.png"	""	"데스윙이 이 카드 때문에 열 받아 대격변을 일으켰다는 말이 있습니다. 믿거나 말거나."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a1a68392d80d88503e19616fd136016860e55655ab94a27a66b24f4a6d9a19d5.png"	[5]	286
68330	1	"68330-windfury"	8	[]	5	1646	2	"Justin Sweet"	2	"질풍"	"하수인에게 <b>질풍</b>을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/93cdc9820a6cc721f3ed863c36cee85a6b769b5201ff3cd12b90d6abd2d5781e.png"	""	"질풍노도의 시기가 옵니다. 두 번 옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0f87a8e89a076b1ee48e2f70162c790c53d4c8dcff76a22d676e8087f4fa7e14.png"	[11]	51
69940	1	"69940-repentance"	5	[]	5	1646	1	"Gonzalo Ordonez"	1	"참회"	"<b>비밀:</b> 상대편이 하수인을 낸 후에, 그 하수인의 생명력이 1로 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/18435000d7c80146f5d0bd06d463b090f3fa82fe448be01a31525f62ca2c4395.png"	""	"누구든 죄는 짓는 법이니까요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d977d629aef3de85eb45e9043df6d807acaa9a30581662d0e4fdd68dc7921b3d.png"	[5]	232
69926	1	"69926-silence"	6	[]	5	1646	1	"Zoltan & Gabor"	0	"침묵"	"하수인을 <b>침묵</b>시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4c3e578f2f88263841290ac69c3d4b2b3e30a9b9b38da3898f0bc7acc6a498be.png"	""	"적대적인 주문 시전자나 사악한 리치를 상대할 때, 그리고 험상궂은 주정뱅이 술집에서 아제로스 노래자랑이 열렸을 때 유용합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4c7ec8136b0f5b2da10cd581badab38ea1dadf6e8f6db3a989b392c84251a588.png"	[15]	1189
102545	1	"102545-explorers-hat"	3	[]	5	1898	3	"Joe Wilson"	1	"탐험가의 모자"	"하수인에게 +1/+1과 \"<b>죽음의 메아리:</b> 탐험가의 모자를 얻음\" 능력을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/03357bd036c175d196c44a2338afdbf12a1dd03506514bf0e6760b3cfa9270d0.png"	""	"해리슨 존스는 탐험가 연맹 모험에 등장하지 못했습니다. 하지만 그의 모자는 등장하게 되었죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4f43e4d9724bf6c621639c4ad53730d24fb93456152c80ce0975ad7091a8b78f.png"	[12]	3001
70050	1	"70050-explosive-trap"	3	[]	5	1646	1	"Brandon Kitkouski"	2	"폭발의 덫"	"<b>비밀:</b> 내 영웅이 공격받으면, 모든 적에게 피해를 2 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f43f3af00923e7c25044acc5bd7bdf37cfb3cf64df3576786c12804bcf888d08.png"	""	"먹잇감을 잡아둘 뿐만 아니라 맛있게 구워줍니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5eeb12d8da464527f5c1590c7b0a332667c243507198ef67f55cd63600a4797f.png"	[5]	585
