id	collectible	slug	classId	multiClassIds	spellSchoolId	cardTypeId	cardSetId	rarityId	artistName	manaCost	name	text	image	imageGold	flavorText	cropImage	keywordIds	duels
61154	1	"61154-cloak-of-shadows"	7	[]	6	5	1466	4	"Cheng Hao"	4	"그림자 망토"	"내 영웅에게 내 다음 턴까지 <b>은신</b>을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/29ad316e6c225455515475a0de12e49fa247e0b0676765c091ff0a6451107417.png"	""	"선택받은 자들만이 이 망토를 볼 수 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b5744680dae1f038319b22aaf51618de3213994faf6183652fc513025965d888.png"	[6]	{"relevant":true,"constructed":true}
42676	1	"42676-cryostasis"	8	[]	3	5	1001	4	"A. J. Nazzaro"	2	"급속 빙결"	"하수인에게 +3/+3을 부여하고 <b>빙결</b> 상태로 만듭니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5bebeb392051492d83b93d26ea04acf2be1e478c6567fea0998b7acdffe8063c.png"	""	"해독제를 발견하면 녹여는 드릴게!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9d7fd2b5843a73861357aa6f3371cd84d73b80a5594e1eae2045062639ad707e.png"	[10]	{"relevant":true,"constructed":true}
63098	1	"63098-perpetual-flame"	8	[]	2	5	1525	3	"Hideaki Takamura"	2	"끊임없는 화염"	"무작위 적 하수인에게 피해를 3 줍니다. 그 하수인이 죽으면, 이 주문을 다시 시전합니다. <b>과부하:</b> (1)"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5c485263b02d30300477384ae6d011d5a2f9094fdeb0396accf795cfdf15dd2d.png"	""	"화염은 끊임없습니다.* *<i>이번 턴에만 끊임없습니다.</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f33843e4808420172617b2a90af6b35ca2d0e59960c995f76e4dc16f5353fc6a.png"	[14]	{"relevant":true,"constructed":true}
72508	1	"72508-scalding-geyser"	8	[]	2	5	1658	1	"BOSi Studio"	1	"끓어오르는 간헐천"	"피해를 2 줍니다. <b>인양</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9a8acb6fc17815711459179d9e115ca182173f6f84439942f1678e4843e40600.png"	""	"\"저게 뭐라고요?\" \"간헐천이요!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bf057ee6dd70eee1d45cc77365685af5a8e3534920a900377b7b1ce781e35ca7.png"	[232]	{"relevant":true,"constructed":true}
64391	1	"64391-shard-of-the-naaru"	6	[]	5	5	1578	1	"Vlad Botos"	1	"나루의 파편"	"<b>교환성</b> 모든 적 하수인을 <b>침묵</b>시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a34bc0ed2ba5dcbf451fc79f6f9c85247877d97a2345a45cd42309a8c7dd3ee4.png"	""	"이게 하늘에서 떨어졌다고? 10 골드에 사지."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/137632c068524f1de6c96b738a8012599ba3585833315f0e59f217bc52e3f6cf.png"	[15,97]	{"relevant":true,"constructed":true}
430	1	"430-cone-of-cold"	4	[]	3	5	3	1	"Leo Che"	3	"냉기 돌풍"	"선택한 하수인과 그 양옆의 하수인들을 <b>빙결</b> 상태로 만들고 피해를 1 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6f569c2d2638462d44e0fc87f5fb48fed14a14ddb4bfe4b6a5697a79b275f496.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7a09a85bd17cf03ec384a9197aad74b0b4c02ea7287f7d40d9bf98c35c95c165.png"	"키린 토 마법사들은 주문 시전의 최신 유행을 선도합니다. 90년 전 마법사들이 냉기 장풍을 쓰는 모습을 본다면, 분명 촌스럽다고 생각하실 겁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/10a4ea20c54c549b8674ecfa51d784d00375b79f820cd129b0ff42295821289b.png"	[10]	{"relevant":true,"constructed":true}
971	1	"971-frost-shock"	8	[]	3	5	1635	2	"Alex Horley Orlandelli"	1	"냉기 충격"	"적 캐릭터에게 피해를 1 주고 <b>빙결</b> 상태로 만듭니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6d345ca8fcb4fa17d9972e3550541da09b9f6aa03370de07f9cfc29b52dcdc21.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cbb9a5cbb48a8014351d8dba592079a01c7cb7b80b1d0bf86dd1928d6ecc889e.png"	"냉기 충격!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1c99131c73150cee03dff1fe73fcd003ce8df14e99d9343f89dd4dfd7326aa35.png"	[10]	{"relevant":true,"constructed":true}
86505	1	"86505-cold-storage"	8	[]	3	5	1776	3	"Vladimir Kafanov"	1	"냉동 창고"	"하수인을 <b>빙결</b> 상태로 만듭니다. 그 하수인을 복사하여 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/06689547e05c8c7f9da97f7e273c5c3691edbd5c5aff081e82a588f3fa6e1c4b.png"	""	"사피론은 예나 지금이나 얼음과자를 제일 좋아합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/12b2fa71e11818c1bb8f4878414fd59e39f4bc2ad0384d0b839a03e4ca4462a6.png"	[10]	{"relevant":true,"constructed":true}
68246	1	"68246-snowed-in"	10	[]	3	5	1626	4	"Matt Dixon"	3	"눈 속 고립"	"피해를 받은 하수인을 처치합니다. 다른 <b>모든</b> 하수인을 <b>빙결</b> 상태로 만듭니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a57e9212a1d89b2266bd8a8302fc2ca3048f6565c0d8b88c561ce279cfdf89be.png"	""	"\"아니 눈이 이렇게나 오는데 학교에 가야 한다고?!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bcdf76480df9a3d5d616523fcfeb2476061785da8a80e32f8c4204a307437a27.png"	[10]	{"relevant":true,"constructed":true}
457	1	"457-blizzard"	4	[]	3	5	3	3	"Chris Seaman"	6	"눈보라"	"모든 적 하수인에게 피해를 2 주고 <b>빙결</b> 상태로 만듭니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9bb3fd59658d7e5c257d9ec166e5b0193adbb857891658d320da317944916f99.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/731a5fc14d3a4c745f90003721717d664175df69da43a413c1db30fce09a9e67.png"	"왠지 모르게 정이 가는 이름의 주문입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/20df2e4eb8198e73da36b3e8d5e693055dda65a6c9900c7f7b105b2e557facb4.png"	[10]	{"relevant":true,"constructed":true}
42747	1	"42747-avalanche"	8	[]	3	5	1001	3	"Zoltan Boros"	4	"눈사태"	"하수인을 <b>빙결</b> 상태로 만들고 그 양옆의 하수인들에게 피해를 3 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5868d1fcbccb0ffcc894b732d51a3be3d42a78421f54ce277c0d6257697cad18.png"	""	"사태가 눈덩이처럼 걷잡을 수 없게 되겠군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b2498c7ce727ae61c4d38fc2c3101d3a87d836d040e9cf257afb2cabdfdd7273.png"	[10]	{"relevant":true,"constructed":true}
67751	1	"67751-snowball-fight"	8	[]	3	5	1626	4	"Evgeniy Dlinnov"	3	"눈싸움!"	"하수인에게 피해를 1 주고 <b>빙결</b> 상태로 만듭니다. 그 하수인이 생존하면, 다른 하수인에게 반복합니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f99c6bdc659bf6188dd0d850242c3ed201f2370da6e98ba81284e9485c30bec2.png"	""	"아니 잠깐, 사격 중지! 아군이다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a5a3a1f2d56683003c1fcea3c78f05fe1781b9b9e06cf68cb46b294acb7b4e4c.png"	[10]	{"relevant":true,"constructed":true}
462	1	"462-eye-for-an-eye"	5	[]	5	5	3	1	"James Ryman"	1	"눈에는 눈"	"<b>비밀:</b> 내 영웅이 피해를 받으면, 적 영웅에게도 같은 피해를 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d889ed43170f5d4a5492821d230b8811f83e584be0512429e8b2ae98060204a4.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/721f47f3a193d6d67c23372fb7f9ee491c3b21f2661cf3673a48d43e5342a214.png"	"주먹이 정의를 대변할 때도 종종 있답니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/069abbfc7f1eaaac5b6a41c25dc772eaf625adb8ceab3cff26e78d35f366c07c.png"	[5]	{"relevant":true,"constructed":true}
70260	1	"70260-hold-the-bridge"	5	[]	5	5	1626	1	"Ursula Dorada"	3	"다리 사수"	"하수인에게 +2/+1과 <b>천상의 보호막</b>을 부여합니다. 그 하수인은 이번 턴에만 <b>생명력 흡수</b>를 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/db33c99abc8129cc0b16e5abd090647b2b9ac90523b48dba4f324109d1b42310.png"	""	"넌 못 지나간다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ad5ad9d46e9669b82fd61a91fdbcbbaaef950aa775efd3597669876f442aac90.png"	[3,38]	{"relevant":true,"constructed":true}
65583	1	"65583-moonlit-guidance"	2	[]	1	5	1578	3	"Anton Zemskov"	2	"달빛의 인도"	"내 덱에서 카드를 <b>발견</b>해서 복사해옵니다. 이번 턴에 그 카드를 내면, 발견한 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/091d99649c82c4ef87d796bb6de1b6af2dd484ed0393e5b3d1a833b81975dad9.png"	""	"새벽 2시 이후에 거프의 판단력은 진가를 발휘합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5133d8326686514642dacccb5ef7d9ca6252ca6453e6b31c2d5f3a4a4d8f48a4.png"	[21]	{"relevant":true,"constructed":true}
1366	1	"1366-mass-dispel"	6	[]	5	5	3	3	"Sean O’Daniels"	4	"대규모 무효화"	"모든 적 하수인을 <b>침묵</b>시킵니다. 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/eafaa8d6cac19ffa413bc25d25ac7614eb39dbefb815ef89b856918e390ffa66.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/53fd402988daea9bacb82ca82ea4d419a21d12dc8e6c882a72b6821dd57000b5.png"	"강화 효과와 힘, 희망과 꿈까지 무효화합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2ed2c3ba88650b2c7182d35573edaa952f365c3a1a06fc8b16ccf820fbb9be4c.png"	[15]	{"relevant":true,"constructed":true}
767	1	"767-earth-shock"	8	[]	4	5	3	1	"Kevin Chen"	1	"대지 충격"	"하수인을 <b>침묵</b>시키고 피해를 1 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/30c215b37541d8e9ca8ad577d5b2aab86ac8da53957f7519bbedf4203e72c742.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5bf091291feb8487de399ae13c48498819b89f95c9002e24a3f78a1d602af0d0.png"	"돼지 충격이라고요? 이런, 아니군요. 배가 너무 고파서 그만."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/070348ba1a3f01f299c61b024423472a564c71188ddad658df8008d54bd830dc.png"	[15]	{"relevant":true,"constructed":true}
41834	1	"41834-envenom-weapon"	7	[]	4	5	27	3	"Mauricio Herrera"	3	"독살"	"내 무기에 <b>독성</b>을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c718acd46057eec46b9ee4d393f16f26e3ee87d38612e5651015e10bd46fa21b.png"	""	"맹독보다 독성이 더 강합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7d05c63c3b9d7f413f3c4a29fa81653640afa14d7640eebd46522d1238d6fb04.png"	[32]	{"relevant":true,"constructed":true}
67833	1	"67833-frostbite"	8	[]	3	5	1626	1	"Matt Dixon"	2	"동상"	"피해를 3 줍니다. <b>명예로운 일격:</b> 상대편이 시전하는 다음 주문의 비용이 (2) 증가합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5ce8a1ac1f6f25154299fae24703dfed99c8a2664ee633e8e69ce14d7de73679.png"	""	"민트 초코를 너무 많이 먹었습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b5c30c8f5e5ef5ff33eba0781a555f1a2477bb88be0150fd3a50b179b49ecb27.png"	[100]	{"relevant":true,"constructed":true}
59207	1	"59207-brain-freeze"	12	[4,7]	3	5	1443	3	"Peter Stapleton"	1	"두뇌 빙결"	"하수인을 <b>빙결</b> 상태로 만듭니다. <b>연계:</b> 그 하수인에게 피해도 3 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4172ad3a040cef0688ce5cc45e1b04b2b5a0bcd963443b3789f9cd2c15cfea31.png"	""	"\"교수님이 갑자기 부르셔서 꽁꽁 얼어붙고 말았어!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9456b41cffd5c6ef929d2a93c0e292b0dec1e8a650d305066ef2d0400a669d87.png"	[10,13]	{"relevant":true,"constructed":true}
80736	1	"80736-runeforging"	1	[]	6	5	1637	3	"Vladimir Kafanov"	1	"룬벼리기"	"무기를 뽑습니다. <b>시체</b>를 소모해 그 무기의 비용이 (1) 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7c7b2ba0e757aa8f35b6faccb0ff5ac694b028cdb6cb019065626583c15e577a.png"	""	"룬은 진짜라니까요!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/464779ee59843f5ac236df9c112a237f16ecc33c04bfa3cbae6a04eab8b214f3.png"	[247]	{"relevant":true,"constructed":true}
63056	1	"63056-runed-orb"	4	[]	1	5	1525	1	"Hideaki Takamura"	2	"룬새김 구슬"	"피해를 2 줍니다. 주문을 <b>발견</b>합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8cfe1995344914cd9876743f776b2848b0b3561c7bb706b9cdcc2cca6257f06d.png"	""	"가장 위험한 겨울맞이 장식입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2cad7e1598543fde1569debef828f14613e7969dbdee8383a331b7612f6650bb.png"	[21]	{"relevant":true,"constructed":true}
59542	1	"59542-runic-carvings"	2	[2,8]	4	5	1443	4	"Konstantin Turovec"	6	"룬이 새겨진 조각"	"<b>선택 -</b> 2/2 나무정령 토템을 넷 소환합니다. 또는 <b>과부하:</b> (2), 그 하수인들에게 <b>속공</b>을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e4d503ebbdbd12bf75a7a938c3c9b5297a2eb8935a739e5787c4081a3da26d55.png"	""	"\"이토록 아름다운 토템에 룬을 끼얹다니!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/51c032182291cd9579006793811279fe88aa90c67d92dd17d0b8cbf8f287dc19.png"	[14,53]	{"relevant":true,"constructed":true}
41158	1	"41158-mana-bind"	4	[]	1	5	27	3	"Izzy Hoover"	3	"마나 결속"	"<b>비밀:</b> 상대편이 주문을 시전하면, 그 주문을 복사하여 내 손으로 가져옵니다. 그 주문의 비용이 (0)이 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/82af8a55edded915e61ae0bac57e9d69ced3efba5fa1bb58f02abfb23426d9a2.png"	""	"그 주문, 마음에 드는데... 내가 가져야겠어!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a5fa592c55638b784c439cb8425525bee2c4379a069b1333c0bb8fa365ee2fd1.png"	[5]	{"relevant":true,"constructed":true}
67210	1	"67210-siphon-mana"	4	[]	1	5	1626	1	"Anton Zemskov"	2	"마나 흡수"	"피해를 2 줍니다. <b>명예로운 일격</b>: 내 손에 있는 주문들의 비용이 (1) 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c16ffad72f6ac20ea73f2eaf4883070e8430486fb03571b2cabbfe645b7ef277.png"	""	"네 마나 다 내거다요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/199843a730c57c4e177614bef3e7899b9a50aadcf0a90930985d03249fa65ac9.png"	[100]	{"relevant":true,"constructed":true}
58452	1	"58452-consume-magic"	14	[]	6	5	1463	1	"Ludo Lullabi"	1	"마법 삼키기"	"적 하수인을 <b>침묵</b>시킵니다. <b>추방자:</b> 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/49c3c15fb4438370d4bdb2061f14bf48d39d769fba12f8676007925b9270ac44.png"	""	"주문을 삼키기 전에 꼭꼭 씹어먹으세요!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4140fcccc29923ee6850f7e796b7a12d0bdcfa7233277785ccdd26dbc1804d63.png"	[15,86]	{"relevant":true,"constructed":true}
113	1	"113-counterspell"	4	[]	1	5	3	3	"Jason Chan"	3	"마법 차단"	"<b>비밀:</b> 상대편이 주문을 시전하면, <b>차단</b>합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4b968b40f41cd5c39f1cc892aa7948ce35efb81b10d4b349267ee7878b2d0332.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f55e19dcc0d2d3fcd1d694e747d446142f928ee60c65d3fa4cdba2d987dc0de3.png"	"마법 차단을 쓰는 마법사와 안 쓰는 마법사의 차이요? 안 쓰는 마법사는 얼굴에 불덩이 작렬을 맞는다는 거?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/68bbb929d3f20324911227661352396f1d58e9f95e1d01cfa16626591a28eb1c.png"	[5,16]	{"relevant":true,"constructed":true}
62892	1	"62892-paralytic-poison"	7	[]	4	5	1525	3	"Dave Allsop"	1	"마비 독"	"내 무기에 공격력 +1과 \"내 영웅이 공격할 때, <b>면역</b> 상태가 됩니다.\" 능력을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2bd9ce6b692cde49a982946a2779ea87e960483b6be6f24139ee29e51f4f9eca.png"	""	"망치에 쓰지 않아도 됐을 것 같은데..."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0a50695d91f283e02e9ac335b5291ae04c619146bbed772579e70d23a67f08af.png"	[17]	{"relevant":true,"constructed":true}
42648	1	"42648-toxic-arrow"	3	[]	4	5	1001	4	"Zoltan Boros"	2	"맹독 화살"	"하수인에게 피해를 2 줍니다. 그 하수인이 생존하면, <b>독성</b>을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8479c2f6b87bdf6f523f215a0426568f5f9f9067800d753a681d86314ba03f72.png"	""	"당신을 죽일 수 없는 것들은 당신에게 독성을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6442e2439ec55068e1ed79aa7b219848a304a4b1467f7fd53ed323206e0f32fd.png"	[32]	{"relevant":true,"constructed":true}
59409	1	"59409-shield-of-honor"	5	[5,10]	5	5	1443	1	"Jim Nelson"	1	"명예의 방패"	"피해를 받은 하수인에게 공격력 +3과 <b>천상의 보호막</b>을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e8fb46373e04a1a9fcb3391da9393b807fc22c4f370b323ae5a5edbcdb1318ab.png"	""	"\"이 보호막은 지난 턴에 더 도움이 됐을 것이오!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/df6b11f5319de951c94ef10cde93a2598df2bef28d5fccbc5dae45d56f3b83fc.png"	[3]	{"relevant":true,"constructed":true}
43373	1	"43373-potion-of-heroism"	5	[]	5	5	1004	1	"Luke Mancini"	2	"무용의 물약"	"하수인에게 <b>천상의 보호막</b>을 부여합니다. 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d18c20a8b4565551930efb56db41b9befb837eecfb621b5d6eb1eca91f46ec52.png"	""	"이 물약을 마시니 마음 속에서부터 기운이 샘솟으며 무슨 일이든 할 수 있을 것 같습니다! 네? 그냥 술이라고요...?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/63d6d01cea9f7cca45696ea12198e8889851d245c63b757af88513fc2507e2ac.png"	[3]	{"relevant":true,"constructed":true}
