id	collectible	slug	classId	multiClassIds	cardTypeId	cardSetId	rarityId	artistName	health	attack	manaCost	name	text	image	imageGold	flavorText	cropImage	keywordIds	copyOfCardId	duels
102223	1	"102223-armor-vendor"	12	[]	4	1637	3	"Maria Trepalina"	3	1	1	"방어구 상인"	"<b>전투의 함성:</b> 각 영웅이 방어도를 4씩 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cb8dad400a8be43fea4401f0465ccf9e83132adb3695588d21f663c40e8ca06b.png"	""	"\"보아하니 방어구가 세 벌이나 필요하실 것 같군요. 한 벌은 지금 입고, 한 벌은 여분으로 보관하고, 한 벌은 전시에 착용하시면 딱 좋겠네요!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c84ad406356a49aa12cf814a47ba7ad2bed62377483b231a74173c8eb7237abf.png"	[8]	61970	{"relevant":true,"constructed":true}
69547	1	"69547-voodoo-doctor"	12	[]	4	1637	1	"Karl Richardson"	1	2	1	"부두교 의술사"	"<b>전투의 함성:</b> 생명력을 2 회복시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cd917954011416e6da86bffdb9549f2c6c8983969296ce0ec4e492c6ac15b88c.png"	""	"한동안 이 카드의 이름은 \"더러운 트롤 의술사\"였습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/76b00d3f46e81ed42b44954eee30f1b6f8faf9c9cbaf7cd736defe8e7e2d162a.png"	[8]	132	{"relevant":true,"constructed":true}
86552	1	"86552-injured-tolvir"	12	[]	4	1637	1	"L. Lullabi & K. Turovec"	6	2	2	"부상당한 톨비르"	"<b>도발</b>, <b>전투의 함성:</b> 자신에게 피해를 3 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8bcfb8a3b8c9072e8e2267c561d82ae0814f03dee6b123b6fcfb3708289c05f2.png"	""	"아야옹!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/23f70017715532000bbbf79e070c47a0033e33adcb4d837e5d6f183c6b2c4a34.png"	[1,8]	53970	{"relevant":true,"constructed":true}
69683	1	"69683-crimson-sigil-runner"	14	[]	4	1637	1	"Arthur Bozonnet"	1	1	1	"붉은 인장대 전령"	"<b>추방자:</b> 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/17c1301ff9261490fb3d567f29d5df48b4de7bfa25cf275449ebceebb8d08fe3.png"	""	"가장 빠르지는 않지만, 어쨌든 임무는 완수해낼 겁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e23eee47fc21a3fb313eadbb3f1eb3999bb494bd228cc6142f0186de2b1d3ad1.png"	[86]	58170	{"relevant":true,"constructed":true}
102225	1	"102225-dirty-rat"	12	[]	4	1637	4	"Dany Orizio"	6	2	2	"비겁한 밀고자"	"<b>도발</b>, <b>전투의 함성:</b> 상대편이 손에서 무작위 하수인을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/264e310dab0e771948cce8bcde83e5fa7a64cd9cbc25244bb97f844160a9bc09.png"	""	"\"우리 정보를 팔아넘긴 코볼트를 뭐라고 부르는지 알아?\" \"음... 쥐새끼?\" \"밀고자잖아, 이 종족 차별주의자야.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/deb568c524fb83913bc5a86d6d350ee85823896edec2973256c917eb4e8afab6.png"	[1,8]	41567	{"relevant":true,"constructed":true}
102226	1	"102226-eater-of-secrets"	12	[]	4	1637	3	"Dan Scott"	4	2	4	"비밀을 삼키는 자"	"<b>전투의 함성:</b> 적의 모든 <b>비밀</b>을 없앱니다. 없앤 비밀 하나당 +1/+1을 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a9c8bb5ea46bb6e188ebf77b4d94ec565e349109945faf3fd0b174eef73bc3f3.png"	""	"말린 머리 말끔하게 펴드립니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/aeadfef46194ea5239bc2d2ce14542dc2ff39ce58a6d7a92d7f7c93da26537c0.png"	[5,8]	38792	{"relevant":true,"constructed":true}
69702	1	"69702-arcanologist"	4	[]	4	1637	1	"Eva Widermann"	3	2	2	"비전학자"	"<b>전투의 함성:</b> <b>비밀</b>을 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7dfd0166f19b746f777a8d6b7151c0ad174325ccdb8cca28e1c7ded6a01b91f2.png"	""	"\"무슨 카드를 뽑은 거야?\" \"쉬이잇...! 비밀이야.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1e3b2917b989b7a25a10c3ad0516e50970c6d5b3f4c3e1184ddadebad20ff012.png"	[5,8]	41153	{"relevant":true,"constructed":true}
69542	1	"69542-senjin-shieldmasta"	12	[]	4	1637	1	"Brian Despain"	5	3	4	"센진 방패대가"	"<b>도발</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/397e6f90de4d3c945d0755b746c100b65b60aef8a2ba0ee294b34669b83a1722.png"	""	"센진 마을은 쾌적합니다. 트롤과 먼지만 감당할 수 있으면요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3777037fae1d9f3a363e05851148eeb1c7c63e734531d1b7c6e12af9c79d1400.png"	[1]	635	{"relevant":true,"constructed":true}
102275	1	"102275-holy-champion"	6	[]	4	1637	1	"Alex Garner"	4	1	2	"신성한 용사"	"<b>초과 치유:</b> 공격력을 +2 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/21420f3f8bd94770ba485b3083690f1129921b1f84cd59f44a11e6bf877c23af.png"	""	"치료하는 걸 좋아합니다. 그래서 우선 다치게 하죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e7c30b21a6fabca13b472eca626d9dce64ab8ba8c419db5f4668f3fa742943ef.png"	[256]	2555	{"relevant":true,"constructed":true}
102209	1	"102209-thing-from-below"	8	[]	4	1637	3	"Slawomir Maniak"	5	5	6	"심연의 괴수"	"<b>도발</b>, 이번 게임에서 내가 소환한 토템 하나당 비용이 (1)씩 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c92a4cb198d9ecbc1b7c8f6a1a7977a8c98000752ceb4908472b078932e37d39.png"	""	"심연에서 토템들과 어울리는 걸 즐깁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/42cd63df81767beaf81ef515e6f44021da20d4f5f2b808269c06e1b49ab5f071.png"	[1]	38267	{"relevant":true,"constructed":true}
69663	1	"69663-defender-of-argus"	12	[]	4	1637	3	"Alex Horley Orlandelli"	3	3	4	"아르거스의 수호자"	"<b>전투의 함성:</b> 양옆의 하수인들에게 +1/+1과 <b>도발</b>을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/04863082b7b098a5dead82c3c8d6ab54e639ce5a9748dde00c8deccf8d0b481f.png"	""	"아르거스에도 수호자가 필요할까 싶으셨겠지만, 네. 보시다시피 필요한 것 같네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2a6807b0c927267940c44aa61e041f65b52388bbe9d68ff893b3f4a71829ce41.png"	[1,8]	763	{"relevant":true,"constructed":true}
69565	1	"69565-elven-archer"	12	[]	4	1637	1	"Steve Prescott"	1	1	1	"엘프 궁수"	"<b>전투의 함성:</b> 피해를 1 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f1e8af6c44daff4f2aa02ec8c7692dbb892102802807e61db7849a280b4ba827.png"	""	"그녀에게 작업 걸 생각 마세요. 머리에 화살 맞습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7ef994d445caec83a954babc95eef835b458419ff4e6a09c386f85323b81de5b.png"	[8]	389	{"relevant":true,"constructed":true}
97344	1	"97344-elven-minstrel"	7	[]	4	1637	3	"Wayne Wu "	3	3	4	"엘프 음악가"	"<b>연계:</b> 내 덱에서 하수인을 둘 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/85215e9dd8709598ff2ff68da431af7943b8bc0c0086c692b265daa2f498a210.png"	""	"\"롤 모델은 피리 부는 사나이라고 합니다.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/149e00c9df2ddbdfa86102f4ba174d93ea5373225f581df9fb8275d18e15dd0e.png"	[13]	45531	{"relevant":true,"constructed":true}
69611	1	"69611-argent-protector"	5	[]	4	1637	1	"Doug Alexander"	2	3	2	"여명회 파수병"	"<b>전투의 함성:</b> 아군 하수인에게 <b>천상의 보호막</b>을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e959744de957b5e97e1b2d635fe4a2746fd27db067b9e03e743cecdb524d48e1.png"	""	"\"화염구를 피할 수 있다고 말하는 게 아닙니다. 이 보호막이 있으면 피할 필요가 없다는 거지요.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/57af30c91c624c92cb7394aedea5fdd2f75899525de7621fbb1623c84894b80d.png"	[3,8]	1022	{"relevant":true,"constructed":true}
102222	1	"102222-royal-librarian"	12	[]	4	1637	1	"Jun Yan & Zhefei Hou"	4	4	4	"왕실 사서"	"<b>교환성</b>, <b>전투의 함성:</b> 하수인을 <b>침묵</b>시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1053fbff474c7d841af11cf8fe3a63468094fe15ac23ff98178674a720b6c1c6.png"	""	"경매장 사재기 도서는 저쪽 구역에 있을 거예요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/337d078ffddd6df0101a8d5cd8f490ea65f83324d5cb6c1f0444c12ee4ff3992.png"	[8,15,97]	64714	{"relevant":true,"constructed":true}
69644	1	"69644-cruel-taskmaster"	10	[]	4	1637	1	"Phroilan Gardner"	3	2	2	"잔인한 감독관"	"<b>전투의 함성:</b> 하수인에게 피해를 1 주고 공격력을 +2 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7cacf473671bfebdc1b5d4c90640f9a1e1dda94aca2d418decd6aa3fb6eb3c3b.png"	""	"\"자네, 아무래도 이번 일요일에 출근해야 할 것 같은데.\" - 잔인한 감독관"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a5fdeb5128bf306a93da89106df4b5f65873934cd8992c58dc4fa9e691643f51.png"	[8]	285	{"relevant":true,"constructed":true}
69665	1	"69665-loot-hoarder"	12	[]	4	1637	1	"Jim Nelson"	1	2	2	"전리품 수집가"	"<b>죽음의 메아리:</b> 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5ec99a8d9d42ed564788684d344bd6c7b788bc6c190dff7d84657957ef92496b.png"	""	"뭐든 다 입찰하더군요. 얼마나 얄미운지."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/17d24da2fb29b41d500d97a70a5cf18a9578761c56d592f54058166508425357.png"	[12]	251	{"relevant":true,"constructed":true}
69703	1	"69703-warhorse-trainer"	5	[]	4	1637	1	"Zoltan & Gabor"	4	3	3	"전투마 조련사"	"내 은빛 성기사단 신병들이 공격력 +2와 <b>도발</b>을 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f861e1a496e2939406989df0c353947005dc90ded4301246b7f0d74a4e41ab0b.png"	""	"주말에도 말을 달리느라 바쁘다고 합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1f8e0466aeaae43bd0b3dbeba523e1d3ae81f10ddc52c62e517c7ee3247a27a0.png"	[1]	2515	{"relevant":true,"constructed":true}
69660	1	"69660-youthful-brewmaster"	12	[]	4	1637	1	"Wei Wang"	2	3	2	"젊은 양조사"	"<b>전투의 함성:</b> 아군 하수인을 내 손으로 다시 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dfc07dd36b800f9f1cbcb90b4b6a466ae19173b8d02d316c67cf4bad9a5a9d60.png"	""	"젊음의 패기가 꼭 맥주의 맛으로 이어지는 건 아닙니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9b8de52e934894f403e60bf6ea0e4010e96d90ecf56f3cd98e4b35f7eb376f31.png"	[8]	415	{"relevant":true,"constructed":true}
69662	1	"69662-mad-bomber"	12	[]	4	1637	1	"Mike Sass"	2	3	2	"정신 나간 폭격수"	"<b>전투의 함성:</b> 다른 <b>모든</b> 캐릭터에게 3의 피해를 무작위로 나누어 입힙니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/03c9b4e21fa10b97177dcda8f4552e098ba66abb9e65f77bea0884127dc11707.png"	""	"완전 정신이 나간 건 아닙니다. 그저 남들보다 폭발물을 더 험하게 다룰 뿐이죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9a1da16cd01af3cc016b1f3980fe21d4f7a7080f034b8d1a6aae479bb8c10969.png"	[8]	762	{"relevant":true,"constructed":true}
69705	1	"69705-righteous-protector"	5	[]	4	1637	1	"Evgeniy Dlinnov"	1	1	1	"정의로운 수호자"	"<b>도발</b> <b>천상의 보호막</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2c1faf9e245c4dfa7d4390d3aaaad41afbe564a46d9580f6d149f324013e93a9.png"	""	"원래 이름은 동글이 수호자였지만, 더 멋져 보이는 이름으로 바꾸었습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/24595c8c8fda6d0192e33ded0069248d83e89585a843f06bdffdfb0b185f82c2.png"	[1,3]	42467	{"relevant":true,"constructed":true}
69588	1	"69588-raging-felscreamer"	14	[]	4	1637	3	"Slawomir Maniak"	4	4	4	"지옥 마력의 일리다리"	"<b>전투의 함성:</b> 다음에 내가 내는 악마의 비용이 (2) 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/786546418738fa15a765d525608aba7e33f8bbdaf3bca47cd5ce1c4e1f7a32e7.png"	""	"함께 노래방에 갈 일이 있다면 단단히 각오해야 할 겁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/10e54803decca037b1b896aa6fa63c78880b57ef81437704fdc8fac2eeee4427.png"	[8]	56765	{"relevant":true,"constructed":true}
89147	1	"89147-crimson-clergy"	6	[]	4	1635	3	"Konstantin Porubov"	3	1	1	"진홍십자군 성직자"	"<b>초과 치유:</b> 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2c062079ce95aecaf554ba192ca6aced4b63e172a53ffde4e08ce55df9405f48.png"	""	"실수하는 법이 없습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e4376946d4a8a3b05ff70ff2af7d3a17d011003980c4d1d2877cd8f77c3b1514.png"	[256]	62498	{"relevant":true,"constructed":true}
102184	1	"102184-kayn-sunfury"	14	[]	4	1637	5	"Wayne Reynolds"	5	3	4	"카인 선퓨리"	"<b>돌진</b>, 내 캐릭터들의 공격이 <b>도발</b>을 무시합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/18c1c59c2f3b8baae5abe9e5cf08683bb39459117a2cb176a6d271512d900151.png"	""	"일리단 스톰레이지가 가장 신뢰하는 부관입니다. 가장 싫어하는 벌레는 \"대충\"이라고 하네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/27b27a1730f0e49ea40e2eec2ecf345fe24e60ddaa344ba1000d319a6ffef055.png"	[1,4]	58202	{"relevant":true,"constructed":true}
69539	1	"69539-kobold-geomancer"	12	[]	4	1637	1	"Gabor Szikszai"	2	2	2	"코볼트 흙점쟁이"	"<b>주문 공격력 +1</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c81c64df55254107bd643da251968b557ccc3fa3c4010459e6b9293ab56aa0ac.png"	""	"오래 전, 코볼트는 누가 뭐래도 가장 질 좋은 초를 판매하는 상인들이었습니다만, 지금은..."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e6e825798bc94ba693b59b847ae174d62c39aff190a57b88d63c945363fe1b2c.png"	[2]	672	{"relevant":true,"constructed":true}
86539	1	"86539-tess-greymane"	7	[]	4	1637	5	"J. Axer"	6	6	7	"테스 그레이메인"	"<b>전투의 함성:</b> 이번 게임에서 내가 낸 다른 직업의 카드들을 다시 사용합니다. <i>(대상은 무작위로 선택)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a4e71014ee5b5d4d0b8132bae4d60ac0997208c745acca4da3f89ba5aeb18d09.png"	""	"과거를 기억하지 못하는 자에게 미래는 없습니다. 아니, 뒤틀린 황천으로 끝나는 미래는 있겠네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/893619ff856015946b379290129aaf4761be7564f76b476e359e47f834caf6c5.png"	[8]	47211	{"relevant":true,"constructed":true}
102196	1	"102196-grimestreet-outfitter"	5	[]	4	1637	1	"Peter Stapleton"	2	2	2	"험악한 거리 만물상"	"<b>전투의 함성:</b> 내 손에 있는 모든 하수인에게 +1/+1을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9ed8acda4121e376b4ffd70a23392035ed2e7d9ed37a5866cef9d38353aa74dd.png"	""	"흥정을 잘 한다면, 모자 정도는 공짜로 주긴 할 겁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5a103112c139226d946f28d7fdffe0fa4fb993c9e93ccbc1a0e10a5e8b33a7c3.png"	[8]	40567	{"relevant":true,"constructed":true}
76318	1	"76318-beaming-sidekick"	12	[]	4	1637	1	"Rafael Zanchetin"	2	1	1	"활기찬 조수"	"<b>전투의 함성:</b> 아군 하수인에게 생명력을 +2 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/967d2bb4181bdc806c4904ea180ed4e7b3b423bc95790296f75afc0457c88a81.png"	""	"\"네에, 제가 물이랑 식량이랑 천막이랑 저주받은 원숭이 발까지 다 들고 다닐게요!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3cdf7a915c3057eba446642204ffc01848567b9a69e2c88691844249d91b2621.png"	[8]	54269	{"relevant":true,"constructed":true}
