id	collectible	slug	classId	multiClassIds	minionTypeId	multiTypeIds	cardTypeId	cardSetId	rarityId	artistName	health	attack	manaCost	name	text	image	imageGold	flavorText	cropImage	keywordIds	duels
72248	1	"72248-emerald-skytalon"	12	[]	20	[18]	4	1637	1	"Luca Zontini"	1	2	1	"에메랄드 하늘발톱"	"<b>속공</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ab27f212d16ad0482724211a6f43ce933fbff062d16968cf96ae1cdaa749ce8d.png"	""	"이세라를 수호하기로 맹세한 에메랄드 용제단의 위엄 넘치는 올빼미들은 에메랄드 꿈의 힘이 깃들었으며, 겉은 결정과도 같습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3310b0fcbeceac91159c3a79eb243e11174899a5411b5be9bcb980ffc5a6c6af.png"	[53]	{"relevant":true,"constructed":true}
59948	1	"59948-plagued-protodrake"	12	[]	24	[11]	4	1443	1	"Andrew Hou"	8	8	8	"역병 걸린 원시비룡"	"<b>죽음의 메아리:</b> 비용이 7인 무작위 하수인을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e30ebb4ead1cf4e4a008e0253a8287e4e837a819e3f0d4c1ad3462a99977f909.png"	""	"\"비룡 안에 무엇이 들어있나요?\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d0b57777f25bea47805548d38aec438e96e654c11963a236d8ab5ca3e1dab9a5.png"	[12]	{"relevant":true,"constructed":true}
42327	1	"42327-phantom-freebooter"	12	[]	23	[11]	4	1001	3	"James Ryman"	3	3	4	"유령 약탈자"	"<b>전투의 함성:</b> 내 무기의 능력치를 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/49f60251c19b9bd5e60736fc74927693d0fb9ec90a7f08151e578c0486566df7.png"	""	"요즘 세상에도 유령 해적이 있다니요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7d1be9093e9a3a764e7a6e356c5f8183863ed3fd65007f026fe50543f78238c7.png"	[8]	{"relevant":true,"constructed":true}
43453	1	"43453-scorp-o-matic"	12	[]	17	[20]	4	1004	3	"Phil Saunders"	2	1	2	"전갈로봇"	"<b>전투의 함성:</b> 공격력이 1 이하인 하수인을 처치합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/36115f82759e8a8126b07597b6bd5721d20a35ae1784d94dcc10cd9bad5af37b.png"	""	"저 젊었을 땐 손으로 하나하나 처치하고 다녔는데, 세상이 좋아졌습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/68db942a644cf4fe46b76619f61746c4b14da8c43208861ff938479a69021127.png"	[8]	{"relevant":true,"constructed":true}
77308	1	"77308-sinrunner"	12	[]	20	[11]	4	1691	1	"Eva Widermann"	5	6	5	"죄악질주마"	"<b>죽음의 메아리:</b> 무작위 적 하수인을 처치합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/835578d90697da23afc6e618f8168104e25427e277a69dbd1013c45c7f3fe89c.png"	""	"블랑쉬는 살아생전 애교도 많고 말도 잘 듣는 말이었다고 합니다. 그러면 어쩌다가 레벤드레스에 오게 됐냐고요? 그 이유는 우리도 알아보기 무섭네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7ac222e5bb8f5830cef1f21a76f03d93b47851d85df5648e9e6fc64880c75ca5.png"	[12]	{"relevant":true,"constructed":true}
42663	1	"42663-deadscale-knight"	12	[]	14	[11]	4	1001	1	"Rafael Zanchetin"	1	1	1	"죽음비늘 기사"	"<b>생명력 흡수</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/05346e89df1ebb33e1598e6e1f7b96a08abb228038a20b1f4d38f4267e2d4607.png"	""	"리치 왕의 힘으롫!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/23f72660f5eab800d23c0189790df5fad93fc2da36b2969fd7687342ea345fb6.png"	[38]	{"relevant":true,"constructed":true}
86507	1	"86507-death-beetle"	2	[]	11	[20]	4	1776	1	"Brian Despain"	6	6	6	"죽음의 딱정벌레"	"<b>도발</b>, <b>마나갈증 ( ):</b> +4/+4와 <b>돌진</b>을 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ef54ec8611ffdbaac13130045203b59ef40265d1c14a3ddf4e9044b8c1c3b455.png"	""	"성역산 외래종 아닙니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4a0725fa1a4482ac0b941fa14fb561f3ca1242148b1cc7f4d033341867a3eb08.png"	[1,4,257]	{"relevant":true,"constructed":true}
86672	1	"86672-felscale-evoker"	14	[]	15	[92]	4	1776	3	"Konstantin Turovec"	7	3	6	"지옥비늘 기원사"	"<b>전투의 함성:</b> 내 손에 있을 때 주문을 셋 시전했으면, 내 덱에서 다른 악마를 소환합니다. <i>( 회 남음)</i> <i>(달성!)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/efba1db5f95d4f381e93b499dcb54fddc369bea86f5bbaf296de6ac16e2bcdaa.png"	""	"그러니까 악마이고 나가인데, 용족은 아니다?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/29f67de430b718e2d65d41fc6ec6de8cf7741d8c270f129e8cd97e9c899ca894.png"	[8]	{"relevant":true,"constructed":true}
86367	1	"86367-invincible"	12	[]	11	[20]	4	1776	5	"Grafit"	5	5	8	"천하무적"	"<b>환생</b>, <b>전투의 함성과 죽음의 메아리:</b> 다른 무작위 아군 언데드에게 +5/+5와 <b>도발</b>을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3de25ebd9d9d188ddb971fb97c46148e88f3ff48bfe4b21e2f9421ea13760dc5.png"	""	"이름값을 정말 못하네요. 정말 천하무적이면 왜 언데드가 됐죠?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cbfee310adc6177a77da866922bc04f4a99c07338009c4594c718bd93ebe4b67.png"	[1,8,12,78]	{"relevant":true,"constructed":true}
53445	1	"53445-micro-mummy"	5	[]	17	[11]	4	1158	4	"Matt Dixon"	2	1	2	"초소형 미라"	"<b>환생</b>, 내 턴이 끝날 때, 다른 무작위 아군 하수인에게 공격력을 +1 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0a55e9683c91c3db6ca276c23fa8eb5a1e0c7be8025fc84a7c6c94cabe4bdde6.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b7d3e27794928b9c77d8c437ed69a06c8ce5cfdfc4299b5445a1409aebf2bbbb.png"	"생명이 없는 것을 죽이는 게 어려울까요? 되살리는 게 어려울까요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/84adbec496390cc3fd7eb0f542281d44c894796e39348628ae9152ada6b94701.png"	[78]	{"relevant":true,"constructed":true}
54261	1	"54261-pharaoh-cat"	7	[]	20	[11]	4	1158	1	"Eva Widermann"	2	1	1	"파라오의 고양이"	"<b>전투의 함성:</b> 무작위 <b>환생</b> 하수인을 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1156c91fbac9acca7bcdd91bfe64e85b4f834ea4d79ab2dd1bedd3ecce7f1440.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/480dc26dfe5098ebedf4a441b65ad31be90e1e356375738916eb280ccec89a78.png"	"쥐를 쫓는 자, 캣 타워 상층과 하층을 지배하는 자, 붉은 점의 추적자, 그리고 모든 상자를 순례하는 자입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a50939630718a77d7af9f682581c65619de55c444227b5dad7848c637b39071b.png"	[8,78]	{"relevant":true,"constructed":true}
42439	1	"42439-bone-drake"	12	[]	24	[11]	4	1001	3	"Peter Stapleton"	5	6	6	"해골 비룡"	"<b>죽음의 메아리:</b> 무작위 용족을 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d3cac5d60aed9e1eb3f9f76fe3a36be1887e036815c9dd88f94f6749ca3f07f3.png"	""	"해골 비룡은 모든 용을 데리고 나올 겁니다. 당신에게 한 수 가르쳐주고 싶어 하지만, 카드가 없군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7cb9482939c6092c657b56618f89cf34c11318123a2ee321950c5bed0c29d0c6.png"	[12]	{"relevant":true,"constructed":true}
42790	1	"42790-bonemare"	12	[]	11	[20]	4	1001	1	"Ralph Horsley"	5	5	7	"해골마"	"<b>전투의 함성:</b> 아군 하수인에게 +4/+4와 <b>도발</b>을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c68ec3aab3132ca7cf5c807a48825d8b6dbe84b9a7c0f34b4ddb0ada998e1fc4.png"	""	"백골마인지 천골마인지는 중요하지 않습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/69bfb53af79fd35964dd7637730910553ba23a3fe1dacecde1d237c4947d1c4b.png"	[1,8]	{"relevant":true,"constructed":true}
2945	1	"2945-fossilized-devilsaur"	12	[]	11	[20]	4	20	1	"Trent Kaniuga"	8	8	8	"화석 데빌사우루스"	"<b>전투의 함성:</b> 내 전장에 다른 야수가 있으면, <b>도발</b>을 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/916c6f00abe13880786d1a36e4d103e015ea1036d00dc7b4ab9d1161203936d8.png"	""	"공룡을 테마로 한 공원이 문을 닫은 후에 정처 없이 떠돌다가 이곳까지 왔습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c9ec506e3f93f5676652371fd9d59ab69a4b6f6bf1fbdf02ca4d3f3ba305eb84.png"	[1,8]	{"relevant":true,"constructed":true}
75631	1	"75631-igneous-lavagorger"	10	[]	18	[20]	4	1658	1	"Studio Hive "	5	3	4	"화성암 용암포식자"	"<b>도발</b>, <b>전투의 함성:</b> <b>인양</b>, 그 카드의 비용만큼 방어도를 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ad0b4bdee9c349e798a127851218989cab71286d461fc66c80a7fdc2263e14ce.png"	""	"용암 상어, 뚜루루 뚜루."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f53fc71d890e9be00131c44204aa71ccd6c6209ba70d42475a9c1e1a30543c1c.png"	[1,8,232]	{"relevant":true,"constructed":true}
61298	1	"61298-fantastic-firebird"	12	[]	18	[20]	4	1466	1	"Arthur Bozonnet"	5	3	4	"환상적인 불새"	"<b>질풍</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ac3732ded80113b0ab9ec46b6e673f39983363c2da1d2147f5753b2b55972be1.png"	""	"오늘 먹어볼 음식은 불닭입니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4d6e0fb679687c71f9fe7d7e9816921f19591011a2739c55287bab8449144987.png"	[11]	{"relevant":true,"constructed":true}
86660	1	"86660-goldwing"	5	[]	24	[17]	4	1776	3	"Valeria Styajkina"	5	3	4	"황금날개"	"<b>속공</b>, <b>전투의 함성:</b> 내 손에 기계가 있으면, <b>질풍</b>을 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f87af5a218a4a5ec7b6a90695ae6b0013f7353f58c5d66acf15ed78cc0683d94.png"	""	"이거 갈면 가루 더 주는 거죠?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3bc2d568dcecc7660234d79e885a7220f4293de7c7aec74111f2fc9271e5dd49.png"	[8,11,53]	{"relevant":true,"constructed":true}
86440	1	"86440-whirlweaver"	4	[]	18	[92]	4	1776	3	"Todd Harris"	3	4	3	"회오리술사"	"<b>전투의 함성:</b> 내가 이전 턴에 주문을 시전했다면, 정령을 <b>발견</b>합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9a2c8e76a9c130f8c284bb0824fe19c731e461195b5f9bd1a72f801c2889c5b5.png"	""	"피조물 지구에서 만들어진 많고 많은 창조물 중에서도 물과 나가를 결합한 창조물이 가장 직관적이었죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/81a91eb8529c4130c59f1c56566dc12cb813f9c7f7df3418d7b530ce2d30da1b.png"	[8,21]	{"relevant":true,"constructed":true}
62891	1	"62891-efficient-octo-bot"	7	[]	17	[20]	4	1525	1	"Konstantin Turovec"	4	1	3	"효율적인 문어로봇"	"<b>광폭:</b> 내 손에 있는 카드들의 비용이 (1) 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/baf524459e7f7caaf7e77384d87a76e80c84179f9072cf11b89efbe1be2c542c.png"	""	"그걸 당겨, 문어로봇... 아니, 그거 말고!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a4078d0219c8314b4a5a66d76958b40cfb0fc7c3733afe270ee4c1d65008d3b9.png"	[99]	{"relevant":true,"constructed":true}
