id	collectible	slug	classId	multiClassIds	cardTypeId	cardSetId	rarityId	artistName	health	attack	manaCost	name	text	image	imageGold	flavorText	cropImage	copyOfCardId
106578	1	"106578-worgen-greaser"	12	[]	4	1898	1	"Alex Alexandrov"	5	6	4	"늑대인간 폭주족"	""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f5540ccddf59cb073e0286247d8d9fa83096128a616f3f6c24ed4f09dfe84e1f.png"	""	"버는 돈의 79%를 머리에 쓴다고 합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a30ecfead47415c13c8d726c7df01bd0f924a2815bdae377948a1d3a4b49905e.png"	40950
70083	1	"70083-knife-juggler"	12	[]	4	1646	3	"Matt Cavotta"	2	3	2	"단검 곡예사"	"내 하수인이 소환된 후에, 무작위 적에게 피해를 1 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dfccb188f116dd7e5aeef70a263aef7bdd27fb07a2ff1e4fc2bccc7db4884bef.png"	""	"야심찬 단검 곡예사가 자라면 폭탄 곡예사가 되기도 합니다. 하지만 카드로 만들어질 만큼 오래 살아남는 경우는 없습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6d1043efe923e40e8b0a0559996f0df5bf08a5ef3799b32dbb7a60541079a819.png"	1073
103241	1	"103241-axe-flinger"	10	[]	4	1898	1	"Efrem Palacios"	6	2	4	"도끼 투척수"	"이 하수인은 피해를 받을 때마다 적 영웅에게 피해를 2 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f263f5156c3184af14cf8607e5a5b0f057ea8e37ebdc6d094ffad9bafaafdda1.png"	""	"사실 주위에 있는 것이면 무엇이든 던집니다. 그게 나뭇가지든 타우렌이든 말이죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/db1c36574460fe9cdf710cfc596aaf6ff7dcfc1af96e6fd4be8264c0a61e6ca3.png"	2297
68406	1	"68406-boulderfist-ogre"	12	[]	4	1646	2	"Brian Despain"	7	6	6	"돌주먹 오우거"	""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9a0d76c6b88336e394416e1d7b0943cfa46369d17776dd31c7ca333b932bc4ee.png"	""	"\"나, 비용에 비해 능력치 좋다!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d6440240b8cd07b88906d622969bf2a21547851865dd6b1840360121e4b9f90b.png"	1686
70055	1	"70055-mana-wraith"	12	[]	4	1646	3	"Luca Zontini"	2	2	2	"마나 망령"	"<b>모든</b> 하수인의 비용이 (1) 증가합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/08790242379554e1a802a2d3a6e40ee6ed1186785a1c7530acb01dfbbce2011f.png"	""	"이들은 밤에 나타나 남은 마나 수정을 먹습니다. \"으으으음...\" 소리를 내곤 하지요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3782f74033b331f62a3f1d751cb60c3f01027c89875e5ba5071602b4d43706f5.png"	715
69831	1	"69831-mana-addict"	12	[]	4	1646	3	"Hideaki Takamura"	3	1	2	"마나 중독자"	"내가 주문을 시전할 때마다 이번 턴에 공격력을 +2 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f6034e1c2c75d6139824ec99fb1a2c62a19034762028f2b2909fae166da09860.png"	""	"끊으려고 노력하는 그녀지만 스트레스 받은 날에는 참기 힘들답니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/99695fd6f2433f7c383e7b2df2a538e112edaa869672b8f6580278c29e3075d4.png"	12
70079	1	"70079-mana-wyrm"	4	[]	4	1646	1	"Blizzard Cinematics"	3	1	1	"마나 지룡"	"내가 주문을 시전할 때마다 공격력을 +1 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4ccba9baab4598f9be66e48c90637c27e96206fa94adfcff23f19ac0d04e4bde.png"	""	"이 지룡들은 비전 에너지를 먹고 삽니다. 이들은 큰 위협이라기보단 좀 귀찮은 존재일 뿐이지만, 절대 마나 곁에 혼자 두진 마십시오."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/14055363ab5ea9a29eff3195f83abffce0e789c40a8b924409796c36039243ab.png"	405
102556	1	"102556-mana-wyrm"	4	[]	4	1898	1	"Blizzard Cinematics"	3	1	1	"마나 지룡"	"내가 주문을 시전할 때마다 공격력을 +1 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/db820e20f876d0bb37bc616c9f47a1429e59ad2ffe427065613285158dae1bb7.png"	""	"이 지룡들은 비전 에너지를 먹고 삽니다. 이들은 큰 위협이라기보단 좀 귀찮은 존재일 뿐이지만, 절대 마나 곁에 혼자 두진 마십시오."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ee380852ca68a222b745a3f1d6d2d6cbdd9fd807ee76df50820c229e2b8c413d.png"	405
70048	1	"70048-sorcerers-apprentice"	4	[]	4	1646	1	"Alex Horley Orlandelli"	2	3	2	"마술사의 수습생"	"내 주문의 비용이 (1) 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7cbed47f8fb222b9ce3ff7082d71a9be37e775e30459b4c73957667db20a6072.png"	""	"수습생들은 이래라 저래라 시키기 좋습니다. \"마나 찐빵 만들어 와! 커피도! 마나는 두 스푼만!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/132e9c35c5d6979e9c996032e665298f36efa834d74466ea65010c67e64ae214.png"	614
70037	1	"70037-sea-giant"	12	[]	4	1646	4	"Svetlin Velinov"	8	8	10	"바다 거인"	"전장의 다른 하수인 하나당 비용이 (1)씩 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a10202f05dfa441aded742fb23b1fe36cc3a44b477de272be695893ee01354eb.png"	""	"거인과 바다"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d42d76ca907beca75bc617855b5b43165050d59d018915b897c8abd7e8695229.png"	211
69950	1	"69950-armorsmith"	10	[]	4	1646	3	"Greg Hildebrandt"	4	1	2	"방어구 제작자"	"아군 하수인이 피해를 받을 때마다 방어도를 +1 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3b4f0443336dbd5664cdbe97d65370620b0712b53b51ba30e23f036a71e84453.png"	""	"길드 자금 환영!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a165b7374d54f0c381a7bd0591cace8b2f39ce174547b61bd1c32ca9f9b3829a.png"	596
68535	1	"68535-northshire-cleric"	6	[]	4	1646	1	"Terese Nielsen"	3	1	1	"북녘골 성직자"	"하수인이 치유될 때마다 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3fb047d0c68210db2d1e5491aba9e2c6d8861adbe3cc0f27dfd3bf6c8f21313e.png"	""	"탄압받고 괴로워하는 자들을 돕습니다. 쿠키도 팝니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7bcaff0c2bfcd2378212e3eca1e308fe25cd580dff11fc0513665e29f743ab73.png"	1650
69912	1	"69912-ragnaros-the-firelord"	12	[]	4	1646	5	"Greg Staples"	8	8	8	"불의 군주 라그나로스"	"공격할 수 없습니다. 내 턴이 끝날 때, 무작위 적에게 피해를 8 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3fbafbfcdf665bd5793054ed81cd768b2d34f9216cb06ef0331a9bde7fc42482.png"	""	"라그나로스를 소환한 것은 검은무쇠 드워프였지만, 이들은 결국 불의 군주를 섬기는 노예가 되고 말았습니다. 이렇게 라그나로스를 소환하는 일은 원치 않는 결과를 불러오는 일이 많습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/97ebdf56f7ca6fded7d6394a635f56f7d517c62f876701f1b72eb3b2fd49f2eb.png"	374
69930	1	"69930-lightwell"	6	[]	4	1646	3	"Blizzard Entertainment"	5	0	2	"빛샘"	"내 턴이 시작될 때, 피해를 받은 아군 캐릭터의 생명력을 3 회복시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/61be4ae30c42e56814dd35070588d820c7860e0e998138aeba2dc60db78f77c1.png"	""	"사람들이 빛샘을 무시하는 걸까요, 아니면 안 보이는 걸까요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e4f712870c364c5bb5e43674aba2a06b722e063f7b065636e0be024184e96054.png"	797
69804	1	"69804-lightwarden"	12	[]	4	1646	3	"Erik Ko"	2	1	1	"빛의 감시자"	"캐릭터가 치유될 때마다 공격력을 +2 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c59c953ef4b662b263ed1ea7b282aefb3057397378a12dee979122456a193cea.png"	""	"빛의 감시자의 폭력성을 알아보기 위해 캐릭터를 치유해보겠습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9c087e4c2395431774ec055799156e38b5f26a4e381b254c7202ba62c6d58d27.png"	1655
69928	1	"69928-lightspawn"	6	[]	4	1646	1	"Daarken"	5	0	4	"빛의 정령"	"이 하수인의 공격력은 항상 생명력과 같습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/26232ad87176204ced88f5d9c079c72f32a6183c944f6e0dd6980a2b3f74471d.png"	""	"빛의 대정령이 될 것이냐? 빛의 피조물이 될 것이냐?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6569667a94d58ec3b1ecf4849f0a62539193e51aac5717b392e5836b0c568fc1.png"	886
69850	1	"69850-mountain-giant"	12	[]	4	1646	4	"Samwise"	8	8	12	"산악 거인"	"내 손에 있는 다른 카드 1장당 비용이 (1)씩 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4fdf5ffec89e166a66f82155708a987003ee60e73723b4c5b019b72fd5629732.png"	""	"이 친구의 어머니 말로는 좀 통뼈라 커보이는 거랍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1151316a49095434581f4c6dcba1ae8dc81e889ed7feb5f658c72048c3a7023c.png"	993
68400	1	"68400-chillwind-yeti"	12	[]	4	1646	2	"Mauro Cascioli"	5	4	4	"서리바람 설인"	""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/99a4a9ef5b2dda190945451503d0c0db02d9f53ecbd9618468d001edfae97ecd.png"	""	"사실 산에서 내려와 국수 가게를 여는 게 꿈이지만, 차마 그럴 용기가 없다네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/376778eaa4e07202c06184221f5047bbc0a56c4fe23993118dea09d4b22b8b8c.png"	90
69920	1	"69920-summoning-portal"	9	[]	4	1646	1	"Tyler Walpole"	4	0	4	"소환의 문"	"내 하수인들의 비용이 (2) 감소합니다. 단, (1)보다 낮아지진 않습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3f9fea2fe10121614451670f0691718e04b6e773b2eb6c96065b6aa35e7674b2.png"	""	"1 미만으로는 안 내려간다고요! 헛수고하지 마세요!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5129dd7ebb040758ff67c27b753afa997b55201109f68f748894fe151852f8b4.png"	969
68409	1	"68409-stormwind-champion"	12	[]	4	1646	2	"Doug Alexander"	6	6	7	"스톰윈드 용사"	"내 다른 하수인들이 +1/+1을 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d708099f8644acfe9d1f4760d37d0ebac820b347b4810585bc4e233391fc1765.png"	""	"데스윙이 스톰윈드를 쑥대밭으로 만들었을 때, 분대에서 유일하게 살아남은 병사입니다. 그는 지금 답답함에 속이 부글부글 끓습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1cba71d2febe5022935fe69fba600be9aab49d7c85444219fafa5a5f9be7dfc4.png"	753
102641	1	"102641-silverware-golem"	9	[]	4	1898	3	"Daren Bader"	4	3	3	"식기 골렘"	"이 하수인을 버리면, 이 하수인을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9dc248ac4587be5c671502bada8e9012e5caeac214bac47f8f0256cee6f02572.png"	""	"스위스 국방부의 연구소에서 비밀리에 만들어졌습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/06663f52560eb81ee9385fd5d9d10d061fbcf46d60447dbebcdff27a108e22b8.png"	39380
69947	1	"69947-amani-berserker"	12	[]	4	1646	1	"Chippy"	3	2	2	"아마니 광전사"	"<b>격노:</b> 공격력 +3"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e893aa221ad76484a59defa0b30c1a3486dd0b43fb221de145c4daef59f1fb9b.png"	""	"아마니 광전사가 \"지금 날 쳐다보는 거냐?!\" 라고 물어보면 단호하게 대답하세요. \"누구, 저요?\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6d4b5ff41f2f28beb154b58a100530e8bb5f724622a151150646f4c4d4d513a2.png"	790
102531	1	"102531-aviana"	2	[]	4	1898	5	"Velvet Engine"	5	5	9	"아비아나"	"내 하수인들의 비용이 (1)이 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9e0e6fab910d52d99f4674f39ce01d196d2617800b80c40aef382ecd4012dcfc.png"	""	"\"짹짹이\"라는 별명을 좋아합니다. 정말로요. 못 믿으시겠으면 한번 직접 불러보세요. 제가 없을 때."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bd65340d6e87c4367fed8a83843b152433854275f3ddfe58911dceceb5da11c3.png"	2796
70039	1	"70039-auchenai-soulpriest"	6	[]	4	1646	3	"Doug Alexander"	5	3	4	"아키나이 영혼사제"	"생명력을 회복시키는 내 카드와 능력들이 이제 그만큼의 피해를 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5811789627e7d62b5a58baaad417fc12f50c213b8416c6bbe41d1c313bceba29.png"	""	"아키나이들은 세상에 종말이 온다는 걸 알고 있습니다. 언제 오는진 잘 모르지만요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2b74c153ec6968662ce7fddb4e4abbc8b07d01f51eae1d62cdeda125358869d0.png"	237
102523	1	"102523-knight-of-the-wild"	2	[]	4	1898	3	"Ralph Horsley"	6	6	7	"야생의 기사"	"이번 게임에서 내가 소환한 야수 하나당 비용이 (1)씩 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0c15a19305df831ba62570682509cd340dbab43773c6f843c490c2afc1c2a01b.png"	""	"여관주인들이 객실을 내줘야 할지 마굿간을 내줘야 할지 고민하게 만드는 손님입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dcb375f6cb78258f45e9cfe5643722743fef6f188eaf6230142627422e5bf716.png"	2788
102595	1	"102595-shadowfiend"	6	[]	4	1898	4	"Warren Mahy"	3	2	2	"어둠의 마귀"	"내가 카드를 뽑을 때마다 그 카드의 비용이 (1) 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6616a7b72089c483d1321dfd6ce121036f91d80b2abbd7f595fa57318e406e8e.png"	""	"어둠은 좋겠네요. 종복도 부리고 마귀도 부리고."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1fc142c64fcbc564cdc8cd44b7fdd47330e67beedfa4d8b7494feb11224b7335.png"	2566
69933	1	"69933-prophet-velen"	6	[]	4	1646	5	"Wei Wang"	7	7	7	"예언자 벨렌"	"내 주문과 영웅 능력의 피해량과 치유량을 2배 증가시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/076d1a46775f6311e6dd9b54543aab04512cd7cc9e9c9ebb366ed47abcf552c2.png"	""	"고향에서 추방당했고, 형제들은 사악하게 변했지만, 불만이 있는 것 같진 않네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/939d16ba15f490cee067c589e1bcf8c1a36ba5e6b244bac9a341a09fa2a7820c.png"	9
70058	1	"70058-molten-giant"	12	[]	4	1646	4	"Glenn Rane"	8	8	20	"용암 거인"	"내 영웅이 받은 피해 1당 비용이 (1)씩 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4178aa73bacd88a237d2be7729398f8cf580ff50b1bf38d435d32fd09364aff4.png"	""	"늘 속이 쓰립니다. 용암이 가득 차 있으니 당연하겠지요!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/41973d34811c701a7cb105942231b3409986aa37192efb75b266c07d26717b49.png"	1372
68379	1	"68379-magma-rager"	12	[]	4	1646	2	"Matt Gaser"	1	5	3	"용암 광전사"	""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b6a2dfa025550300c9f6fbdaaab9692f8168e7728219ee441d821a356d031f00.png"	""	"자신이 강하다고 생각하고 생각하지만, 이제 모두 화산 심장부 정도는 혼자 돌 수 있잖아요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e5a2e98844a234401f9774f529f13f1275288da0f1ef19f153ad7b07c08a0add.png"	1653
69765	1	"69765-wisp"	12	[]	4	1646	1	"Malcolm Davis"	1	1	0	"위습"	""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c22fb7f10af0e8d2722872874719284470a1c7920c70ed25a02df85293377674.png"	""	"충분한 수가 뭉쳐서 에레다르 군주를 공격하면 폭발합니다. 도대체 왜?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f2ed1727ca051d675a582efff7c2635cfd8eae79360843de2d6325669f2f17ad.png"	179
70041	1	"70041-cult-master"	12	[]	4	1646	1	"Raymond Swanland"	2	4	4	"이교도 지도자"	"아군 하수인이 죽은 후에, 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5cff15bc5c847b59102c15981e763d6a16e362bf531567e3ee4125bf2d7bf4f8.png"	""	"사악한 이교도 지도자지만 일주일에 한 번은 꼭 부모님께 전화하는 '효녀'랍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e910121ea8d49b9be3f73780d12a95404433a5c8c47b5c248a4a6de3e8daf2f4.png"	811
69836	1	"69836-pint-sized-summoner"	12	[]	4	1646	3	"Ron Spears"	2	2	2	"자그마한 소환사"	"내 턴마다 처음 내는 하수인은 비용이 (1) 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4094c0179e52a55a815cdaa8b63c6f68593c651d61d84df96e2417dd96240d17.png"	""	"다 작은 건 아니라네요. 그럼 어디가 큰 걸까요? 음... 머리?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e36b18ff8bcc44198ae09df3d91953ce0461d3a0bf2fdff1f1f34b252d466412.png"	37
103225	1	"103225-usher-of-souls"	9	[]	4	1898	1	"Dave Allsop"	5	3	4	"저승의 안내인"	"하수인이 죽을 때마다 내 크툰에게 +1/+1을 부여합니다. <i>(어디에 있든)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a612f11abb5a5c38e34ad507d50b7f4b59f9de018d47e4994ebadcaf45e8bc4f.png"	""	"길 잃은 영혼들을 친절히 안내하여 크툰에게 제물로 바칩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fcc5150d7c9215cf58d96ba46454b35ed5854b2e375545c9ef2bffeb040b9665.png"	38898
69847	1	"69847-lorewalker-cho"	12	[]	4	1646	5	"Mark Zug"	4	0	2	"전승지기 초"	"각 플레이어가 주문을 시전할 때마다 동일한 주문을 다른 플레이어의 손에 추가합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f8c0bf1661f7cbec3b1cfc87350fcc7a10b78dda296156db94dc6072cd22c2a7.png"	""	"전승지기 초는 판다리아의 이야기들을 수집하고 기록합니다. 최근에는 판다리아의 야한 연애 소설을 모으는 중이라는군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/77cbd9d1636a11bf2de4f9c52e21cc3de2f3abe6c58cea13fc32798b4ea2fe44.png"	1135
68401	1	"68401-war-golem"	12	[]	4	1646	2	"Dave Kendall"	7	7	7	"전쟁 골렘"	""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b7f333d0ff7b6a5da7f081648615f658523b169c2ebe33e0f6436667a9c73f2d.png"	""	"골렘은 두려움을 느끼지 못합니다. 그래도 공포를 시전하면 도망가더군요. 본능일까요? 아니면 따돌림받기 싫어서?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dd5523b3132671e82341fd615cd64426220fc7a7c22dd55cbef6337f9fc9eb8e.png"	712
