id	collectible	slug	classId	multiClassIds	cardTypeId	cardSetId	rarityId	artistName	manaCost	name	text	image	imageGold	flavorText	cropImage	childIds	duels
2029	1	"2029-muster-for-battle"	5	[]	5	13	3	"Mike Hayes"	3	"병력 소집"	"1/1 은빛 성기사단 신병을 3명 소환합니다. 1/4 무기를 장착합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/775fedf616649feb16c445d0365aa2d714334725be66a470841849a5e67cd12f.png"	""	"\"말 잘 들으시면 조기 퇴소시켜 드립니다!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/60c30c5cab508744eaa43b32f6b7ed82a91d660012a61d366cdbf86cd04165b3.jpg"	[1652,383]	{"relevant":true,"constructed":true}
38377	1	"38377-on-the-hunt"	3	[]	5	21	1	"Zoltan Boros"	1	"사냥 시작"	"피해를 1 줍니다. 1/1 파수견을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cca73ec70a398244936370d09c6f57936d517377c7d2bc7a950f251a914df9ea.png"	""	"오리를 맞히지 못하면 파수견이 나타나서 웃습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/64ad00c4d87e673aae57b9b8d5d2ec2f6f13f6ebb898a136ac6f7550897b6c0c.jpg"	[39004]	{"relevant":true,"constructed":true}
78420	1	"78420-stag-charge"	3	[]	5	1691	4	"Eva Widermann"	3	"사슴의 돌진"	"피해를 3 줍니다. <b>휴면</b> 상태인 무작위 야생씨앗을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3df47ce6819192bd763647e0d4f9a564a2224aca5fce4732ede3b427d83165a5.png"	""	"사슴이 나타났다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a400ade052ca0e0554b459255a2ef6bbf790cefb852399c6c8c94ce211f38c56.png"	[78406,78408,78410,78502]	{"relevant":true,"constructed":true}
61228	1	"61228-deathmatch-pavilion"	8	[]	5	1466	4	"J. Cheung & A. Bozonnet"	2	"사투장 천막"	"3/2 결투사를 소환합니다. 이번 턴에 내 영웅이 공격했다면, 하나 더 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2ec31ae23b7e2357210a0cbad2b145d80e907fd61d3e378ff8dca45063e6340c.png"	""	"경품이 귀엽고 푹신한 인형이라면 목숨걸고 싸워볼 만합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dc069ea2ebb87a391b061c025c414d02420af7cf3e2d02a51d9bd7f194d3afa2.png"	[63226]	{"relevant":true,"constructed":true}
56928	1	"56928-twin-slice"	14	[]	5	1463	1	"Maria Trepalina"	1	"쌍날 베기"	"이번 턴에 내 영웅이 공격력을 +2 얻습니다. '후속 베기'를 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/02c7d21727554635d13b94fbb9ff97221f2d58bc6cee5698036c79ef45a2b8ed.png"	""	"보셨나요? 저의 2연속 베기!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d883be7f211a09d91245130d5ca9a211c122b866f7642ea73542a96501f97331.png"	[56935]	{"relevant":true,"constructed":true}
72336	1	"72336-azsharan-gardens"	2	[]	5	1658	1	"Zoltan Boros"	1	"아즈샤라 정원"	"내 손에 있는 모든 하수인에게 +1/+1을 부여합니다. '가라앉은 정원'을 내 덱 맨 아래에 놓습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/36fe608c92df85c839618479479a571d65f4e2fcfaa3f3fe7edde927c3560927.png"	""	"정원에 물을 주라고 했더니 이렇게 많이 주면 어떡해요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bb94e2d7ac937e6ee23dd45dee4359da8703455903020650f1c9908316dec7ed.png"	[72337]	{"relevant":true,"constructed":true}
59394	1	"59394-demon-companion"	14	[3,14]	5	1443	3	"Zoltan Boros"	1	"악마의 벗"	"무작위 악마의 벗을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/56ed113bcfcf0b17b51a786a93f96c7068aa984e5cdf757cc3249f9571697140.png"	""	"때로는 지옥보다 더한 난장판을 만들기도 하죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c5e763f688f561f8daaa84bccc589c8d74bf07e7c3b9de6e19ca51cebd7f66f4.png"	[59391,59393,59392]	{"relevant":true,"constructed":true}
62890	1	"62890-wicked-stab-rank-1"	7	[]	5	1525	1	"Ivan Fomin"	2	"악의가 담긴 찌르기 (1 레벨)"	"피해를 2 줍니다. <i>(보유한 마나가 5일때 강화됩니다.)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f3d51bcef7c2527ac10cccba2b6f906382cbe16ab533c2b3183a7f1e3232cae0.png"	""	"빛나는 곳이 약점입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c8f00ea79e0d46451c3aff60f9c81aa6aef7c28818df04b5d9a823882bca15ea.png"	[62897,62898]	{"relevant":true,"constructed":true}
437	1	"437-animal-companion"	3	[]	5	1635	2	"Wei Wang"	3	"야생의 벗"	"무작위 동료 야수를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d4b1bc3978fe1af9259a7988a5b7a545adbe3bac6bdd82a55eaf1d8d3a5e830f.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/21b68f587dfe3bfa54d5aa5815665f6e543454147992eea94605e8e3c20f907d.png"	"미샤나 레오크, 혹은 킁킁이를 소환할 수 있습니다! 근데 킁킁이는 좀 말썽꾸러기라는 거."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e9b98a386920e7d04c19d57db1f826a43eb58f45b8167945280415f43d99934b.png"	[100,226,959]	{"relevant":true,"constructed":true}
38727	1	"38727-call-of-the-wild"	3	[]	5	21	4	"Peter Stapleton"	8	"야생의 부름"	"동료 야수 3마리를 모두 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e4e0fedf2f7ae90e122b435e3922736dc63e2967348f1dc8368c6453a367e4cd.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6bfe339ad7659b21df08e93e1830e8e68fda3217d6735d7427e9eb6180653bdd.png"	"들어 봐, 미샤. 레오크랑 킁킁이가 야생에 풀리는 끔찍한 꿈을 꾸었어..."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2712fb059ac3cccee3519777a9b40dc6f40458c978835ca279676b15d494cf78.png"	[100,226,959]	{"relevant":true,"constructed":true}
503	1	"503-power-of-the-wild"	2	[]	5	3	1	"Steve Tappin"	2	"야생의 힘"	"<b>선택 -</b> 내 하수인들에게 +1/+1을 부여합니다. 또는 3/2 표범을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1a9112af7382e244f4ff0de9c53b2220748d4af808af235c8684f868d4de1afd.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f782dfb66d0779b4450354f869beb1bbb88611b0611c6b6d03a2c3e5e1a30b82.png"	"표범을 만났을 땐 표범과 눈을 마주치지 마십시오. 아니, '계속 표범의 눈을 보십시오'였던가? 뭐 둘 중 하나였던 것 같습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/68d5d7edc591357caffdda80c03d8f00f56d0dcc273cbb99ecc72008b1c473de.png"	[812]	{"relevant":true,"constructed":true}
38843	1	"38843-stand-against-darkness"	5	[]	5	21	1	"Ralph Horsley"	4	"어둠에 맞서리라"	"1/1 은빛 성기사단 신병을 5명 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2fbede1151c4695b37fec51e4d2e40bab3eb3eea8b8b8ff053c6ed52088f0e22.png"	""	"이쯤되면 은빛 성기사단에는 신병밖에 없는지 생각하게 되는군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9f57e8741224a5b4f2971c273439b1e7b5c1fabf354ccef335acd0362af0154a.png"	[1652]	{"relevant":true,"constructed":true}
45546	1	"45546-to-my-side"	3	[]	5	1004	4	"Peter Stapleton"	6	"이리 와라!"	"동료 야수를 소환합니다. 내 덱에 하수인이 없으면 동료 야수를 2마리 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c7ff84997e9dd19bd6cb087c160198f0c809d3fc385417a69a630436f8ed9c82.png"	""	"난 혼자 사냥하지. 음, 미샤랑 같이. 아, 킁킁이도. 아, 레오크도."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1bb670adc497824fa770a1fff7d4dad52349c6b9ad3922dad90ab72edb89eb33.jpg"	[100,226,959]	{"relevant":true,"constructed":true}
45775	1	"45775-unidentified-shield"	10	[]	5	1004	1	"Dan Scott"	6	"정체불명의 방패"	"방어도를 +5 얻습니다. 내 손에서 추가 효과를 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c6111361fb7f2e8c65285159da662f549709add3f2d150ae7624ee3c567d75f3.png"	""	"코볼트는 꾸러미를 바라봤다. 자세히 보았다. 오래 보았다. \"아하! 이거 방패다.\" 코볼트가 말했다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7b776210f944598bf2dcb0177e9a7cba9ffb253feb41141cfec68f23e62150d6.jpg"	[45770,45771,45773,45774,45772,46062]	{"relevant":true,"constructed":true}
71239	1	"71239-wings-of-hate-rank-1"	14	[]	5	1626	3	"Hideaki Takamura"	1	"증오의 날개 (1 레벨)"	"1/1 지옥날개를 둘 소환합니다. <i>(보유한 마나가 5일때 강화됩니다.)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6011d20136c943adffd36dca179ac54498213e93b3ee049788681aaceb6e4add.png"	""	"2월 중 하루는 사랑의 날개가 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e34de294f1480a89b08efc7cfe9a0c26e1d3fd5c5badc5398c91de8bf57cc301.png"	[72808,72809,56592]	{"relevant":true,"constructed":true}
59092	1	"59092-cycle-of-hatred"	14	[]	5	1443	3	"Anton Zemskov"	7	"증오의 순환"	"<b>모든</b> 하수인에게 피해를 3 줍니다. 처치한 하수인 하나당 3/3 영혼을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/35a18a10c1a5684618a09f1aaa930a2c5ce5ec69654d5cba207052f9a56f356b.png"	""	"증오의 순환을 두 번 사용한다면 증오의 재수운환이 되나요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9e246ac1e7a66f82f5c7c833edc05e22cba3e47abd4a63861e11f7831225ca1b.png"	[60279]	{"relevant":true,"constructed":true}
78122	1	"78122-relic-of-dimensions"	14	[]	5	1691	4	"Evgeniy Dlinnov"	6	"차원의 유물"	"카드를 2장 뽑고 그 카드들의 비용을 ( ) 감소시킵니다. 미래의 내 유물들을 개선합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e1c655e2de4936e5998b9aad11ace06004adb370e8c7699c512f1e0327ae9a14.png"	""	"전설 떴냐?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a56c2ed2e4f395175525b15f8b982cad2cb25bc00c0e4633815ac2a62de4eb52.png"	[78469,77616,83743]	{"relevant":true,"constructed":true}
63128	1	"63128-conditioning-rank-1"	10	[]	5	1525	3	"Hideaki Takamura"	2	"체력 단련 (1 레벨)"	"내 손에 있는 하수인들에게 +1/+1을 부여합니다. <i>(보유한 마나가 5일때 강화됩니다.)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5a8f154ac3f8978f5c747430bc333aa344256f0d490446a0f07d5dfeb90405e1.png"	""	"5 마나 될 때까지 팔굽혀펴기 실시!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0639a24d4b818340986200d6ea86e725415fe664816fade829c1635e0e508b72.png"	[63608,63609]	{"relevant":true,"constructed":true}
43357	1	"43357-flanking-strike"	3	[]	5	1004	1	"Arthur Bozonnet"	4	"측방 강타"	"하수인에게 피해를 3 줍니다. 3/3 늑대를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7c5ffe60eb06716a5c3f1020a45fe3069242cee55c1694f8a8010beaab404fb9.png"	""	"이것이 바로 \"좌늑우활\" 권법입니다. 맞기도 전에 당신은 이미 죽어 있을 겁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/eabeeaddf8c26eb7e08937d59cb1cd6c2d6f60210624948ec6324cbedf08a0ca.jpg"	[46446]	{"relevant":true,"constructed":true}
39197	1	"39197-kara-kazham"	9	[]	5	23	1	"Jakub Kasper"	5	"카라 카잠!"	"1/1 양초, 2/2 빗자루, 3/3 찻주전자를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/aa98a1dc03a50c29a1ad9769fc8fe24f55f7380fbc22941925e96a9d77567597.png"	""	"카드가에게 식사 준비를 하라고 시키면 이렇게 된답니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e8241d674ab2f4ea01e812d1fbe4c238df42e3d35dfb8f435076e9f80820b7ff.png"	[39199,39198,39200]	{"relevant":true,"constructed":true}
63102	1	"63102-party-up"	5	[]	5	1525	3	"Yaohua Xu"	7	"파티 출격!"	"무작위 추가 효과를 얻은 2/2 모험가를 다섯 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0568dd4ba0db051de3712070250d726e646cc01a06d7dc148e8e4856234e893d.png"	""	"무작위라고? 그럼 탱이 안 나오면 어떻게 할 건데?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b6713fb8b8455a541549391f333e07ed8f5cb490f3188db23919ba58473e6298.png"	[63103,63104,63105,63106,63107,63108,63109,63110]	{"relevant":true,"constructed":true}
41874	1	"41874-feeding-time"	9	[]	5	27	3	"Jaemin Kim"	5	"포식"	"하수인에게 피해를 3 줍니다. 1/1 테러닥스를 셋 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f7fb53319bc808699da3816795a33ed1afb47c61cbe36f4ce4e3cd7f671fcf4b.png"	""	"겉보기엔 1/1이지만 먹성은 4/4입니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1e042bd28ec7fa771a0039b6335a23a3371b8d4ef4e83eeb11c818135bf64e75.jpg"	[41943]	{"relevant":true,"constructed":true}
38918	1	"38918-blood-to-ichor"	10	[]	5	21	3	"Jim Nelson"	1	"피에서 수액을"	"하수인에게 피해를 1 줍니다. 그 하수인이 생존하면, 2/2 수액괴물을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/637b84903b91ddfdd92a75976ea92313f7714aec640ba78589c81ef4a35b7765.png"	""	"정말 놀랍죠? 이제 수액을 다시 피로 바꿔서 당신의 몸에 넣어보겠습니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7505736f63e8b5d27ad26c98e50ac33096593cedc3d05bc9648e56ddd0854674.jpg"	[38968]	{"relevant":true,"constructed":true}
45519	1	"45519-lesser-mithril-spellstone"	10	[]	5	1004	3	"A. J. Nazzaro"	7	"하급 미스릴 주문석"	"5/5 미스릴 골렘을 소환합니다. <i>(무기를 1회 장착하면 강화됩니다.)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e1be0a9b6ffa296d757d2a0049722defc047b7f420db6a4961096292e691f606.png"	""	"바위의 드워프에게 악마가 말하네 힘을 쥐어 주겠나니 노예가 되겠나 그 욕망을 잡는 순간 운명을 깨닫고 미스릴 무덤 속에 영원히 갇혔네"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5ab80a2ca747748a2fa5b55f33692b9bc925e962ff0e3eeb69432e88bdb2933a.jpg"	[46063,46064,46076]	{"relevant":true,"constructed":true}
77616	1	"77616-relic-of-phantasms"	14	[]	5	1691	3	"Hideaki Takamura"	3	"환영의 유물"	"/ 영혼을 둘 소환합니다. 미래의 내 유물들을 개선합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/90c6d6c1ca193858aa9e31cb0225aadcf7aa5d71ef876fe0956b39da17b0210c.png"	""	"자이목스가 피식 웃었습니다. \"카오스 에메랄드요?\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/79038a42c2efdb5edffed20e7d1fd11d1d9e2e27fca160741bbe20b8b0e09ba7.png"	[78469,78122,83743]	{"relevant":true,"constructed":true}
