id	collectible	slug	classId	multiClassIds	cardTypeId	cardSetId	rarityId	artistName	health	attack	manaCost	name	text	image	imageGold	flavorText	cropImage	childIds	keywordIds	duels
70223	1	"70223-direwolf-commander"	12	[]	4	1626	1	"Hideaki Takamura"	5	2	3	"광포한 늑대 지휘관"	"<b>명예로운 일격:</b> <b>은신</b> 능력이 있는 2/2 늑대를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/776ad59f3580352493ccb085a530d2d76b614be17be2cc8a009f58973b57a706.png"	""	"광포한 늑대가 지휘관입니다. 오크는 조언만 하는 거죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ce914495be438494e2e423e6272510963444a13182629198a577ad75e1abe563.png"	[72718]	[6,100]	{"relevant":true,"constructed":true}
61670	1	"61670-strongman"	12	[]	4	1466	1	"Peter Stapleton"	6	6	7	"괴력의 사나이"	"<b>도발</b>, <b>타락:</b> 비용이 (0)이 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/aadd1236ee9f7588203789e0e94064f65380e1b2cc4c1e7052221a824add7214.png"	""	"통 안에 든 게 헬륨가스인 걸 들키지 않으려면 표정 연기도 신경 써야 합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a929b4e660613d14d53e9a24112662db1015988bb41ce65b4b90b148d3f14175.png"	[61671]	[1,91]	{"relevant":true,"constructed":true}
61157	1	"61157-ticket-master"	7	[]	4	1466	3	"Adam Byrne"	3	4	3	"교환권 매표원"	"<b>죽음의 메아리:</b> 내 덱에 교환권을 셋 섞어 넣습니다. 교환권을 뽑으면, 3/3 곰 인형을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a7be7a00cd4461eccc5fc89b8fefc15ebec6afd046d85f3c8a1aae4cc09289ae.png"	""	"곰 세 마리가 한 덱에 있어, 공격 3, 생명 3, 비용 3!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e050382f97ac8dcdea04560ea0b9d1f3ef891326be036ce2f6096232d98681c0.png"	[61591,61592]	[12]	{"relevant":true,"constructed":true}
45988	1	"45988-marin-the-fox"	12	[]	4	1004	5	"Zoltan Boros"	6	6	8	"교활한 마린"	"<b>전투의 함성:</b> 상대편에게 0/8 보물 상자를 소환해 줍니다. <i>(상자를 부수고 멋진 전리품을 획득하세요!)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/aead5c64f004a5982b34d6d65ab9e6108140adc8dd42702f3d06b0482e9224e4.png"	""	"이 몸은 교활한 마린! 내 보물을 가져가다니, 최후를 맞이해라."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6784ec16f6daada1834f89c47468e7b2d8d5f39cc726c1de6d4093128dae95e1.jpg"	[43178,43180,45726,45727,45999]	[8]	{"relevant":true,"constructed":true}
79932	1	"79932-famished-fool"	12	[]	4	1691	3	"Konstantin Turovec"	5	3	5	"굶주린 광대"	"<b>전투의 함성:</b> 카드를 뽑습니다. <b>주입 ( ):</b> 대신 카드를 3장 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4cee320a6ecb2290478bed752f45a77bf98934e5d21e1e7378f4a0c6a0563cae.png"	""	"아사하면 그만이야~"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1d0529b10934e820237a86604bfee544f54d96ecd9521928529d491bdf0a1f47.png"	[79542,79552,79593,79933,79545,537,850,764,62320,79554,79595]	[8,238]	{"relevant":true,"constructed":true}
41406	1	"41406-cornered-sentry"	10	[]	4	27	3	"Jomaro Kindred"	6	2	2	"궁지에 몰린 보초"	"<b>도발</b>, <b>전투의 함성:</b> 상대편에게 1/1 랩터를 3마리 소환해 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b11d3f52323cb16d2379fb6748ed089daef869e2fa84fc7f89ee3e43b39e6f0c.png"	""	"이래서 드레나이들은 \"육식 애완동물과 함께 회사에 출근하기\" 행사를 꺼려합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0886fd7d08061fa4b258ab22fecc40c3745de88ed0d56b5ecdc1e9d11439e8d4.png"	[41248]	[1,8]	{"relevant":true,"constructed":true}
79111	1	"79111-lady-darkvein"	9	[]	4	1691	5	"Alex Horley Orlandelli"	6	3	5	"귀부인 다크베인"	"<b>전투의 함성:</b> 2/1 그림자를 둘 소환합니다. 각 그림자는 내가 마지막으로 시전한 암흑 주문을 시전하는 <b>죽음의 메아리</b>를 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/520f7a33a3e2e62766dfb1e97c7f99b530f97c270915e5695aa79467284ec231.png"	""	"령이 있는 자들이 더하다는 말 그대로입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e58969b031885c0f40faad033e71126723dc51501fab37317486c58f540394c7.png"	[79311]	[8,12]	{"relevant":true,"constructed":true}
523	1	"523-dragonling-mechanic"	12	[]	4	1635	2	"Warren Mahy"	4	2	4	"기계용 정비사"	"<b>전투의 함성:</b> 2/1 소형 기계용을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/db65aebfe9417dbbb96705b53dc475bb409d72a0414f192af255d54795913b50.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3fe6cb501c2c3955b3062deb2211a5386fd0df51fec76e4145a183b266773b81.png"	"앙앙이에게 로켓 발사기를 장착하려고 요즘 고민 중입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d11e6a17914b66cb8490b7b383c2ae178db6a5f1d4331189858d492b47d954e4.png"	[59]	[8]	{"relevant":true,"constructed":true}
70262	1	"70262-templar-captain"	5	[]	4	1626	3	"Zoltan Boros"	8	8	8	"기사단 대장"	"<b>속공</b>, 이 하수인은 다른 하수인을 공격한 후에, <b>도발</b> 능력이 있는 5/5 수호병을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a45b64b51027e27238eda558476e3670b488becdb5f9c007e0d3c55d707cf7a4.png"	""	"두 명을 합치면 집정관으로 업그레이드할 수 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/94d1e86a733e35e837f40f987e869c185d34172868a81626f909d36f20606b1d.png"	[71151]	[1,53]	{"relevant":true,"constructed":true}
77482	1	"77482-artificer-xymox"	14	[]	4	1691	5	"Zoltan Boros"	8	8	8	"기술자 자이목스"	"<b>전투의 함성:</b> 유물을 <b>발견</b>하여 시전합니다. <b>주입 ( ):</b> 대신 유물 셋을 모두 시전합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b545f9ba8f9605891c4a89200c7fa5971a9f5beaa8298ccec7434ae48c1f861a.png"	""	"\"이 유물을 써 보고 싶어서 숨이 멎을 뻔했답니다! 뭐, 당신네는 진짜로 멎겠지만.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d4c996c9fce31bdd2d9d6d1dff086aac9dd059f92e4fccc15e0a3b7c77874cf7.png"	[84549,78469,77616,78122,83743]	[8,21,238]	{"relevant":true,"constructed":true}
40973	1	"40973-shellshifter"	2	[]	4	27	3	"Matt Dixon"	3	3	4	"껍질술사"	"<b>선택 -</b> 5/3 <b>은신</b> 하수인 또는 3/5 <b>도발</b> 하수인으로 변신합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3a6280c29f250a163ba4cf32a3c6e9fe8a4a5cd1fac1f5ba1d64838d25efbe32.png"	""	"자, 어느 껍질 안에 공이 있을까요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2419151f7c62e733d979b7ed9e851e7b7470ed0bac4ce765a094db97696a7ad1.png"	[40977,40978,40974,40975,40976]	[1,6]	{"relevant":true,"constructed":true}
61685	1	"61685-horrendous-growth"	12	[]	4	1466	4	"Dave Allsop"	2	2	2	"끔찍한 증식물"	"<b>타락:</b> +1/+1을 얻습니다. 계속 <b>타락</b>할 수 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/685d5c291212d414837eaac506ff3b3ae76a193b25dcf878d350926222eb90e3.png"	""	"건강하게만 자라달래서 건강하게만 자랐죠..."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/234273066bbb4c84eff4e2964dd74d8a5d44a51172574569c5ed12c037fcd3c8.png"	[62074]	[91]	{"relevant":true,"constructed":true}
63112	1	"63112-rimetongue"	4	[]	4	1525	3	"Andrew Hou"	4	3	3	"냉기혓바닥"	"내가 냉기 주문을 시전한 후에, 적을 <b>빙결</b> 상태로 만드는 1/1 정령을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7d29542eeed56f6101df082c2e70720ea120685af3743221f2d32a2c8efbfc21.png"	""	"전사는 붉고, 냉기 주문은 푸르고, 무기에 맞았다면 냉기혓바닥의 짓이고."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2bb7515f446437909bcbc501a643bcf1744da285f7d474c4236d5ae001e2917a.png"	[63631]	[10]	{"relevant":true,"constructed":true}
63219	1	"63219-neeru-fireblade"	9	[]	4	1525	5	"Paul Mafayon"	5	5	5	"네루 파이어블레이드"	"<b>전투의 함성:</b> 내 덱에 카드가 없으면, 내 턴이 끝날 때마다 내 전장에 3/2 임프를 가득 채우는 차원문을 엽니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1bb78786e0a6895f6cd0cd8124b98a701b76fb41338087d95e785516a6eee934.png"	""	"이놈 봐요! 나쁜 놈처럼 생겼잖아요! 아무튼 나쁜 놈이에요!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9e94aff7bb1890b9b7613a8ef56c99174773962dafc10325ddf72274656d15b9.png"	[65578,63194]	[8]	{"relevant":true,"constructed":true}
1786	1	"1786-nerubian-egg"	12	[]	4	12	3	"Justin Thavirat"	2	0	2	"네루비안 알"	"<b>죽음의 메아리:</b> 4/4 네루비안을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8822642e92d86df4712458446ae664698d103d8799c6f113691ad7a219b81d35.png"	""	"네루비안 알은 좋은 단백질 공급원이죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/eb28c56ea24a470b34df177a43b9a71777a462bddd64306ff885ddf5257686c7.png"	[1787]	[12]	{"relevant":true,"constructed":true}
62933	1	"62933-veteran-warmedic"	5	[]	4	1525	4	"Wayne Wu"	5	3	4	"노련한 전쟁의무관"	"내가 신성 주문을 시전한 후에, <b>생명력 흡수</b> 능력이 있는 2/2 의무병을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/148ce70548c771f50d1bafada88be9747166d894ac11b522d048c6ce86282ebc.png"	""	"전쟁이 일어나면 전쟁의무관은 의무병을 데리고 다닙니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fef3e59d7909a7c0e92b3a754124f79ae09a2f71a90749784fd37dd2a1a592e4.png"	[63321]	[38]	{"relevant":true,"constructed":true}
2060	1	"2060-gnomish-experimenter"	12	[]	4	13	3	"Jesper Ejsing"	2	3	3	"노움 실험가"	"<b>전투의 함성:</b> 카드를 뽑습니다. 그 카드가 하수인이면, 닭으로 변신시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/363f18d095f268965ec4ce6237c28f2d4e2cde51e9467aa0887dcae51e29db3e.png"	""	"닭으로 변신시킬 때마다 의외로 엄청나게 놀란다고 합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b69ceff5ad3b9023b39da8ac842d906d3681f4fb4dfa5fa4a42d4ab5a415b6b7.jpg"	[2240]	[8]	{"relevant":true,"constructed":true}
43485	1	"43485-green-jelly"	12	[]	4	1004	1	"Anton Kagounkin"	3	3	5	"녹색 점액괴물"	"내 턴이 끝날 때, <b>도발</b> 능력이 있는 1/2 수액을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/06f8e12df7a60291d7686346aec819b7f97f35f88414f90c349a7354b10e0527.png"	""	"물풀과 물, 붕사, 녹색 색소를 섞어 만들었습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/11db927f645c3d669ff007b19b64dbbfd37a8d7e464eb1e0d0d0d859cdd0d234.jpg"	[43484]	[1]	{"relevant":true,"constructed":true}
77033	1	"77033-framester"	8	[]	4	1691	3	"Jakub Kasper"	3	3	3	"누명 설계꾼"	"<b>전투의 함성:</b> '누명' 카드 3장을 상대편의 덱에 섞어 넣습니다. 그 카드들을 뽑으면, (2)만큼 <b>과부하</b>됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4231b2cc9a2a08214f77f155e2bda4770deb213d124b26ef1c4aceb9ea08c6db.png"	""	"\"누가 내 주머니에 콩을 넣었어?!\" - 주머니에 콩이 든 남자"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d47fac63028513a0e0358c078546afaed38a4778ed1287f7e2ec5ec446289543.png"	[86229]	[8,14]	{"relevant":true,"constructed":true}
61677	1	"61677-darkmoon-statue"	12	[]	4	1466	1	"Jakub Kasper"	5	0	3	"다크문 조각상"	"내 다른 하수인들이 공격력을 +1 얻습니다. <b>타락:</b> 이 하수인이 공격력을 +4 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1528bd4e8ea423090e4b7e465657c72c84245cb69b8ae5f4b42d760cd010b595.png"	""	"몸이 좀 뻣뻣한 것 같아서 요가를 등록해볼까 생각 중입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d443b68ea3389448fe6118aaae0941743913ca97ffd93bfb87120d92bed126d8.png"	[61678]	[91]	{"relevant":true,"constructed":true}
61168	1	"61168-sweet-tooth"	7	[]	4	1466	1	"A.J. Nazzaro"	2	3	2	"달달한 식성의 축제꾼"	"<b>타락:</b> 공격력 +2와 <b>은신</b>을 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ea5930b54f7e026759b859941aff75216a181114b7bf37b373e750269ce1a5e5.png"	""	"\"아... 이러니까 다들 다크문 축제를 못 떠나는구나! 제가 살면서 아이스크림 먹어볼 일이 뭐가 있겠어요!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/820cfa3659a35085711ee9be3b52ed2e8998ecd65f7a03a1a204e4b92321b362.png"	[61630]	[6,91]	{"relevant":true,"constructed":true}
75881	1	"75881-sire-denathrius"	12	[]	4	1691	5	"James Ryman"	10	10	10	"대영주 데나트리우스"	"<b>생명력 흡수</b>, <b>전투의 함성:</b> 모든 적에게 5의 피해를 무작위로 나누어 입힙니다. <b>끝없는 주입 ( ):</b> 피해를 1 더 나누어 입힙니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/834285dbf7f586dae622f1ab86589a536484efbc143201f8d46009af9a22ec59.png"	""	"벤티르는 억울할 겁니다. 대영주 데나트리우스와 똑 닮아 오해를 많이 받았을 테니까요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/30f6c76f3d7b42db0f58233bd55e0d36584ea2f0bb16dfebe304323a8e1e2cc9.png"	[77222]	[8,38,238]	{"relevant":true,"constructed":true}
62976	1	"62976-cannonmaster-smythe"	5	[]	4	1525	5	"Arthur Bozonnet"	4	4	5	"대포전문가 스마이드"	"<b>전투의 함성:</b> 내 <b>비밀</b>들을 3/3 병사로 변신시킵니다. 그 하수인들이 죽으면 원래 비밀로 돌아옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0f00056ac2ebf6676ef5a5431265e963ec1511effd7bfab5a4c8df201ad9f669.png"	""	"\"스마이드, 너와 함께 얼라이언스를 섬길 수 있어서 정말 즐거웠어.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/70b946ce99fcdb6aae0c88256773e8751df5b26d4b2d40b487b1b51d15b9ed7c.png"	[63327]	[5,8]	{"relevant":true,"constructed":true}
64438	1	"64438-grand-magus-antonidas"	4	[]	4	1578	5	"Luke Mancini"	6	6	8	"대학자 안토니다스"	"<b>전투의 함성:</b> 내가 이전 3턴 모두 화염 주문을 시전했다면, 무작위 적들에게 화염구를 3번 시전합니다. <i>( /3턴)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/34d1ff9d9665d5eb42731f657d9e5ff75818d20279d9e0b731ee4cf9856d1b78.png"	""	"제이나가 냉기 마법사가 되어 굉장히 실망했다네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bfc7dd8125c9b30b37bd0c0370672e0c3c66479ce1ebe9f7920cbe70914caa45.png"	[69501]	[8]	{"relevant":true,"constructed":true}
41259	1	"41259-devilsaur-egg"	12	[]	4	27	3	"Arthur Bozonnet"	3	0	3	"데빌사우루스 알"	"<b>죽음의 메아리:</b> 5/5 데빌사우루스를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4ccdba641343a4a7bc0d184f1b4c921f72ac033bc86aa78fc5db2204355eb6bc.png"	""	"투스카르 조리법의 모든 먹거리에 들어가는 귀중한 재료죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/832b0b59ec54c73114d6a21cbdeece91fe979241b4636e691c7f013691c1eb5a.jpg"	[41258]	[12]	{"relevant":true,"constructed":true}
201	1	"201-defias-ringleader"	7	[]	4	3	1	"Dany Orizio"	2	2	2	"데피아즈단 두목"	"<b>연계:</b> 2/1 데피아즈단 무법자를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f1b8e37eba4da9b3c4743929a197af6296059c746fe0faad35eb0cc90751b558.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/178c8d7cbc9af37bd35a9d246562a1c178465ecdb5c3a71553bf504a62e37366.png"	"두목은 묵직해야 합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0ad654b13ab2ddeb69798f6c332dc2e09fd36840d565f63b9f806bd6214aeaa0.png"	[488]	[13]	{"relevant":true,"constructed":true}
64724	1	"64724-city-architect"	12	[]	4	1578	1	"Konstantin Turovec"	4	4	6	"도시 건축가"	"<b>전투의 함성:</b> <b>도발</b> 능력이 있는 0/5 성벽을 둘 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0aa7738d7a762531d6a8d7eeceaeabb7f6efdb3270e3784220ddae2e979a6889.png"	""	"\"잠깐만, 내가 잘못 보고 있었네. 여기엔 탑을 지어야 하는데.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ec71ba7414a09a6f4813a50075057bce4bc63cb4a854561d0a07547964cabbfc.png"	[65549]	[1,8]	{"relevant":true,"constructed":true}
38403	1	"38403-xaril-poisoned-mind"	7	[]	4	21	5	"Jaemin Kim"	2	3	4	"독한 마음의 자릴"	"<b>전투의 함성과 죽음의 메아리:</b> 무작위 <b>독극물</b> 카드를 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3d63b6d2f5d79e4505fea0d1187a8b183d19ec1b5c4fc051001df9ed2988d2c8.png"	""	"징그러운 사마귀가 대놓고 독극물이라고 쓰인 용액을 주면 참 사용하고 싶겠군요... 어라?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/62141e5dce6d867b7e56ae2c3c933d2f7b5def9b02d3c7d9e043c4b2e6c2a3fb.png"	[38934,38935,38940,38938,38942]	[8,12]	{"relevant":true,"constructed":true}
79559	1	"79559-stoneborn-accuser"	12	[]	4	1691	1	"Vladimir Kafanov"	5	5	5	"돌숨결 고발자"	"<b>주입 ( ):</b> \"<b>전투의 함성:</b> 피해를 5 줌\" 능력을 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3d59b7be071f639b6eb25c229cb06ebcd473b390c184c45603414142d6916624.png"	""	"\"저 녀석들 짓이야. 내가 봤어!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0a503831ddd4a75d9b163f2e337f07da7831bef22c0e495dd62825fe50bb5d7f.png"	[79542,79552,79593,79561,79545,537,850,764,62320,79554,79595]	[8,238]	{"relevant":true,"constructed":true}
