id	collectible	slug	classId	multiClassIds	minionTypeId	cardTypeId	cardSetId	rarityId	artistName	health	attack	manaCost	name	text	image	imageGold	flavorText	cropImage	keywordIds	copyOfCardId	duels
69737	1	"69737-lakkari-felhound"	9	[]	15	4	1637	1	"Dave Allsop"	8	3	4	"락카리 지옥사냥개"	"<b>도발</b>, <b>전투의 함성:</b> 비용이 가장 낮은 카드를 2장 버립니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7ecfa8d6214ebd278c1f7bdabd0fdfce1cdce106872ebd08efd32e0f135e3ea9.png"	""	"재투성이인 몸으로 카펫에 뒹구는 걸 즐깁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1690fd40a165d03bf2238b209c6a954808537721d6e5b577e9a100b1fc21c3b4.png"	[1,8]	41873	{"relevant":true,"constructed":true}
102213	1	"102213-malganis"	9	[]	15	4	1637	5	"Wayne Reynolds"	7	9	9	"말가니스"	"내 영웅이 <b>면역</b> 상태가 됩니다. 내 다른 악마들이 +2/+2를 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9b0a0064e5a750938665fbb98a0250a3e1093d7ee08ba03ce73a75db7a0d1cd5.png"	""	"배신을 무척이나 싫어하는 녀석이니 이 카드를 버렸다면 뒤통수 조심하세요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/99cf4d88d85e72d7f36de2ebc7d84d99fed03c2ba3542325131d0ddefe0dfd15.png"	[17]	1986	{"relevant":true,"constructed":true}
69632	1	"69632-alakir-the-windlord"	8	[]	18	4	1637	5	"Raymond Swanland"	6	3	8	"바람의 군주 알아키르"	"<b>질풍, 돌진, 도발, 천상의 보호막</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/40772686bff9b906d93e5f195318940d4d1c247f3d46c3d0c6fc24b2bf76ac06.png"	""	"정령 군주 넷 중에 가장 약합니다. 그리고 나머지 셋이 그 사실을 확실하게 각인시키죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/71d75588f696415a119cfc62a2154d1ac62bebbe2345d93b07693f56d17234f4.png"	[1,3,4,11]	32	{"relevant":true,"constructed":true}
97376	1	"97376-jeweled-macaw"	3	[]	20	4	1637	1	"James Ryman"	2	1	1	"보석 박힌 앵무"	"<b>전투의 함성:</b> 무작위 야수를 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c791dc290afa935ffc842830288d7c1fc2eb2c7096474d06554451fe49e12365.png"	""	"정말로 보석이 박힌 건 아닙니다. 고블린들이 실망하는 눈치더군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b48c52b072e283762c0507b0ee2d8eb940ba5d3adbcd23512b125a07ba3fb671.png"	[8]	41353	{"relevant":true,"constructed":true}
69516	1	"69516-fire-elemental"	8	[]	18	4	1637	1	"Ralph Horsley"	5	6	6	"불의 정령"	"<b>전투의 함성:</b> 피해를 4 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1939ac4b79dfd58e929af2f5c618ba56b6970ecad1ceaa4c8e5d06ad41110086.png"	""	"영영 못 씻는 정령입니다. 으, 더러워라..."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6888e7bb2748b13208d83a4c8ad92efe18a59dcb460496db7839f240d3d53914.png"	[8]	189	{"relevant":true,"constructed":true}
69677	1	"69677-bloodsail-raider"	12	[]	23	4	1637	1	"Jim Nelson"	3	2	2	"붉은해적단 약탈자"	"<b>전투의 함성:</b> 내 무기의 공격력만큼 공격력을 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6a6d83ed6f206202d2d35f18ce9a1fade236da397a8a88a0c0b49b13d7607452.png"	""	"\"난 '요'가 포함된 요일에만 약탈을 하지.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8d2bbe9530536c870140cf08d58114ab4179718e1230ab7cf220111280314ddf.png"	[8]	999	{"relevant":true,"constructed":true}
102227	1	"102227-glacial-shard"	12	[]	18	4	1637	1	"Paul Mafayon"	1	2	1	"빙하의 정령"	"<b>전투의 함성:</b> 적을 <b>빙결</b> 상태로 만듭니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b3f24b541ebabdf326ab0dff9e2b543601dac893061fd038f0489d60a733c2fe.png"	""	"이제, 너 뼛속까지, 얼어붙는다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/77c72aa4a48a81900124e3e932357592827af224102f0b0b748904849752ac44.png"	[8,10]	41111	{"relevant":true,"constructed":true}
69731	1	"69731-menacing-nimbus"	8	[]	18	4	1637	1	"Daria Tuzova"	3	2	2	"성난 먹구름"	"<b>전투의 함성:</b> 무작위 정령을 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8289e10937be5de38d3f103649ea88a2fd1502b58a34f48d2c67a501aeb420b5.png"	""	"엘렉트라는 정령들을 구름 속에 숨겨두나보군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/af743fc2c6d44f002a8a1ef06f569017d6262871fe05b373e09de516dfdcda0b.png"	[8]	49162	{"relevant":true,"constructed":true}
69666	1	"69666-coldlight-seer"	12	[]	14	4	1637	3	"Arthur Gimaldinov"	3	2	3	"시린빛 예언자"	"<b>전투의 함성:</b> 내 다른 멀록들에게 생명력을 +2 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/00c27cd1392c3f8f4b068942b32eb5bc159e94709902368a505b73bd5d2f7e50.png"	""	"시린빛 멀록들은 심연의 나락 가장 깊은 곳에 삽니다. 즉, 이들을 봤다는 것은 도망칠 곳도 없다는 뜻이죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ba6223368efe7c698bf49ba9a253095458edcda44d70640503ee44d533362409.png"	[8]	453	{"relevant":true,"constructed":true}
102229	1	"102229-rotten-applebaum"	12	[]	11	4	1637	1	"Steve Prescott"	6	4	5	"썩은 사과나무"	"<b>도발</b>, <b>죽음의 메아리:</b> 내 영웅의 생명력을 6 회복시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/40695390db33290c4bcf46b7e3a19cf9561807ab028ce25ba6e52f612bf6dbb2.png"	""	"길니아스 사과 소스의 주된 재료입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e7a1d2d824a14f2ad418ee1fd0caede2f52ed384abcdbe3ac2fe16d7dd73003b.png"	[1,12]	47557	{"relevant":true,"constructed":true}
97326	1	"97326-armagedillo"	10	[]	20	4	1637	5	"Jaemin Kim"	8	4	6	"아마게딜로"	"<b>도발</b>, 내 턴이 끝날 때, 내 손에 있는 모든 <b>도발</b> 하수인에게 +2/+2를 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6385d236e945a68911748abbe7262ce975b81963dd353ab0a36822aef0cb58bf.png"	""	"놈을 화나게 하지 말았어야 했다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2307cb3c9a5db4624c9173dcc09ec095bc96ae6d0a6f963648deab20a6181511.png"	[1]	53800	{"relevant":true,"constructed":true}
69718	1	"69718-annoy-o-tron"	12	[]	17	4	1637	1	"Matt Dixon"	2	1	2	"안녕로봇"	"<b>도발</b> <b>천상의 보호막</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ec367350bc15443e63fbb8f22a29df90d3d3d33562c9bc265a1aab2faa0dc83c.png"	""	"안녕로봇의 발명가는 즉시 땜장이 학교와 땜장이 마을에서 쫓겨났으며, 결국에는 동부 왕국에서 영원히 추방되었습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a0ecb5241e9f48794747d56f6778ff31c72e0363660eb24840e6a232ca21dac5.png"	[1,3]	2053	{"relevant":true,"constructed":true}
69601	1	"69601-king-krush"	3	[]	20	4	1637	5	"Alex Horley Orlandelli"	8	8	9	"왕 크루쉬"	"<b>돌진</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/757b59c4abdaf577180bd0d5eeda4d7e36399a2ae46c1d16d5de3f37f922d7f1.png"	""	"왕 크루쉬에게서 자신을 보호하는 가장 좋은 방법은 싫어하는 누군가를 앞에 세워놓는 것입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/10561ebdcd9e84d1475c045713496bd8bed9015b223c593ec2a9f1816dc63338.png"	[4]	1144	{"relevant":true,"constructed":true}
86535	1	"86535-drakonid-operative"	6	[]	24	4	1637	3	"Zoltan Boros"	5	4	4	"용기병 비밀요원"	"<b>전투의 함성:</b> 내 손에 용족이 있으면, 상대편의 덱에서 카드를 <b>발견</b>해서 복사해옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/07695879bd30fdecd6c4252eb0b18cfbec75334c382a6de4560c48d90f7c3ecf.png"	""	"험악한 떡대들과 비취 연꽃을 염탐하라는 임무를 맡았지만, 척 봐도 용족이라 쉽지 않죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1061ac211191dc63917199d0817d5b42da30bbedc03fc7569192e48e1271234d.png"	[8,21]	40378	{"relevant":true,"constructed":true}
69726	1	"69726-sleepy-dragon"	12	[]	24	4	1637	1	"Sean McNally"	12	4	9	"잠꾸러기 용"	"<b>도발</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3c36c55f00ab09a56bfc5a51c112a4f4462c7af318d9fa73d7b44efc50920cfa.png"	""	"전투 중에 잠들면 어쩌나 걱정이 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cb82f667b2eb7e91bf0d67c1dc784e0b66443b352fcda1a64817eee5bc06a956.png"	[1]	43494	{"relevant":true,"constructed":true}
76319	1	"76319-tar-creeper"	12	[]	18	4	1637	1	"Jim Nelson"	5	1	3	"잿멍울 괴물"	"<b>도발</b>, 상대편의 턴 동안 공격력을 +2 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/756ce8f99866e4a4365cb6e6b45947f9214560882b021fcd72f5e0cef471dea2.png"	""	"잿구덩이로 오지 않는다면, 잿구덩이가 당신을 찾아갑니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c9ae5b2e6a3694de114100e7d075cce1266670c9a5ebeb042dbeb08201aacbd2.png"	[1]	41418	{"relevant":true,"constructed":true}
102218	1	"102218-wargear"	12	[]	17	4	1637	1	"Dave Allsop"	5	6	5	"전투 기계"	"<b>합체</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/90fabab34077a2c74ebed985ff71eeaae2517b43dd08b0d5e319c4fba8ebd8e3.png"	""	"그래서 프로토콜 7이 대체 뭘까요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1c516e3b94ff941e30e7c80fb3439cd6cf79ed0d78e79e1546c2b3425f9277c5.png"	[66]	49356	{"relevant":true,"constructed":true}
69566	1	"69566-psychic-conjurer"	6	[]	11	4	1637	1	"Jim Nelson"	2	1	1	"정신의 창조술사"	"<b>전투의 함성:</b> 상대편의 덱에서 카드를 복사하여 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2e8221f83e8a7c8d4f7ead23be3c3a583dd34405850be5005f77247053a9a5d7.png"	""	"\"이건... 위습? 위습을 왜 덱에 넣은 거야?!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5cefdb3ef67de41dc25061e60ae2a17a4043c45ecc4223bb7d1e2c9970baeb00.png"	[8]	60066	{"relevant":true,"constructed":true}
97112	1	"97112-zilliax"	12	[]	17	4	1637	5	"L. Lullabi & K. Turovec"	2	3	5	"질리악스"	"<b>합체</b>, <b>천상의 보호막</b> <b>도발</b>, <b>생명력 흡수</b>, <b>속공</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3dc053d0cac7f6f2ce6074a4863e095c019c369346759a7d863e8cb6529905ed.png"	""	"파이널 퓨전! 승인!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a78cc697412dedfe17d828a6b995e804f86d9c1d81a5b880f7c29a83c57312b9.png"	[1,3,38,53,66]	49184	{"relevant":true,"constructed":true}
86540	1	"86540-hench-clan-burglar"	7	[]	23	4	1637	1	"Anton Zemskov"	4	4	4	"짐승단 강도"	"<b>전투의 함성:</b> 다른 직업의 주문을 <b>발견</b>합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c8e3be18dde32c9e3d0d542fc66b4d6290eae9420e52f064337c51e62f885a1a.png"	""	"반짝이는 주문 내놔라!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6e6cb624a9af867993a4e79f96e766681db38f0d153aef8d375019e235117a77.png"	[8,21]	52112	{"relevant":true,"constructed":true}
102219	1	"102219-bronze-gatekeeper"	12	[]	17	4	1637	1	"Ursula Dorada"	5	2	3	"청동 문지기"	"<b>합체</b> <b>도발</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/339206b81c9ec3c4dafb3ac74cd7f7edc53900eeaa536dd7353e7703a3d2b937.png"	""	"\"제 방패는 당신 것입니다! 나머지 부품도 당신 것이고요.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2c13ca20edc05bb4d1f617d6de46e7be34b21e780f81a44a6fdf33030016f0fa.png"	[1,66]	47781	{"relevant":true,"constructed":true}
86545	1	"86545-bronze-explorer"	5	[]	24	4	1637	1	"Max Grecke"	3	3	3	"청동 탐험가"	"<b>생명력 흡수</b>, <b>전투의 함성:</b> 용족을 <b>발견</b>합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/01e2d2fb15368bce32d8a7dc708037638c078d1077e82121813d40eafbd79948.png"	""	"언제나 새로운 친구를 찾아 다닙니다! 데스윙 빼고요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bf1d533755266182bdc90818ba8fa45f45743696e02b56bb7ee49b194f99e988.png"	[8,21,38]	55056	{"relevant":true,"constructed":true}
69742	1	"69742-swashburglar"	7	[]	23	4	1637	1	"Zoltan Boros"	2	1	1	"칼잡이 강도"	"<b>전투의 함성:</b> 다른 직업의 무작위 카드를 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/084a9fe680063bbbf4b9014415c7fc6aeb825e67c06a4f1b0f32485d25029085.png"	""	"목숨을 버리면 네 직업의 카드는 살려주마."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0b1e9c0d6917365459b9edafef417f0e9d88cd77a76d47d701bfec2df7c6d459.png"	[8]	39698	{"relevant":true,"constructed":true}
76327	1	"76327-primordial-drake"	12	[]	24	4	1637	4	"Mike Sass"	8	4	8	"태고의 비룡"	"<b>도발</b>, <b>전투의 함성:</b> 다른 <b>모든</b> 하수인에게 피해를 2 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/36adbcd88bf2b2e5837785ef56b5dc1d44142004d17aa49dcf175e81899f7594.png"	""	"태곳적부터 가다듬은 울음소리입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d66f77d0840b14a54d9acfc9868922c2c4db979aa327018083178ba19d68f9df.png"	[1,8]	41929	{"relevant":true,"constructed":true}
97329	1	"97329-dyn-o-matic"	10	[]	17	4	1637	3	"Mauricio Herrera"	4	3	5	"폭격로봇"	"<b>전투의 함성:</b> 기계가 아닌 <b>모든</b> 하수인에게 5의 피해를 무작위로 나누어 입힙니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b840d261383959073e74c56d569becf6f4c5fceea173af6ea3942936f45c42bb.png"	""	"연구실 대항 폭구 시합에서 출중한 실력을 뽐냅니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/86a86aef6e9774efb552dd6c13470aedefbc275e6398e0ebb4517becb94dd8b3.png"	[8]	48542	{"relevant":true,"constructed":true}
76324	1	"76324-azure-drake"	12	[]	24	4	1637	3	"Ben Zhang"	5	4	5	"하늘빛 비룡"	"<b>주문 공격력 +1</b> <b>전투의 함성:</b> 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b43ebe53478ec68394ee59284618b0608288013e064d62dc6fe94f5cd7049486.png"	""	"처음엔 녹황색 비룡이나 군청색 비룡을 생각했습니다만, 너무 촌스러운 느낌이라 바꿨습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a7a4760b45037e6784a0b07f2c0bcf73aa5cf1d7f638b0e14da99ffb6f1f5b88.png"	[2,8]	825	{"relevant":true,"constructed":true}
69655	1	"69655-bloodmage-thalnos"	12	[]	11	4	1637	5	"Alex Horley Orlandelli"	1	1	2	"혈법사 탈노스"	"<b>주문 공격력 +1</b> <b>죽음의 메아리:</b> 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f4f7f4bce7dde4d7a7e9f6af512e2068545ec46b8565b5f195c4fcaee216f3e3.png"	""	"전설 카드 치고는 좀 초라하죠? 네, 당신만 그렇게 느낀 게 아닙니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e0d2fe2254951ca7f8a25e4a6d0b3cd65a41c3fea890f660b40cc2bb9063a881.png"	[2,12]	749	{"relevant":true,"constructed":true}
86544	1	"86544-amber-watcher"	5	[]	24	4	1637	1	"Arthur Gimaldinov"	6	4	5	"호박색 감시자"	"<b>전투의 함성:</b> 생명력을 8 회복시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d1983d1a0ed80f6a2fbee6e1675cc2e077fbd32fbcec5d6d460bbd4d458d07ce.png"	""	"체리 맛에 이어 호박 맛도 나왔습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/13fe09be56badc2bd59a9cc758e1e03bfe19af9c6bef32780b18d43255d04d64.png"	[8]	55048	{"relevant":true,"constructed":true}
69636	1	"69636-flame-imp"	9	[]	15	4	1637	1	"Alex Horley Orlandelli"	2	3	1	"화염 임프"	"<b>전투의 함성:</b> 내 영웅에게 피해를 3 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f47728d7734baaf5ad872d83936cdfc5694aca1fc85430d2fca9d4742b37112b.png"	""	"임프들은 불타는 걸 좋아합니다. 그냥 좋아합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/89261326fb9a807af2f9a3d9ec8d3b473a253a61279c630398977c2ff6276863.png"	[8]	1090	{"relevant":true,"constructed":true}
76325	1	"76325-twilight-drake"	12	[]	24	4	1637	3	"Jaemin Kim"	1	4	4	"황혼의 비룡"	"<b>전투의 함성:</b> 내 손에 있는 카드 1장당 생명력을 +1 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/79535a1aeafd2b0bd229fed5621899d6478b15fb1a86b616e5b9901aae15b53c.png"	""	"황혼의 비룡은 신비한 에너지를 먹고 삽니다. 가끔 타코도 먹지만요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/655fa13a2d5d1d918aa7b1194a57bf5bb5464cbd654d70ff745df61f350da816.png"	[8]	1037	{"relevant":true,"constructed":true}
102217	1	"102217-the-black-knight"	12	[]	11	4	1637	5	"Alex Horley Orlandelli"	4	4	4	"흑기사"	"<b>전투의 함성:</b> 적 <b>도발</b> 하수인을 처치합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/438b3841d0e045fcb2990d931377aea9f9bac297e0b7d624098012c9ab4c242a.png"	""	"은빛십자군 마상시합을 방해하라고 리치 왕이 보낸 심복이지만, 우린 모두 그를 아이템 셔틀로 기억하고 있죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/82ed154f4cb5fbfb1e17e41b0100828b263d3f135907706c7ff0272c9281d769.png"	[1,8]	1656	{"relevant":true,"constructed":true}
76320	1	"76320-lifedrinker"	12	[]	20	4	1637	3	"Slawomir Maniak"	3	3	4	"흡혈충"	"<b>전투의 함성:</b> 적 영웅에게 피해를 3 줍니다. 내 영웅의 생명력을 3 회복시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ba8c8f3b038205eef80cbcf7ef5e4f41ae8aa416c33ce3503a2708569c960955.png"	""	"성수: 제로도 즐겨 마신다고 합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1550416bbe0494e0267d0bb30958c16fe58f40a686e84eb0e982343b2d13bbd1.png"	[8]	47343	{"relevant":true,"constructed":true}
