id	collectible	slug	classId	multiClassIds	cardTypeId	cardSetId	rarityId	artistName	manaCost	name	text	image	imageGold	flavorText	cropImage	childIds	keywordIds	duels
61602	1	"61602-moontouched-amulet"	2	[]	5	1466	3	"MAR Studio"	3	"달빛 깃든 부적"	"이번 턴에 내 영웅에게 공격력을 +4 부여합니다. <b>타락:</b> 방어도도 +6 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cf4f0e7fb69d7992943752f904fd5d138889382e5f7a1d634371dd4f623bb101.png"	""	"햇빛 깃든 부적은 녹아버렸습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e4ed1b4643bf9a7512c6a0a5024fecdab894521f499a4170b893891a3e643023.png"	[61608]	[91]	{"relevant":true,"constructed":true}
72590	1	"72590-guard-the-city"	10	[]	5	1658	1	"Arthur Gimaldinov"	2	"도시 수호"	"방어도를 +3 얻습니다. <b>도발</b> 능력이 있는 2/3 나가를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/383f54ab2a6c19c1c28ae2ab5d7b4e9c0195912d48cb2d46d4ade0b59809fdb0.png"	""	"수심 수천 미터 아래에 있다 보니 일을 하며 압력을 많이 받죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/35db3e189d0368ccaf26cc90ff1a50f0745c4dc13c146ce1c62b5fe1d764bc82.png"	[74675]	[1]	{"relevant":true,"constructed":true}
42525	1	"42525-venomstrike-trap"	3	[]	5	1001	3	"Dave Allsop"	2	"독사 덫"	"<b>비밀:</b> 내 하수인이 공격받으면, <b>독성</b> 능력이 있는 2/3 코브라를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9c3717eceed02b1d2a7b9e7cd885bda1b666d9865a342b3f0a78e6887c6085f6.png"	""	"내 하수인을 공격하면 배애애앰! 하고 이 녀석이 나오지."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c548fe37e8487119b4046b2ff997bc58366a73a5d1dfd81bc067d0019ddd21a2.png"	[1098]	[5,32]	{"relevant":true,"constructed":true}
64637	1	"64637-defend-the-dwarven-district"	3	[]	5	1578	5	"Jim Nelson"	1	"드워프 지구 방어"	"<b>퀘스트 전개:</b> 주문 셋으로 피해를 줘야 합니다. <b>보상:</b> 내 영웅 능력의 대상으로 하수인을 지정할 수 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/710e4bdcf060dcc57e2aa5f8820e9bbff1af805220442c6d4e57e8a17cd35ed2.png"	""	"눈이 보라색이 될 때까지 쏘지 말고 기다려야 합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ad74a99d18ed8f3a9305fc51200c2980154f051f16913d54961d32d620f1db2b.png"	[64635,64636,67560]	[96]	{"relevant":true,"constructed":true}
85049	1	"85049-beetlemancy"	2	[]	5	1776	3	"Mooncolony "	5	"딱정벌레술"	"<b>선택</b> - 방어도를 +12 얻습니다. 또는 <b>도발</b> 능력이 있는 3/3 딱정벌레를 둘 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e240187f78ac73a6a389396c09b73a62251f82caa1ccd23786aa05b189790a36.png"	""	"벌레 벌레 벌레 벌레 벌레 벌레 벌레 벌레"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/18c843e4a302d3e183567a9415ef3f87de7564e3bcb27fa7b2b99d378f61e157.png"	[86175]	[1]	{"relevant":true,"constructed":true}
41856	1	"41856-lakkari-sacrifice"	9	[]	5	27	5	"Konstantin Turovec"	1	"락카리 제물"	"<b>퀘스트:</b> 카드를 6장 버려야 합니다. <b>보상:</b> 황천의 차원문"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/965cd61cee4864b96fc52c3244ee7aea794ac487484b2fcf8c3425b51c2baf3b.png"	""	"그들이 물었습니다. \"그 대가는 뭐냐?\" 굴단이 두건을 벗으며 말했습니다. \"카드... 6장...\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7ada391b4c4e775ab756c3806548ccb62d8a88322238cfc4dc1355016e9ea9e3.jpg"	[41942,42224,42753]	[31]	{"relevant":true,"constructed":true}
71240	1	"71240-horn-of-wrathion"	6	[]	5	1626	1	"Samche Chen"	3	"래시온의 뿔"	"하수인을 뽑습니다. 그 하수인이 용족이면, <b>속공</b> 능력이 있는 2/1 새끼용을 2마리 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/315e6e0d6e2056d5a9e7932f87d19f0a6d472601761933db99b6188b08778948.png"	""	"뿔의 나이테를 세면 래시온의 진짜 나이를 알 수 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d037e7698eb4a1234699d734b533b3fe50f3809cfa842ba32f04ad1db48f4e43.png"	[71299]	[53]	{"relevant":true,"constructed":true}
45877	1	"45877-level-up"	5	[]	5	1004	4	"Wayne Reynolds"	5	"레벨 업!"	"내 은빛 성기사단 신병들에게 +2/+2와 <b>도발</b>을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0fbb72c724a8c5a1889259c4e9c5608884db1071780fa66c0687550d67851cb7.png"	""	"레벨 업? 응 축하!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ab1ac020342fa4243bf5dedc80a6849aaca28562c03928dbb10e4a6be43b8a91.png"	[1652]	[1]	{"relevant":true,"constructed":true}
64488	1	"64488-sorcerers-gambit"	4	[]	5	1578	5	"Arthur Bozonnet"	1	"마법사의 모험"	"<b>퀘스트 전개:</b> 화염, 냉기, 비전 주문을 시전해야 합니다. <b>보상:</b> 주문을 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8269710246966accf2f95bbce353b7ce50a3d16f13deac4b9bcec73c25364c6d.png"	""	"이 사건을 계기로 지하감옥의 마법사 대처법을 재고해야만 했습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/81ecb60c57c3fe257626171071efa913337584bdd5218eb42332456858b15937.png"	[64490,64491,67550]	[96]	{"relevant":true,"constructed":true}
41868	1	"41868-the-last-kaleidosaur"	5	[]	5	27	5	"Arthur Gimaldinov"	1	"마지막 칼라이도사우루스"	"<b>퀘스트:</b> 내 하수인에게 주문을 6회 시전해야 합니다. <b>보상:</b> 갈바돈"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/578f21efef7d3c26577b32a8aed132c7ab9185d3cf391cde246f7c741eafc1c1.png"	""	"\"말도 안 돼!\" 은빛 성기사단 신병이 외쳤습니다. 그의 눈에는 공포가 서려 있었습니다. 우서는 고개를 젓고는 수정을 살펴보며 말했습니다. \"생명은 길을 찾기 마련이지.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7cf020ea2d6e826ca6f34f48c8111b59ab4611e5a5434bbf52bb5af785b35c11.jpg"	[41946]	[31]	{"relevant":true,"constructed":true}
61846	1	"61846-dont-feed-the-animals"	3	[]	5	1466	4	"Zoltan Boros"	2	"먹이를 주지 마시오"	"내 손에 있는 모든 야수들에게 +1/+1을 부여합니다. <b>타락:</b> 대신 +2/+2를 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ef9476df86ca03396eedd7a289d9c387c3326ca1edc4340a495273ab664adcf1.png"	""	"먹이를 함부로 주지 마세요. 주는 분은 동물 확대범으로 경찰에 신고하겠습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b3782e1cbad4d10859082d93796708ba423643e0f759aa1909ff0def0806da15.png"	[61848]	[91]	{"relevant":true,"constructed":true}
41499	1	"41499-unite-the-murlocs"	8	[]	5	27	5	"Steve Prescott"	1	"멀록 집결"	"<b>퀘스트:</b> 멀록을 10마리 소환해야 합니다. <b>보상:</b> 대왕아가미"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/de87673996acefd8c48bfde0fb265394a9b26284e5312ef010f6024772fc6b41.png"	""	"이런 게 페이백이라는 건가요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0ea962301d2da1b58a3f43afd1355978b581a0da453c329d76cf64ddb2488d4d.jpg"	[41498]	[31]	{"relevant":true,"constructed":true}
54424	1	"54424-swarm-of-locusts"	3	[]	5	1158	3	"Rafael Zanchetin"	6	"메뚜기 떼"	"<b>속공</b> 능력이 있는 1/1 메뚜기를 7마리 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d67cb445c87c2f7323cb07e87dbda0f4e7442144bc979666649196a4ad39c8a8.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/adafe7366c7a11c02683e6e45e8ec74d17c8a1a447e594c8a62fe510e7ffd99f.png"	"이쯤 되면 메뚜기 역병이라고 해도 과언이 아니군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d8e3d382f81e9bfaf634661244d0f3e9a976319cd7ffa07ce3eeacd8c276d245.png"	[53921]	[53]	{"relevant":true,"constructed":true}
86111	1	"86111-potion-belt"	7	[]	5	1776	3	"Konstantin Porubov"	2	"물약 허리띠"	"혼합물을 둘 <b>발견</b>합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7b8eb3ec44e5e536da62d29aac8ee58f16b0ba61a0b1801d2e19a1789af93632.png"	""	"원하는 독을 고르세요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/178e7fdb61f9ef2cefb0a6a59c3e8d5111678c966b7e8826e49e81d843b457f5.png"	[86156,86162,86115,86117,86157]	[21]	{"relevant":true,"constructed":true}
53907	1	"53907-making-mummies"	5	[]	5	1158	5	"Matt Dixon"	1	"미라 만들기"	"<b>퀘스트:</b> <b>환생</b> 하수인을 5회 내야 합니다. <b>보상:</b> 황제의 붕대"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/90657dcb53796bc61b63535311a06a8d2e99a17036736c6cc1d0b300e9732e46.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9fc995dd08ed540ec81b8cc11a297a32bf71344abd326ae8ef7c1e6422e26740.png"	"\"이건 매번 할 때마다 소름이 끼치는군요!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c283bacd73f9e4c7ae6823684b24b22fb9a4148de570ea6036db343287720fec.png"	[53908]	[31,78]	{"relevant":true,"constructed":true}
53496	1	"53496-untapped-potential"	2	[]	5	1158	5	"Luke Mancini"	1	"미지의 잠재력"	"<b>퀘스트:</b> 마나를 남기고 턴을 4회 마쳐야 합니다. <b>보상:</b> 오시리안의 눈물"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f981f9c86dcc0751e3d19f97f21024eb91632cb4a63a7459b5b6a0f64b2fd119.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f9e3e2e88ddab67a213e8d646f2307694aa80418f7b2f167ed67b3df80472ae1.png"	"다른 말로는 \"전략적인 게으름\"입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/81375b0414b8d911fc97ebca8e4a33d4e41eae570766b3b42b4f185e4120a5d5.png"	[53499]	[31]	{"relevant":true,"constructed":true}
41099	1	"41099-jungle-giants"	2	[]	5	27	5	"Konstantin Turovec"	1	"밀림의 괴수들"	"<b>퀘스트:</b> 공격력이 5 이상인 하수인을 5회 소환해야 합니다. <b>보상:</b> 바르나부스"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bf429e2082f9a1a39dc493f7a274fb5ad5b71733e829952cfb634f4665374924.png"	""	"골락카 분화구가 생긴 후로 바르나부스는 무용수가 되려는 꿈을 접었습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d10342fc5b1dbbff11ba47b5464d820a1b43836bece5c9cf3a024078bb312a54.jpg"	[41100]	[31]	{"relevant":true,"constructed":true}
72320	1	"72320-rock-bottom"	9	[]	5	1658	3	"Mauricio Herrera"	1	"밑바닥"	"1/1 멀록을 소환합니다. <b>인양</b>, 그 카드가 멀록이면, 하나 더 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6e7d3b724e0eb234151914924f910ec6f385ec83482dbb92282abce117e1f2a5.png"	""	"대체... (아옳옳) 뭐라는... (아옳옳) 거야? (아옳옳)"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e86d8efd4823cc1d490b24f77910a83da7e3af53f053be33a255a55fce270f7a.png"	[73733]	[232]	{"relevant":true,"constructed":true}
72473	1	"72473-blood-in-the-water"	7	[]	5	1658	1	"Kleston Marques"	6	"바다에 흘린 피"	"적에게 피해를 3 줍니다. <b>속공</b> 능력이 있는 5/5 상어를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c0cb9a68032b4a0f270606dfd52cb98bc2e17ce563dae8fb8f5a82e80dd0b29b.png"	""	"물고기는 식량이 아닌 친구라고 강력히 주장합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f94323f825450acb537460bc354aef7b7ca097afc7b7f76c67fc058f7847e661.png"	[72532]	[53]	{"relevant":true,"constructed":true}
