id	collectible	slug	classId	multiClassIds	cardTypeId	cardSetId	rarityId	artistName	attack	manaCost	durability	name	text	image	imageGold	flavorText	cropImage	keywordIds	duels
70264	1	"70264-cavalry-horn"	5	[]	7	1626	1	"Michaela Nienaber"	3	5	2	"기사의 뿔피리"	"<b>죽음의 메아리:</b> 내 손에 있는 비용이 가장 낮은 하수인을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0f5145051a02dc0634b6d628d3db981d3c725363aa1b3056498ef50c1d0d6f9d.png"	""	"의미 없이 싸우지 말고 사령관으로 직행하자는 얼라이언스의 신호입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1862e39f847010acf52e79d51912845533f6027fe414a234fcce1201bc43c680.png"	[12]	{"relevant":true,"constructed":true}
64554	1	"64554-prismatic-jewel-kit"	5	[]	7	1578	3	"Grace Liu"	0	1	3	"다면 보석세공 도구"	"아군 하수인이 <b>천상의 보호막</b>을 잃은 후에, 내 손에 있는 하수인들에게 +1/+1을 부여하고 내구도를 1 잃습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1d2a781e71d146e7ec0496f0900914ded7cecd7ee00014c7fff314d3a975aeb0.png"	""	"보석세공의 핵심은 마감처리에 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9842a2242f10334e3cac307a6c6540531f3386e7ad9e0739ead0eb3c25c5e03e.png"	[3]	{"relevant":true,"constructed":true}
64197	1	"64197-blacksmithing-hammer"	10	[]	7	1578	3	"Akkapoj T."	5	4	1	"대장장이 망치"	"<b>교환성</b>, 이 카드를 <b>교환</b>한 후에, 내구도를 +2 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/428afd967999861fb093afb3819596f5151f9a8c04684b8c90660a481fa67853.png"	""	"수많은 대장장이의 손을 거쳐 결국 적들의 두개골을 두드리는데 이르렀죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b8e6b3ad33f07235480bebab57f7a7bb8863bf163d19c89994d594b254fb8133.png"	[97]	{"relevant":true,"constructed":true}
1662	1	"1662-eaglehorn-bow"	3	[]	7	3	3	"Cyril Van Der Haegen"	3	3	2	"독수리뿔 장궁"	"내 <b>비밀</b>이 밝혀질 때마다 내구도를 +1 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/da29404abd02944fd5c544b28fa2f4b4d27c55dc4f9e295707b9152883c31c76.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6adf576557d03c85764179e4a36f2931f754ef5f890def124165fe4f74c447ff.png"	"깡통들을 위한 장궁 제1장: 화살촉은 내가 아닌 상대방을 향하라"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/db06d7b03c0ee902cdbdf7439e411be8e59297e9be701711de87679dcfde109f.png"	[5]	{"relevant":true,"constructed":true}
352	1	"352-doomhammer"	8	[]	7	3	4	"John Polidora"	2	5	8	"둠해머"	"<b>질풍</b> <b>과부하:</b> (2)"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/301fb6a9b448df04b53f896c83e2391a00a93ef7e7d1740f32f12ea2ef5b1489.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a06b55a7515ce7bc7dcd493e619db04be4d7f336a55ea55fffa101ae9db1d416.png"	"오그림 둠해머는 자신의 전설적인 무기를 스랄에게 주었습니다. 무기와 그의 이름이 같은 건... 그저 우연입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4f8cfb18cd5fdd4dbc8ba6ea522204bfc14be24174f2c999f124c30a0b2a3513.png"	[11,14]	{"relevant":true,"constructed":true}
43369	1	"43369-rhokdelar"	3	[]	7	1004	5	"Trent Kaniuga & James Martin"	4	7	2	"라크델라"	"<b>전투의 함성:</b> 내 덱에 하수인이 없으면, 내 손을 사냥꾼 주문으로 가득 채웁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/88c073067d1ce1e7bfe29932191a9e16daa7b13cb48e6d1cf0674629e0cf89c0.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f7ab5898c821a1842e1202f26cc8a11b08dbd15d46b25d0cdf20c88311204252.png"	"라크델라 조심해라, 큰코다칠라! 하하하!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6bcb86a0f49a3f1972ebe9bf28e128be12944a709879a11145aeee8714182d45.png"	[8]	{"relevant":true,"constructed":true}
58790	1	"58790-rune-dagger"	8	[]	7	1443	1	"Kagi"	1	2	3	"룬 단검"	"내 영웅이 공격한 후에, 이번 턴 동안 <b>주문 공격력 +1</b>을 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e7cfb2248ff8bb6ffc3279f6efbf9f1e2cd9bc7785f34f464df893c7b7ec7de3.png"	""	"단검에 찔리면 주문에 더 취약해진다는 사실을 알고 계셨나요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d128d3b4b76d40cf07a2a1082acd801bb36afc62446f91cb3ba255f956324770.png"	[2]	{"relevant":true,"constructed":true}
46305	1	"46305-the-runespear"	8	[]	7	1004	5	"Jakub Kasper"	3	8	3	"룬의 창"	"내 영웅이 공격한 후에, 주문을 <b>발견</b>하여 무작위 대상에게 시전합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0979a279f2fc2688f2d0c9c569bced70dffceb4eb8d6215a09c2d799fd2c61f6.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2c8c08746234f9087332777d119065189683e5966b6a93b29163dab6c72cf5e1.png"	"\"어떤 방패도 뚫는 창\"이라며 물건을 넘긴 타우렌 대장장이는 \"어떤 창도 막아내는 룬의 방패\"도 팔고 있었습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4ba0a7d378dda4dff7c43d0c39eeddd1fd5018c9c8c1d2a3278f5e35a6f3d982.jpg"	[21]	{"relevant":true,"constructed":true}
61839	1	"61839-rinlings-rifle"	3	[]	7	1466	5	"Vladimir Kafanov"	2	4	2	"린링의 소총"	"내 영웅이 공격한 후에, <b>비밀</b>을 <b>발견</b>하여 시전합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/34bb631eca92aca231a5abae713df2533df9f8300042dd47739adcd02ba943b6.png"	""	"어찌나 말이 많은지 하루종일 따발총처럼 쏘아댑니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/de0466f5a20bdbac3af7d470c8ef8c2a744671c0e7c968094df407a5236a08be.png"	[5,21]	{"relevant":true,"constructed":true}
63632	1	"63632-venomstrike-bow"	3	[]	7	1525	3	"Jason Kang"	1	4	2	"맹독 활"	"<b>독성</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a39b2fd81dad125aa4bdf757c6600b40c56f3cba0e2d52753cf6b9f3fb8177e7.png"	""	"\"활 말고 화살촉에만 독을 발라도 되는 건 알고 있지?\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b3c02704b689181ea0047458a042e38688321710d38f5a1b09a27eacde24ed8c.png"	[32]	{"relevant":true,"constructed":true}
86671	1	"86671-calamitys-grasp"	14	[]	7	1776	3	"Ishmael Hoover"	1	1	2	"불운의 손아귀"	"<b>죽음의 메아리:</b> 무작위 <b>추방자</b> 카드를 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fcf7cb15742fd93cfa24b43da77b98dca2ec82ab422b93e95b498ec5e7a874b0.png"	""	"켈투자드 전용 피젯 스피너라고 하네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f47265bbe6018ba2572710cfee63d4dd68d83fd1feec10955272882c521251b7.png"	[12,86]	{"relevant":true,"constructed":true}
46077	1	"46077-woecleaver"	10	[]	7	1004	5	"Matthew O'Connor"	3	8	3	"비통의 가로날도끼"	"내 영웅이 공격한 후에 하수인을 <b>소집</b>합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/618efdddcb6abb214353fe389028f4cf521ce9a265fc686062947cb74b3d5c52.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ec7eb7fa9b5fe395933c822ff33ed9755ba79832572de7e7dec9c698fec2316b.png"	"인상 쓰고 도끼를 맞으면 인상 쓴 얼굴이 둘!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/28816cc64922f59e0d1cb8bfb75a065b47f8b66b315e4807a9d243c1e0130635.jpg"	[39]	{"relevant":true,"constructed":true}
64367	1	"64367-lightbringers-hammer"	5	[]	7	1578	4	"James Ryman"	3	3	2	"빛의 수호자의 망치"	"<b>생명력 흡수</b> 영웅을 공격할 수 없습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a7b0a3299183c64059e22515df25ff0adde1134162e998cf6ced959593872d54.png"	""	"이 도시 전체를 정화해야 합니다. 하수인만이라도요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bb4519f5b69849baf3d96d8427b06a7b66143a520bf8169dfb5e07ee4b01c63f.png"	[38]	{"relevant":true,"constructed":true}
42735	1	"42735-lights-sorrow"	5	[]	7	1001	4	"Ben Thompson"	1	4	4	"빛의 슬픔"	"아군 하수인이 <b>천상의 보호막</b>을 잃은 후에, 공격력을 +1 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b278f39a18a94283c077f0633aefd1fd2acdb811113729ed5e28929e3415f4be.png"	""	"슬픔이 남긴 상처인지, 상처가 남긴 슬픔인지 알 수가 없습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3895f09c22e8986bcc90b41a11765c84c128f81f42224951c987c74a752ebb78.png"	[3]	{"relevant":true,"constructed":true}
38279	1	"38279-tentacles-for-arms"	10	[]	7	21	4	"Alex Konstad"	2	5	2	"뻗어나온 촉수"	"<b>죽음의 메아리:</b> 이 무기를 내 손으로 다시 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cdb8e6bf63c296b3e7f13d4388aa0acc6cc98c688ec816454a1c2110e1e54ce2.png"	""	"네, 맞습니다. 가로쉬가 방금 촉수로 당신을 후려친 겁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f053cedf5675f6b020cae92ffcb2d0ef9d1a176933b36bc7b7bb8f85755a4aa6.jpg"	[12]	{"relevant":true,"constructed":true}
58979	1	"58979-reapers-scythe"	10	[]	7	1443	3	"Kagi"	4	4	2	"사신의 낫"	"<b>주문폭주</b>: 이번 턴에 내 영웅이 공격하는 대상 양옆의 하수인들에게도 피해를 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8a1f140f8e44cc6d9b0fb390eb2be52a59480035e18a6954a19eeb97e7d1fc4b.png"	""	"죽어. 죽어. 죽어."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4a1b72cd47e4e0e3ee51fb24ddf934895bbf62c03f28820ab486d01651d668be.png"	[88]	{"relevant":true,"constructed":true}
78169	1	"78169-frostmourne"	1	[]	7	1869	5	"James Ryman"	5	7	3	"서리한"	"<b>죽음의 메아리:</b> 이 무기로 처치한 모든 하수인을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/66742b9be3611ce4d00f61e2a58d35d6e1957bde1e0217031b623f0f12163fc6.png"	""	"\"서리한이 굶주렸다.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a8310910ab5b7bf42ffe2561042de72b805e21665fb157e68eb62cd25fd587a1.png"	[12]	{"relevant":true,"constructed":true}
46107	1	"46107-twig-of-the-world-tree"	2	[]	7	1004	5	"Alexey Aparin"	1	4	5	"세계수의 가지"	"<b>죽음의 메아리:</b> 내 마나 수정을 모두 회복합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b2fc74bdbe779cde01aca913ccb28d3c1da0853a6424f598007a071e6ed7d579.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8f4dd59bbf5da9ac7afc037cc8cb63031f19538bf6aaf479f25ad97eb338cdeb.png"	"세계로 뻗어 나가는 우수한 드루이드를 위한 가지입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3be0e8a9bf861b5d82e37c0302150311f03d7e44c652d739b3c85f9315f5dee6.png"	[12]	{"relevant":true,"constructed":true}
2011	1	"2011-glaivezooka"	3	[]	7	13	1	"Gino Whitehall"	2	2	2	"수리검포"	"<b>전투의 함성:</b> 무작위 아군 하수인에게 공격력을 +1 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/29dba8e58ed5c5594d3a1a219f015086efd24b62ee54c46e9dc6a5181066e2df.png"	""	"보통 바주카포로는 부족할 때 사용합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/827d1f7bc0ec914d654abf98333c6210f515e5419bc5a5240c320dc1d797bc72.png"	[8]	{"relevant":true,"constructed":true}
62926	1	"62926-sword-of-the-fallen"	5	[]	7	1525	3	"Jason Kang"	1	2	2	"쓰러진 자의 검"	"내 영웅이 공격한 후에, 내 덱에 있는 <b>비밀</b>을 시전합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/56ec3b3be1c0d50e13b842b4c0483e6936869e4bf522b7c38b10347d9ce6abb2.png"	""	"비밀을 간직하고만 있는 건 재미 없으니 모두 다 써버리죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6f6b648cf4c6efa822bdf6423ae758448e36cf93edde0150e399b387bfd79146.png"	[5]	{"relevant":true,"constructed":true}
56583	1	"56583-aldrachi-warblades"	14	[]	7	1635	2	"J. Axer"	2	3	2	"알드라치 전투검"	"<b>생명력 흡수</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e427646716bbde801c58ba9c5647eea532bb8e0ae29138f78da7efcd24952e37.png"	""	"알드라치는 불타는 군단에 맞서 일어선 강대한 전사들이었습니다. 칼자루의 위치만 바꿔서 달았더라면 더 강했을 테지만요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d7f1196c89e05eb6b60b079491a9874d16717b4fd2a15b97f1bb96288628d72c.png"	[38]	{"relevant":true,"constructed":true}
45537	1	"45537-candleshot"	3	[]	7	1004	1	"Anton Kagounkin"	1	1	3	"양초 화살"	"내 영웅이 공격할 때, <b>면역</b> 상태가 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7abcc0f01febd55843c6cf2189f49645f185147b00f1d6cae77dcdcdeecd1f65.png"	""	"귀족식 명칭은 고대 수염수염 가문의 명예로운 단궁, 양초 드 화사르."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ddfa5c36f47dcc0c9d13df9bad97e051a3b43f8e61f868b4fd983f2751b075ed.png"	[17]	{"relevant":true,"constructed":true}
42808	1	"42808-ice-breaker"	8	[]	7	1001	3	"Konstantin Turovec"	1	3	3	"얼음 파괴자"	"이 무기에 피해를 받은 <b>빙결</b> 상태인 하수인을 무조건 처치합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1c9f530c0dcc76f126077a979dc7c3a45de55f0102ebb2d1081d62dbf861f06b.png"	""	"지구 온난화를 막기 위해 빙하는 파괴하지 않습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ca42df727670141a0c16c965b60358e065f14d42d47f282ef996085751d6a37a.png"	[10]	{"relevant":true,"constructed":true}
63229	1	"63229-tuskpiercer"	14	[]	7	1525	3	"Kagi "	1	1	2	"엄니관통자"	"<b>죽음의 메아리:</b> <b>죽음의 메아리</b> 하수인을 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/be76926078b3a38fd01a5431583f8edf17d49876f2929b4ecf0cfefa8823d995.png"	""	"불모의 땅은 엄니로 가득합니다! 가시멧돼지도, 멧돼지도, 심지어 엄니도 엄니가 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4e1b3dcae2ff859283acdcc0b5fd0a4ef4fbf1f706fa9d66bab9c623f8ed8884.png"	[12]	{"relevant":true,"constructed":true}
39694	1	"39694-spirit-claws"	8	[]	7	23	1	"Ralph Horsley"	1	1	3	"영혼 발톱"	"내 <b>주문 공격력</b>이 증가한 상태면 공격력을 +2 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f3ec4c3574f50384ea7a9bba5f5732809c8276a6a1d983053b1c0ed3843ba934.png"	""	"영혼 엄지 손가락은 어디있는 거죠? 이러면 '좋아요'를 누를 수 없잖습니까!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c529e7186a24848988d2a5993a4da888642c63828e71c8af5b7dbf6052b20bee.png"	[2]	{"relevant":true,"constructed":true}
64013	1	"64013-counterfeit-blade"	7	[]	7	1578	4	"SARIYA "	4	4	2	"위조된 칼날"	"<b>전투의 함성:</b> 이번 게임에서 발동한 무작위 아군 <b>죽음의 메아리</b> 능력을 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dbbe10c3e16ee451c7bd75910bcc3865b7e936844e546f79bb27f89f406921b9.png"	""	"걱정 마세요. 전문가도 정품이랑 구분 못한다니까요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/777b263764c02000fa19f626cd7504f3bc6440e1c43cbbc04770ec5bf323f2a9.png"	[8,12]	{"relevant":true,"constructed":true}
74755	1	"74755-harpoon-gun"	3	[]	7	1658	3	"Jason Kang"	3	3	2	"작살총"	"내 영웅이 공격한 후에, <b>인양</b>합니다. 그 카드가 야수면, 비용이 (2) 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/381ba65f06624f33a2daac376faa3533fd2048c62901b339d9da63690f92aaa6.png"	""	"이리 와!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1d82742ddb34d732b00f33dbc4c52f7d00a63b043889fd946c50eb52a9f2e626.png"	[232]	{"relevant":true,"constructed":true}
391	1	"391-perditions-blade"	7	[]	7	3	3	"Daren Bader"	2	3	2	"전멸의 비수"	"<b>전투의 함성:</b> 피해를 1 줍니다. <b>연계:</b> 대신 피해를 2 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/36a2aab229033ecba903b25e21a6fecddd85e7a2bd1857d5b411146667bc9e8b.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/14bc13f5ccbd1181b1bd6cec2e770a7f7e1ac7b797c352d6f9c910c7ae4ae7d5.png"	"설퍼라스가 수리 중이면 라그나로스가 이걸 꺼내든다고 합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c72fbccbf54f8e5830f7cc6c5d109eb7ea3bfc1267de1963808995afd16fa3a8.png"	[8,13]	{"relevant":true,"constructed":true}
72117	1	"72117-bone-glaive"	14	[]	7	1658	1	"Studio Hive "	5	5	2	"전투골검"	"<b>전투의 함성:</b> <b>인양</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8633659c9bbff3b73e090e46ec9ac549fee07c8bc9ee059a12112aa79cfe723a.png"	""	"절약 정신이 투철한 악마사냥꾼은 악마의 모든 것을 활용합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6bccdc7ae0e80fde601624a83412e1cfcaed562475a73e6d82c87352a93bda4b.png"	[8,232]	{"relevant":true,"constructed":true}
70488	1	"70488-the-lobotomizer"	7	[]	7	1626	4	"Studio Hive "	2	2	2	"절개의 단검"	"<b>명예로운 일격:</b> 상대편의 다음 카드를 복사하여 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/379438eccbfefa2a4b0976f9aec38d4c0aae21c43da9767b23fcff3c35bb9650.png"	""	"이제 절개의 단검으로 절개를 가져올 수 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1c6f96fe9f1f8acbc01863d46d9761ec12a8d5864535b3e312a15cb3603b7fd4.png"	[100]	{"relevant":true,"constructed":true}
1805	1	"1805-deaths-bite"	10	[]	7	12	1	"Jim Nelson"	4	4	2	"죽음의 이빨"	"<b>죽음의 메아리:</b> <b>모든</b> 하수인에게 피해를 1 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5857f03e335840be003ba978c3cd43d60859bbf53839f7123832b8f2337e778f.png"	""	"이를 닦을 때는 반드시 혀도 닦으세요!!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/35db7b0fdc18f0345f8956989c0df6eac14d82f54df2099b0cee84ff97266783.jpg"	[12]	{"relevant":true,"constructed":true}
