id	collectible	slug	classId	multiClassIds	cardTypeId	cardSetId	rarityId	artistName	health	attack	manaCost	name	text	image	imageGold	flavorText	cropImage	keywordIds	duels
63821	1	"63821-entrapped-sorceress"	12	[]	4	1578	3	"Hideaki Takamura"	4	3	3	"갇혀있는 마술사"	"<b>전투의 함성:</b> 내 전장에 <b>퀘스트</b>가 있으면, 주문을 <b>발견</b>합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6142d826e36a346a5f12d890c47a0e9ecb3c5efd16f840a7a6466efa2cce33d1.png"	""	"\"도시 경비병이 무고한 이를 덫에 빠뜨려서 되겠습니까?\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c97d4c5f19b734fab6e3e6fe6c19ec1399a8dd5141340c24aa2e200832ef19d6.png"	[8,21,31]	{"relevant":true,"constructed":true}
43284	1	"43284-ironwood-golem"	2	[]	4	1004	1	"L. Lullabi & K. Turovec"	6	3	4	"강철나무 골렘"	"<b>도발</b>, 내 방어도가 3 이상일 때에만 공격할 수 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b8c664ebaf621e896736339c0d5f550a8586dc33e2b93dd5616eca040fdd3178.png"	""	"녹이 슬지 않는 신개념 강철 골렘! 지금 바로 구입하세요!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f845fc493b8ec92dc6a329c59ba140ea033bf2ad6cf6288e1d7d435c2b9d9213.jpg"	[1]	{"relevant":true,"constructed":true}
39476	1	"39476-pompous-thespian"	12	[]	4	23	1	"Matt Dixon"	2	3	2	"거만한 연기자"	"<b>도발</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/263a1cfc81f9c2bc7040ef4950f57356349d35bd943107eb053aaed78e26f9a3.png"	""	"아아, 가여운 안녕로봇이여! 그 익살맞은 몸짓, 그 세련된 맵시!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/86f2de77c43ed70f113f0c23ad2b8114b7af22cba5d728ca2668cf0a00829f8d.jpg"	[1]	{"relevant":true,"constructed":true}
41683	1	"41683-gluttonous-ooze"	12	[]	4	27	4	"A. J. Nazzaro"	3	3	3	"걸신들린 수액"	"<b>전투의 함성:</b> 상대편의 무기를 파괴하고, 그 무기의 공격력만큼 방어도를 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6c8d423c45c0a4799543c55aa73596fb38ae25854954d684a9d7460f2ba6eff8.png"	""	"운고로 무기 먹기 대회에서 3번 연속 우승했습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/294f5aad634c5bb926a3d03c5327eb887b34b6e8f35cfbf5c827eb280687cdc3.jpg"	[8]	{"relevant":true,"constructed":true}
62587	1	"62587-blademaster-samuro"	12	[]	4	1525	5	"A.J. Nazzaro"	6	1	4	"검귀 사무로"	"<b>속공</b>, <b>광폭:</b> 이 하수인의 공격력만큼 모든 적 하수인에게 피해를 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dda4cec2b269b845364d5fd90effb05013e473d0d2a7fc405c2ee8aa61fd67ac.png"	""	"예술가는 떠오른 영감을 캔버스에 한 땀 한 땀 그립니다. 검귀는... 좀 큰 획을 긋죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1dd992b3d44797cb33e2a46bd952ba74b0e65ca3582048bda92d1053daabdc44.png"	[53,99]	{"relevant":true,"constructed":true}
85604	1	"85604-coroner"	12	[]	4	1776	3	"Vladimir Kafanov"	2	2	2	"검시관"	"<b>전투의 함성:</b> 적 하수인을 <b>빙결</b> 상태로 만듭니다. <b>마나갈증 (6):</b> 그 하수인을 먼저 <b>침묵</b>시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e4986a3b6fde4875a09e3e5c6e57be3b1ccc1147a560d5abd5d35b0ed82a4d6f.png"	""	"지금 이 순간, 검시관은 농부가 되기로 결심했습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/08a4dce0385e350108f4ef123c526751e269bed372dc5875aa0870ddc35bfd35.png"	[8,10,15,257]	{"relevant":true,"constructed":true}
348	1	"348-dark-iron-dwarf"	12	[]	4	3	1	"Scott Hampton"	4	4	4	"검은무쇠 드워프"	"<b>전투의 함성:</b> 이번 턴에 하수인에게 공격력을 +2 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ec71ef38530dbfb12b0a13b22f1c4c7cd42f3a8ecc0335c2af28319427b81515.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0b4197f805d03f34aef0face356e69f769d1d55a2642ca703d01b74fd674b093.png"	"검은무쇠 주괴의 수호자들입니다. 이 주괴가 필요한 자들에게는 참으로 귀찮은 존재가 아닐 수 없습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/839c2a83cef0b06ccb2b04562d0f93c7451d31595f978a74042a515c7ccd053b.png"	[8]	{"relevant":true,"constructed":true}
62745	1	"62745-darkspear-berserker"	12	[]	4	1525	1	"Mauricio Herrera"	7	5	4	"검은창 광전사"	"<b>죽음의 메아리:</b> 내 영웅에게 피해를 5 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/229410f82c056ae90b7c62431463b039194197a83e53dfcbf3b0b99a84f63c26.png"	""	"\"나 혼자 죽을 순 없지!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b065eebea30a7ca4879e0070cb711820381d4f3f964053f6f8eed45adf352300.png"	[12]	{"relevant":true,"constructed":true}
54274	1	"54274-frightened-flunky"	10	[]	4	1158	1	"Matt Dixon"	3	2	2	"겁에 질린 조합원"	"<b>도발</b>, <b>전투의 함성:</b> <b>도발</b> 하수인을 <b>발견</b>합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6539c919ea44db1403823874d743d59fc693c7c07065b22e653a41a44f7b0583.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/076468e12ff659e590369f40f9e8c82b15ffcdbb7b3bad87f25c266c5bca4a59.png"	"선천적으로 대악당이 되지 못하는 사람들도 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3fc430fba41d5ecab28af8a63165081869a74e382aa9d275b4bdabb66d54fc3a.png"	[1,8,21]	{"relevant":true,"constructed":true}
64196	1	"64196-cowardly-grunt"	10	[]	4	1578	3	"Dave Greco"	2	6	6	"겁쟁이 그런트"	"<b>죽음의 메아리:</b> 내 덱에서 하수인을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/45e82978bcaca5db4634642dbbb4869b203b7e233dc42c1d8e75388bcada5151.png"	""	"나설 때와 사릴 때를 구분할 줄 알아야 오래 살아남습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e5dc541787c76e1bcd3b7a5ff01e84d27f2beb004647d0c8e751d28d03f14dd9.png"	[12]	{"relevant":true,"constructed":true}
61178	1	"61178-game-master"	4	[]	4	1466	1	"J. Cheung & A. Bozonnet"	3	2	2	"게임 마스터"	"내 턴마다 처음 내는 <b>비밀</b>은 비용이 (1)이 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4976f8b425c1eb0c016976a2bc2f607c7e80b4f7bdae83992a502c2e3e1a604c.png"	""	"화난 멀록들의 아옮성이 들려옵니다. 공격에 대비하세옮!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5f16bd1fe2dc78683b0d04a3ae3f6b0ee43707805568e8099a7e97dd225c741f.png"	[5]	{"relevant":true,"constructed":true}
59035	1	"59035-tour-guide"	12	[]	4	1443	1	"Matt Dixon"	1	1	1	"견학 안내자"	"<b>전투의 함성:</b> 내 다음 영웅 능력의 비용이 (0)이 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4db9e8ee4f0125f93feed5eb752a00453a635f7b7ed8200e1bdf41117d2c0477.png"	""	"\"이것은 학원의 설계 도면입니다! 어두운 방이라 표시된 곳은 신경 쓰지 마세요... 가장 마지막에 들를 테니까요.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/206df04cd7e05216d118bed8397f678522fefca538f7703f27b3b789c71014da.png"	[8]	{"relevant":true,"constructed":true}
58770	1	"58770-mozaki-master-duelist"	4	[]	4	1443	5	"Jim Nelson"	8	3	5	"결투의 대가 모자키"	"내가 주문을 시전한 후에, <b>주문 공격력 +1</b>을 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c3fb580b0ceed10a386afb1ea7d413e044f93fb965ba40ab929592f70677af40.png"	""	"학생들을 친구처럼 대합니다. 절대로 봐주지 않죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f7b1c88d2e953796a88b66767de7e90a913341c4020e5e18785f216c75e5d6fb.png"	[2]	{"relevant":true,"constructed":true}
64487	1	"64487-auctioneer-jaxon"	12	[]	4	1578	5	"Anton Zemskov"	3	2	2	"경매인 잭손"	"내가 카드를 <b>교환</b>할 때마다, 카드를 뽑는 대신 내 덱에서 카드를 <b>발견</b>합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/231626b5c3dab1633e7c8790723f08c6952155ec6ea4e276f1d6f977a6924bc1.png"	""	"\"새 위습을 원하는 분 계십니까? 한 번도 낸 적 없는 위습입니다!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fd8111c7bd9808bbbe05d8eaa1ca9649c05bc4c2baef9444f4398e8c0f0fbca0.png"	[21,97]	{"relevant":true,"constructed":true}
84351	1	"84351-contract-conjurer"	4	[]	4	1691	1	"Matt Dixon"	6	6	6	"계약 창조술사"	"내 <b>비밀</b>의 수만큼 비용이 (3)씩 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c1ff8a87f2e03d21b3d426db2867a57f88e775297255fd1e2a3b4ad2c37f43df.png"	""	"이 계약은 불법적 요소가 많군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e50069e640d8e05e9b2d40c4a796f5975855934c7c3a1160e6342afcaaa2e95e.png"	[5]	{"relevant":true,"constructed":true}
915	1	"915-ancient-mage"	12	[]	4	3	3	"Howard Lyon"	5	2	4	"고대의 마법사"	"<b>전투의 함성:</b> 양옆의 하수인들에게 <b>주문 공격력 +1</b>을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6ac462f6040f7c8b9a28b2842ce1537554c48db275a91cae6558f237eee05131.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4eb2bacd0eac9c473e218fda9e32c05af12bdf2532defd71b2235e226f29574c.png"	"깜빡하고 다른 사람의 게임에 등장하기도 합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/65e154299cdc7fed7d42706ef2f278b509f7dcde98afe116f244feaf3d4411f0.png"	[2,8]	{"relevant":true,"constructed":true}
38897	1	"38897-ancient-shieldbearer"	10	[]	4	21	3	"Alex Konstad"	6	6	6	"고대의 방패병"	"<b>전투의 함성:</b> 내 크툰의 공격력이 10 이상이면, 방어도를 +10 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f57c6e149955e216cbec2edb28eecff8c03632e1e2bf6b8b3235b8af3d654ae3.png"	""	"고대에는 지금보다 훨씬 무거운 방패를 양손에 4개씩 들었다고 하는군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/744318e8d43bd84c7bf61eaed22ab3b48468c5e7b5f27cbda419a8c66361c5f3.png"	[8]	{"relevant":true,"constructed":true}
186	1	"186-ancient-brewmaster"	12	[]	4	3	1	"Bernie Kang"	4	5	4	"고대의 양조사"	"<b>전투의 함성:</b> 아군 하수인을 내 손으로 다시 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/68a9dbe896ce95ab4eb421a86013e1726d2d39cfca0bea1ce5d9d0a4f6b317fa.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1e77018cdf7ac7d60037d17011895e70f7aa2963181c407964650b1979cbf77b.png"	"대부분의 판다렌은 그의 맥주에서 야크 맛이 난다고 평합니다... 네, 칭찬입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2f4fd1841995db5af1fabf193e38d3fc9825dc67164627a3cd21601a8928bf8a.png"	[8]	{"relevant":true,"constructed":true}
43473	1	"43473-lone-champion"	12	[]	4	1004	3	"Jomaro Kindred"	4	2	3	"고독한 용사"	"<b>전투의 함성:</b> 내 전장에 다른 하수인이 없으면, <b>도발</b>과 <b>천상의 보호막</b>을 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c09a7b54a78357f1fd932ac78162ca6a8f979481b3ec35e63fc3fe2dfb2cb10f.png"	""	"나 혼자 전장에 있고, 나 혼자 보호막 얻고, 나 혼자 전쟁하고, 이렇게 나 울고 불고..."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2442eb5a3472e3a56372dbb58f8f8019470f42a281c49c06d4a5c09b3960a6c3.png"	[1,3,8]	{"relevant":true,"constructed":true}
1858	1	"1858-echoing-ooze"	12	[]	4	12	4	"Eric Browning"	2	1	2	"고동치는 수액괴물"	"<b>전투의 함성:</b> 턴이 끝날 때, 이 하수인을 복사하여 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/179cade524c0895413b398817cd612e9757a41b0a5c2bd295cb613364f86f9f1.png"	""	"끈적... 끈적... 끈적..."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cc2691483665f9920164ad9bb662a475ffbc1d95d233c31f753413344a0ef21b.png"	[8]	{"relevant":true,"constructed":true}
1934	1	"1934-goblin-blastmage"	4	[]	4	13	3	"Glenn Rane"	4	5	4	"고블린 폭발법사"	"<b>전투의 함성:</b> 내 전장에 기계가 있으면, 모든 적에게 6의 피해를 무작위로 나누어 입힙니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6edf3d05ca4869e96ee4e9b06308f3b4ed122b89634a3f8625025faa9731f19d.png"	""	"만약 주위에 폭탄이 없다면, 아무 고블린 발명품이나 집어서 던지세요!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7a46d80e2d0ea47380cd9dbbeee5a40de604bec5a8f5d424ac83c7497430251f.png"	[8]	{"relevant":true,"constructed":true}
59587	1	"59587-high-abbess-alura"	5	[5,6]	4	1443	5	"Anton Zemskov"	6	3	4	"고위 수녀원장 알루라"	"<b>주문폭주:</b> 내 덱에 있는 주문을 시전합니다. <i>(가능하다면 이 하수인을 대상으로 선택)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b8b05186c01336eb32756bcbaf866a0e1dc56303d1b7164f58ec99b38ad61752.png"	""	"책이 두꺼울수록 아플 테니 조심하세요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e9fc500fbe6c818bd8743b48ac769fdadef62109c37c95f409106cfb79414560.png"	[88]	{"relevant":true,"constructed":true}
84857	1	"84857-high-cultist-basaleph"	6	[]	4	1776	5	"Tanamaes Leejierasaes"	5	3	5	"고위 이교도 바살레프"	"<b>전투의 함성:</b> 지난 턴 이후에 죽은 모든 아군 언데드를 부활시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3829e2a55eeaacf8e103d0ac842c13670f1f3ef053f333f440a48758a5c0531e.png"	""	"\"교단 아니에요! 마음이 맞는 언데드 애호가들의 모임이라니까요. 우연히 의식도 좋아하고 제 말을 잘 듣는 것뿐이죠. \""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/41862c2ced56f950160193f9b88a400efd28022e02b015dee373c48d5f59fd3d.png"	[8]	{"relevant":true,"constructed":true}
45265	1	"45265-fungalmancer"	12	[]	4	1004	1	"Matt Dixon"	2	2	5	"곰팡이술사"	"<b>전투의 함성:</b> 양옆의 하수인들에게 +2/+2를 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3d02adfa3764800f5ef77ca74072a118d191d925f19a7f6f42d09e73a5fae4c1.png"	""	"하수인에게 먹이는 곰팡이 버섯을 힐끔 보니 갓이 빨갛고 흰 반점이 나 있더군요. 가만, 어디서 많이 보던 건데..."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5e337d79ece40c77e986f81012ff09f460acc4653c8f534c65ddffbb9188d076.jpg"	[8]	{"relevant":true,"constructed":true}
71242	1	"71242-raid-negotiator"	2	[]	4	1626	3	"Moon Colony"	4	3	4	"공격대 협상가"	"<b>전투의 함성:</b> <b>선택</b> 카드를 <b>발견</b>합니다. 그 카드는 두 능력이 모두 발동합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1e5b184acbb8d2adbf35333e2f0802c3e9ab7aa32ec72a29e79be8667b4056fd.png"	""	"\"공격적인 협상 전략은 어떻게 실행하는 거죠?\" \"곰 형상을 취하면 됩니다.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8b7304666ba00d240aeea7da85a07630fbd716b8b5fe4742448adfb9e1246ff0.png"	[8,21]	{"relevant":true,"constructed":true}
77299	1	"77299-partner-in-crime"	6	[]	4	1691	1	"Adam Byrne"	5	2	4	"공범"	"<b>전투의 함성:</b> 내 턴이 끝날 때, 이 하수인을 복사하여 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b327a9215834fc19beec72ad9ba519d1e6cb3c30940f1c4df88fabfc202ec5a6.png"	""	"이 카드를 쓰는 순간 여러분도 공범입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3474b2a235d4b9499a4cd92062b07685cb1e4280436c9bae5d0eb43a7c9b3a34.png"	[8]	{"relevant":true,"constructed":true}
61299	1	"61299-showstopper"	12	[]	4	1466	1	"Ian Ameling"	2	3	2	"공연을 망치는 괴수"	"<b>죽음의 메아리:</b> <b>모든</b> 하수인을 <b>침묵</b>시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e2d118ebdc99a440f0bfc549a0cb33621bc06f145f674694c8b2239746815c85.png"	""	"공연 중 졸면 안 되는 이유를 어떻게 알았냐면 저도 알고 싶지 않았습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/62b64b66c0d596a71080e9907767f8b03e71b3531f340f8b7ddbcc02b6cd82f7.png"	[12,15]	{"relevant":true,"constructed":true}
41304	1	"41304-terrorscale-stalker"	3	[]	4	27	3	"Chris Seaman"	3	3	3	"공포비늘 추적자"	"<b>전투의 함성:</b> 아군 하수인의 <b>죽음의 메아리</b> 능력을 발동시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3aef2a91e208ea877b0c0d126412060aed8cc2178082cb915aa8f3fe3a746420.png"	""	"죽을만큼 공포에 질리게 하여 능력을 발동시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dbcc7d77c53d3f60ffc3266f2423e4afd94c97be0546e224f923a2ea37df9498.jpg"	[8,12]	{"relevant":true,"constructed":true}
39041	1	"39041-cyclopian-horror"	12	[]	4	21	4	"Garrett Hanna"	3	3	4	"공포의 안개도깨비"	"<b>도발</b>, <b>전투의 함성:</b> 적 하수인 하나당 생명력을 +1 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f470682e8b6d1f56d7e5418e52d9a587f47e99c1b670b144c05160577967f3e1.png"	""	"안개도깨비가 되려면 어떻게 해야 하냐고요? 우선 눈이 하나여야 합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cd7f05c414be9c71f36d3ad33ddac68fa71cc2b168dbf2e178b14d1071bb58e7.jpg"	[1,8]	{"relevant":true,"constructed":true}
77761	1	"77761-widowbloom-seedsman"	2	[]	4	1691	4	"Matt Dixon"	2	3	4	"과부꽃 종묘상"	"<b>전투의 함성:</b> 자연 주문을 뽑습니다. 빈 마나 수정을 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/65021df494e3cc505af8f05b00ba95c8e7614cd612f932c64301eb3736c502f9.png"	""	"모종에 진심입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0c0ae9bd9e9e7397acf2163db2a4333d1c15b73030e5e90b880a0ecaf59eedb6.png"	[8]	{"relevant":true,"constructed":true}
77244	1	"77244-crazed-wretch"	10	[]	4	1691	1	"Slawomir Maniak"	4	1	2	"광기 어린 구울"	"피해를 받은 상태면 <b>돌진</b>과 공격력을 +2 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/918828d982cf5a2e15e573e0e53441e339da29aa0f0c1adcda1a2dee7c8e4a07.png"	""	"격노를 돌려달라네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3e80a4f72ea797f85268e4d5c7c7ea58b3211273a02ba957be175b56f372f228.png"	[4]	{"relevant":true,"constructed":true}
