id	collectible	slug	classId	multiClassIds	cardTypeId	cardSetId	rarityId	artistName	attack	manaCost	durability	name	text	image	imageGold	flavorText	cropImage	duels
421	1	"421-assassins-blade"	7	[]	7	1635	2	"Brian Huang"	2	4	5	"암살자의 검"	""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/130cafa36be76194b8be165bba3e918d2c3b67d708f6feb9d8a027f446f3acc1.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a83e4059a4eddbd04acfe4ecc2a17b1840cbb8832d43d5ad6465fd7d71e426a8.png"	"진짜 암살자가 품질을 보증하는 제품입니다. 자세히 보면 날에 장미 문양이 새겨져 있다고 합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6716079053d9fcb879993ed45294fe1b523e9f99784aa6498c709db8f0217d9e.png"	{"relevant":true,"constructed":true}
63732	1	"63732-shadowcloth-needle"	6	[]	7	1578	3	"Kagi "	0	1	3	"어둠 깃든 옷감용 바늘"	"내가 암흑 주문을 시전한 후에, 모든 적에게 피해를 1 주고 내구도를 1 잃습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0612db74844b2e5470a05f2042d3a282f11ff5db8fc050f1b0b0bb46584085e0.png"	""	"검은 옷을 수선할 때 더욱 효과적입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fe8680f2ae35ba00c5acc93224ca99b45445909f447aa205c1ed01a019914e3d.png"	{"relevant":true,"constructed":true}
2022	1	"2022-ogre-warmaul"	10	[]	7	13	1	"Richard Wright"	4	3	2	"오우거 전쟁망치"	"50%의 확률로 엉뚱한 적을 공격합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/004bbcc895f02a047930b1ccec196c9ef2b0bce692ef78bab5e1f469b414621d.png"	""	"오우거 관련된 것들이 다 그렇듯이 단순무식하고, 예측불허에 극도로 위험한 무기입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b97533f055fcdec46f7cb5f0d714f669285de619127b7e46ae64619b02f088c7.jpg"	{"relevant":true,"constructed":true}
847	1	"847-truesilver-champion"	5	[]	7	1635	2	"Ryan Sook"	4	4	2	"용사의 진은검"	"내 영웅이 공격할 때마다 생명력을 3 회복합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9c791136709de7343111fc8de56265b0de24491a55e2cd2b3d2af82afb7e4993.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5c7f0f2ac7f0f8bbe1cf0d683abc31b862eed1b19639e6d4836090c4de84a5e5.png"	"베고 찌르는 것 이외에 통조림을 따는 용도로도 쓸 수 있지만... 권하지는 않습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c539723b816e8719d165997855999528ade4b666f15f306345da14d64dbc7554.png"	{"relevant":true,"constructed":true}
401	1	"401-fiery-war-axe"	10	[]	7	1635	2	"Lucas Graciano"	3	2	2	"이글거리는 전쟁 도끼"	""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/68dcc2bc04cbf763c041fc13d22271ce61e9577e047992f21e88c729081e7807.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9f4ff6bf255ceaea527b18e8dc871d2bdf1099b728d0c7dbcbd9f041dfe5b685.png"	"한창 평화롭던 시절에는 사람들이 이 도끼를 다르게 불렀습니다. 싸늘한 평화 도끼라고 말이죠... 이 싸늘한 분위기는 뭘까요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/da86bc49c7a4f2225b98860d11763433b14b4f81cde0d59b094afb1bef362414.png"	{"relevant":true,"constructed":true}
59989	1	"59989-self-sharpening-sword"	7	[]	7	1443	3	"Kagi"	1	3	4	"자동 연마 검"	"내 영웅이 공격한 후에, 공격력을 +1 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e35c164d250752ee26638e154f04c6a623b5f2992ec4741ed206bf91b971ede5.png"	""	"이제 시험장에 여분의 검을 가져오지 않아도 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/30c48bacd62fa6e6871940836ba1c94720b91f45d4be1fe1a9ed4633f5c73c4e.png"	{"relevant":true,"constructed":true}
35025	1	"35025-cursed-blade"	10	[]	7	20	3	"Craig Mullins"	2	1	3	"저주받은 검"	"내 영웅이 받는 피해가 2배 증가합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5b2f2d382f44e606b806310f008a349acfa5e771273b75784af57867ef687dad.png"	""	"이번에 당첨되신 저주는 '싫어하는 노래 무한 반복 재생'입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3eb60a3786667ba644432f7883f087ec7a5f3a485271cbcdba1a3d4d72e19190.jpg"	{"relevant":true,"constructed":true}
59233	1	"59233-trueaim-crescent"	14	[3,14]	7	1443	4	"Kagi"	1	1	4	"정조준 초승달궁"	"내 영웅이 하수인을 공격한 후에, 아군 하수인들도 그 하수인을 공격합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fde826f5ee85d6c63bb79a376042957decb9284c408288b7e5aa414abe317333.png"	""	"좋게 손으로 가리켰으면 어디 덧나나요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4291c4e3b51df5b9bff7886424e4159a0e9b8ef285cb5449283919075b1a8101.png"	{"relevant":true,"constructed":true}
63118	1	"63118-outriders-axe"	10	[]	7	1525	3	"Jakub Kasper"	3	4	3	"척후병의 도끼"	"내 영웅이 공격하여 하수인을 처치한 후에, 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6b47cc597c9e2b78658f96c8427a059b8233ed0db282408e2dcdb15ab7d16b29.png"	""	"\"얼룩말 발굽 4개만 모으면 된다고요? 식은 죽 먹기죠!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d8681034edf6e7191961a6adce58c85fb738882afcefff92aed5f8aa6eb6947b.png"	{"relevant":true,"constructed":true}
43277	1	"43277-bladed-gauntlet"	10	[]	7	1004	4	"Luca Zontini"	0	2	2	"칼날주먹"	"이 무기의 공격력은 내 방어도와 같습니다. 영웅을 공격할 수 없습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8e668d8b66f4085d35e87afef61cac2cba4de20f373ab5a6cd5b9f14ae893425.png"	""	"주의: 이 무기를 착용한 채로 눈을 비비지 마십시오."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/49c540d23979b5f0f2e08bd763cfe1816df252dea05dfb36633c2557574a3b86.png"	{"relevant":true,"constructed":true}
84400	1	"84400-hope-of-quelthalas"	3	[]	7	1776	5	"Tanamaes Leejierasaes"	3	6	2	"쿠엘탈라스의 희망"	"내 영웅이 공격한 후에, 내 하수인들에게 +1/+1을 부여합니다. <i>(어디에 있든)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7354ef4eeb52b1bc98d96de00b4dc55655da68e1baba48b0172f1685b701aad4.png"	""	"모두에게 꿈과 희망을 쏴 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0fdc43e2ea9d4a24425addf42f5e4780b7fe398a1623c4ea51d1c35eec4e9762.png"	{"relevant":true,"constructed":true}
1989	1	"1989-cogmasters-wrench"	7	[]	7	13	4	"Richard Wright"	1	3	3	"톱니장인의 렌치"	"내 전장에 기계가 있으면 공격력을 +2 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/25607cc5fda7ce7e6861d0578e9eded3907421abbe9a0dc1cf4a2fc1365d85f6.png"	""	"톱니를 죄거나 트로그를 혼내줄 때 딱입니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d6ffc2c8fe18ee81902fae74f09112bcd541a4d5336dc2d87d3bb33180d46971.png"	{"relevant":true,"constructed":true}
810	1	"810-gorehowl"	10	[]	7	3	4	"Zoltan & Gabor"	7	7	1	"피의 울음소리"	"이 무기는 하수인을 공격할 때 내구도 대신 공격력이 1 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5c8e46db55d49a563decbcbdaea99ebdd0278df0fb7c2c6ea2125fbf9eb5823f.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8e712eeea7c38f7f55750fc4f91e4cff65805e6b2e64dbea45877552744bd470.png"	"그롬마쉬 헬스크림이 다루던 유서 깊은 도끼입니다. 어떻게 공작 말체자르의 손에 들어갔는지는 아직도 알 수 없네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8a89eea6f8716e0b4088cc569a90591f4efea7f7d309e3c0313a812ccdd50f0c.png"	{"relevant":true,"constructed":true}
63673	1	"63673-celestial-ink-set"	4	[]	7	1578	3	"Jason Kang"	0	2	2	"하늘빛 잉크 세트"	"내가 주문으로 마나를 5 소모한 후에, 내 손에 있는 주문의 비용이 (5) 감소하고 내구도를 1 잃습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6f28186e7fdd1a10a50fa6c548a0563777b88a2213f01e0b6c46f5067c0ec343.png"	""	"\"이 편지는 스톰윈드에서 최초로 시작되어 받는 사람에게 주문을 선사해 주었고 당신에게로 옮겨진 이 편지는 4일 안에 당신 곁을 떠나야 합니다.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/99708d6f58318c7d767f36e17483c2f259e3ae2e9dffd72cdccb8e9933ae368e.png"	{"relevant":true,"constructed":true}
78123	1	"78123-magnifying-glaive"	14	[]	7	1691	1	"Chris Hayes"	3	3	2	"확대경 전투검"	"내 영웅이 공격한 후에, 내 카드가 3장이 될 때까지 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/81d56f5264d2ae3513709f129af6c23a81bd819f295a0649ffb5b461a4179e99.png"	""	"이제 아무리 작은 대상이라도 복수할 수 있을 겁니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b558fe5d113498130b7986e0b0fdd6489f5ae8eb23212c808828b25c4c8f575d.png"	{"relevant":true,"constructed":true}
41213	1	"41213-obsidian-shard"	7	[]	7	27	3	"Konstantin Turovec"	3	4	3	"흑요석 파편"	"내가 낸 다른 직업의 카드 하나당 비용이 (1)씩 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0af6ccca1c42950566f5680609b2898aa66a2cfbd9c5ee3e3c05be2e35527641.png"	""	"뾰족한 돌을 보고 '오오! 단검이다!'라는 생각이 든다면 당신은 진정한 도적입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8ea31563758347072e70b7ccfa2a1562880dec29ab896cea14fc195049bb7a17.jpg"	{"relevant":true,"constructed":true}
