id	collectible	slug	classId	multiClassIds	minionTypeId	cardTypeId	cardSetId	rarityId	artistName	health	attack	manaCost	name	text	image	imageGold	flavorText	cropImage
57194	1	"57194-supreme-abyssal"	12	[]	15	4	1414	1	"Clint Langley"	12	12	8	"궁극의 심연"	"영웅을 공격할 수 없습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1c2f5224b5e0881ac5abe5c0b719339ad7bfe89282f897a81cf93eafdfa81151.png"	""	"하수인들만 죽어나겠군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4eab90173408c62297458032b557f5d98816aa2f02ddf9cf60e2641b251e9e59.png"
92258	1	"92258-merch-seller"	12	[]	92	4	1809	1	"Tanamaes Leejierasaes"	5	3	4	"기념품 상인"	"내 턴이 끝날 때, 무작위 주문을 상대편의 덱 맨 위에 놓습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cc1f87b5159559d17f54cabcdbdb902caa50e978d699ae565b5889ea45ab712d.png"	""	"\"죄송한데 중간 사이즈는 다 나갔어요. 노움, 특대형, 아나이힐란 사이즈만 남았습니다.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a3936089cf506de7eb3d831032ae89d81b88e97de064f2af00269ebfb8c5a71a.png"
40213	1	"40213-street-trickster"	12	[]	15	4	25	1	"Daria Tuzova"	7	0	3	"길거리 요술쟁이"	"<b>주문 공격력 +2</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ac8dd6e7f4d496c8fc0fa7154139c61fed2641477753c7c5ca775505b55b6b61.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2b72d1fbbce3fb8e0922ba906f5a1368cc24c0f5046fe4e5fa73250be1fff98f.png"	"첫 번째 요술은 당신의 지갑을 사라지게 하는 겁니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9a1a6cbbfb0a4da0f51db8ef1182cc3ef6d92acf85c2d0e1cda163ca952ea0ef.png"
46655	1	"46655-worgen-abomination"	12	[]	11	4	1125	4	"Dave Allsop"	6	6	7	"늑대인간 누더기골렘"	"내 턴이 끝날 때, 피해를 받은 다른 <b>모든</b> 하수인에게 피해를 2 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8533dc6827ceaf63a8b552913f143c593d2ddcb7819036c9ae12ee9af1ca502c.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/96086699db311b33c630fbbb9dab92c43c7d29920f987ae0fafd38545855a4d5.png"	"죽은척하기 놀이 또 하고 싶은 사람!?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dd38de71b3f2cb42d48fe507f6ad09750203410f27993b8d3642108703ae23d9.png"
40598	1	"40598-unlicensed-apothecary"	9	[]	15	4	25	4	"Jon Neimeister"	5	5	3	"돌팔이 연금술사"	"내 하수인이 소환된 후에, 내 영웅에게 피해를 5 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d91f0fa0a3805b532e70c37443b22209a95496208ab1950b16cdd4c56f7d12d0.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/56a0eb3e1b6a4e8fa44e464db3d56275036c96dfd29ef439cf697fdfd2bd0cf8.png"	"치유 물약에 고작 재료 하나 잘못 넣었다고 면허를 빼앗아가다니. 무슨 동네가 이렇게 팍팍해?!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/afdf910be437e8ff931cb0a1a20f8303a8a4299191d0324252b179bafafdc8f7.png"
48060	1	"48060-unpowered-mauler"	12	[]	17	4	1127	3	"Jim Nelson"	4	2	2	"동력 끊긴 투사"	"이번 턴에 내가 주문을 시전했을 때에만 공격할 수 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a30d23ab63d6ff063ef2af81bd379d83926d012bc12ca7520206beee0507fd1b.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/75aebc3e2e5800989e53589ec54aacb3777952520df2f79de277a269d21089c6.png"	"인간이나 기계나 힘든 하루를 보낸 후에는 충전할 곳이 필요합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fa3d69b94addb47c70c15ffee8e8e3ae7e73c9b2b553668432ceae165cab142e.png"
49985	1	"49985-gonk-the-raptor"	2	[]	20	4	1129	5	"Christopher Hayes"	9	4	7	"랩터 공크"	"내 영웅이 공격하여 하수인을 처치한 후에, 내 영웅이 다시 공격할 수 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e4a7c693cfa57d83de0cb1c66a9f7476af171b91f8efe30928e0fb6678b2035b.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8841e48016b977496b06ce9746f00fb1583136b0201aeed57c3fd4e10a22dbaf.png"	"공크에게 복종하지 않는 잔달라 드루이드들을 지칭하는 말이 있습니다. \"저녁 식사\"."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7cff0153d6ee75d2ea4825529f0f16ec48711678c791fe50533adc7767812dd7.png"
54909	1	"54909-mana-giant"	4	[]	18	4	1347	4	"SARIYA"	8	8	8	"마나 거인"	"게임이 시작됐을 때 내 덱에 없던 카드를 낼 때마다 비용이 (1)씩 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4c3010eafe847eef010f9b93d1b8d3e3986abdb45182e804b04ce4ab9f12f6b1.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cf0c4ec7f8a87c0e8c720a47d12d0de0323449c22ad11e59cf7c9f88a078eb7d.png"	"주문을 많이 시전할수록 할인율이 더욱 거대해집니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/69b0d55cb8bbe7e8729103c1d1569e235f8f8d095d32e8aad6e541c6d5fd0b79.png"
51724	1	"51724-underbelly-angler"	8	[]	14	4	1130	3	"Jim Nelson"	3	2	2	"마법의 뒤안길 낚시꾼"	"내가 멀록을 낸 후에, 무작위 멀록을 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2eeec47038de775d63dc9fa779c95878dae7c3657aeaf1370455dcd8502a86d2.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e0ae971beb7a472f21189bb917f813ece0c2937011d5868c7d165234cc29d6b6.png"	"멀록과 함께 나방도 모여듭니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/75953af4eb53c2f7669bb7ad145756ade97a22d72a61c70e542906a5a707eb9e.png"
51977	1	"51977-magic-dart-frog"	4	[]	20	4	1130	1	"Patrik Bjorkstrom"	3	1	2	"마법의 황소개구리"	"내가 주문을 시전한 후에, 무작위 적 하수인에게 피해를 1 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a1d40c9593417a3784112da14bf95bedc9ee389fd713231098f6573149dec14f.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/554426f2e17b14c42e0dd02de81cac3151cd7ce9fe559ec879acc2768300cd6d.png"	"마르지 않는 침샘을 가지고 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d7677c5a9a3db486c9642bd5b95ea46ec63b95a622ac378e0853b3333d55cf93.png"
91215	1	"91215-metrognome"	12	[]	17	4	1809	3	"Melvin Chan"	4	2	3	"메트로노움"	"비용이 인 카드를 낸 후에, 비용이 인 카드를 뽑습니다. <i>(점점 증가합니다!)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6ee3dc765a4aec243921f6b1d5b81fbef07c29d540bcb09f35acb5c1e464a99d.png"	""	"똑딱춤 챌린지로 유명해졌습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d2ba56829bb8765e55cc9f19dc58767ddc7c0e4d902d8a5c8d1c59dd7f48536b.png"
2624	1	"2624-fearsome-doomguard"	9	[]	15	4	15	1	"Anton Zemskov"	8	6	7	"무시무시한 파멸수호병"	""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e5901e2ffbaca1a17eb3fee8cdceb2509bed97d5b7ea10eae84c4436c63edc7e.png"	""	"원래 이름은 푹신푹신 수호병이었는데 적정량의 두려움을 불러일으키지 않는다고 하여 개명했습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/28c02b291f417b02a91c6c766c64e1b6312078d5f5006ed5e84306a169f1b4e7.jpg"
2723	1	"2723-sea-reaver"	10	[]	11	4	15	4	"James Ryman"	7	6	6	"바다의 학살자"	"이 카드를 뽑을 때, 내 하수인들에게 피해를 1 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0c8b9000f32fec06176857a50fd61db635efbbf5fd30b96a71f2bef328c07ab0.png"	""	"등장과 동시에 학살을 일삼습니다. 그런데 왜 내 하수인들에게만?!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/52a6b1d9c3694e38df94616670bc0748861cef2f205d04405013b6ad19596a46.png"
49800	1	"49800-serpent-ward"	12	[]	21	4	1129	3	"Cicily He"	2	0	2	"뱀의 수호물"	"내 턴이 끝날 때, 적 영웅에게 피해를 2 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0c772b1daa9c376dda880518df9be33a1c7e92aca4e0a5ae0320dbd0ba01da0c.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/08073634c340b81330f50a367f62c296ba6309db5e751522efdbda09737d509f.png"	"가끔은 뱀들도 수호받고 싶어 합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b391a2cbf2629db48a5eee4f211ff806aebae2b28397cd47b9d5d18310ebfd19.png"
100984	1	"100984-astral-serpent"	5	[]	24	4	1858	1	"Tanamaes Leejierasaes"	3	3	4	"별의 용"	"내 턴이 끝날 때, 이 하수인이 공격하지 않았으면, 카드를 2장 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4279847df28282ec1456dfa2dee728b3e5d298c4f496a6b536b58efa9b6f857f.png"	""	"아무리 게을러도, 당신보다 카드가 2장 더 많습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e9e4659d15aa9d708fd086022eaf653a57622abc21dc29a7affa6c218650ae0c.png"
53171	1	"53171-soldier-of-fortune"	12	[]	18	4	1130	1	"Rafael Zanchetin"	6	5	4	"보물의 정령"	"이 하수인이 공격할 때마다 상대편에게 동전을 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cf68d7959113b54f18ff27a2b86f8a8a1dad4da1cb47918282e94d0f170789f6.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6cff7529289bdeb1f3e9190c9c5c5ea395a21a9a9627e2be34becf994db928cc.png"	"아주 값진 동료입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b26ba397e87dc15408e7a8b87e88b76e269b73b0465e6c71537c3e70d1921a76.png"
57907	1	"57907-replicat-o-tron"	12	[]	17	4	1414	4	"Matt Dixon"	3	3	4	"복붙로봇"	"내 턴이 끝날 때, 양옆에 있는 하수인 중 하나를 이 하수인으로 변신시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/59846ba4c6a0f7a1ec6a862b930b4883d535f19edb3d2867bd5becb2999576ae.png"	""	"\"오, 니가 내가 된다!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0c786371a462e6b6f744b196aeca3ea148675e2ce9b2c3a12abfbdf9dcdd347c.png"
58455	1	"58455-priestess-of-fury"	14	[]	15	4	1414	3	"Bayard Wu"	7	6	7	"분노의 여사제"	"내 턴이 끝날 때, 모든 적에게 6의 피해를 무작위로 나누어 입힙니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b06d198c6e53a3b824791e1b1fb156b0f268766492eadc6cb8336f255a78f212.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f527fd67672974c66d3dad594001a9c74e64a4cd33f2254f42b8afb73232bc1b.png"	"눈먼 감시자가 여덟 개의 쌍날검을 가지고 있는 걸 본 뒤, 자신의 쌍날검이 여섯 개뿐이라는 사실에 분노하고 있습니다. 남의 칼이 더 커 보이는 법이라더니."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/182bf62101d1d9224a2e1be08602c5c879498a715b158476d51a84eae7a1deb8.png"
98143	1	"98143-flame-revenant"	12	[]	18	4	1858	1	"Ivo Campelo da Silva"	3	2	2	"불꽃의 망령"	"내가 정령를 소환한 후에, 그 정령에게 +1/+1을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6fb65a13be776fa30797e26075490283f0586382ef04766f89c232e16a958002.png"	""	"물에 4배 피해를 받습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b398cdc80a880bc5abdbd37cbff80ed61b87d1d63cd0ab1f5d36ad4b6650c49e.png"
56072	1	"56072-arcane-amplifier"	4	[]	18	4	1403	1	"Arthur Gimaldinov"	5	2	3	"비전 증폭기"	"내 영웅 능력의 피해량이 2 증가합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f32e123e402d929e13c21115826c7bbc43ef9b36e9b4bad66a087ff5d31fc9a9.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6aa6cba927564a3ee1e046ba8d0a4cffd8bbefcb45be772055afe1fa0ab72a69.png"	"흑마법사들과 사이가 좋지 않습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fa3e99269f59e9bd2c9ac3aa372f4c1a7351f854d8c04196618e917326238dfc.png"
52292	1	"52292-arcane-servant"	12	[]	18	4	1130	1	"Wayne Wu"	3	2	2	"비전 하인"	""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/36c9e303afe775ef7448356092076f8fa403fc8f757be488a861342b7561a558.png"	""	"\"무엇을 주먹으로 후려치면 되겠습니까?\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/85acaee1928888c44041179439183b538cbd2632c8add34e5086badb13b67956.png"
55004	1	"55004-skybarge"	10	[]	17	4	1347	3	"Steve Prescott"	5	2	3	"비행포격선"	"내가 해적을 소환한 후에, 무작위 적에게 피해를 2 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a289987b34ea96b96f26fbb4725db6a6d64cab4cf6330bb43057fc22c5ba1970.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4ef628964c213f121719377e2fc630929d5984c6b8f970ece03980ac5a35488f.png"	"비행하는 것보다 포격하는 것이 주된 기능입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d4ef03091377ab3b8dd8a374aebd5e3954f7e31b49fd24708760bf6bc3a6b895.png"
56387	1	"56387-imprisoned-observer"	4	[]	15	4	1414	3	"Melvin Chan"	5	4	3	"사로잡힌 감시자"	"2턴 동안 <b>휴면</b> 상태입니다. 깨어나면, 모든 적 하수인에게 피해를 2 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f9566379605e4a9fb013a59c3306827b5cff287474da826f9f44d72b6bb36f9b.png"	""	"상습적으로 하수인을 괴롭힌 혐의로 2턴 동안 수감 중입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d88f362d9da980af5b304537d1790064b113ef61266771a5a30adc0d23cd4c1b.png"
56676	1	"56676-imprisoned-satyr"	2	[]	15	4	1414	1	"Mike Sass"	3	3	3	"사로잡힌 사티로스"	"2턴 동안 <b>휴면</b> 상태입니다. 깨어나면, 내 손에 있는 무작위 하수인의 비용이 (5) 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1c5004cd99494774da92e38a96af01d8438ee03b60bb4d3be564a00e4532cf07.png"	""	"\"일후프의 할인 가판대에 오신 것을 환영합니다! 동면에서 깬 순간 고정관념을 깬 가격으로 모십니다!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8c056789f5ae8de2c9ee971bce936915bd183402c8fa6c01692eb6b904843091.png"
56649	1	"56649-imprisoned-antaen"	14	[]	15	4	1414	3	"Rafael Zanchetin"	6	10	5	"사로잡힌 안타엔"	"2턴 동안 <b>휴면</b> 상태입니다. 깨어나면, 모든 적에게 10의 피해를 무작위로 나누어 입힙니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/47cbf7410c3eb6d39500be519c14e4853c4821737b94128930fa9eca8d9463ca.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9edf2215252c35c25d5ea65b19ea8d44b4b25eaa5f494f6651aff8a14e274e86.png"	"빅사이즈 수갑 파는 곳 아시는 분?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5a187bf0310dad5d9eb9744c9f0f43e9302b626f0668445038954da17ec6d5c9.png"
2522	1	"2522-captured-jormungar"	12	[]	20	4	15	1	"Gonzalo Ordonez"	9	5	7	"사로잡힌 요르문가르"	""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1a2161f7abbaa34dada0eeb50a465d35289e7a01c9f701cb0487a4d5e7bdafc2.png"	""	"애완용으로 기르는 것도 가능합니다. 매일 동물원 하나를 먹일 식량을 제공하고 집채만 한 수조를 청소할 각오가 되어있다면요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9ba7aae1950c1ef97a92afdd1c833bc045f7fea4576573d63de71fac5ca5700a.jpg"
56482	1	"56482-imprisoned-felmaw"	3	[]	15	4	1414	1	"James Ryman"	4	5	2	"사로잡힌 지옥아귀"	"2턴 동안 <b>휴면</b> 상태입니다. 깨어나면, 무작위 적을 공격합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5449e24def40dd21a9f90da1adbd28636d142684fd8ae9c724ed8edf12b270d4.png"	""	"경고: 사나우니 깨우지 마세요!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0cf69cce4ece1538c8e7bba5534b4e000a870e05f55b35bbb30642237115909e.png"
40607	1	"40607-genzo-the-shark"	12	[]	11	4	25	5	"Garrett Hanna"	4	5	4	"상어 겐조"	"이 하수인이 공격할 때마다 각 플레이어가 카드가 3장이 될 때까지 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/df289af8d366301010644e443ec3aa2814158af4b545e2faedc57d2bf96d09be.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/03ac164b2deb5ea0f008cde9a19351069e207f8d6621f08632941029a0cff940.png"	"가젯잔의 지하 도박장에서 열린 첫 하스스톤 대회에서 상어 봉제 인형을 상품으로 탄 후에 얻은 별명입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c2f4bc5d6320f1505c055b80c3b24fddc5a387a9928d5ac5205c8c471e7e33db.png"
46737	1	"46737-quartz-elemental"	6	[]	18	4	1125	1	"Konstantin Turovec"	8	5	5	"석영 정령"	"피해를 받은 상태면 공격할 수 없습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c63ed4abc5f68ce1153b21e76bdc9e85b4dd5977142f7a66cc3afce9fcc3e7b0.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6c8b4c0cdaa1575af729612c4404a7a433a401309d54435e7d852a23e830afb4.png"	"평등해지면 언제든 공격할 수 있습니다! 아니, 그러면 용암 광전사랑 다를 게 없군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/63b13f55387ad61521458a36625daac2851b2f39fc01f7ad10a67c0ba7bc9188.png"
47554	1	"47554-vex-crow"	4	[]	20	4	1125	1	"A. J. Nazzaro"	3	3	4	"성가신 까마귀"	"내가 주문을 시전할 때마다 비용이 2인 무작위 하수인을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bfa9f326009f7031b3f43c4a1434a0cb5de18f6bdb7b21ff98df5f764f363477.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fce210bc86765722b5bf509f41ef451db7430a5e2ecebdf6b327dbb9dc39ce0c.png"	"불운을 몰고 오는 새들인 만큼 파멸의 예언자도 종종 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0a673550ec3d701c9eb4417ea15e21bc688c21956a0bdc5462a77aed09fea9c1.png"
102692	1	"102692-soridormi"	12	[]	24	4	1898	5	"Zoltan Boros"	8	8	5	"소리도르미"	"2턴 동안 <b>휴면</b> 상태입니다. 깨어나면, 내 손에 있는 모든 용족의 비용이 (4) 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b869e4857ed16063a3137a43b94e5355d19069aed44d9b49b80f7fae7fdb4a0d.png"	""	"죄송해요! 깜빡 졸았네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/13873e51fcfc30ac2bbd26f1aab45ca43de638d94dadbffd04d12116aff7675f.png"
