id	collectible	slug	classId	multiClassIds	minionTypeId	multiTypeIds	cardTypeId	cardSetId	rarityId	artistName	health	attack	manaCost	name	text	image	imageGold	flavorText	cropImage	keywordIds
50093	1	"50093-spirit-of-the-dragonhawk"	4	[]	11	[20]	4	1129	3	"Jakub Kasper"	3	0	2	"용매의 혼"	"1턴 동안 <b>은신</b>을 얻습니다. 내 영웅 능력이 양옆의 하수인들도 대상으로 지정합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e17407c11d6f1a648e14c424697eb76e7e4579fef2fbedec4f4ab39c734791a1.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/69d27e7c79f0224ec618288e17ee393efc4f067e25127d1fe006aec863db4351.png"	"용매들은 정확도와는 거리가 멉니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c1d06a40d35dcc946e63ba4eb436a47fe95a510341201d989debf4e22cb3dafc.png"	[6]
48831	1	"48831-mulchmuncher"	2	[]	17	[20]	4	1127	3	"Mike Sass"	8	8	9	"우걱전차"	"<b>속공</b>, 이번 게임에서 죽은 아군 나무정령 하나당 비용이 (1)씩 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9412e920c0d3af80398f1c80748571a253cbcab02ef7d12a8ff4816895e099d1.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/db0457b668b0a3251e701dd7e21b93fbd5faafdc121cd1c741fca7777f218966.png"	"예전에는 나무를 뽑아서 나무정령을 만들더니 이젠 그 나무정령을 먹는 기계를 만드는군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e160953a2404f304d222e18d479a929d3b5aa12a0dbe4af60fa0ca6fe3e82385.png"	[53]
47051	1	"47051-ghostly-charger"	5	[]	11	[20]	4	1125	1	"Zoltan Boros"	4	3	5	"유령 전투마"	"<b>천상의 보호막</b> <b>속공</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f77c8cbbdb051b268e182af2ebf34be9437cca80b0b0645b21112dbe77ff4a5a.png"	""	"걱정 마세요! 적 영웅은 바로 공격하지 말라고 완벽하게 훈련시켰습니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5bd1943735b377b757cfd452b84a2a2b066a5c7dacc32e9997672bcaa787f431.png"	[3,53]
47600	1	"47600-ghost-light-angler"	8	[]	14	[11]	4	1125	1	"Jason Kang"	2	2	2	"유령빛 낚시꾼"	"<b>잔상</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e132141bd8bfdb7d2d21cd854e258fa3f22bd46fe01bc88d82eee409c12d1c9a.png"	""	"메아리인지 진짜 울음소리인지 알 재간이 없습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e98149df7f6ef20b44a11bb6d3c4fdb7bc3fe7222912a02c3d924b790035803e.png"	[52]
94218	1	"94218-free-spirit"	2	[]	20	[11]	4	1809	4	"L. Lullabi & K. Turovec"	2	1	1	"자유로운 영혼"	"<b>전투의 함성과 죽음의 메아리:</b> 이번 게임 동안 내 영웅 능력이 방어도를 +1 더 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d3ea9f5b496c15c75385c88657a36a721c8c97bdb245563c81489700d82449e3.png"	""	"원래는 영혼이 몽환숲으로 갔어야 했지만, 자유로운 영혼은 구속되지 않는 법입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6f3d1cd2e1673c2fb5411255e6899ce1c00709f9c8d896bff25d53906d9942d4.png"	[8,12]
47071	1	"47071-cursed-castaway"	7	[]	23	[11]	4	1125	3	"Tyler West Studio"	3	5	6	"저주받은 조난자"	"<b>속공</b>, <b>죽음의 메아리:</b> 내 덱에서 <b>연계</b> 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bd986995ee3d0d5c99713d0146d69ad62b23bbb494869b138ee1ecf2aa27bfb8.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/397ce4a96d20f67a3f45d92726fee57d35ab00e9231f1740e71dd13fdfbe431c.png"	"원래는 평범한 조난자였습니다... 그 저주받을 배구공을 찾기 전까지는."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f6a5bdb8bcc4e697573ce0ba199297a0b9b2da563b4307f7c81326ee0f28769a.png"	[12,13,53]
101100	1	"101100-shock-hopper"	8	[]	20	[18]	4	1858	1	"Mooncolony "	2	1	1	"전격 개구리"	"<b>전투의 함성:</b> 무작위 <b>과부하</b> 카드를 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5bab6b01acaebc1585ea2e650c01ce00458c953f85e91699867fcd55ab2cd669.png"	""	"개구리는 전기 발견에 도움이 되었다는 사실, 알고 계셨나요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4365b457eef6e06ffd8a509c557acf3615d075220719b7ef567ae86d95dad435.png"	[8,14]
52242	1	"52242-spirit-of-the-rhino"	10	[]	11	[20]	4	1129	3	"Jim Nelson"	3	0	1	"코뿔소의 혼"	"1턴 동안 <b>은신</b>을 얻습니다. 내 <b>속공</b> 하수인들은 소환된 턴에 <b>면역</b> 상태가 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/63aef4457d5e986364f413c9c53b52d059556d2f6974a4237097580aeda93d88.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/30792e31a687b24353c0aa5972a7661b44ca5ba126c2193a9b3e30133031c7c1.png"	"돌진은 죽었다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/39755004cd1188f4e919d13aa3f0af3c7b1727cfe5cfc5a2b6cc408a20c1c7f3.png"	[6,17,53]
48471	1	"48471-pogo-hopper"	7	[]	17	[20]	4	1127	3	"Matt Dixon"	1	1	1	"토깽이 콩콩"	"<b>전투의 함성:</b> 이번 게임에서 내가 낸 다른 토깽이 콩콩 하나당 +2/+2를 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e7301fc15c626b46ef4851e88e1ae9107ec74b03e769dd1fafb375eebed985e2.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7417fdcc0ffcfb81eecd743a3c3a2fa3c88ba3f0433d2140bacbcb5ad939ed47.png"	"띠용!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c341190d0423d725f3de648947a7a39937bfea8ddb816963422f8d498c8381fd.png"	[8]
55422	1	"55422-skyfin"	12	[]	14	[24]	4	1347	4	"Alex Horley Orlandelli"	3	3	5	"하늘지느러미"	"<b>전투의 함성:</b> 내 손에 용족이 있으면, 무작위 멀록을 2마리 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c56b94bfce4599f0c8b98b8657a2938cda9f6487178435d74d9e2247e23d9c0e.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c16ac57d8b89ac4e8006521ca19e474ba608df76d0b21667d506c9bcaeb7fc49.png"	"\"멀록이랑 용족 중에 뭐가 되고 싶으세요?\" \"네.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f6a5126f1abe1fde6862516f1ba2681a4322c396ae93b2396da2cd6b71812f5f.png"	[8]
57688	1	"57688-skeletal-dragon"	6	[]	24	[11]	4	1414	4	"Konstantin Turovec"	9	4	7	"해골 용"	"<b>도발</b>, 내 턴이 끝날 때, 무작위 용족을 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ef4383baba78268b79e2f6273e5894d45e81150f5adfec19b593029b9574c8cd.png"	""	"\"잠깐, 나 뼈 맞았어! 뼈 맞았다고!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f6278ed090872c458c539e24d34b2fabc367ce262a1fe6feb981366db342bf4a.png"	[1]
56398	1	"56398-augmented-porcupine"	3	[]	20	[17]	4	1414	4	"Charlene Le Scanff"	4	2	3	"향상된 고슴도치"	"<b>죽음의 메아리:</b> 모든 적에게 이 하수인의 공격력만큼의 피해를 무작위로 나누어 입힙니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6d8333e8b719daa41130db6acb13225d929faa7661609525eca10b1ef03b14e7.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/18b246ce449d2f0be04622bfac9e02de6c2109f135462745ecf26256265be0e7.png"	"전방에 힘찬 가시 발사!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/431a833fcd9ac63286a204db45155dd3c9204f5b8b0c8a23d03e255e6d0dd36a.png"	[12]
48585	1	"48585-cutthroat-buccaneer"	7	[]	23	[11]	4	1125	1	"Konstantin Turovec"	4	2	3	"흉악한 해적단원"	"<b>연계:</b> 내 무기에 공격력을 +1 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ce76dc0feba3e0323d1054904fc3ea903db697e463cd26abc1b9e0ecaf77c168.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/04cad3f23949e3a59db3014a5a3dea7f71a074c8be8768f4343abf75be716ab7.png"	"살아 있을 때에는 칼을 삼키는 묘기를 부렸답니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bb5212e21185567bcf7cbd062aa02f50cf53667ef629e54c2d52c7ee9c6ec67b.png"	[13]
