id	collectible	slug	classId	multiClassIds	minionTypeId	cardTypeId	cardSetId	rarityId	artistName	health	attack	manaCost	name	text	image	imageGold	flavorText	cropImage	keywordIds
55021	1	"55021-cumulo-maximus"	8	[]	18	4	1347	4	"Evgeniy Dlinnov"	5	5	5	"과부하된 뭉게구름"	"<b>전투의 함성:</b> 내 마나 수정이 <b>과부하</b>된 상태면, 피해를 5 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5d3f9e23dba5cc9b6598b47a2db5c60b08e54b619a7c4e99f2499bfa464453b3.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/572d9ac1bbe190eee2b3e7439da6560b127a2cf650597ee31f5ef78a3ce78bce.png"	"\"이 정도로는 부족합니까?!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/13f6e580bbdb9c440dd8f79151c4a0135d28776408701d1519c1dd48868e7131.png"	[8,14]
92243	1	"92243-crowd-surfer"	12	[]	14	4	1809	4	"Mooncolony "	1	1	1	"관중 표류멀록"	"<b>죽음의 메아리:</b> 다른 하수인에게 +1/+1과 이 <b>죽음의 메아리</b> 능력을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6ef15322fdd1ab4de2f125577d91f563ec9e5183d6fb3c03b8d543a8cf86539b.png"	""	"관객들 위에서 내려올 줄을 모릅니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8e82cadf3dfb204fce2533a55765b8ba32512219a95675440a8444609205b00e.png"	[12]
47836	1	"47836-coffin-crasher"	6	[]	11	4	1125	3	"Dave Allsop"	5	6	6	"관짝 파괴자"	"<b>죽음의 메아리:</b> 내 손에 있는 <b>죽음의 메아리</b> 하수인을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c4294603352cccefb3db21636e72890c64b233a422adce11936a184f05676fcb.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ed25dbb49577820af3585d3c590a30142c1368f5efde84f33d8ded8d1119590a.png"	"결혼식장에서도 가끔 출몰합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e838741a28f7354faee5444b45bc18323ad28ce30d9cb3836a5e2f3fcd7aa4b1.png"	[12]
54885	1	"54885-crazed-netherwing"	9	[]	24	4	1347	3	"Dave Allsop"	5	5	5	"광기 어린 황천날개"	"<b>전투의 함성:</b> 내 손에 용족이 있으면, 다른 <b>모든</b> 캐릭터에게 피해를 3 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d6a8c622ec8fff13ea8c1552f6dd3b1f1fa09740f637c9ad7b2e18b60bf7e605.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6ac67d37b76848ef6033b88aa9e8712c033fa3b6062ece09c48f7de2681caf98.png"	"토막 상식: 꼬리 휩쓸기는 언제나 왼쪽부터."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/505b2d44dea299d0e7cde26051e228c5de0a58682cf52f53cb4e262cb9f69b3f.png"	[8]
55007	1	"55007-deathwing-mad-aspect"	10	[]	24	4	1347	5	"Ludo Lullabi"	12	12	8	"광기의 위상 데스윙"	"<b>전투의 함성:</b> 다른 <b>모든</b> 하수인을 공격합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/90403ffb26422be58739d7bb84d7d66ac89268103c40c3a6e1ddd9596f94c0f2.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5359bc77315374ff46bbb96d24ddd53582f500543e2aab5a0996cdefe9c0d0b6.png"	"얘는 물어뜯고, 얘도 물어뜯고, 얜 할퀴고, 얜 삼키고..."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f2ae75ad9a24ebfb5aceb785a8b86e308169df8b11af7b7de21740df96981181.png"	[8]
40289	1	"40289-kooky-chemist"	12	[]	11	4	25	1	"Dave Allsop"	4	4	4	"괴상한 약제사"	"<b>전투의 함성:</b> 하수인의 공격력과 생명력을 바꿉니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d634ceb963c888afd48deb6d441fe9847a0a4e4a760aaca9ea83594cf8fa610d.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d48eedcbbf599571b1589a59a773243a1853d6d8e1ff4a3ca92d387b6f37e2bd.png"	"H2O가 산소인 건 누구나 아는 사실이죠!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c77fb18d2fe20548d479693c2409177075ec289be9becc8078d740b9fb889573.png"	[8]
55429	1	"55429-evasive-wyrm"	12	[]	24	4	1347	1	"Arthur Bozonnet"	3	5	6	"교묘한 고룡"	"<b>속공</b>, <b>천상의 보호막</b> 주문이나 영웅 능력의 대상으로 지정되지 않습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cec08faad32c658a52daa0e5e4b15f9501886c5925f572c7e894a0af3568b8c1.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/87b0ae03b07e0397d96d998a12cb2a07d26ae677a7c3b0f18e0910fcc222303e.png"	"비결이 뭐냐고요? 무지개 반사입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b4fcdab18bae709396f7999450736dbeb5f238f76369d50a692327c950797ba2.png"	[3,53]
54935	1	"54935-evasive-drakonid"	12	[]	24	4	1347	1	"Vladimir Kafanov"	7	7	7	"교묘한 용기병"	"<b>도발</b>, 주문이나 영웅 능력의 대상으로 지정되지 않습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/614060e6b69427e7803f4a706afc913895f1adddf19894a7dbc4aa3cb022c86b.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/79600df30e894f84ab9d1a3cfb0e23a2c9d46a6dbce585b09c0d624c18e0ff00.png"	"이 하수인은 주문이나 영웅 능력이나 전화나 문자의 대상으로 지정되지 않습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/740c54904f91492860926206c4cdc8e2575e8c9f19b80c3126f731ec3c1cc190.png"	[1]
55416	1	"55416-evasive-chimaera"	12	[]	20	4	1347	1	"Anton Zemskov"	1	2	2	"교묘한 키메라"	"<b>독성</b>, 주문이나 영웅 능력의 대상으로 지정되지 않습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e01ca4f9bc44f93ca9e6c839809e813c248732bdc3ab2589e47c0a6c7d14081d.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/73c9abd8149cebd6c4fe7a0f31c08c8c65333fb3fa653790bd2d21f6f0cc1ecf.png"	"한 머리는 진실만을 말하고, 나머지 머리는 거짓만을 말합니다. 그리고 두 머리 모두 독을 내뱉습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9252b3f4f8f9f6ebdf1515fde8086d946df7df60750a71c144374f016e8b3b4c.png"	[32]
91872	1	"91872-unpopular-has-been"	12	[]	11	4	1809	4	"Sergey Tsvelykh"	5	5	6	"구닥다리"	"<b>죽음의 메아리:</b> 비용이 5인 과거의 무작위 하수인을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/12797a8905f51527f9b5398613f9463d5a00000f4a579314109f118ddd0e0946.png"	""	"크라켄의 해 시절엔 누구보다 록 정신이 뛰어났었죠. 그 당시에 직관할걸..."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1927279ec5e4c45b6355eb092041724b845adabfbfdf8d41e59368dbbf384898.png"	[12]
50380	1	"50380-gurubashi-chicken"	12	[]	20	4	1129	1	"Ivan Fomin"	1	1	1	"구루바시 닭"	"<b>압살:</b> 공격력을 +5 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/825e2538a476f561e7622f44d44bcf4a78d0b44ab1602943b07b22d3cb8f9833.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3271edcbfeeeb5d543ba22bcf61f338656601d515596ee931bead0dc6886ac24.png"	"압살했닭! 오늘 저녁은 치킨이닭!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/017d62ea8bbccd5b78f26199653af842c4bcf256130bb5aca4c51322b2dd29cd.png"	[61]
88982	1	"88982-rolling-stone"	12	[]	18	4	1809	1	"Melvin Chan"	2	2	2	"구르는 돌"	"<b>속공</b>, <b>전투의 함성:</b> 내가 마지막으로 낸 카드의 비용이 (1)이면, +1/+1을 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/aa1ae1b457521c8ace33e56c6c413106ff1ba3ee7876ca2a99893dd26ad40eb0.png"	""	"어떤 돌을 빼내려는 걸까요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cb8bc661b6d1acdb3254ba86e03d389bb8f7736164279c8b538543922112ab47.png"	[8,53]
2283	1	"2283-hungry-dragon"	12	[]	24	4	14	1	"John Polidora"	6	5	4	"굶주린 용"	"<b>전투의 함성:</b> 상대편에게 비용이 1인 무작위 하수인을 소환해 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/871a62a07123b6a9bd0a7255bdf5a4b0efd3a39ec5516df7a84ad2ea907d8d0d.png"	""	"이봐 용 친구, 안색이 안 좋군. 밤이 오기 전에 먹을 걸 찾는 게 좋을 거야!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4f2196f292e585a76d95d45bc233d47dfe4c9efef3cf0b7e37796db65d499596.jpg"	[8]
98680	1	"98680-ravenous-kraken"	12	[]	20	4	1858	1	"Vladimir Kafanov"	5	2	3	"굶주린 크라켄"	"<b>전투의 함성:</b> 아군 하수인을 처치합니다. <b>죽음의 메아리:</b> 그 하수인을 복사하여 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ef2dbe5f59d38583d8cc0f185d0d1969a19574e8ca8965ba9539df0d5c3ce3e5.png"	""	"양손에 먹이를 들고 있다니 배가 꽤 고팠나 보네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e3f402e1ae76a858647cef47ea8c15c924650bf45d49d78cf4d11c9ff3da29e6.png"	[8,12]
94249	1	"94249-groovy-cat"	2	[]	20	4	1809	3	"Eva Widermann"	1	2	2	"그루브 고양이"	"<b>전투의 함성과 죽음의 메아리:</b> 이번 게임 동안 내 영웅 능력이 공격력을 +1 더 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/da1503244cb5655f07b772aca86afe6cad85d49d7faa293fe0888b80c6f0e831.png"	""	"너도 나도, 우리 모두 하스스톤 속에 있는 카드라면?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/38b01cc88cf74944a690028598e483564d6b71c8d9192e6f01426cefd51c27f5.png"	[8,12]
47295	1	"47295-glinda-crowskin"	9	[]	11	4	1125	5	"Jomaro Kindred"	7	3	6	"글린다 크로우스킨"	"내 손에 있는 모든 하수인이 <b>잔상</b>을 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8222ecd41d772f6e1de4d99ade6953c5f456d873e6edff80fbcfff16c7f4a053.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/215075b1e81de878797237d225920b1153b31dd46a91cd0be6e3c0460436c1e4.png"	"눈발바닥 펭귄을 *무한정* 낼 수 있습니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/21dd0c07e6a90484c0c38bbe4090bced773a28ebb887f1c67bf2fd712b2ebc55.png"	[52]
92225	1	"92225-brass-elemental"	8	[]	18	4	1809	3	"Daniil Kudriavtsev"	3	3	4	"금관 정령"	"<b>속공</b>, <b>천상의 보호막</b>, <b>도발</b>, <b>질풍</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4cefd01c1f7944858e4b07087ac789dc750ab6847681aee1879b609a088c1b82.png"	""	"물 주문은 당신이 맡으세요. 대지, 바람, 화염은 걱정 말고."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f32c79c7d1a47e50307faf6cb73450e2666d49f7732f8b11773e3ef020dee2c7.png"	[1,3,11,53]
54926	1	"54926-diving-gryphon"	3	[]	20	4	1347	3	"Mike Sass"	1	4	3	"급강하하는 그리핀"	"<b>속공</b>, <b>전투의 함성:</b> 내 덱에서 <b>속공</b> 하수인을 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0e3d202b1def745bb4fb6b2b97283cee8f4201ca6136004a9d8f04e139256264.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7d888e4b9c43b89a0f84709c3bd59811888c50d80dc8dab901fcabb79586db6c.png"	"주의: 청룡열차 PTSD가 있으신 분들은 탑승을 삼가주세요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4373c8ca1b2ae87aaf8c0dd069350faf5fcc3ed75d69413fc124f301d9b61cbc.png"	[8,53]
