id	collectible	slug	classId	multiClassIds	cardTypeId	cardSetId	rarityId	artistName	manaCost	name	text	image	imageGold	flavorText	cropImage	keywordIds	duels
71321	1	"71321-dun-baldar-bunker"	3	[]	5	1626	3	"J. Paick & K. Turovec"	2	"던 발다르 참호"	"내 턴이 끝날 때, <b>비밀</b>을 뽑습니다. 그 비밀의 비용이 (1)이 됩니다. 3턴 동안 지속됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f3a1258cde28dcebe82a7ec962ddfb9b9cfa0e3033d211fee4df7e9777b9f01d.png"	""	"참혹한 전장에 어울리는 참혹한 디자인입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2b62a0483ca4d30290a928427922f2a059ece060d6906678236009efb37e7861.png"	[5]	{"relevant":true,"constructed":true}
67241	1	"67241-spring-the-trap"	3	[]	5	1626	4	"Jim Nelson"	4	"덫사냥"	"하수인에게 피해를 3 주고 내 덱에 있는 <b>비밀</b>을 시전합니다. <b>명예로운 일격:</b> <b>비밀</b>을 둘 시전합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3c2488492bc06b315233f95cf5d85192caee354db87975194e59c85382e36b94.png"	""	"발을 잘못 내딛는 것부터 시작입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ad782530345f893e7b41b0faf36ccf47c0a391212dea35518eff686d62c5f02b.png"	[5,100]	{"relevant":true,"constructed":true}
64523	1	"64523-city-tax"	5	[]	5	1578	1	"Alex Stone"	2	"도시세"	"<b>교환성</b>, <b>생명력 흡수</b> 모든 적 하수인에게 피해를 1 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bf8a7a835779ba2f5cc5b2add163cf11316044ea526cfb5edd95f723cc485320.png"	""	"\"이봐, 네가 아무리 세계를 구한 용사였다 해도 세금은 내야 해.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d98369b4fad00e60a21983245a8b7c44801142d4ce23a409c78bbfc32e3500c8.png"	[38,97]	{"relevant":true,"constructed":true}
63359	1	"63359-savory-deviate-delight"	7	[]	5	1525	3	"Grace Liu"	1	"돌연변이 물고기 별미"	"각 플레이어의 손에 있는 하수인을 해적 또는 <b>은신</b> 하수인으로 변신시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e2a6d598e1378b128a4a30b025d5c352767a9f0d38da282cffa0e9cd076b47b6.png"	""	"바다 맛이 첨가된 것 같기도 하네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7b430eae7c6f076689114d66ffec82ace930d595ccdd726ea3324781dd6738b4.png"	[6]	{"relevant":true,"constructed":true}
344	1	"344-charge"	10	[]	5	1635	2	"Alex Horley Orlandelli"	3	"돌진"	"아군 하수인 하나에게 공격력 +2와 <b>돌진</b>을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/50c64096e337bba3f05634611de9cba148265231ea3ba825d58e06321bee0a00.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d003b710d4097af98d9b01570fb9038a02dafcdce8c75f9902ca2597aae78256.png"	"다음 턴까지 안전하리라는 상대의 믿음을 박살냅니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/182e7f76851ee7fdee95c00a6b12f7078fc0fae950b79004a94b30f577b134b5.png"	[4]	{"relevant":true,"constructed":true}
2095	1	"2095-tinkers-sharpsword-oil"	7	[]	5	13	1	"Den"	4	"땜장이의 뾰족칼 기름"	"내 무기에 공격력을 +3 부여합니다. <b>연계:</b> 무작위 아군 하수인에게 공격력을 +3 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/585a1dc6328bc8b9e5af6c01ee8c05c5c468b00ea77e94b558439b4632f6bf35.png"	""	"주의: 불똥이 튀면 칼에 불이 붙을 수 있음"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bbdfd1772041e0b1590d13b5ee5dd929cd626db481fac90a74d52a9ccd38674c.png"	[13]	{"relevant":true,"constructed":true}
43359	1	"43359-wandering-monster"	3	[]	5	1004	3	"Trent Kaniuga & James Martin"	2	"떠도는 괴물"	"<b>비밀:</b> 적이 내 영웅을 공격할 때, 대신 맞아주는 비용이 3인 하수인을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1bdafcd8c7fa869a36d7eaf664fcb25ae40bb901594b7814a52069e7dfd2d200.png"	""	"떠도는 자가 모두 길을 잃은 것은 아니...지만 이 괴물은 길을 잃은 게 분명합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/469931b625d47195e7b0fbf520bae7579cab5e6c11d321a12caa6235dcb2d6e0.jpg"	[5]	{"relevant":true,"constructed":true}
53596	1	"53596-worthy-expedition"	2	[]	5	1158	1	"Paul Mafayon"	1	"뜻깊은 원정"	"<b>선택</b> 카드를 <b>발견</b>합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/81e4088c1e044123f9eb1b2b66ab2fdb794e7307d440fcd394dd561fb090ffe4.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/80c7896857287ccad716a3f7f9937d7979d7b6c9f97ecae1a949484bd164cb8c.png"	"내가 탈것을 어디에 주차해뒀더라...?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0969528e97776aa1eb0686b869a62f767b197aace3d5971e11c902fa239e8cbe.png"	[21]	{"relevant":true,"constructed":true}
708	1	"708-headcrack"	7	[]	5	3	3	"Ludo Lullabi"	3	"머리 후려치기"	"적 영웅에게 피해를 2 줍니다. <b>연계:</b> 다음 턴에 이 카드를 내 손으로 다시 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/701c671c6640d61e42a9b448583be9c9bf393041476c140f5cba17943e1fa442.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/276767de5039a489fdc2570187c89f2fca988f11adf7552ccb5aa2b0984aff30.png"	"모든 공격이 실패해도, 머리 후려치기만큼은 당신을 배신하지 않을 겁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/00cbf238873b219246ed817619bfb245deea8cad956a3cb8bdbb140e8747b9ec.png"	[13]	{"relevant":true,"constructed":true}
65603	1	"65603-doggie-biscuit"	3	[]	5	1578	3	"Jialuan Li"	2	"멍멍이 간식"	"<b>교환성</b>, 하수인에게 +2/+3을 부여합니다. 내가 이 카드를 <b>교환</b>한 후에, 아군 하수인에게 <b>속공</b>을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/15d4971e25f177279d44260140c7ac54649d805c27bf75e19faf2d442c7f58cd.png"	""	"에드윈이 아끼는 소형견의 간식입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5091befb3d252c21e1f30035483bbab0053526dd51854a14f557f251b60b9248.png"	[53,97]	{"relevant":true,"constructed":true}
65656	1	"65656-heavy-plate"	10	[]	5	1578	1	"Matt Dixon"	3	"무거운 판금"	"<b>교환성</b> 방어도를 +8 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a5916b47a82f836ae9ed01be589fc13b990326940b76f621c6a15c1b8fa2bab5.png"	""	"\"휘지도 않고 꿈쩍도 않는 방어구를 원하셨잖아요. 왜 짜증이신 거죠?\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c247f22890ddd5b1edbdc1544d7542be5478d79ddf40d87af31a7bbdd7756e55.png"	[97]	{"relevant":true,"constructed":true}
84752	1	"84752-vast-wisdom"	4	[]	5	1776	3	"BOSi Studio"	2	"박학다식"	"비용이 (3) 이하인 주문을 둘 <b>발견</b>합니다. 그 주문들의 비용을 바꿉니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9077d684b1a8c97fdf1bd0f122fa193934ca3ef192921568484d7d035605c8f1.png"	""	"숫자를 3까지 세는 게 얼마나 힘든 일인 줄 알아?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/05bc46bbd3770c136097dcfbef66adc85206715be9f689318b25ebf2d03f5455.png"	[21]	{"relevant":true,"constructed":true}
53932	1	"53932-embalming-ritual"	6	[]	5	1158	1	"Ivan Fomin"	1	"방부 의식"	"하수인에게 <b>환생</b>을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9c160ee67b28f48fb616e41519a743ef0c79bcbc09b8554a5037515e8e6c3b1e.png"	""	"\"내가 새로운 고양이를 데려왔어!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9773f7232fa27b38617cc9c4c969de71764c693aab8e7af90968b76c153e7259.png"	[78]	{"relevant":true,"constructed":true}
77148	1	"77148-double-cross"	7	[]	5	1691	1	"Mooncolony "	2	"배신의 배신"	"<b>비밀:</b> 상대편이 마나를 모두 소모하면, 카드를 2장 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d7d0a6cd8090c21a094cf7348e37f3d2dd3fb9e9287db9d7b3d4bb76417fd3bb.png"	""	"그 누구도 믿지 마세요!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8f2e863a9e6f13d9f8508aeb47d0055c4e6b7241afdebe27f4c95ee95dea3ebc.png"	[5]	{"relevant":true,"constructed":true}
43322	1	"43322-crushing-hand"	8	[]	5	1004	1	"Phil Saunders"	2	"분쇄의 손"	"하수인에게 피해를 8 줍니다. <b>과부하:</b> (3)"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ee02aae0f19704940720a3addc2f297b487dac1a56f2edd1ba79e486dbe840ce.png"	""	"주술사들과 악수할 땐 항상 조심해야겠습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c68887ced8caa32ea17a9e3f229eb34e0a656c5526b293dbbd3d1951823c7253.jpg"	[14]	{"relevant":true,"constructed":true}
63334	1	"63334-serpentbloom"	3	[]	5	1525	1	"Eva Widermann"	0	"불뱀꽃"	"아군 야수에게 <b>독성</b>을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/620e101185d3e3ac1db9cc2b234ab6d9ec544a2d7bd1c906d45c027d9b9cb526.png"	""	"\"어머, 너무 귀여워!\" 그게 마지막으로 남긴 말이었습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1087b6c4f4ae70a6ef8be5163e0e5651fafc26c110d7531986041ac181d28315.png"	[32]	{"relevant":true,"constructed":true}
63955	1	"63955-sketchy-information"	7	[]	5	1578	3	"Grace Liu"	4	"비밀스러운 정보"	"비용이 (4) 이하인 <b>죽음의 메아리</b> 카드를 뽑습니다. 그 카드의 <b>죽음의 메아리</b> 능력을 발동시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/61f13b0df42f79b304ee73e1f11e4e9b9a266324852042b3fda3f1f778bc0c46.png"	""	"\"포세이큰한테서 수상한 냄새는 나지 않았으니 한번 믿어 보겠어.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6fcdffa555ed57ea7b6fff253f7e01c3eceda21fad4703eb87ad1f5bd92f54c4.png"	[12]	{"relevant":true,"constructed":true}
42560	1	"42560-roll-the-bones"	7	[]	5	1001	3	"Zoltan Boros"	2	"뼈개걸윷모"	"카드를 뽑습니다. 그 카드가 <b>죽음의 메아리</b> 카드면, 이 주문을 한 번 더 시전합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ee56ebc3c7ec6b8d197aff0163b9f2ccf24d18b92cfff29ae53906979e6c49a5.png"	""	"백도는 없습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/18598640a62a3b7b23092d46ae0a74cd771e642f733aab5c32257e880e5c403c.png"	[12]	{"relevant":true,"constructed":true}
61159	1	"61159-swindle"	7	[]	5	1466	1	"Matt Dixon"	2	"사기"	"주문을 뽑습니다. <b>연계:</b> 하수인도 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6c50866f5afdcf2b422b5ea8c489df6661fd132e408b76f7e89eafcba5ae7c4f.png"	""	"이쯤 되면 인형을 파는 곳을 찾아 나서는 게 더 빠를지도 모르겠군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a8b304726c1b0957af6448333f98b58e3f49326f52ac73efe494e6cedc3540de.png"	[13]	{"relevant":true,"constructed":true}
53861	1	"53861-hunters-pack"	3	[]	5	1158	1	"L. Lullabi & K. Turovec"	3	"사냥꾼의 가방"	"무작위 사냥꾼 야수, <b>비밀</b>, 무기를 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b2a3a8eb3a0609c094665697cc7a3da4e9639db76e676756cb0957f2cf2017c9.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7b0c4fe2bd96e7ecefc03d450c3c7131e7e8b15cc50352bb54b2cd1757f65694.png"	"저건 분명 함정일 거야!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fe693c6d43ccd08376a19686a7d6f196aa4c7bb9f87a96d3599b99b6952af3b7.png"	[5]	{"relevant":true,"constructed":true}
896	1	"896-flare"	3	[]	5	3	3	"Tyler Walpole"	1	"섬광"	"<b>모든</b> 하수인이 <b>은신</b>을 잃습니다. 적의 모든 <b>비밀</b>을 없앱니다. 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f5e9809385a214be568a25a266c2a5f9cada654b6e1b80ed5db5990869bd5c23.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0d1678aa083d54b021988672a48439cc5c9ac4a8f1c1f25aa11b679cffbccc84.png"	"적의 모습을 드러낼 뿐만 아니라 파티의 분위기를 띄울 때도 좋습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3d30a10cceeebe543e5e549787293899002f29fa99e29456571f85137205955d.png"	[5,6]	{"relevant":true,"constructed":true}
72897	1	"72897-urchin-spines"	3	[]	5	1658	4	"BOSi Studio"	1	"성게 가시"	"이번 턴에 내 주문이 <b>독성</b> 능력을 가집니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0196fdbd06e552043fd5ff257f614492ca2aea77c16cca4830784255c9b4193f.png"	""	"그건 핥지 말았어야 했는데..."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4b2ef65b00c0f6c45940c2db939f49724fdabb9f889c4582a13995c9e37cbed1.png"	[32]	{"relevant":true,"constructed":true}
59602	1	"59602-commencement"	5	[5,10]	5	1443	3	"Zoltan Boros"	7	"수여식"	"내 덱에서 하수인을 소환합니다. 그 하수인에게 <b>도발</b>과 <b>천상의 보호막</b>을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7ddd20bf1ad1270076f5cf3e7277e487ee701898e06dfae7258f598956b38eeb.png"	""	"“졸업생 여러분, 이제 여러분도 신성한 책임을 어깨에 지고 있음을 명심하세요.”"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/10ee0cb6f8e8068ca9a279e8ef7efa4405dc77cd211376f652688212213c4b31.png"	[1,3]	{"relevant":true,"constructed":true}
73774	1	"73774-aquatic-form"	2	[]	5	1658	3	"BOSi Studio"	0	"수중 동물 변신"	"<b>인양</b>, 이번 턴에 그 카드를 낼 마나가 있다면, 그 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5fd355cdb13c8b8ae75a556572db6a2dcf76ee6a62d3e5ccad607135c7bef1da.png"	""	"숨 참기 대결 하쉴? 쫄?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/62e25bb16126fe1f47a652cd46f70b733c7be4c48873b152a2c4df1c3632ab2b.png"	[232]	{"relevant":true,"constructed":true}
